bill_id,term,session,title,long_title,subjects,commem
SB0246,2023_2024,135,Modify housing law and rename Department of Development,"To amend sections 9.47, 9.66, 107.03, 107.21, 117.55, 121.02, 121.03, 121.35, 122.01, 122.011, 122.012, 122.013, 122.014, 122.02, 122.03, 122.04, 122.041, 122.042, 122.05, 122.06, 122.07, 122.071, 122.073, 122.075, 122.077, 122.08, 122.081, 122.082, 122.083, 122.085, 122.086, 122.087, 122.088, 122.089, 122.0810, 122.0811, 122.0812, 122.0813, 122.0814, 122.0815, 122.0816, 122.0817, 122.09, 122.10, 122.11, 122.121, 122.131, 122.132, 122.133, 122.134, 122.135, 122.136, 122.14, 122.15, 122.151, 122.152, 122.153, 122.154, 122.155, 122.156, 122.16, 122.17, 122.171, 122.172, 122.173, 122.174, 122.175, 122.176, 122.177, 122.178, 122.179, 122.1710, 122.1711, 122.18, 122.19, 122.20, 122.21, 122.22, 122.23, 122.24, 122.25, 122.26, 122.27, 122.30, 122.31, 122.32, 122.33, 122.35, 122.36, 122.37, 122.38, 122.401, 122.403, 122.406, 122.4017, 122.4018, 122.4019, 122.4020, 122.4023, 122.4024, 122.4030, 122.4031, 122.4032, 122.4033, 122.4034, 122.4035, 122.4036, 122.4037, 122.4040, 122.4043, 122.4044, 122.4045, 122.4046, 122.4050, 122.4051, 122.4055, 122.4063, 122.4070, 122.4071, 122.4073, 122.4075, 122.4076, 122.4077, 122.41, 122.42, 122.43, 122.44, 122.45, 122.451, 122.46, 122.47, 122.48, 122.49, 122.52, 122.53, 122.54, 122.55, 122.56, 122.561, 122.57, 122.571, 122.58, 122.59, 122.60, 122.601, 122.602, 122.603, 122.604, 122.605, 122.61, 122.62, 122.63, 122.631, 122.632, 122.633, 122.64, 122.641, 122.6510, 122.6511, 122.6512, 122.67, 122.68, 122.681, 122.69, 122.70, 122.701, 122.71, 122.72, 122.73, 122.74, 122.75, 122.76, 122.77, 122.78, 122.79, 122.80, 122.81, 122.82, 122.84, 122.85, 122.851, 122.852, 122.86, 122.88, 122.89, 122.90, 122.91, 122.92, 122.921, 122.922, 122.923, 122.924, 122.925, 122.94, 122.941, 122.942, 122.951, 122.9511, 122.9512, 122.96, 123.01, 123.22, 125.08, 125.081, 125.111, 125.20, 125.836, 125.901, 126.023, 126.32, 126.62, 140.01, 145.035, 149.311, 150.02, 151.40, 153.59, 164.02, 165.01, 165.03, 165.20, 166.01, 166.02, 166.03, 166.04, 166.05, 166.06, 166.07, 166.08, 166.09, 166.12, 166.13, 166.14, 166.15, 166.16, 166.17, 166.18, 166.19, 166.20, 166.21, 166.25, 166.27, 167.02, 169.05, 173.08, 174.01, 174.02, 174.03, 174.04, 174.05, 174.06, 174.07, 175.03, 175.04, 175.06, 175.15, 176.01, 176.07, 184.01, 184.151, 184.16, 187.01, 187.03, 187.04, 187.05, 187.061, 191.02, 191.03, 191.10, 191.13, 191.15, 191.17, 191.19, 191.27, 191.30, 191.33, 191.35, 191.37, 191.40, 191.44, 191.45, 308.21, 321.261, 321.262, 333.03, 333.04, 333.05, 340.13, 703.34, 709.024, 709.192, 715.70, 715.72, 902.04, 991.02, 1547.81, 1551.01, 1551.05, 1551.06, 1551.11, 1551.12, 1551.15, 1551.19, 1551.20, 1551.311, 1551.32, 1551.33, 1551.35, 1555.02, 1555.03, 1555.04, 1555.05, 1555.06, 1555.08, 1555.17, 1728.01, 1728.07, 3326.02, 3327.17, 3333.373, 3333.50, 3366.01, 3366.03, 3366.04, 3735.27, 3735.39, 3735.66, 3735.671, 3735.672, 3735.673, 3735.69, 3742.32, 3742.32f, 3746.121, 3746.20, 3775.04, 3780.03, 3780.19, 4121.123, 4164.04, 4164.12, 4301.17, 4303.181, 4303.262, 4503.591, 4582.58, 4901.021, 4906.02, 4928.06, 4928.43, 4928.51, 4928.52, 4928.53, 4928.54, 4928.543, 4928.544, 4928.55, 4928.56, 4928.57, 4928.58, 4928.581, 4928.582, 4928.583, 4928.61, 4928.62, 4928.63, 4928.75, 4929.16, 4929.161, 4929.163, 4981.02, 4981.03, 5101.16, 5104.30, 5104.30f, 5117.02, 5117.03, 5117.04, 5117.05, 5117.07, 5117.071, 5117.08, 5117.09, 5117.10, 5117.12, 5117.22, 5119.34, 5120.07, 5126.071, 5126.18, 5501.031, 5531.08, 5703.0510, 5703.57, 5709.12, 5709.211, 5709.212, 5709.22, 5709.40, 5709.41, 5709.45, 5709.48, 5709.51, 5709.61, 5709.62, 5709.63, 5709.631, 5709.632, 5709.633, 5709.64, 5709.66, 5709.67, 5709.671, 5709.68, 5709.69, 5709.73, 5709.78, 5709.82, 5709.87, 5709.88, 5709.882, 5717.02, 5725.32, 5725.33, 5726.54, 5726.55, 5726.59, 5727.75, 5729.032, 5729.16, 5733.33, 5733.34, 5733.352, 5733.58, 5733.59, 5747.01, 5747.331, 5747.51, 5747.66, 5747.67, 5751.52, 5751.54, 5751.55, 6111.12, 6121.02, and 6123.031 and to enact sections 122.634 and 122.635 of the Revised Code to rename the Department of Development the Department of Housing and Development and to otherwise modify the law related to housing, and to amend the versions of sections 3742.32 and 5104.30 of the Revised Code that are scheduled to take effect January 1, 2025, to continue the changes after that date.",Economic Development; Housing and Real Property; State and Local Government; State and Local Government : State Government,0
SB0247,2023_2024,135,Establish the community solar pilot program,"To amend sections 4928.01 and 4928.02 and to enact sections 1.66, 4934.01, 4934.011, 4934.04, 4934.05, 4934.06, 4934.07, 4934.071, 4934.072, 4934.08, 4934.09, 4934.10, 4934.11, 4934.12, 4934.13, 4934.14, 4934.15, 4934.16, 4934.17, 4934.24, 4934.25, 4934.26, and 4934.27 of the Revised Code to establish the community solar pilot program.",Utilities  : Electric Utilities,0
SB0248,2023_2024,135,Create Blanchester Wildcats license plate,"To amend section 4501.21 and to enact section 4503.894 of the Revised Code to create the ""Blanchester Wildcats"" license plate.",Education; Education : Primary and Secondary Education; Public Safety; Special Designations; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,1
SB0249,2023_2024,135,"Provide grants for mortgage, property tax, and utility bill aid","To enact section 175.50 of the Revised Code to provide grants to qualifying applicants for mortgage, property tax, and utility bill assistance.",Housing and Real Property,0
SB0250,2023_2024,135,Create requirements for railroad wayside detector systems,"To amend sections 4955.50 and 4955.51 and to enact sections 4955.52, 4955.53, 4955.55, and 4955.57 of the Revised Code to create separate requirements for the installation of wayside detector systems for certain railroad companies.",State and Local Government; Utilities  : Truck and Rail Carriers,0
SB0251,2023_2024,135,Require certain utilities file a PUCO rate case every four years,"To amend section 4909.18 and to enact section 4909.181 of the Revised Code to require public utilities that serve more than 250,000 Ohio residents to file a rate case application with the Public Utilities Commission at least every four years.",Utilities,0
SB0252,2023_2024,135,Designate Peter and Sarah Fossett Memorial Bridge,"To enact section 5534.701 of the Revised Code to designate a bridge connecting I-75 and I-74 in Hamilton County as the ""Peter and Sarah Fossett Memorial Bridge.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
SB0253,2023_2024,135,"Revise lead testing, certification, and tax credit law","To amend sections 3742.01, 3742.03, 3742.39, 3742.50, 5747.08, 5747.26, 5747.50, 5747.502, 5747.51, 5747.53, and 5747.98 and to enact sections 3742.47 and 5747.504 of the Revised Code to revise the law governing lead testing, certification, and tax credits.",Environment and Natural Resources; Health and Human Services; Health and Human Services : Public Health; Housing and Real Property : Landlords and Tenants; State and Local Government : Local Government; Taxation,0
SB0254,2023_2024,135,Designate the Brigid Kelly Norwood Lateral,"To enact section 5534.512 of the Revised Code to designate State Route 562 in Hamilton County as the ""Brigid Kelly Norwood Lateral.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
SB0255,2023_2024,135,Revise the law governing coroners and death certificates,"To amend sections 313.02, 313.10, 313.12, 313.161, 325.15, 2335.061, 4723.431, and 4730.19 of the Revised Code to revise the law governing coroners and death certificates.",Occupational Licensing and Regulation; State and Local Government : Local Government; State and Local Government : Public Officials and Employees,0
SB0256,2023_2024,135,Modify the earned income tax credit; increase the minimum wage,"To amend sections 4111.02, 4111.09, 4111.14, 5747.71, and 5747.98 of the Revised Code to modify the state's earned income tax credit, to increase the basic state minimum hourly wage, and to declare an emergency.",Taxation; Employment,0
SB0257,2023_2024,135,Allow military to participate in homeownership savings program,To amend section 135.71 of the Revised Code to make active duty members of the uniformed services eligible to participate in the homeownership savings linked deposit program.,Military and Veterans,0
SB0258,2023_2024,135,Create new causes of action re:vehicles towed after an accident,To enact section 4513.71 of the Revised Code to create new causes of action in relation to vehicles towed after an accident.,Public Safety; Transportation; Transportation : Motor Vehicles,0
SB0259,2023_2024,135,Regards interscholastic athletics for bullied students,"To enact section 3313.5313 of the Revised Code regarding participation in interscholastic athletics for students subjected to harassment, intimidation, bullying, or other offenses.",Education; Education : Primary and Secondary Education,0
SB0260,2023_2024,135,Designate SPC Connor Wilson-Reichert Memorial Highway,"To enact section 5534.162 of the Revised Code to designate a portion of State Route 283 in Cuyahoga County as the ""SPC Connor Wilson-Reichert"" Memorial Highway.","Military and Veterans; Special Designations : Memorial Highways and Bridges; Transportation : Highways, Roads, and Bridges",1
SB0261,2023_2024,135,Regards auditing chartered nonpublic schools,To amend section 117.113 of the Revised Code regarding the auditing of chartered nonpublic schools.,Education; Education : Primary and Secondary Education,0
SB0262,2023_2024,135,Allow a county to implement motor fuel quality testing program,To amend section 1327.70 of the Revised Code to authorize a county to implement a motor fuel quality testing program.,Agriculture; Commerce,0
SB0263,2023_2024,135,Enact Braden's Law to prohibit sexual extortion,"To amend sections 2137.15, 2743.51, 2743.56, 2743.60, 2743.71, and 2905.11 and to enact section 2905.111 of the Revised Code to enact Braden's Law to prohibit sexual extortion and aggravated sexual extortion and to allow family of certain victims of aggravated sexual extortion to receive compensation from the crime victims compensation fund.","Courts and Civil Law : Civil Law; Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Sex Offenses",0
SB0264,2023_2024,135,Add screening awareness to Colorectal Cancer Awareness Month,To amend section 5.2219 of the Revised Code to add screening awareness to Colorectal Cancer Awareness Month.,Special Designations,1
SB0265,2023_2024,135,Eliminate right of first refusal for school district property,"To amend sections 3313.41, 3318.08, and 5705.10; to enact new section 3313.411; and to repeal sections 3313.411, 3313.412, and 3313.413 of the Revised Code to eliminate the right of first refusal for certain schools in the acquisition of school district real property.",Education : Primary and Secondary Education,0
SB0266,2023_2024,135,Regulate the ownership of electric vehicle charging stations,"To enact sections 4933.51, 4933.53, 4933.54, 4933.55, 4933.57, and 4933.59 of the Revised Code to regulate the ownership of electric vehicle charging stations.",Transportation : Motor Vehicles; Utilities  : Electric Utilities,0
SB0267,2023_2024,135,Regards civil actions for injury or loss due to vandalism or riot,To amend section 2307.70 and to enact section 309.081 of the Revised Code regarding civil actions by persons who suffer injury or loss due to vandalism or riot activity.,"Courts and Civil Law; Courts and Civil Law : Civil Law; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement",0
SB0268,2023_2024,135,"Establish veterinarian telehealth visit requirements, procedures",To amend section 4741.04 and to enact section 4741.041 of the Revised Code to establish requirements and procedures for veterinarian telehealth visits.,Agriculture; Agriculture : Animals; Occupational Licensing and Regulation,0
SB0269,2023_2024,135,Regards drug reimbursements made to 340B covered entities,To enact section 4729.521 of the Revised Code to prohibit drug manufacturers and wholesalers from taking certain actions regarding reimbursements made to 340B covered entities.,Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,0
