bill_number,term,bill_type,intro_date,primary_sponsor,cosponsors,title,summary,approp_bill,veto,partial_veto,companion,bill_url
HB1713,2023-2024,Bill,2023-02-01,"Maycumber, Jacquelin","Chapman, Mike; Mosbrucker, Gina; Walsh, Jim; Ybarra, Alex; Tharinger, Steve; McEntire, Joel; Graham, Jenny; Sandlin, Bryan; Volz, Mike; Griffey, Dan; Couture, Travis; Kretz, Joel; Dent, Tom; Schmick, Joe; Barnard, Stephanie; Eslick, Carolyn; Timmons, Joe",AN ACT Relating to increasing access to health care services in rural and underserved areas of the state;,Increasing access to health care services in rural and underserved areas of the state.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1713
EHB1714,2023-2024,Bill,2023-02-01,"Stonier, Monica Jurado","Senn, Tana; Callan, Lisa; Kloba, Shelley; Santos, Sharon Tomiko; Bergquist, Steve; Timmons, Joe",AN ACT Relating to allowing school districts to apply for financial literacy education professional development grants for three or fewer school years;,Allowing school districts to apply for financial literacy education professional development grants.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1714
HB1715,2023-2024,Bill,2023-02-01,"Davis, Lauren","Mosbrucker, Gina; Duerr, Davina; Griffey, Dan; Walen, Amy; Lekanoff, Debra; Morgan, Melanie; Callan, Lisa; Ramel, Alex; Thai, My-Linh; Rule, Alicia; Ryu, Cindy; Kloba, Shelley; Chopp, Frank; Pollet, Gerry; Chapman, Mike; Mena, Sharlett; Cortes, Julio; Eslick, Carolyn; Bergquist, Steve; Fey, Jake",AN ACT Relating to enacting comprehensive protections for victims of domestic violence and other violence involving family members or intimate partners;,Enacting comprehensive protections for victims of domestic violence and other violence involving family members or intimate partners.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1715
HB1716,2023-2024,Bill,2023-02-01,"Rule, Alicia","Corry, Chris; Stokesbary, Drew; Reeves, Kristine; Chapman, Mike; Jacobsen, Cyndy; Eslick, Carolyn",AN ACT Relating to supporting employers providing child care assistance to employees by establishing a business and occupation tax credit for businesses and requiring the department of revenue to provide a report to the legislature;,Supporting employers providing child care assistance to employees by establishing a business and occupation tax credit for businesses and requiring the department of revenue to provide a report to the legislature.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1716
HB1717,2023-2024,Bill,2023-02-01,"Rule, Alicia","Corry, Chris; Paul, Dave; Stonier, Monica Jurado; Chapman, Mike; Duerr, Davina; Timmons, Joe",AN ACT Relating to supporting innovation at associate development organizations;,Supporting innovation at associate development organizations.,false,false,false,SB5379,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1717
HB1718,2023-2024,Bill,2023-02-01,"Rule, Alicia","Mena, Sharlett; Leavitt, Mari; Paul, Dave; Bronoske, Dan; Lekanoff, Debra; Reed, Julia; Pollet, Gerry; Timmons, Joe","AN ACT Relating to creating the ""parks Rx"" health and wellness pilot programs;","Creating the ""parks Rx"" health and wellness pilot programs.",false,false,false,SB5095,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1718
HB1719,2023-2024,Bill,2023-02-01,"Walsh, Jim","Jacobsen, Cyndy",AN ACT Relating to modifying the hours of operation for the Interstate 405 express toll lanes and high occupancy vehicle lanes;,Modifying the hours of operation for the Interstate 405 express toll lanes and high occupancy vehicle lanes.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1719
HB1720,2023-2024,Bill,2023-02-02,"Chapman, Mike","Dent, Tom; Lekanoff, Debra; Kretz, Joel; Volz, Mike; Klicker, Mark; Schmidt, Suzanne; Schmick, Joe; Couture, Travis; Goehner, Keith; Chambers, Kelly; Ybarra, Alex; Stokesbary, Drew; Robertson, Eric; Sandlin, Bryan; Christian, Leonard; Reeves, Kristine; Morgan, Melanie; Orcutt, Ed; Corry, Chris; Barkis, Andrew; Graham, Jenny; Dye, Mary; Hutchins, Spencer; Cheney, Greg","AN ACT Relating to the protection and restoration of riparian areas through the establishment of a fully voluntary, regionally focused riparian grant program designed to improve the ecological functions of critical riparian management zones;","Concerning the protection and restoration of riparian areas through the establishment of a fully voluntary, regionally focused riparian grant program designed to improve the ecological functions of critical riparian management zones.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1720
HB1721,2023-2024,Bill,2023-02-02,"Paul, Dave","Stokesbary, Drew; Leavitt, Mari; Graham, Jenny; Reed, Julia; Santos, Sharon Tomiko; Pollet, Gerry; Shavers, Clyde; Bergquist, Steve",AN ACT Relating to skill center class size;,Concerning skill center class size.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1721
HB1722,2023-2024,Bill,2023-02-02,"Doglio, Beth","Chapman, Mike; Leavitt, Mari; Christian, Leonard; Reed, Julia",AN ACT Relating to compensation for tow truck operators for keeping the public roadways clear;,Addressing compensation for tow truck operators for keeping the public roadways clear.,false,false,false,SB5652,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1722
HB1723,2023-2024,Bill,2023-02-02,"Duerr, Davina","Taylor, Jamila; Morgan, Melanie; Gregerson, Mia; Ramel, Alex; Reed, Julia; Santos, Sharon Tomiko; Pollet, Gerry; Macri, Nicole",AN ACT Relating to equity and environmental justice in the growth management act;,Concerning equity and environmental justice in the growth management act.,false,false,false,SB5651,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1723
HB1724,2023-2024,Bill,2023-02-02,"Bateman, Jessica","Macri, Nicole; Taylor, Jamila; Berry, Liz; Tharinger, Steve; Slatter, Vandana; Callan, Lisa; Leavitt, Mari; Reed, Julia; Shavers, Clyde",AN ACT Relating to increasing the trained behavioral health workforce;,Increasing the trained behavioral health workforce.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1724
HB1725,2023-2024,Bill,2023-02-02,"Maycumber, Jacquelin","Riccelli, Marcus; Fosse, Mary; Doglio, Beth; Tharinger, Steve; Stonier, Monica Jurado; Barnard, Stephanie; Hutchins, Spencer; Graham, Jenny; Mosbrucker, Gina; Christian, Leonard; Reeves, Kristine; Walen, Amy; Gregerson, Mia; Ormsby, Timm; Reed, Julia; Schmidt, Suzanne; Pollet, Gerry; Cheney, Greg; Shavers, Clyde; Macri, Nicole; Leavitt, Mari",AN ACT Relating to increased access to insulin for individuals under the age of 21;,Increasing access to insulin for individuals under the age of 21.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1725
HB1726,2023-2024,Bill,2023-02-02,"Bronoske, Dan","Robertson, Eric; Griffey, Dan; Rule, Alicia; Leavitt, Mari; Schmidt, Suzanne; Chapman, Mike; Ryu, Cindy; Reeves, Kristine; Graham, Jenny; Ormsby, Timm; Paul, Dave; Reed, Julia",AN ACT Relating to the director of fire protection's administration and reimbursement of fire service-related training programs;,Concerning the director of fire protection's administration and reimbursement of fire service-related training programs.,false,false,false,SB5724,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1726
HB1727,2023-2024,Bill,2023-02-02,"Chapman, Mike","Cheney, Greg; Walen, Amy",AN ACT Relating to ensuring fairness and consistency for Washington state businesses by leveling the playing field on transaction fees for regulated entities in Washington who process electronic payments;,Ensuring fairness and consistency for Washington state businesses by leveling the playing field on transaction fees.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1727
HB1728,2023-2024,Bill,2023-02-02,"Donaghy, Brandy","Rule, Alicia; Reeves, Kristine; Morgan, Melanie; Ramel, Alex; Reed, Julia; Leavitt, Mari",AN ACT Relating to creating a statewide resiliency program;,Creating a statewide resiliency program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1728
HB1729,2023-2024,Bill,2023-02-02,"Abbarno, Peter","Klicker, Mark; Volz, Mike; Orcutt, Ed; Schmidt, Suzanne; Cheney, Greg","AN ACT Relating to creating and expanding tax incentives for the research, development, production, and sale of hydrogen fuel products in Washington state;","Creating and expanding tax incentives for the research, development, production, and sale of hydrogen fuel products in Washington state.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1729
HB1730,2023-2024,Bill,2023-02-02,"Waters, Kevin","Stonier, Monica Jurado; Klicker, Mark; Low, Sam; Couture, Travis; Chambers, Kelly; Ybarra, Alex; Barnard, Stephanie; Schmidt, Suzanne; Street, Chipalo; McClintock, Stephanie; Walen, Amy; Hutchins, Spencer; Caldier, Michelle; Cheney, Greg",AN ACT Relating to allowing youth ages 18 and older to work in establishments traditionally classified as off-limits to persons under the age of 21 in certain specific and limited circumstances;,Allowing people 18 years of age or older to work in certain 21 year and older establishments.,false,false,true,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1730
HB1731,2023-2024,Bill,2023-02-02,"Waters, Kevin","Stonier, Monica Jurado; Klicker, Mark; Low, Sam; Couture, Travis; Chambers, Kelly; Ybarra, Alex; Barnard, Stephanie; Schmidt, Suzanne; McClintock, Stephanie; Santos, Sharon Tomiko; Hutchins, Spencer",AN ACT Relating to complimentary liquor by short-term rental operators;,Concerning complimentary liquor by short-term rental operators.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1731
HB1732,2023-2024,Bill,2023-02-02,"Bergquist, Steve","Stonier, Monica Jurado; Ormsby, Timm; Macri, Nicole",AN ACT Relating to changing the inflation adjustment index for state salary allocations to schools;,Changing the inflation adjustment index for state salary allocations to schools.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1732
HB1733,2023-2024,Bill,2023-02-02,"Paul, Dave","Klicker, Mark; Leavitt, Mari; Schmidt, Suzanne; Reed, Julia; Pollet, Gerry; Shavers, Clyde",AN ACT Relating to degrees in nursing;,Accessing degrees in nursing.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1733
HB1734,2023-2024,Bill,2023-02-02,"Couture, Travis","Chapman, Mike; Griffey, Dan; Robertson, Eric; Walsh, Jim; Sandlin, Bryan; Orcutt, Ed; Abbarno, Peter; McEntire, Joel; Maycumber, Jacquelin; Stokesbary, Drew; Graham, Jenny",AN ACT Relating to ensuring adequate notice is provided to local communities when the department of social and health services contracts with a housing provider for individuals qualifying for a less restrictive alternative placement;,Providing notice regarding less restrictive alternative placement contracting.,false,false,false,SB5544,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1734
HB1735,2023-2024,Bill,2023-02-02,"Lekanoff, Debra","Fitzgibbon, Joe; Ramel, Alex; Pollet, Gerry; Macri, Nicole",AN ACT Relating to adding net ecological gain as a voluntary element of comprehensive plans adopted under the growth management act;,Adding net ecological gain as a voluntary element of comprehensive plans under the growth management act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1735
HB1736,2023-2024,Bill,2023-02-02,"Cortes, Julio","Fey, Jake; Senn, Tana; Ryu, Cindy; Wylie, Sharon; Slatter, Vandana; Reed, Julia; Pollet, Gerry",AN ACT Relating to requiring the department of licensing to collect vehicle odometer readings at the time of original vehicle registration and registration renewal;,Requiring the department of licensing to collect vehicle odometer readings at the time of original vehicle registration and registration renewal.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1736
HB1737,2023-2024,Bill,2023-02-02,"Morgan, Melanie","Street, Chipalo; Kretz, Joel; Waters, Kevin; Reeves, Kristine; Reed, Julia; Entenman, Debra; Donaghy, Brandy; Cheney, Greg; Walsh, Jim; Wylie, Sharon; Stearns, Chris; Orwall, Tina; Taylor, Jamila; Chapman, Mike; Berg, April; Graham, Jenny; Gregerson, Mia; Ormsby, Timm; Ramel, Alex; Santos, Sharon Tomiko; Caldier, Michelle; Pollet, Gerry; Macri, Nicole; Fosse, Mary",AN ACT Relating to enacting the reconciliation act;,Enacting the reconciliation act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1737
HB1738,2023-2024,Bill,2023-02-02,"Ryu, Cindy","Pollet, Gerry",AN ACT Relating to the state universal communication services program;,Concerning the state universal communication services program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1738
HB1739,2023-2024,Bill,2023-02-02,"Dent, Tom","Eslick, Carolyn; Schmidt, Suzanne",AN ACT Relating to instruction for child care providers;,Concerning instruction for child care providers.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1739
HB1740,2023-2024,Bill,2023-02-02,"Orcutt, Ed","Chapman, Mike; Dent, Tom; Reeves, Kristine; Morgan, Melanie; Chandler, Bruce; Kretz, Joel; Klicker, Mark; Tharinger, Steve; Graham, Jenny; Cheney, Greg","AN ACT Relating to eligibility, enrollment, and compensation of small forestland owners volunteering for participation in the forestry riparian easement program;","Concerning eligibility, enrollment, and compensation of small forestland owners volunteering for participation in the forestry riparian easement program.",false,false,false,SB5667,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1740
HB1741,2023-2024,Bill,2023-02-03,"Rule, Alicia","Leavitt, Mari; Reed, Julia; Callan, Lisa; Davis, Lauren; Berry, Liz; Paul, Dave; Ramel, Alex; Kloba, Shelley; Reeves, Kristine; Doglio, Beth; Pollet, Gerry","AN ACT Relating to increased prototypical school formulas to support student health, well-being, and educational outcomes;","Increasing prototypical school formulas to support student health, well-being, and educational outcomes.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1741
