bill_number,term,bill_type,intro_date,primary_sponsor,cosponsors,title,summary,approp_bill,veto,partial_veto,companion,bill_url
ESB5691,2023-2024,Bill,2023-02-03,"Warnick, Judy","Shewmake, Sharon",AN ACT Relating to resource and assessment centers;,Concerning resource and assessment centers.,false,false,false,HB1685,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5691
SB5692,2023-2024,Bill,2023-02-03,"Lovelett, Liz","Van De Wege, Kevin; Wilson, Claire; Hunt, Sam",AN ACT Relating to increasing the maximum per pupil limit for enrichment levy authority;,Increasing the maximum per pupil limit for enrichment levy authority.,false,false,false,HB1244,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5692
SB5693,2023-2024,Bill,2023-02-03,"Van De Wege, Kevin","Lovelett, Liz",AN ACT Relating to limiting liability for salmon recovery projects performed by regional fisheries enhancement groups;,Limiting liability for salmon recovery projects performed by regional fisheries enhancement groups.,false,false,false,HB1775,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5693
SB5694,2023-2024,Bill,2023-02-03,"Hunt, Sam","Saldaña, Rebecca; Wilson, Claire",AN ACT Relating to public employee salary surveys;,Concerning public employee salary surveys.,false,false,false,HB1774,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5694
SB5695,2023-2024,Bill,2023-02-03,"Stanford, Derek","Dhingra, Manka; Rolfes, Christine; Saldaña, Rebecca; Shewmake, Sharon",AN ACT Relating to eliminating child marriage;,Eliminating child marriage.,false,false,false,HB1455,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5695
SB5696,2023-2024,Bill,2023-02-03,"Robinson, June","Hunt, Sam","AN ACT Relating to eligibility for participation in the public employees' benefits board for retired or disabled employees of counties, municipalities, and other political subdivisions;","Concerning eligibility for participation in the public employees' benefits board for retired or disabled employees of counties, municipalities, and other political subdivisions.",false,false,false,HB1804,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5696
SB5697,2023-2024,Bill,2023-02-03,"Van De Wege, Kevin","Kuderer, Patty; Conway, Steve; Hunt, Sam; Lovelett, Liz; Wilson, Claire","AN ACT Relating to authorizing the utilities and transportation commission to regulate the rates and services of all persons engaging in the business of acting as a landlord for a mobile home park, manufactured housing community, or manufactured/mobile home community;","Authorizing the utilities and transportation commission to regulate the rates and services of all persons engaging in the business of acting as a landlord for a mobile home park, manufactured housing community, or manufactured/mobile home community.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5697
SB5698,2023-2024,Bill,2023-02-03,"Warnick, Judy","Dozier, Perry; Frame, Noel; Rolfes, Christine; Saldaña, Rebecca; Salomon, Jesse; Shewmake, Sharon; Wilson, Jeff",AN ACT Relating to the state cactus;,Establishing the state cactus.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5698
SB5699,2023-2024,Bill,2023-02-03,"Van De Wege, Kevin","Salomon, Jesse; Hunt, Sam; Warnick, Judy; Short, Shelly; Muzzall, Ron",AN ACT Relating to increasing the compensation for members of the fish and wildlife commission;,Increasing the compensation for members of the fish and wildlife commission.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5699
SB5700,2023-2024,Bill,2023-02-03,"Van De Wege, Kevin","Cleveland, Annette; Dhingra, Manka",AN ACT Relating to modernization of state health care authority-related laws;,Modernizing state health care authority related laws.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5700
SB5701,2023-2024,Bill,2023-02-03,"King, Curtis",,AN ACT Relating to expanding the definition of designated forestland;,Expanding the definition of designated forestland.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5701
SB5702,2023-2024,Bill,2023-02-06,"Trudeau, Yasmin","Nobles, T'wina; Dhingra, Manka; Hunt, Sam; Liias, Marko; Lovelett, Liz; Nguyen, Joe; Pedersen, Jamie; Saldaña, Rebecca; Valdez, Javier; Wilson, Claire",AN ACT Relating to expanding the students experiencing homelessness and foster youth pilot program;,Expanding the students experiencing homelessness and foster youth pilot program.,false,false,false,HB1693,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5702
SB5703,2023-2024,Bill,2023-02-06,"Randall, Emily","Holy, Jeff; Conway, Steve; Hasegawa, Bob; Keiser, Karen; Liias, Marko; Lovick, John; Nguyen, Joe; Nobles, T'wina; Pedersen, Jamie; Saldaña, Rebecca; Salomon, Jesse; Shewmake, Sharon; Valdez, Javier; Wilson, Claire",AN ACT Relating to modifying the Washington college grant and establishing bridge grants;,Modifying the Washington college grant and establishing bridge grants.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5703
SB5704,2023-2024,Bill,2023-02-06,"Rivers, Ann","Shewmake, Sharon; Dozier, Perry; Cleveland, Annette; King, Curtis; Torres, Nikki; Lovick, John; Pedersen, Jamie; Wilson, Lynda",AN ACT Relating to requirements for fund-raising activities of bona fide charitable or nonprofit organizations;,Concerning requirements for fund-raising activities of bona fide charitable or nonprofit organizations.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5704
SB5705,2023-2024,Bill,2023-02-06,"Stanford, Derek","Dozier, Perry; Hasegawa, Bob",AN ACT Relating to the administration of the legislative committee on economic development and international relations;,Concerning the administration of the legislative committee on economic development and international relations.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5705
SB5706,2023-2024,Bill,2023-02-06,"Frame, Noel","Lovick, John; Conway, Steve; Dhingra, Manka; Hasegawa, Bob; Hunt, Sam; Kuderer, Patty; Liias, Marko; Lovelett, Liz; Nobles, T'wina; Pedersen, Jamie; Randall, Emily; Saldaña, Rebecca; Shewmake, Sharon; Stanford, Derek; Valdez, Javier",AN ACT Relating to privileged communication between employees and the unions that represent them;,Concerning privileged communication between employees and the unions that represent them.,false,false,false,HB1187,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5706
SB5707,2023-2024,Bill,2023-02-06,"Kuderer, Patty","Lovelett, Liz; Nguyen, Joe; Nobles, T'wina; Wilson, Claire",AN ACT Relating to establishing a housing court pilot program;,Establishing a housing court pilot program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5707
SB5708,2023-2024,Bill,2023-02-06,"Frame, Noel","Rolfes, Christine; Hasegawa, Bob; Kuderer, Patty; Lovelett, Liz; Nguyen, Joe; Nobles, T'wina; Pedersen, Jamie; Valdez, Javier; Wellman, Lisa; Wilson, Claire","AN ACT Relating to the operation, authorization, and permitting of microenterprise home kitchens;","Concerning the operation, authorization, and permitting of microenterprise home kitchens.",false,false,false,HB1706,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5708
SB5709,2023-2024,Bill,2023-02-06,"Torres, Nikki","Hunt, Sam; Schoesler, Mark; Dozier, Perry",AN ACT Relating to irrigation district elections;,Concerning irrigation district elections.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5709
SB5710,2023-2024,Bill,2023-02-06,"Torres, Nikki","Wellman, Lisa; Braun, John; Muzzall, Ron; Dozier, Perry; Nobles, T'wina; Wilson, Lynda",AN ACT Relating to providing access to behavioral health services to youth in rural and underserved areas;,Providing access to behavioral health services to youth in rural and underserved areas.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5710
SB5711,2023-2024,Bill,2023-02-06,"Nobles, T'wina","Liias, Marko; Frame, Noel; Hasegawa, Bob; Hunt, Sam; Lovelett, Liz; Nguyen, Joe; Pedersen, Jamie; Saldaña, Rebecca; Shewmake, Sharon; Valdez, Javier; Wilson, Claire",AN ACT Relating to extending the terms of eligibility for the Washington college grant program;,Extending the terms of eligibility for the Washington college grant program.,false,false,false,HB1156,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5711
SB5712,2023-2024,Bill,2023-02-07,"Liias, Marko","Saldaña, Rebecca; Hasegawa, Bob; Lovelett, Liz; Nguyen, Joe; Valdez, Javier; Wilson, Claire",AN ACT Relating to expanding the Washington college grant and establishing the Washington college promise program;,Expanding the Washington college grant and establishing the Washington college promise program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5712
SB5713,2023-2024,Bill,2023-02-07,"Wagoner, Keith",,AN ACT Relating to regionalization factors for Concrete and Granite Falls school districts;,Concerning regionalization factors for Concrete and Granite Falls school districts.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5713
SB5714,2023-2024,Bill,2023-02-07,"Wagoner, Keith","Wilson, Lynda",AN ACT Relating to payments made for property taxes or special assessments by an automated check processing service;,Concerning payments made for property taxes or special assessments by an automated check processing service.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5714
SB5715,2023-2024,Bill,2023-02-07,"Fortunato, Phil","Wilson, Jeff",AN ACT Relating to providing property tax relief to senior citizens;,Providing property tax relief to senior citizens.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5715
SB5716,2023-2024,Bill,2023-02-07,"Rivers, Ann",,AN ACT Relating to removing the authorization for the department of health to perform validation surveys on in-home services agencies and area agencies on aging;,Removing the department of health's authorization to perform certain validation surveys.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5716
SB5717,2023-2024,Bill,2023-02-07,"Stanford, Derek",,AN ACT Relating to a voluntary compliance program for industrial insurance;,Concerning a voluntary compliance program for industrial insurance.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5717
SB5718,2023-2024,Bill,2023-02-07,"Wellman, Lisa","Boehnke, Matt; Nguyen, Joe; Saldaña, Rebecca; Wilson, Claire",AN ACT Relating to a state broadband map;,Concerning a state broadband map.,false,false,false,HB1746,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5718
SB5719,2023-2024,Bill,2023-02-07,"Hunt, Sam","Hawkins, Brad; Wilson, Claire","AN ACT Relating to modifying and extending requirements of a work group convened to address the needs of students in foster care, experiencing homelessness, or both, by adding reporting and other requirements related to students in or exiting institutional education facilities;","Modifying and extending requirements of a work group convened to address the needs of students in foster care, experiencing homelessness, or both.",false,false,false,HB1679,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5719
SB5720,2023-2024,Bill,2023-02-07,"Stanford, Derek",,AN ACT Relating to risk mitigation in property insurance;,Concerning risk mitigation in property insurance.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5720
SB5721,2023-2024,Bill,2023-02-07,"Boehnke, Matt","Lovick, John; Liias, Marko; Torres, Nikki",AN ACT Relating to authorizing a business and occupation tax credit to incentivize private sector investment in advanced aerospace manufacturing training and education;,Authorizing a business and occupation tax credit to incentivize private sector investment in advanced aerospace manufacturing training and education.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5721
SB5722,2023-2024,Bill,2023-02-07,"Kuderer, Patty","King, Curtis; Dhingra, Manka; Fortunato, Phil; Wilson, Claire","AN ACT Relating to photographs, microphotographs, and electronic images from traffic safety cameras and toll systems;","Concerning photographs, microphotographs, and electronic images from traffic safety cameras and toll systems.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5722
SB5723,2023-2024,Bill,2023-02-08,"Valdez, Javier","Kuderer, Patty; Dhingra, Manka; Frame, Noel; Hasegawa, Bob; Keiser, Karen; Liias, Marko; Lovelett, Liz; Nguyen, Joe; Nobles, T'wina; Pedersen, Jamie; Randall, Emily; Shewmake, Sharon; Stanford, Derek",AN ACT Relating to giving cities and towns the freedom to switch their general elections to even-numbered years to take advantage of higher and more diverse voter turnout;,Giving cities and towns the freedom to switch their general elections to even-numbered years.,false,false,false,HB1882,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5723
SB5724,2023-2024,Bill,2023-02-08,"Van De Wege, Kevin","Boehnke, Matt; Shewmake, Sharon",AN ACT Relating to the director of fire protection's administration and reimbursement of fire service-related training programs;,Concerning the director of fire protection's administration and reimbursement of fire service-related training programs.,false,false,false,HB1726,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5724
SB5725,2023-2024,Bill,2023-02-08,"Keiser, Karen","Conway, Steve; Nguyen, Joe; Valdez, Javier",AN ACT Relating to clarifying the application of the industrial welfare act and minimum wage act to airline cabin crews;,Clarifying the application of the industrial welfare act and minimum wage act to airline cabin crews.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5725
SB5726,2023-2024,Bill,2023-02-08,"King, Curtis",,AN ACT Relating to the prevailing wages and sick leave benefits for construction workers;,Concerning the prevailing wages and sick leave benefits for construction workers.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5726
SB5727,2023-2024,Bill,2023-02-08,"Trudeau, Yasmin",,AN ACT Relating to providing protections for consumers engaging with common interest communities;,Providing protections for consumers engaging with common interest communities.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5727
SB5728,2023-2024,Bill,2023-02-08,"Dozier, Perry","Schoesler, Mark; King, Curtis; Short, Shelly; Wilson, Jeff",AN ACT Relating to developing a process to implement exemptions for certain fuels under the climate commitment act;,Developing a process to implement exemptions for certain fuels under the climate commitment act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5728
SB5729,2023-2024,Bill,2023-02-09,"Keiser, Karen","Cleveland, Annette; Hasegawa, Bob; Hunt, Sam; Kuderer, Patty; Nguyen, Joe; Shewmake, Sharon; Stanford, Derek; Valdez, Javier; Wilson, Claire",AN ACT Relating to extending the expiration date on the cost-sharing cap for insulin;,Extending the expiration date on the cost-sharing cap for insulin.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5729
SB5730,2023-2024,Bill,2023-02-09,"Fortunato, Phil",,AN ACT Relating to impounds of vehicles used as residences;,Concerning impounds of vehicles used as residences.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5730
SB5731,2023-2024,Bill,2023-02-09,"Lovick, John","Hunt, Sam; Wilson, Claire",AN ACT Relating to assaults committed against amateur sports officials;,Concerning assaults committed against amateur sports officials.,false,false,false,HB1096,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5731
SB5732,2023-2024,Bill,2023-02-09,"Randall, Emily","Rolfes, Christine; Conway, Steve; Hasegawa, Bob; Hunt, Sam; Kuderer, Patty; Lovelett, Liz; Shewmake, Sharon; Stanford, Derek; Valdez, Javier; Wilson, Claire",AN ACT Relating to protecting senior citizens' and disabled veterans' property tax exemption eligibility;,Protecting senior citizens' and disabled veterans' property tax exemption eligibility.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5732
SB5733,2023-2024,Bill,2023-02-09,"Mullet, Mark","Wilson, Lynda; Gildon, Chris",AN ACT Relating to creating a business and occupation tax deduction and increasing the tax rate for persons conducting payment card processing activities;,Creating a business and occupation tax deduction and increasing the tax rate for persons conducting payment card processing activities.,false,false,false,HB1815,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5733
SB5734,2023-2024,Bill,2023-02-09,"Braun, John","Keiser, Karen; Lovelett, Liz; Trudeau, Yasmin; Warnick, Judy; Wellman, Lisa; Wilson, Jeff",AN ACT Relating to encouraging achieving a better life experience accounts;,Encouraging achieving a better life experience accounts.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5734
SB5735,2023-2024,Bill,2023-02-09,"Wagoner, Keith","Wilson, Jeff; Saldaña, Rebecca; Muzzall, Ron; Warnick, Judy; Van De Wege, Kevin; Hunt, Sam; Kuderer, Patty; Shewmake, Sharon; Stanford, Derek; Valdez, Javier",AN ACT Relating to notice for active duty military owners of impounded vehicles;,Concerning notice to active duty military owners of impounded vehicles.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5735
SB5736,2023-2024,Bill,2023-02-09,"Nobles, T'wina","Holy, Jeff; Mullet, Mark; Hawkins, Brad; Randall, Emily; Nguyen, Joe; Liias, Marko; Boehnke, Matt; Conway, Steve; Hunt, Sam; Kuderer, Patty; Lovelett, Liz; Torres, Nikki; Trudeau, Yasmin; Valdez, Javier; Wilson, Claire",AN ACT Relating to addressing high demand workforce shortages;,Addressing high demand workforce shortages.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5736
SB5737,2023-2024,Bill,2023-02-09,"Kuderer, Patty","Lovelett, Liz; Valdez, Javier; Wilson, Claire",AN ACT Relating to impounds of vehicles used as residences;,Concerning impounds of vehicles used as residences.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5737
SB5738,2023-2024,Bill,2023-02-09,"Conway, Steve","Gildon, Chris; Trudeau, Yasmin; Nobles, T'wina; King, Curtis; Wilson, Claire; Liias, Marko; Boehnke, Matt",AN ACT Relating to creating the LeMay-America's Car Museum special license plate;,Creating the LeMay-America's Car Museum special license plate.,false,false,false,HB1829,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5738
SB5739,2023-2024,Bill,2023-02-13,"Fortunato, Phil","Dozier, Perry; Padden, Mike",AN ACT Relating to providing notice to members of the community where a sexually violent predator will reside;,Providing notice to members of the community where a sexually violent predator will reside.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5739
SB5740,2023-2024,Bill,2023-02-13,"Wilson, Jeff","MacEwen, Drew; Dozier, Perry; Padden, Mike",AN ACT Relating to deterring catalytic converter theft;,Deterring catalytic converter theft.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5740
SB5741,2023-2024,Bill,2023-02-13,"Braun, John","Lovick, John; Wilson, Jeff; Conway, Steve; Dozier, Perry; Pedersen, Jamie; Wellman, Lisa",AN ACT Relating to establishing a housing gap voucher pilot program;,Establishing a housing gap voucher pilot program.,false,false,false,HB1817,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5741
SB5742,2023-2024,Bill,2023-02-13,"Kauffman, Claudia","Liias, Marko; Lovick, John",AN ACT Relating to codifying certain existing grant programs at the department of transportation;,Codifying certain existing grant programs at the department of transportation.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5742
SB5743,2023-2024,Bill,2023-02-14,"Liias, Marko","Billig, Andy","AN ACT Relating to making certain nonsubstantive, corrective changes resulting from enactment of chapter 182, Laws of 2022 (transportation resources);","Making certain nonsubstantive, corrective changes resulting from enactment of chapter 182, Laws of 2022 (transportation resources).",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5743
SB5744,2023-2024,Bill,2023-02-15,"Valdez, Javier","Schoesler, Mark; Warnick, Judy",AN ACT Relating to plumbing supervision;,Concerning plumbing supervision.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5744
SB5745,2023-2024,Bill,2023-02-15,"Rivers, Ann","Schoesler, Mark; Torres, Nikki; Wilson, Lynda; Gildon, Chris; Wilson, Jeff; Short, Shelly; Muzzall, Ron; McCune, Jim; Boehnke, Matt; Warnick, Judy; Braun, John; Holy, Jeff; MacEwen, Drew; Wagoner, Keith; Dozier, Perry; Padden, Mike",AN ACT Relating to the use of a stolen firearm;,Concerning the use of a stolen firearm.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5745
SB5746,2023-2024,Bill,2023-02-16,"Trudeau, Yasmin","Kuderer, Patty; Valdez, Javier; Wilson, Claire","AN ACT Relating to exempting the disclosure of certain information of agency employees or their dependents who are survivors of domestic violence, sexual assault, harassment, or stalking;","Exempting the disclosure of certain information of agency employees or their dependents who are survivors of domestic violence, sexual assault, harassment, or stalking.",false,false,false,HB1533,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5746
SB5747,2023-2024,Bill,2023-02-16,"Lovick, John","Boehnke, Matt; Dhingra, Manka; Padden, Mike; Holy, Jeff",AN ACT Relating to projectile stun guns;,Concerning projectile stun guns.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5747
SB5748,2023-2024,Bill,2023-02-17,"Muzzall, Ron","Mullet, Mark; Shewmake, Sharon",AN ACT Relating to clarifying the excise tax treatment of meals furnished to tenants of senior living communities as part of their rental agreement;,Clarifying the excise tax treatment of meals furnished to tenants of senior living communities as part of their rental agreement.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5748
SB5749,2023-2024,Bill,2023-02-17,"Liias, Marko","King, Curtis; Shewmake, Sharon",AN ACT Relating to enhancing rail safety governance by expanding the role of the utilities and transportation commission;,Enhancing rail safety governance by expanding the role of the utilities and transportation commission.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5749
SB5750,2023-2024,Bill,2023-02-20,"Wilson, Jeff","Lovelett, Liz",AN ACT Relating to the operating and maintenance deficit of the Wahkiakum county ferry;,Addressing the operating and maintenance deficit of the Wahkiakum county ferry.,false,false,false,EHB1782,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5750
SB5751,2023-2024,Bill,2023-02-20,"Lovick, John","Warnick, Judy",AN ACT Relating to modifying the definition of nonhighway vehicle for the purposes of chapter 46.09 RCW;,Modifying the definition of nonhighway vehicle for the purposes of chapter 46.09 RCW.,false,false,false,HB1830,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5751
SB5752,2023-2024,Bill,2023-02-20,"Boehnke, Matt",,AN ACT Relating to procurement requirements for joint operating agencies and their member districts;,Concerning procurement requirements for joint operating agencies and their member districts.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5752
SB5753,2023-2024,Bill,2023-02-21,"Shewmake, Sharon","Lovelett, Liz","AN ACT Relating to a cooperative agreement between the department of transportation and the Lummi Tribe of the Lummi Reservation, Washington concerning construction of a highway;","Concerning a cooperative agreement between the department of transportation and the Lummi Tribe of the Lummi Reservation, Washington concerning construction of a highway.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5753
SB5754,2023-2024,Bill,2023-02-22,"Boehnke, Matt","Dozier, Perry; Torres, Nikki",AN ACT Relating to ownership of agricultural real estate;,Concerning ownership of agricultural real estate.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5754
SB5755,2023-2024,Bill,2023-02-22,"Boehnke, Matt","Lovick, John; Dozier, Perry",AN ACT Relating to unmanned aircraft or unmanned aircraft system use by state and local agencies;,Concerning unmanned aircraft or unmanned aircraft system use by state and local agencies.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5755
SB5756,2023-2024,Bill,2023-02-23,"Muzzall, Ron","Boehnke, Matt; Braun, John; Dozier, Perry; Fortunato, Phil; Hawkins, Brad; Holy, Jeff; MacEwen, Drew; Padden, Mike; Rivers, Ann; Schoesler, Mark; Short, Shelly; Torres, Nikki; Wagoner, Keith; Warnick, Judy; Wilson, Jeff; Wilson, Lynda",AN ACT Relating to a temporary suspension of the state motor vehicle fuel tax;,Concerning a temporary suspension of the state motor vehicle fuel tax.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5756
SB5757,2023-2024,Bill,2023-02-24,"Shewmake, Sharon",,AN ACT Relating to transferring the responsibilities for the transportation revenue forecast for the transportation budget to the economic and revenue forecast council;,Transferring the responsibilities for the transportation revenue forecast for the transportation budget to the economic and revenue forecast council.,false,false,false,HB1838,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5757
SB5758,2023-2024,Bill,2023-03-03,"McCune, Jim","Holy, Jeff; Wilson, Jeff; Wilson, Lynda; Boehnke, Matt; Dozier, Perry; Torres, Nikki; Padden, Mike; Rivers, Ann; Braun, John; Muzzall, Ron; Short, Shelly; Wagoner, Keith; Kauffman, Claudia",AN ACT Relating to studying the risks of electromagnetic pulse attacks;,Studying the risks of electromagnetic pulse attacks.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5758
SB5759,2023-2024,Bill,2023-03-13,"MacEwen, Drew","Nguyen, Joe; Wellman, Lisa",AN ACT Relating to establishing the development of renewable energy for Washington revolving loan program and account;,Establishing the development of renewable energy for Washington revolving loan program and account.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5759
SB5760,2023-2024,Bill,2023-03-17,"Liias, Marko","King, Curtis; Randall, Emily; Holy, Jeff; Rolfes, Christine; Nguyen, Joe; Van De Wege, Kevin; Hunt, Sam; Wilson, Claire",AN ACT Relating to addressing vessel procurement at the Washington state ferries;,Addressing vessel procurement at the Washington state ferries.,false,false,false,EHB1846,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5760
SB5761,2023-2024,Bill,2023-03-22,"Boehnke, Matt",,AN ACT Relating to sales to a broadband communications services provider of machinery and equipment used in a communication network;,Concerning sales to a broadband communications services provider of machinery and equipment used in a communication network.,false,false,false,HB1848,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5761
SB5762,2023-2024,Bill,2023-03-23,"Boehnke, Matt",,AN ACT Relating to the state berry;,Designating the blueberry as the state berry.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5762
