bill_num,term,session,bill_type,companion,primary_sponsors,cosponsors,short_title,attributes,counties,statutes,keywords,bill_url
HB0733,2023_2024,2023-RS,Bill,,Winslow; Arp; Hardister; Cairns,Autry; Belk; T. Brown; Carney; Cervania; Cunningham; Harrison; John; Liu; Loftis; Lofton; Logan; Majeed; Prather; Price; Roberson; Strickland; Ward; White,Orphan Roads DOT Maintenance Program.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, construction, funds & accounts, infrastructure, public, roads & highways, transportation, transportation dept., highway fund",https://www.ncleg.gov/BillLookUp/2023/H733
HB0734,2023_2024,2023-RS,Bill,,Buansi; Iler; Davis; Clemmons,Autry; Belk; Carney; Cervania; Cotham; Harris; Harrison; Liu; Longest; Morey; Prather; Rudow; Ward,Venus Flytrap Special Registration Plate.,Public,No counties specifically cited,"20 (Chapters); 20-63, 20-79.4, 20-79.7, 20-81.12 (Sections)","corporations, nonprofit, dmv, fees, funds & accounts, license plates, licenses & permits, motor vehicles, public, plants & trees",https://www.ncleg.gov/BillLookUp/2023/H734
HB0735,2023_2024,2023-RS,Bill,,Pierce; White; Riddell,Moss; Ward,Presumption of Shared Parenting.,Public,No counties specifically cited,"50 (Chapters); 50-13.01, 50-13.1, 50-13.2 (Sections)","child custody, civil procedure, courts, divorce, marriage & civil unions, minors, public, civil actions, family issues",https://www.ncleg.gov/BillLookUp/2023/H735
HB0736,2023_2024,2023-RS,Bill,,Gillespie; White; Cunningham; Sasser,Autry; A. Baker; Belk; Carney; Cervania; Harrison; John; Liu; Logan; Morey; Moss; Pierce; Prather; Quick; Riddell; Ward; Wray,Joel H. Crisp SUDEP Awareness Law.,Public; Text has changed; Requests Study,No counties specifically cited,No affected General Statutes,"boards, death & dying, dhhs, health education, health services, infant mortality, licensing & certification, medical board, minors, nurses & nursing, nursing board, occupations, pharmaceuticals, pharmacists & pharmacies, pharmacy board, physicians, public, public health, reports, newborns & infants",https://www.ncleg.gov/BillLookUp/2023/H736
HB0737,2023_2024,2023-RS,Bill  (=S),SB   16,Rudow; Sasser; Greene,Autry; G. Brown; Harrison; Longest; Lucas; Prather,Preserving Competition in Health Care.,Public,No counties specifically cited,"131E (Chapters); 131E-214.20, 131E-214.22, 131E-214.24, 131E-214.26, 131E-214.28, 131E-214.30, 131E-214.32, 131E-214.34, 131E-214.36, 131E-214.38, 131E-214.40, 131E-214.42 (Sections)","administrative code, administrative rules, attorney general, commerce, corporations, for-profit, corporations, nonprofit, council of state, dhhs, fees, health services, hospitals, justice dept., public, public meetings, public officials, sales & conveyances",https://www.ncleg.gov/BillLookUp/2023/H737
HB0738,2023_2024,2023-RS,Bill,,Rudow; Cervania; Harrison,Autry; Belk; Crawford; Gill; Liu; Logan; Morey; Prather; Roberson,Safer Roads and Communities Act of 2023.,Public,No counties specifically cited,"20 (Chapters); 20-10.2, 20-15, 20-7 (Sections)","dmv, drivers licenses, fees, id systems, immigration, infrastructure, licenses & permits, motor vehicles, privacy, public, roads & highways, safety, transportation, records, aliens",https://www.ncleg.gov/BillLookUp/2023/H738
HB0739,2023_2024,2023-RS,Bill  (=S),SB   147,Sasser,Autry; Cunningham; Harrison; John; McNeely; Morey,Update Reqs./Advance Health Care Directives.,Public,No counties specifically cited,"130A, 32A, 90 (Chapters); 130A-466, 130A-468, 32A-16, 32A-25.1, 90-321 (Sections)","council of state, information technology, internet, power of attorney, public, public officials, secretary of state, electronic government",https://www.ncleg.gov/BillLookUp/2023/H739
HB0740,2023_2024,2023-RS,Bill,,von Haefen; Crawford; Staton-Williams,Autry; Ball; Buansi; Cervania; Gill; Harrison; John; Lucas; Morey; Prather; Roberson; Rudow,Unfair/Deceptive Healthcare Advertising.,Public,No counties specifically cited,75 (Chapters); 75-42.1 (Sections),"abortion, advertising & marketing, clinics, communications, crimes, family planning, fraud, health services, pregnancy, public, public health, women, family issues",https://www.ncleg.gov/BillLookUp/2023/H740
HB0741,2023_2024,2023-RS,Bill,,Warren; Lofton; Howard; Reives,Liu,Modify/Nonprofits & Charitable Solicitation.,Public; Text has changed,No counties specifically cited,"131F, 55A (Chapters); 131F-3, 131F-5, 55A-1-22, 55A-1-50, 55A-1-60, 55A-11-02, 55A-11-09, 55A-11A-01, 55A-11A-02, 55A-11A-03, 55A-11A-04, 55A-11A-10, 55A-11B-01, 55A-11B-02, 55A-11B-03, 55A-11B-04, 55A-11B-05, 55A-11B-06, 55A-11B-07, 55A-12-02, 55A-14-20, 55A-14-22, 55A-16-22.1, 55A-8-03, 55A-8-11, 55A-8-25 (Sections)","charitable donations, commerce, corporations, nonprofit, fees, incorporation, international trade, public, reporting, secretary of state, ngos",https://www.ncleg.gov/BillLookUp/2023/H741
HB0742,2023_2024,2023-RS,Bill,,John; Ball; Gill; Longest,Autry; Cervania; Cunningham; Harrison; Liu; Morey; Prather; Quick,Req. Implementation of Text/SMS 911 for PSAPs.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,143B-1417 (Sections),"appropriations, budgeting, communications, emergency services, information technology, infrastructure, public, telecommunications, telephones, teleservices, mobile phones & devices, information technology dept.",https://www.ncleg.gov/BillLookUp/2023/H742
HB0743,2023_2024,2023-RS,Bill,,Carson Smith; Pyrtle; Ward,F. Jackson; John; McNeely; Miller; Charles Smith,Extend Expiration/Magistrate Ex Parte Orders.,Public,No counties specifically cited,50B (Chapters); 50B-2 (Sections),"civil procedure, courts, crimes, district court, domestic violence, magistrates, public, women, civil actions, family issues",https://www.ncleg.gov/BillLookUp/2023/H743
HB0744,2023_2024,2023-RS,Bill,,Longest; Ward; Dahle; Harrison,Autry; Ball; K. Brown; Buansi; Cervania; Gill; John; Liu; Logan; Morey; Pierce; Prather; Staton-Williams; Wray,Eva's Act.,Public,No counties specifically cited,14 (Chapters); 14-360 (Sections),"animals, crimes, domestic animals, public, named laws, animal welfare",https://www.ncleg.gov/BillLookUp/2023/H744
HB0745,2023_2024,2023-RS,Bill,,Morey; Sasser; Cunningham; Potts,Autry; Belk; Buansi; Cervania; Gill; Harrison; F. Jackson; Liu; Logan; Lucas; Moss; Prather; Price; Rudow; Ward; Willingham; Wray,Mandate Fentanyl Testing/Hospital ER Patients.,Public,No counties specifically cited,131E (Chapters); 131E-89 (Sections),"controlled substances, drug & alcohol testing, emergency services, health services, hospitals, public, testing, patient rights",https://www.ncleg.gov/BillLookUp/2023/H745
HB0746,2023_2024,2023-RS,Bill,,Morey; Gill; von Haefen; Prather,Autry; A. Baker; Ball; Buansi; Cervania; Harrison; Hawkins; F. Jackson; Logan; Lucas; Roberson,Oversight of Home Schools.,Public,No counties specifically cited,"115C (Chapters); 115C-563, 115C-564 (Sections)","administration dept., criminal records, education, personnel, public, reporting, records, home schooling",https://www.ncleg.gov/BillLookUp/2023/H746
HB0747,2023_2024,2023-RS,Bill,,K. Baker; Lambeth; Zenger; Paré,Adams; Johnson; Loftis; McNeely; Ward; Warren; White; Willis,No Work Requirement Exemption/FNS Benefits.,Public; Text has changed,No counties specifically cited,108A (Chapters); 108A-51.1 (Sections),"dhhs, employment, foods & beverages, nutrition, personnel, public, social services, food & nutrition programs",https://www.ncleg.gov/BillLookUp/2023/H747
HB0748,2023_2024,2023-RS,Bill,,D. Hall; Potts; Riddell; Crutchfield,Adams; Arp; Clampitt; Faircloth; Greene; Johnson; Liu; Loftis; McNeely; Morey; Reeder; Setzer; Ward; Warren; White; Willingham; Willis,Child Abuse and Other Criminal Law Changes.,Public; Text has changed,No counties specifically cited,"14, 15A, 15B, 42, 50B, 8 (Chapters); 14-208.12A, 14-208.9A, 14-318.4, 14-318.7, 15A-831, 15B-11, 42-40, 42-45.1, 50B-2, 8-53.12A (Sections)","child abuse, courts, crimes, criminal procedure, day care, minors, public, sentencing, sex offenses, social services, family issues",https://www.ncleg.gov/BillLookUp/2023/H748
HB0749,2023_2024,2023-RS,Bill,,T. Brown; Cunningham; Staton-Williams,Autry; A. Baker; Ball; Belk; Cervania; Cotham; Dahle; Gill; Harrison; Liu; Logan; Majeed; Prather,Study Polycystic Ovary Syndrome.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, dhhs, diseases & health disorders, health education, public, public health, reports, studies, women",https://www.ncleg.gov/BillLookUp/2023/H749
HB0750,2023_2024,2023-RS,Bill  / SL  -,,D. Hall; Saine; Cairns; N. Jackson,Adams; Arp; Balkcom; Biggs; Bradford; Chesser; Cleveland; Iler; Johnson; Kidwell; Loftis; McNeely; Moss; Pickett; Riddell; Ward; Warren; Willis; Winslow; Zenger,Address ESG Factors.,Public; Text has changed,No counties specifically cited,"143, 147 (Chapters); 143-162.6, 147-69.7 (Sections)","fiduciaries, investments, presented, public, ratified, retirement, salaries & benefits, vetoed, chaptered, veto overridden, pension & retirement funds",https://www.ncleg.gov/BillLookUp/2023/H750
HB0751,2023_2024,2023-RS,Bill,,Belk; Cunningham; Carney; Staton-Williams,Autry; Buansi; Cervania; Gill; Harrison; Hawkins; Liu; Logan; Lucas; Majeed; Morey; Prather; Quick; von Haefen,Accessing Midwives Act.,Public,No counties specifically cited,"90 (Chapters); 90-178.10, 90-178.11, 90-178.12, 90-178.13, 90-178.14, 90-178.15, 90-178.16, 90-178.17, 90-178.18, 90-178.19, 90-178.20, 90-178.21, 90-178.22 (Sections)","councils, health services, licensing & certification, midwifery, occupations, pregnancy, public, midwives council",https://www.ncleg.gov/BillLookUp/2023/H751
HB0752,2023_2024,2023-RS,Bill,,Belk; Carney; Cunningham; Autry,A. Baker; Buansi; Cervania; Gill; Harrison; Liu; Logan; Lucas; Morey; Prather; Roberson,Medical Equipment Right to Repair Act.,Public,No counties specifically cited,"66 (Chapters); 66-500, 66-500.1, 66-500.2 (Sections)","commerce, health services, manufacturing, public, medical equipment",https://www.ncleg.gov/BillLookUp/2023/H752
HB0753,2023_2024,2023-RS,Bill,,Humphrey,McNeely; Pickett; Ward; Willingham; Wray,Modify Laws Relating to Bail Bonds/Bondsmen.,Public,No counties specifically cited,"15A, 58 (Chapters); 15A-534, 15A-544.5, 58-71-1, 58-71-200 (Sections)","bail, courts, criminal procedure, employment, occupations, personnel, public, surety & fidelity",https://www.ncleg.gov/BillLookUp/2023/H753
HB0754,2023_2024,2023-RS,Bill,,G. Brown; Lambeth,Autry; Cleveland; Cunningham; Harrison; John; Liu; Prather; Ward,Req. Consent to Monetize Protected Hlth Info.,Public,No counties specifically cited,"90 (Chapters); 90-414.3, 90-414.6A (Sections)","commerce, health services, medical records, notification, public, public health, records, patient rights",https://www.ncleg.gov/BillLookUp/2023/H754
HB0755,2023_2024,2023-RS,Bill,,T. Brown; Staton-Williams,Autry; A. Baker; Cervania; Gill; Harrison; Hawkins; Liu; Logan; Majeed; Prather; Quick,Enhance ACH and Nursing Home Clients' Rights.,Public,No counties specifically cited,"131D, 131E (Chapters); 131D-21, 131E-117 (Sections)","commerce, consumer protection, health services, public, continuing care facilities, patient rights",https://www.ncleg.gov/BillLookUp/2023/H755
HB0756,2023_2024,2023-RS,Bill,,Torbett; Blackwell; Zenger,N. Jackson; Ward,Standards Advisory Commission.,Public; Text has changed,No counties specifically cited,"115C, 150B (Chapters); 115C-12, 115C-81.5, 115C-81.6, 115C-81.7, 115C-81.8, 150B-1 (Sections)","appointments, boards, commissions, curriculum, education, education, state board of, elementary education, general assembly, membership, president pro tempore, public, public instruction dept., secondary education, speaker, standard course comn.",https://www.ncleg.gov/BillLookUp/2023/H756
HB0757,2023_2024,2023-RS,Bill,,Torbett; Shepard,Adams; Faircloth; Johnson; Loftis; McNeely; Moss; Willingham; Wray,Dangerous Exit Ramp Warning.,Public; Uncodified,No counties specifically cited,No affected General Statutes,"infrastructure, public, reports, roads & highways, safety, safety equipment, transportation, transportation dept., traffic control devices",https://www.ncleg.gov/BillLookUp/2023/H757
HB0758,2023_2024,2023-RS,Bill,,Cervania; Carson Smith; Miller; Rudow,Autry; K. Brown; Cunningham; Davis; Faircloth; Gill; Harris; Harrison; F. Jackson; Liu; Logan; Longest; Prather; Quick; Ross; White,Youth CERT Preparedness K-12 Training.,Public,No counties specifically cited,115C (Chapters); 115C-81.33 (Sections),"boards, curriculum, disasters & emergencies, education, education boards, education, state board of, elementary education, emergency management, emergency services, kindergarten, local government, public, safety, secondary education, students",https://www.ncleg.gov/BillLookUp/2023/H758
HB0759,2023_2024,2023-RS,Bill,,Autry; Pierce,Gill; Harrison; Prather; Quick,Barber/Electrolysis Board/Disciplinary Costs.,Public,No counties specifically cited,86B (Chapters); 86B-10 (Sections),"barbers & cosmetologists, boards, fines & penalties, licensing & certification, occupations, public, barber examiners board",https://www.ncleg.gov/BillLookUp/2023/H759
HB0760,2023_2024,2023-RS,Bill,,Winslow,Loftis; McNeely; Moss; Ward,DOT Projects Signage.,Public,No counties specifically cited,136 (Chapters); 136-18 (Sections),"communications, construction, contracts, infrastructure, public, roads & highways, signs, transportation, transportation dept.",https://www.ncleg.gov/BillLookUp/2023/H760
HB0761,2023_2024,2023-RS,Bill,,Pickett,Kidwell; Loftis; Logan; Lowery; Quick; Ward; Willingham,Minimum Speed Limit on State Roads.,Public,No counties specifically cited,"20 (Chapters); 20-141, 20-146 (Sections)","crimes, infrastructure, motor vehicles, public, roads & highways, speed limit, transportation, traffic offenses",https://www.ncleg.gov/BillLookUp/2023/H761
HB0762,2023_2024,2023-RS,Bill  (=S),SB   524,Cotham,Ager; Autry; Ball; Belk; Bradford; T. Brown; Buansi; Carney; Cervania; Crawford; Cunningham; Dahle; Fontenot; Gill; Harrison; Hawkins; F. Jackson; John; Liu; Lofton; Logan; Longest; McNeely; Morey; Prather; Quick; Riddell; Roberson; Rudow; Willingham; Wray,School Social Workers/Master's Pay.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,115C-302.10 (Sections),"appropriations, budgeting, education, elementary education, employment, licensing & certification, occupations, personnel, professional education, public, public instruction dept., salaries & benefits, secondary education, social services, social workers, state employees, government employees, school staff",https://www.ncleg.gov/BillLookUp/2023/H762
HB0763,2023_2024,2023-RS,Bill,,Cotham,Carney; Dahle; Fontenot; Harrison; Majeed; McNeely; Morey; Prather; Quick; Willingham; Wray,Limit School Counselor Ratios.,Public,No counties specifically cited,115C (Chapters); 115C-316.1 (Sections),"boards, counseling, education, education boards, elementary education, kindergarten, local government, mental health, personnel, public, secondary education, state employees, students, government employees, school staff",https://www.ncleg.gov/BillLookUp/2023/H763
HB0764,2023_2024,2023-RS,Bill,,Cotham,Autry; Belk; Carney; Cunningham; Dahle; Moss; Willingham,Montessori License.,Public,No counties specifically cited,115C (Chapters); 115C-270.20 (Sections),"education, employment, licensing & certification, occupations, private schools, public, teachers",https://www.ncleg.gov/BillLookUp/2023/H764
HB0765,2023_2024,2023-RS,Bill,,Budd; Sossamon,Autry; Belk; K. Brown; Harrison; Liu; Logan; Longest; Morey; Prather,Public School Medical Assistants.,Public; Uncodified,No counties specifically cited,150B-21.1 (Sections),"boards, education, education boards, elementary education, health services, kindergarten, local government, nurses & nursing, occupations, personnel, pilot programs, public, secondary education, state employees, government employees, school staff",https://www.ncleg.gov/BillLookUp/2023/H765
HB0766,2023_2024,2023-RS,Bill,,Cotham,Autry; Belk; Carney; Cunningham; Gill; Harrison; McNeely,DPI to Control Pre-K Literacy Curriculum.,Public; Uncodified,No counties specifically cited,No affected General Statutes,"curriculum, education, elementary education, kindergarten, literacy, minors, public, public instruction dept., secondary education, early childhood education",https://www.ncleg.gov/BillLookUp/2023/H766
HB0767,2023_2024,2023-RS,Bill  (=S),SB   683,Cotham,Autry; Belk; Cervania; Fontenot; Harrison; Liu; McNeely; Morey; Prather; Warren,Expanding Workforce and Education Act.,Public,No counties specifically cited,"116 (Chapters); 116-143.1, 116-143.4 (Sections)","colleges & universities, education, higher education, private schools, public, tuition, unc, residency",https://www.ncleg.gov/BillLookUp/2023/H767
HB0768,2023_2024,2023-RS,Bill,,Carson Smith; Pyrtle; Greene; Miller,Autry; Belk; Faircloth; Harrison; Iler; F. Jackson; Logan; McNeely; Morey; Moss; Willis; Wray,LEO Return to Work from Retirement.,Public; Text has changed,No counties specifically cited,"128, 135, 143 (Chapters); 128-24, 128-27, 135-3, 135-5, 143-166.41, 143-166.42, 143-166.85 (Sections)","emergency services, employment, law enforcement, law enforcement officers, lgers, local government, personnel, public, retirement, salaries & benefits, state employees, teachers, title change, tsers, government employees, local government employees",https://www.ncleg.gov/BillLookUp/2023/H768
HB0769,2023_2024,2023-RS,Bill,,Roberson,A. Baker; Belk; G. Brown; Cervania; Cunningham; Gill; Harrison; Liu; Logan; Longest; Lucas; Morey; Prather; Quick,DES Employment Outcome Data Sharing.,Public,No counties specifically cited,94 (Chapters); 96-4 (Sections),"colleges & universities, commerce, commerce dept., community colleges, community colleges office, data & records systems, higher education, information technology, public, records",https://www.ncleg.gov/BillLookUp/2023/H769
HB0770,2023_2024,2023-RS,Bill,,Davis; Cleveland; Mills; Warren,Cairns; Fontenot; Humphrey; Kidwell; McNeely; Willis,Cast Vote Records.,Public; Text has changed,No counties specifically cited,"163 (Chapters); 163-165, 163-165.1, 163-165.7, 163-165.9, 163-33 (Sections)","boards, counties, courts, definitions, elections, elections boards, elections, state board of, local government, public, public officials, public records, purchasing, records, ballots & ballot issues",https://www.ncleg.gov/BillLookUp/2023/H770
HB0771,2023_2024,2023-RS,Bill,,Crutchfield,,Compensation for On-Premises Sign Upgrades.,Public; Text has changed,No counties specifically cited,160D (Chapters); 160D-912.1 (Sections),"advertising & marketing, communications, local government, public, signs, local ordinances",https://www.ncleg.gov/BillLookUp/2023/H771
HB0772,2023_2024,2023-RS,Bill,,Davis; Cleveland; Mills; Warren,Blackwell; Cairns; Clampitt; Kidwell; McNeely; Miller; Riddell,"Poll Observer Appointments, Access & Activity.",Public,No counties specifically cited,"163 (Chapters); 163-165, 163-166.2, 163-45 (Sections)","boards, counties, elections, elections boards, local government, political activity, political parties, public",https://www.ncleg.gov/BillLookUp/2023/H772
HB0773,2023_2024,2023-RS,Bill,,McNeely; Cotham; Johnson,Blackwell; Kidwell; Moss; Zenger,Let Parents Choose/Sammy's Law of 2023.,Public; Text has changed,No counties specifically cited,"75 (Chapters); 75-150, 75-151, 75-152, 75-153, 75-154, 75-155, 75-156 (Sections)","commerce, computers, information technology, internet, media, minors, public, telecommunications, telephones, teleservices, named laws, family issues, mobile phones & devices, social media",https://www.ncleg.gov/BillLookUp/2023/H773
HB0774,2023_2024,2023-RS,Bill,,Lofton; Harris,Autry; Belk; G. Brown; Carney; Cervania; Gill; Harrison; Hawkins; John; Majeed; Prather; Rudow,Business Microloan Program.,Public; Requests Study,No counties specifically cited,No affected General Statutes,"commerce, committees, corporations, for-profit, economic development, financial services, general assembly, loans, public, small business, studies, economic development oversight comm.",https://www.ncleg.gov/BillLookUp/2023/H774
HB0775,2023_2024,2023-RS,Bill,,Lofton; Harrison; T. Brown,Autry; Cervania; Gill; Hawkins; Morey; Prather; Rudow,Transformative Climate Communities.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,143B-344.45 (Sections),"appropriations, budgeting, conservation, deq, environment, environmental health, funding, funds & accounts, public, public health",https://www.ncleg.gov/BillLookUp/2023/H775
HB0776,2023_2024,2023-RS,Bill,,Brockman,Autry; Ball; Belk; Carney; Cervania; Harrison; Hawkins; John; Logan; Morey; Prather; Quick; Rudow,Free Lunch for Some Students/Stop Lunch Shame.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,115C-264.5 (Sections),"appropriations, budgeting, education, elementary education, foods & beverages, nutrition, public, public instruction dept., secondary education, social services, students, food & nutrition programs",https://www.ncleg.gov/BillLookUp/2023/H776
HB0777,2023_2024,2023-RS,Bill,,Brockman; Autry; Quick; Gill,Ball; Belk; K. Brown; T. Brown; Buansi; Carney; Cervania; Harrison; Hawkins; John; Liu; Logan; Longest; Morey; Prather; Reives; Roberson; Rudow,Universal No-Cost School Meals.,Public,No counties specifically cited,"115C, 116 (Chapters); 115C-150.14, 115C-218.75, 115C-238.72, 115C-263, 116-239.8 (Sections)","appropriations, boards, budgeting, education, education boards, education, state board of, elementary education, foods & beverages, kindergarten, local government, nutrition, public, public instruction dept., secondary education, social services, students, food & nutrition programs",https://www.ncleg.gov/BillLookUp/2023/H777
HB0778,2023_2024,2023-RS,Bill,,John; T. Brown; Reives,Autry; Belk; Cervania; Gill; Harrison; Lucas; Morey; Prather; Quick,Prohibition on Disclosing Booking Photographs.,Public,No counties specifically cited,"15A (Chapters); 15A-152, 15A-502.01 (Sections)","confidentiality, criminal records, photography, privacy, public, public records, records",https://www.ncleg.gov/BillLookUp/2023/H778
HB0779,2023_2024,2023-RS,Bill,,Greene,Harrison; F. Jackson; Morey; Pickett; Ward,ABC/Revise Malt Beverage & Wine Elections.,Public,No counties specifically cited,18B (Chapters); 18B-600 (Sections),"alcoholic beverages, commerce, counties, elections, local government, municipalities, public, retailing, beer & wine",https://www.ncleg.gov/BillLookUp/2023/H779
HB0780,2023_2024,2023-RS,Bill,,Budd; Torbett; Pickett,Autry; Belk; Buansi; Carney; Cervania; Fontenot; Hardister; Harrison; Hawkins; Liu; Morey; Prather; Quick; Wray,NC Special ID Cards for High School Students.,Public; Text has changed; Requests Study,No counties specifically cited,20-37.7 (Sections),"counties, education, id systems, pilot programs, public, secondary education, students, mecklenburg county, union county, anson county, gaston county, residency",https://www.ncleg.gov/BillLookUp/2023/H780
HB0781,2023_2024,2023-RS,Bill,,Balkcom; Cairns; Crutchfield; Zenger,Fontenot; N. Jackson; Kidwell; Logan; McNeely,Fair Access to Financial Services Act.,Public; Text has changed,No counties specifically cited,"53 (Chapters); 53-440, 53-441, 53-442, 53-450, 53-451, 53-452, 53-453, 53-454, 53-460, 53-461, 53-462, 53-463 (Sections)","banking comn., banks, commerce, commissions, consumer protection, credit union comn., credit unions, discrimination, financial institutions, financial services, minorities, public, women, commissioner of banks",https://www.ncleg.gov/BillLookUp/2023/H781
HB0782,2023_2024,2023-RS,Bill  / SL  -,,Cotham; Saine; Bradford; Zenger,Autry; Belk; Brody; Carney; Cervania; Chesser; Cunningham; Faircloth; Harrison; Hawkins; Liu; Majeed; McNeely; Pickett; Prather; Riddell; Rudow; Willingham; Wray,Movie Sets/Radon/Licensee Experience.,Public; Text has changed,No counties specifically cited,"143, 87 (Chapters); 143-138, 150B-19, 150B-21.3, 87-21 (Sections)","boards, building codes, buildings, construction, entertainment industry, film industry, licensing & certification, occupations, plumbing contractor board, presented, public, ratified, chaptered",https://www.ncleg.gov/BillLookUp/2023/H782
HB0783,2023_2024,2023-RS,Bill,,K. Brown; Morey; Harrison; Alexander,Autry; Belk; Gill; Logan; Majeed; Prather; Quick,Repeal Monuments & Memorials Law.,Public; Uncodified,No counties specifically cited,No affected General Statutes,"local government, monuments & memorials, property, public, session laws, property-local government, property-state government",https://www.ncleg.gov/BillLookUp/2023/H783
HB0784,2023_2024,2023-RS,Bill,,Balkcom; D. Hall; Winslow; Zenger,Adams; Arp; Blackwell; Bradford; Cairns; Clampitt; Faircloth; Hastings; N. Jackson; Johnson; Kidwell; Loftis; Lowery; McNeely; Moss; Pickett; Riddell; Carson Smith; White; Willis,Financial Institutions/ESG Factors.,Public,No counties specifically cited,"53C, 54, 54B, 54C (Chapters); 53C-6-21, 54-109.23, 54B-79, 54C-181 (Sections)","commerce, consumer protection, discrimination, financial institutions, financial services, minorities, public, women",https://www.ncleg.gov/BillLookUp/2023/H784
HB0785,2023_2024,2023-RS,Bill,,Brody; Potts,Cleveland; Kidwell; McNeely; Riddell,Prohibit Fire Sprinkler System Requirement.,Public,No counties specifically cited,143 (Chapters); 143-138 (Sections),"alarm systems, building code council, building codes, buildings, councils, public, safety, safety equipment",https://www.ncleg.gov/BillLookUp/2023/H785
HB0786,2023_2024,2023-RS,Bill,,Kidwell; Brody; N. Jackson,McNeely; Willis,Youth Health Protection Act.,Public,No counties specifically cited,"143C, 48A, 90 (Chapters); 143C-6-5.6, 48A-20, 48A-21, 48A-22, 48A-23, 48A-24, 48A-25, 48A-30, 90-21.140, 90-21.141, 90-21.142, 90-21.143, 90-21.144, 90-21.145, 90-21.146 (Sections)","counseling, courts, crimes, fines & penalties, health services, lgbtq & gender issues, information technology, mental health, minors, obscenity, occupations, physicians, psychiatry, psychology, public, public health, telecommunications, telephones, whistleblowers, liability, civil actions, family issues, mobile phones & devices",https://www.ncleg.gov/BillLookUp/2023/H786
HB0787,2023_2024,2023-RS,Bill,,B. Jones,McNeely; Willingham; Wray,DOT ROWs & Easements/Revise Law.,Public,No counties specifically cited,"136 (Chapters); 136-44.18, 150B-21.1 (Sections)","infrastructure, landowners, property, public, reports, roads & highways, transportation, transportation dept.",https://www.ncleg.gov/BillLookUp/2023/H787
HB0788,2023_2024,2023-RS,Bill,,Chesser; Balkcom; Lowery; N. Jackson,Blackwell; Cairns; Cleveland; Fontenot; Johnson; Loftis; McNeely; Riddell; Shepard; Sossamon; Willis,The Second Chances Act.,Public,No counties specifically cited,90 (Chapters); 90-21.82 (Sections),"abortion, health education, health services, notification, pregnancy, public, public health, women",https://www.ncleg.gov/BillLookUp/2023/H788
HB0789,2023_2024,2023-RS,Bill,,A. Baker,Autry; Cunningham; Gill; Harrison; Hawkins; Logan; Morey; Prather; Quick,Eviction Record Expunction Act.,Public,No counties specifically cited,"41A, 42 (Chapters); 41A-4, 42-36.4 (Sections)","court clerks, courts, discrimination, housing, landlord & tenant, rentals & leasing, public, records",https://www.ncleg.gov/BillLookUp/2023/H789
HB0790,2023_2024,2023-RS,Bill  / SL  -,,Pyrtle,McNeely; Miller,Innocence Inquiry Commission Provisions.,Public; Text has changed,No counties specifically cited,"15A (Chapters); 15A-1465, 15A-1468, 15A-1469, 15A-1475, 15A-211, 15A-266.7, 15A-981 (Sections)","aoc, commissions, crimes, investigations, presented, inmates, public, ratified, chaptered, innocence inquiry comn.",https://www.ncleg.gov/BillLookUp/2023/H790
HB0791,2023_2024,2023-RS,Bill,,Longest; John; Morey; Gill,Autry; Cervania; Prather; Quick; Roberson,Eviction Post-Judgment Relief Agreements.,Public,No counties specifically cited,42 (Chapters); 42-36.4 (Sections),"civil procedure, courts, housing, landlord & tenant, rentals & leasing, public, civil actions",https://www.ncleg.gov/BillLookUp/2023/H791
HB0792,2023_2024,2023-RS,Bill,,Longest,Autry; K. Brown; Gill; Harrison; Prather,UI/Establish Short-Time Compensation in NC.,Public; Roll Call,No counties specifically cited,96 (Chapters); 96-45 (Sections),"commerce, economic development, employment, personnel, public",https://www.ncleg.gov/BillLookUp/2023/H792
HB0793,2023_2024,2023-RS,Bill,,Bradford; Chesser,Kidwell; Sossamon,Public School Open Enrollment.,Public,No counties specifically cited,115C (Chapters); 115C-366.5 (Sections),"boards, education, education boards, education, state board of, elementary education, kindergarten, local government, public, secondary education, students",https://www.ncleg.gov/BillLookUp/2023/H793
HB0794,2023_2024,2023-RS,Bill,,Longest; Prather; G. Brown,Ager; Autry; Butler; Cervania; Harrison; John; Lucas; Morey; Staton-Williams,Reform the UNC BOG.,Public,No counties specifically cited,"116 (Chapters); 116-6, 116-6.1, 116-7, 120-122 (Sections)","appointments, boards, colleges & universities, council of state, definitions, education, general assembly, governor, higher education, membership, minorities, president pro tempore, public, public officials, speaker, term lengths & limits, unc, unc board of governors",https://www.ncleg.gov/BillLookUp/2023/H794
