bill_id,term,session_year,session,short_title,sponsor,house_sponsors,senate_sponsors,summary,bill_url
SB1039,2022-2023,2023,2023 SESSION,"SB 1039 Safety & Health Codes Bd. of Dept. of Labor & Industry; regulation regarding cranes & derricks, etc.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),"Department of Labor and Industry; Safety  and Health Codes Board; Virginia Occupational Safety and Health Program; use of cranes and derricks in construction; report.  Requires the Safety and Health Codes Board (the Board)  of the Department of Labor and Industry (the Department) to adopt regulations  to the Virginia Occupational Safety and Health Program (VOSH), regarding cranes and derricks in construction, to allow an active load  stabilization mechanism or passive load stabilization mechanism, defined in the  bill, to be used if necessary to prevent hazardous rotation of a load as  determined by the project manager or safety engineer. The bill requires the Department to  report the final regulations to the Chairmen of the  House Committee on General Laws and the Senate Committee on General Laws and  Technology by November 1, 2023.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1039
SB1040,2022-2023,2023,2023 SESSION,"SB 1040 Employee's social security number; prohibited use by employer, civil penalty.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),"Employer use of use of employee's social security number; prohibited; civil penalty. Prohibits an employer from using an employee's social security number or any derivative thereof as such employee's identification number or including an employee's social security number or any number derived thereof on any identification card or badge, any access card or badge, or any other similar card or badge issued to such employee. The bill imposes a civil penalty of up to $100 for any knowing violation of the prohibition.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1040
SB1041,2022-2023,2023,2023 SESSION,"SB 1041 Division superintendents; certain localities, qualifications.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1041
SB1042,2022-2023,2023,2023 SESSION,SB 1042 Common Interest Community Board; enforcement power over continuing violations.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1042
SB1042,2022-2023,2023,2023 SESSION,SB 1042 Common Interest Community Board; enforcement power over continuing violations.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1042
SB1043,2022-2023,2023,2023 SESSION,"SB 1043 Public education; student mental health and counseling, definitions, licensure requirements.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron); Barbara A. Favola (incorporated chief co-patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1043
SB1044,2022-2023,2023,2023 SESSION,SB 1044 Public schools and public higher educational institutions; student identification cards.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),"Public schools and public institutions of higher education; student identification cards; 988 Suicide and Crisis Lifeline telephone number required. Requires each local school division that issues student identification cards for any grade level, kindergarten through grade 12, and each public institution of higher education that issues student identification cards to clearly and conspicuously include on one side of each student identification card the telephone number for the 988 Suicide and Crisis Lifeline (formerly the National Suicide Prevention Lifeline) and to annually review the telephone number for accuracy and currency. The bill provides that each new student identification card and any replacement student identification card issued by any school division or by any public institution of higher education must comply with the provisions of the bill beginning with the 2023-2024 school year.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1044
SB1045,2022-2023,2023,2023 SESSION,SB 1045 School boards; school building maintenance capital target.,Jeremy S. McPike (chief patron),Shelly A. Simonds,Jeremy S. McPike (chief patron); Jennifer McClellan-Resigned,,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1045
SB1046,2022-2023,2023,2023 SESSION,SB 1046 Law-enforcement officer; definition includes fire marshal with police powers.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1046
SB1047,2022-2023,2023,2023 SESSION,SB 1047 Virginia Petroleum Products Franchise Act; definition of supplier.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron); J. Chapman Petersen,,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1047
SB1048,2022-2023,2023,2023 SESSION,SB 1048 Research and development expenses; tax credits.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),"Research and development expenses tax credits. Creates a step-rate reimbursement structure for the major research and development expenses tax credit in an amount equal to (i) ten percent, up to the first $1 million, of the difference between (a) Virginia qualified research and development expenses paid or incurred by the taxpayer during the taxable year and (b) 50 percent of the average Virginia qualified research and development expenses paid or incurred by the taxpayer for the three taxable years immediately preceding the taxable year for which the credit is being determined and (ii) five percent of such difference in excess of $1 million. Beginning in taxable year 2023, the bill also (a) imposes an annual per taxpayer major research and development expenses tax credit cap of $300,000, except that such cap increases to $400,000 if the Virginia qualified research was conducted in conjunction with a public or private institution of higher education in the Commonwealth, (b) reduces from $24 million to $16 million the aggregate cap on the major research and development expenses tax credit granted for each fiscal year, and (c) increases from $7.77 million to $15.77 million the aggregate cap on the research and development expenses tax credit granted for each fiscal year beginning in taxable year 2023.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1048
SB1049,2022-2023,2023,2023 SESSION,SB 1049 Affordable housing initiatives; VHDA to report on statewide housing needs assessment & plan.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),"Department of Housing and Community Development; Virginia Housing Development Authority; statewide housing needs assessment and plan; annual report on spending. Directs the Virginia Housing Development Authority (HDA) to annually report to the Chairs of the Senate Committee on Finance and Appropriations and House Committee on Appropriations and the Virginia Housing Commission certain information regarding the current Resources Enabling Affordable Community Housing program or any future program that reinvests HDA's net earnings into affordable housing initiatives. The bill adds to the powers and duties of the Director of the Department of Housing and Community Development the responsibility to conduct a comprehensive statewide housing needs assessment at least every five years, to develop a statewide housing plan and update such plan at least every five years, to provide annual updates to the General Assembly regarding meeting the goals of such plan, and to collect and publish certain zoning information collected from Virginia localities. The bill requires localities to respond to inquiries of the Department regarding the collection of such zoning information upon request. This bill was incorporated into SB 839.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1049
SB1050,2022-2023,2023,2023 SESSION,"SB 1050 Coal ash landfill storage; provision of public water supply, etc.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1050
SB1051,2022-2023,2023,2023 SESSION,"SB 1051 Vehicles left on private property; public utility company service vehicles, removal or towing.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1051
SB1052,2022-2023,2023,2023 SESSION,"SB 1052 Teacher Education and Licensure, Advisory Board on; teacher recruitment and retention.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1052
SB1053,2022-2023,2023,2023 SESSION,SB 1053 Campaign finance; mandatory electronic filing for all candidates.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron); David R. Suetterlein; Scott A. Surovell,Campaign finance; mandatory electronic filing for all  candidates. Requires all candidates to file their campaign finance reports  electronically with the State Board of Elections. The bill provides an exemption for any candidate who is incapable of accessing  the technology necessary to make such filings.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1053
SB1054,2022-2023,2023,2023 SESSION,SB 1054 Interjurisdictional compacts; criminal history record checks.,Mark J. Peake (chief patron),,Mark J. Peake (chief patron); Bill DeSteph; Bryce E. Reeves,"Interjurisdictional compacts; criminal history record checks. Provides that when an interjurisdictional compact requires criminal history record checks as a condition of participation, the applicable health regulatory board shall require each applicant to submit to fingerprinting and provide personal descriptive information to be forwarded along with his fingerprints through the Central Criminal Records Exchange to the Federal Bureau of Investigation for the purpose of obtaining criminal history record information. This bill is identical to HB 2157.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1054
