bill_id,term,session,short_title,attributes,keywords,commem
HB0114,2023_2024,2023-RS,Home Ownership Market Manipulation.,Public,"commerce, corporations, for-profit, housing, rentals & leasing, property, public, real estate, sales & conveyances",0
HB0115,2023_2024,2023-RS,School Calendar Flexibility.,Local; Text has changed,"boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, municipalities, secondary education, anson county, catawba county, hickory, newton, conover",0
HB0116,2023_2024,2023-RS,Modify Laws Affecting District Attorneys.,Public; Text has changed,"aoc, attorneys, courts, ethics, investigations, judicial dept., presented, public, ratified, district attorneys, chaptered",0
HB0117,2023_2024,2023-RS,Modify Administrative Law Provisions.,Public,"administrative code, administrative rules, commissions, general assembly, labor dept., osh, public, rules review comn., safety, work safety",0
HB0118,2023_2024,2023-RS,Funds for Cooleemee Community Center.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, buildings, construction, local government, municipalities, public, davie county, cooleemee, public buildings",0
HB0119,2023_2024,2023-RS,NCORR/Increase Informal Bid Threshold.,Public,"bids & bidding, contracts, disasters & emergencies, emergency management, emergency services, housing, public, purchasing, manufactured homes, public safety dept.",0
HB0120,2023_2024,2023-RS,Govt. Retirement/No Vacation Leave Spiking.,Public,"employment, lgers, local government, personnel, public, retirement, salaries & benefits, state employees, teachers, tsers, government employees, local government employees",0
HB0121,2023_2024,2023-RS,Eliminate Transfer of Creditable Svc to CJRS.,Public,"cjrs, general assembly, judges, lgers, local government, lrs, magistrates, public, retirement, salaries & benefits, state employees, teachers, tsers, government employees, local government employees",0
HB0122,2023_2024,2023-RS,Reimburse Late Audit Costs with Sales Tax Rev.,Public; Text has changed,"auditing & audits, commissions, local government, local government comn., public, reporting",0
HB0123,2023_2024,2023-RS,Early Voting Constitutional Amendment.,Public; Affects Constitution,"constitution, nc, elections, public",0
HB0124,2023_2024,2023-RS,Authorize Haw River State Trail.,Public; Uncodified,"counties, cultural resources, natural & cultural resources dept., lakes & rivers, parks & recreation areas, public, rockingham county, chatham county, orange county, guilford county, alamance county, jordan lake, haw river",0
HB0125,2023_2024,2023-RS,NC Health & Human Services Workforce Act.,Public; Text has changed,"ambulances, aoc, armed forces, assault, boards, child custody, clinics, courts, crimes, definitions, dentists & dentistry, dhhs, disasters & emergencies, diseases & health disorders, emergency medical services, emergency services, employment, fees, firefighters & firefighting, food services, foods & beverages, health services, hospitals, insurance, health, judicial dept., law enforcement, law enforcement officers, licensing & certification, medicaid, medical board, mental health, minors, nurses & nursing, nursing board, occupations, opticians & optometrists, optometry examiners board, personnel, pharmaceuticals, pharmacists & pharmacies, physicians, poverty, pregnancy, presented, public, public health, ratified, reports, safety, security services, social services, speech pathologists & audiologists, studies, veterans, women, liability, chaptered, hearing aid dealers board, developmental disabilities, newborns & infants, family issues, international cooperation, public health emergency, behavior analysis board",0
HB0126,2023_2024,2023-RS,The Prison Resources Repurposing Act.,Public,"commissions, correctional institutions, emergency services, parole comn., parole & probation, inmates, public, sentencing, public safety dept., adult correction dept.",0
HB0127,2023_2024,2023-RS,DOI Omnibus Bill.-AB,Public,"cancer, commerce, controlled substances, corporations, for-profit, corporations, nonprofit, council of state, debtor & creditor, diseases & health disorders, employment, health services, insurance, insurance dept., insurance, guaranty, insurance, health, pharmaceuticals, public, public health, public officials, workers compensation, insurance commissioner, bankruptcy",0
HB0128,2023_2024,2023-RS,Electric Vehicle Highway Use Equalization Tax.,Public,"conservation, fuels, motor vehicles, public, revenue dept., roads & highways, taxation, taxes, highway use, alternative fueled vehicles, alternative energy",0
HB0129,2023_2024,2023-RS,School Calendar Flexibility/Pitt County.,Local,"boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, secondary education, pitt county",0
HB0130,2023_2024,2023-RS,Energy Choice/Solar Decommissioning Rqmts.,Public; Text has changed,"administrative code, administrative rules, commerce, commissions, consumer protection, counties, deq, electricity generation & distribution, environment, hazardous substances, hazardous waste, industrial waste, infrastructure, local government, manufacturing, municipalities, pollution, presented, public, ratified, recycling, solid waste, title change, utilities, utilities comn., waste management, chaptered, alternative energy, local ordinances, remediation & cleanup",0
HB0131,2023_2024,2023-RS,Protect NC Ed. Savings & Investment Accounts.,Public; Text has changed,"boards, commerce, consumer protection, debtor & creditor, disabled persons, education, financial services, funds & accounts, health services, investments, public, social services, state treasurer, able program board",0
HB0132,2023_2024,2023-RS,Govt. Agencies/Delivery of Permits.,Public; Text has changed,"licenses & permits, local government, public",0
HB0133,2023_2024,2023-RS,Graham County Occupancy Tax.,Local; Roll Call,"authorities, counties, hotels & motels, local, local government, taxation, taxes, occupancy, travel & tourism, graham county, tourism development authorities, tax distribution",0
HB0134,2023_2024,2023-RS,SHP Claims Administrator Changes.-AB,Public,"contracts, insurance, insurance, health, public, salaries & benefits, state employees, teachers, state health plan",0
