bill_number,session,chamber,action_date,action,journal_page,action_note,chamber_order
HF4975,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Climate and Energy Finance and Policy",11901,Intro,1
HF4975,2023_RS,House,2024-04-24,"Committee report, to adopt and re-refer to Ways and Means",14104,,2
HF4975,2023_RS,House,2024-04-24,"Joint rule 2.03, Deadlines, re-referred to Rules and Legislative Administration",14104,,3
HF4975,2023_RS,House,2024-04-24,"Committee report, to adopt and re-refer to Ways and Means",14517,,4
HF4975,2023_RS,House,2024-04-24,Joint rule 2.03 waived,14517,,5
HF4975,2023_RS,House,2024-04-29,"Committee report, to adopt as amended",15072a,,6
HF4975,2023_RS,House,2024-04-29,Second reading,15197,,7
HF4975,2023_RS,House,2024-04-29,"House rule 1.21, placed on Calendar for the Day Wednesday, May 1, 2024",15199,,8
HF4975,2023_RS,House,2024-05-01,Laid on table,15433,,9
HF4975,2023_RS,House,2024-05-02,Motion to take from table,15593,,10
HF4975,2023_RS,House,2024-05-02,Motion prevailed,15593,,11
HF4975,2023_RS,House,2024-05-02,Motion to re-refer Ways and Means,15593,,12
HF4975,2023_RS,House,2024-05-02,Motion prevailed,15593,,13
HF4975,2023_RS,House,2024-05-06,"Committee report, to adopt as amended",15721a,,14
HF4975,2023_RS,House,2024-05-06,Second reading,15726,,15
HF4975,2023_RS,House,2024-05-06,Referred to Chief Clerk for comparison with SF4942,15767,,16
HF4975,2023_RS,House,2024-05-06,"Authors added Stephenson, Kraft and Vang",15768,,17
HF4975,2023_RS,House,2024-05-07,"Bills not identical, SF substituted on General Register",15770,,18
HF4975,2023_RS,House,2024-05-07,HF indefinitely postponed,15770,,19
HF4975,2023_RS,House,2024-05-07,See Senate file in House SF4942,,,20
HF4974,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Transportation Finance and Policy",11900,Intro,1
HF4973,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Taxes",11900,Intro,1
HF4973,2023_RS,House,2024-03-18,Referred by Chair to Property Tax Division,,,2
HF4972,2023_RS,House,2024-03-14,"Introduction and first reading, referred to State and Local Government Finance and Policy",11900,Intro,1
HF4972,2023_RS,House,2024-03-14,"See Chapter 112, Article 2, Section 69, Subdivision 3",,,2
HF4971,2023_RS,House,2024-03-14,"Introduction and first reading, referred to State and Local Government Finance and Policy",11900,Intro,1
HF4971,2023_RS,House,2024-03-18,Author added Knudsen,12003,,2
HF4971,2023_RS,House,2024-04-02,Author added Torkelson,12875,,3
HF4970,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Public Safety Finance and Policy",11900,Intro,1
HF4970,2023_RS,House,2024-03-20,Author added Novotny,12072,,2
HF4969,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Capital Investment",11899,Intro,1
HF4968,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Workforce Development Finance and Policy",11899,Intro,1
HF4967,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Education Policy",11899,Intro,1
HF4966,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Commerce Finance and Policy",11899,Intro,1
HF4965,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Children and Families Finance and Policy",11899,Intro,1
HF4964,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Health Finance and Policy",11899,Intro,1
HF4964,2023_RS,House,2024-03-18,Authors added Becker-Finn; Curran; Coulter,12003,,2
HF4964,2023_RS,House,2024-03-20,Author added Fischer,12072,,3
HF4964,2023_RS,House,2024-04-02,Author added Hemmingsen-Jaeger,12875,,4
HF4964,2023_RS,House,2024-04-08,Author added Smith,13111,,5
HF4963,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Health Finance and Policy",11898,Intro,1
HF4963,2023_RS,House,2024-03-18,Authors added Fischer; Elkins; Hemmingsen-Jaeger,12003,,2
HF4962,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Health Finance and Policy",11898,Intro,1
HF4962,2023_RS,House,2024-04-02,Author added Baker,12875,,2
HF4962,2023_RS,House,2024-04-18,Author added Frazier,13768,,3
HF4961,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Economic Development Finance and Policy",11898,Intro,1
HF4961,2023_RS,House,2024-03-14,"See SF 5289, Ch. 120, Article 6",,,2
HF4960,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Commerce Finance and Policy",11898,Intro,1
HF4959,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Public Safety Finance and Policy",11898,Intro,1
HF4959,2023_RS,House,2024-04-02,"Committee report, to adopt as amended and re-refer to State and Local Government Finance and Policy",12783a,,2
HF4959,2023_RS,House,2024-04-02,"Joint rule 2.03, Deadlines, re-referred to Rules and Legislative Administration",12784,,3
HF4959,2023_RS,House,2024-04-04,"Committee report, to adopt and re-refer to State and Local Government Finance and Policy",12993,,4
HF4959,2023_RS,House,2024-04-04,Joint rule 2.03 waived,12993,,5
HF4959,2023_RS,House,2024-04-08,"Committee report, to adopt as amended and re-refer to Public Safety Finance and Policy",13068a,,6
HF4959,2023_RS,House,2024-04-08,"See Ch. 123, Article 1, Section 7 and Article 5, Section 17",,,7
HF4958,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Education Finance",11898,Intro,1
HF4957,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Education Policy",11897,Intro,1
HF4956,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Agriculture Finance and Policy",11897,Intro,1
HF4955,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Transportation Finance and Policy",11897,Intro,1
HF4955,2023_RS,House,2024-03-18,Authors added Robbins and Engen,12003,,2
HF4955,2023_RS,House,2024-03-21,Author added Gillman,12110,,3
HF4955,2023_RS,House,2024-04-26,Author added Perryman,15029,,4
HF4955,2023_RS,House,2024-05-20,Author added Zeleznikar,19811,,5
HF4954,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Human Services Policy",11897,Intro,1
HF4953,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Climate and Energy Finance and Policy",11897,Intro,1
HF4952,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Capital Investment",11897,Intro,1
HF4951,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Capital Investment",11896,Intro,1
HF4950,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Children and Families Finance and Policy",11896,Intro,1
HF4950,2023_RS,House,2024-04-02,Author added Hemmingsen-Jaeger,12875,,2
HF4949,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Human Services Policy",11896,Intro,1
HF4949,2023_RS,House,2024-03-25,"Committee report, to adopt and re-refer to Human Services Finance",12341,,2
HF4948,2023_RS,House,2024-03-14,"Introduction and first reading, referred to State and Local Government Finance and Policy",11896,Intro,1
HF4947,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Education Finance",11896,Intro,1
HF4946,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Public Safety Finance and Policy",11896,Intro,1
HF4945,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Public Safety Finance and Policy",11895,Intro,1
HF4945,2023_RS,House,2024-03-18,Author added Engen,12003,,2
HF4945,2023_RS,House,2024-03-21,Author added Novotny,12110,,3
HF4944,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Capital Investment",11895,Intro,1
HF4944,2023_RS,House,2024-04-08,Author added Moller,13111,,2
HF4944,2023_RS,House,2024-04-18,Author added Fischer,13768,,3
HF4943,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Workforce Development Finance and Policy",11895,Intro,1
HF4942,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Taxes",11895,Intro,1
HF4942,2023_RS,House,2024-03-18,Referred by Chair to Property Tax Division,,,2
HF4941,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Transportation Finance and Policy",11895,Intro,1
HF4940,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Human Services Finance",11895,Intro,1
HF4939,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",11894,Intro,1
HF4938,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Climate and Energy Finance and Policy",11894,Intro,1
HF4938,2023_RS,House,2024-03-25,Author added Bakeberg,12353,,2
HF4937,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Public Safety Finance and Policy",11894,Intro,1
HF4937,2023_RS,House,2024-04-02,Author added Joy,12875,,2
HF4937,2023_RS,House,2024-04-04,Author stricken Joy,13042,,3
HF4936,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Health Finance and Policy",11894,Intro,1
HF4936,2023_RS,House,2024-04-02,Author added Hemmingsen-Jaeger,12875,,2
HF4935,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Health Finance and Policy",11894,Intro,1
HF4935,2023_RS,House,2024-03-18,Author added Becker-Finn,12003,,2
HF4935,2023_RS,House,2024-03-20,Authors added Keeler and Bahner,12072,,3
HF4934,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Taxes",11894,Intro,1
HF4933,2023_RS,House,2024-03-14,"Introduction and first reading, referred to State and Local Government Finance and Policy",11893,Intro,1
HF4933,2023_RS,House,2024-05-01,Author added Myers,15434,,2
HF4933,2023_RS,House,2024-05-01,"See Chapter 102, Article 1, Sections 8-9, lines 9.26 to 10.10",,,3
HF4932,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",11893,Intro,1
HF4932,2023_RS,House,2024-03-20,Author added Brand,12072,,2
HF4932,2023_RS,House,2024-03-20,See HF3911,,,3
HF4931,2023_RS,House,2024-03-14,"Introduction and first reading, referred to State and Local Government Finance and Policy",11893,Intro,1
HF4931,2023_RS,House,2024-03-18,Author added Finke,12003,,2
HF4930,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Workforce Development Finance and Policy",11893,Intro,1
HF4929,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Taxes",11893,Intro,1
HF4928,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Public Safety Finance and Policy",11893,Intro,1
HF4928,2023_RS,House,2024-03-18,Author added Knudsen,12003,,2
HF4927,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Public Safety Finance and Policy",11892,Intro,1
HF4926,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Workforce Development Finance and Policy",11892,Intro,1
HF4925,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Judiciary Finance and Civil Law",11892,Intro,1
HF4924,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Taxes",11848,Intro,1
HF4923,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Public Safety Finance and Policy",11848,Intro,1
HF4922,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Transportation Finance and Policy",11848,Intro,1
HF4922,2023_RS,House,2024-03-25,Author added Keeler,12353,,2
HF4921,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Public Safety Finance and Policy",11848,Intro,1
HF4920,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Health Finance and Policy",11848,Intro,1
HF4919,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Taxes",11847,Intro,1
HF4919,2023_RS,House,2024-04-02,Author added Brand,12874,,2
HF4918,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Taxes",11847,Intro,1
HF4917,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Transportation Finance and Policy",11847,Intro,1
HF4916,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Health Finance and Policy",11847,Intro,1
HF4916,2023_RS,House,2024-04-02,Author added Franson,12874,,2
HF4916,2023_RS,House,2024-04-04,Author added Virnig,13042,,3
HF4915,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",11847,Intro,1
HF4914,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Transportation Finance and Policy",11847,Intro,1
HF4913,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Capital Investment",11846,Intro,1
HF4912,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Education Finance",11846,Intro,1
HF4912,2023_RS,House,2024-03-20,Author added Pérez-Vega,12071,,2
HF4911,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Children and Families Finance and Policy",11846,Intro,1
HF4910,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Judiciary Finance and Civil Law",11846,Intro,1
HF4909,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Human Services Policy",11846,Intro,1
HF4908,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Agriculture Finance and Policy",11846,Intro,1
HF4908,2023_RS,House,2024-03-13,"See Chapter 126, Article 2, Sections 6-11",,,2
HF4907,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Commerce Finance and Policy",11845,Intro,1
HF4906,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Capital Investment",11845,Intro,1
HF4905,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Transportation Finance and Policy",11845,Intro,1
HF4904,2023_RS,House,2024-03-13,"Introduction and first reading, referred to State and Local Government Finance and Policy",11845,Intro,1
HF4904,2023_RS,House,2024-04-02,Author added Hemmingsen-Jaeger,12874,,2
HF4903,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Health Finance and Policy",11845,Intro,1
HF4902,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Legacy Finance",11845,Intro,1
HF4901,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Capital Investment",11844,Intro,1
HF4900,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Transportation Finance and Policy",11844,Intro,1
HF4900,2023_RS,House,2024-03-25,Author added Youakim,12353,,2
HF4900,2023_RS,House,2024-04-02,Author added Kraft,12874,,3
HF4899,2023_RS,House,2024-03-13,"Introduction and first reading, referred to State and Local Government Finance and Policy",11844,Intro,1
HF4899,2023_RS,House,2024-03-13,"See Chapter 102, Article 4, Sections 1-4, 12-13, & 17-18, lines 65.22 to 67.29, 72.11 to 75.28, & 77.10 to 78.8",,,2
HF4898,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Children and Families Finance and Policy",11844,Intro,1
HF4898,2023_RS,House,2024-03-25,"Committee report, to adopt",12341,,2
HF4898,2023_RS,House,2024-03-25,Second reading,12342,,3
HF4897,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Taxes",11844,Intro,1
HF4896,2023_RS,House,2024-03-13,"Introduction and first reading, referred to Education Finance",11844,Intro,1
