bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
SB0059,2023,RS,H,2023-02-14,Introduced in House,,15
SB0059,2023,RS,S,2023-01-23,Ordered to House,8,14
SB0059,2023,RS,S,2023-01-23,"Effective January 1, 2024 (Roll No. 59)",8,13
SB0059,2023,RS,S,2023-01-23,Passed Senate (Roll No. 59),8,12
SB0059,2023,RS,S,2023-01-23,Read 3rd time,8,11
SB0059,2023,RS,S,2023-01-23,On 3rd reading,,10
SB0059,2023,RS,S,2023-01-20,Read 2nd time,29,9
SB0059,2023,RS,S,2023-01-20,On 2nd reading,,8
SB0059,2023,RS,S,2023-01-19,Read 1st time,6,7
SB0059,2023,RS,S,2023-01-19,On 1st reading,,6
SB0059,2023,RS,S,2023-01-18,Committee substitute reported,1-2,5
SB0059,2023,RS,S,2023-01-11,To Government Organization,46,4
SB0059,2023,RS,S,2023-01-11,Introduced in Senate,46,3
SB0059,2023,RS,S,2023-01-11,To Government Organization,,2
SB0059,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0060,2023,RS,S,2023-01-11,To Agriculture and Natural Resources,46,4
SB0060,2023,RS,S,2023-01-11,Introduced in Senate,46,3
SB0060,2023,RS,S,2023-01-11,To Agriculture and Natural Resources then Finance,,2
SB0060,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0061,2023,RS,S,2023-02-15,To Finance,7,6
SB0061,2023,RS,S,2023-02-15,"Committee substitute reported, but first to Finance",7,5
SB0061,2023,RS,S,2023-01-11,To Education,47,4
SB0061,2023,RS,S,2023-01-11,Introduced in Senate,47,3
SB0061,2023,RS,S,2023-01-11,To Education then Finance,,2
SB0061,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0062,2023,RS,H,2023-03-02,To House Finance,,17
SB0062,2023,RS,H,2023-03-02,To Finance,,16
SB0062,2023,RS,H,2023-03-02,Introduced in House,,15
SB0062,2023,RS,S,2023-02-28,Ordered to House,4,14
SB0062,2023,RS,S,2023-02-28,Passed Senate with amended title (Roll No. 310),4,13
SB0062,2023,RS,S,2023-02-28,Read 3rd time,4,12
SB0062,2023,RS,S,2023-02-28,On 3rd reading,,11
SB0062,2023,RS,S,2023-02-27,Floor amendments adopted (Voice vote),32-34,10
SB0062,2023,RS,S,2023-02-27,Read 2nd time,32,9
SB0062,2023,RS,S,2023-02-27,On 2nd reading,,8
SB0062,2023,RS,S,2023-02-25,Read 1st time,11,7
SB0062,2023,RS,S,2023-02-25,On 1st reading,,6
SB0062,2023,RS,S,2023-02-24,Committee substitute reported,20,5
SB0062,2023,RS,S,2023-01-11,To Government Organization,47,4
SB0062,2023,RS,S,2023-01-11,Introduced in Senate,47,3
SB0062,2023,RS,S,2023-01-11,To Government Organization,,2
SB0062,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0063,2023,RS,S,2023-01-11,To Finance,47,4
SB0063,2023,RS,S,2023-01-11,Introduced in Senate,47,3
SB0063,2023,RS,S,2023-01-11,To Finance,,2
SB0063,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0064,2023,RS,S,2023-01-11,To Pensions,47,4
SB0064,2023,RS,S,2023-01-11,Introduced in Senate,47,3
SB0064,2023,RS,S,2023-01-11,To Pensions then Finance,,2
SB0064,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0065,2023,RS,H,2023-01-24,To House Political Subdivisions,,18
SB0065,2023,RS,H,2023-01-24,To Political Subdivisions then Judiciary,,17
SB0065,2023,RS,H,2023-01-24,Introduced in House,,16
SB0065,2023,RS,S,2023-01-23,Ordered to House,9,15
SB0065,2023,RS,S,2023-01-23,Passed Senate (Roll No. 60),8-9,14
SB0065,2023,RS,S,2023-01-23,Read 3rd time,8,13
SB0065,2023,RS,S,2023-01-23,On 3rd reading,,12
SB0065,2023,RS,S,2023-01-20,Read 2nd time,29,11
SB0065,2023,RS,S,2023-01-20,On 2nd reading,,10
SB0065,2023,RS,S,2023-01-19,Read 1st time,6,9
SB0065,2023,RS,S,2023-01-19,On 1st reading,,8
SB0065,2023,RS,S,2023-01-18,Committee substitute for committee substitute reported,2,7
SB0065,2023,RS,S,2023-01-12,To Judiciary,1-2,6
SB0065,2023,RS,S,2023-01-12,"Committee substitute reported, but first to Judiciary",1,5
SB0065,2023,RS,S,2023-01-11,To Government Organization,48,4
SB0065,2023,RS,S,2023-01-11,Introduced in Senate,47,3
SB0065,2023,RS,S,2023-01-11,To Government Organization then Judiciary,,2
SB0065,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0066,2023,RS,S,2023-01-11,To Government Organization,48,4
SB0066,2023,RS,S,2023-01-11,Introduced in Senate,48,3
SB0066,2023,RS,S,2023-01-11,To Government Organization,,2
SB0066,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0067,2023,RS,S,2023-01-11,To Judiciary,48,4
SB0067,2023,RS,S,2023-01-11,Introduced in Senate,48,3
SB0067,2023,RS,S,2023-01-11,To Judiciary then Finance,,2
SB0067,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0068,2023,RS,S,2023-01-11,To Judiciary,48,4
SB0068,2023,RS,S,2023-01-11,Introduced in Senate,48,3
SB0068,2023,RS,S,2023-01-11,To Judiciary then Finance,,2
SB0068,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0069,2023,RS,S,2023-01-11,To Judiciary,48,4
SB0069,2023,RS,S,2023-01-11,Introduced in Senate,48,3
SB0069,2023,RS,S,2023-01-11,To Judiciary,,2
SB0069,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0070,2023,RS,S,2023-01-11,To Transportation and Infrastructure,49,4
SB0070,2023,RS,S,2023-01-11,Introduced in Senate,48-49,3
SB0070,2023,RS,S,2023-01-11,To Transportation and Infrastructure then Finance,,2
SB0070,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0071,2023,RS,S,2023-01-11,To Judiciary,49,4
SB0071,2023,RS,S,2023-01-11,Introduced in Senate,49,3
SB0071,2023,RS,S,2023-01-11,To Judiciary,,2
SB0071,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0072,2023,RS,S,2023-01-11,To Judiciary,49,4
SB0072,2023,RS,S,2023-01-11,Introduced in Senate,49,3
SB0072,2023,RS,S,2023-01-11,To Judiciary,,2
SB0072,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0073,2023,RS,S,2023-01-11,To Banking and Insurance,49,4
SB0073,2023,RS,S,2023-01-11,Introduced in Senate,49,3
SB0073,2023,RS,S,2023-01-11,To Banking and Insurance,,2
SB0073,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0074,2023,RS,H,2023-01-20,To House Judiciary,,16
SB0074,2023,RS,H,2023-01-20,To Judiciary,,15
SB0074,2023,RS,H,2023-01-20,Introduced in House,,14
SB0074,2023,RS,S,2023-01-19,Ordered to House,6,13
SB0074,2023,RS,S,2023-01-19,Passed Senate (Roll No. 54),5-6,12
SB0074,2023,RS,S,2023-01-19,Read 3rd time,5,11
SB0074,2023,RS,S,2023-01-19,On 3rd reading,,10
SB0074,2023,RS,S,2023-01-18,Read 2nd time,12,9
SB0074,2023,RS,S,2023-01-18,On 2nd reading,,8
SB0074,2023,RS,S,2023-01-17,Read 1st time,10,7
SB0074,2023,RS,S,2023-01-17,On 1st reading,,6
SB0074,2023,RS,S,2023-01-16,Reported do pass,1,5
SB0074,2023,RS,S,2023-01-11,To Judiciary,49,4
SB0074,2023,RS,S,2023-01-11,Introduced in Senate,49,3
SB0074,2023,RS,S,2023-01-11,To Judiciary,,2
SB0074,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0075,2023,RS,S,2023-01-11,To Agriculture and Natural Resources,49,4
SB0075,2023,RS,S,2023-01-11,Introduced in Senate,49,3
SB0075,2023,RS,S,2023-01-11,To Agriculture and Natural Resources then Finance,,2
SB0075,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0076,2023,RS,S,2023-01-11,To Finance,50,4
SB0076,2023,RS,S,2023-01-11,Introduced in Senate,50,3
SB0076,2023,RS,S,2023-01-11,To Finance,,2
SB0076,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0077,2023,RS,S,2023-01-11,To Transportation and Infrastructure,50,4
SB0077,2023,RS,S,2023-01-11,Introduced in Senate,50,3
SB0077,2023,RS,S,2023-01-11,To Transportation and Infrastructure,,2
SB0077,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0078,2023,RS,S,2023-01-11,To Judiciary,50,4
SB0078,2023,RS,S,2023-01-11,Introduced in Senate,50,3
SB0078,2023,RS,S,2023-01-11,To Judiciary,,2
SB0078,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0079,2023,RS,H,2023-02-24,To House Finance,,19
SB0079,2023,RS,H,2023-02-24,To Finance,,18
SB0079,2023,RS,H,2023-02-24,Introduced in House,,17
SB0079,2023,RS,S,2023-02-24,Ordered to House,8,16
SB0079,2023,RS,S,2023-02-24,Effective from passage (Roll No. 259),8,15
SB0079,2023,RS,S,2023-02-24,Passed Senate (Roll No. 259),8,14
SB0079,2023,RS,S,2023-02-24,Read 3rd time,8,13
SB0079,2023,RS,S,2023-02-24,On 3rd reading,,12
SB0079,2023,RS,S,2023-02-23,Read 2nd time,26,11
SB0079,2023,RS,S,2023-02-23,On 2nd reading,,10
SB0079,2023,RS,S,2023-02-22,Read 1st time,25,9
SB0079,2023,RS,S,2023-02-22,On 1st reading,,8
SB0079,2023,RS,S,2023-02-21,Committee substitute for committee substitute reported,6-7,7
SB0079,2023,RS,S,2023-01-12,To Finance,2,6
SB0079,2023,RS,S,2023-01-12,"Committee substitute reported, but first to Finance",2,5
SB0079,2023,RS,S,2023-01-11,To Government Organization,50,4
SB0079,2023,RS,S,2023-01-11,Introduced in Senate,50,3
SB0079,2023,RS,S,2023-01-11,To Government Organization then Finance,,2
SB0079,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0080,2023,RS,S,2023-01-25,To Finance,7,6
SB0080,2023,RS,S,2023-01-25,"Committee substitute reported, but first to Finance",6-7,5
SB0080,2023,RS,S,2023-01-11,To Judiciary,50,4
SB0080,2023,RS,S,2023-01-11,Introduced in Senate,50,3
SB0080,2023,RS,S,2023-01-11,To Judiciary then Finance,,2
SB0080,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0081,2023,RS,S,2023-01-11,To Pensions,51,4
SB0081,2023,RS,S,2023-01-11,Introduced in Senate,50,3
SB0081,2023,RS,S,2023-01-11,To Pensions then Finance,,2
SB0081,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0082,2023,RS,S,2023-01-11,To Government Organization,51,4
SB0082,2023,RS,S,2023-01-11,Introduced in Senate,51,3
SB0082,2023,RS,S,2023-01-11,To Government Organization,,2
SB0082,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0083,2023,RS,S,2023-05-01,"Chapter 226, Acts, Regular Session, 2023",,38
SB0083,2023,RS,H,2023-02-10,Approved by Governor 2/9/2023 - House Journal,,37
SB0083,2023,RS,S,2023-02-10,Approved by Governor 2/9/2023 - Senate Journal,4,36
SB0083,2023,RS,S,2023-02-09,Approved by Governor 2/9/2023,,35
SB0083,2023,RS,H,2023-02-06,To Governor 2/6/2023 - House Journal,,34
SB0083,2023,RS,S,2023-02-06,To Governor 2/6/2023,17,33
SB0083,2023,RS,H,2023-02-03,House received Senate message,,32
SB0083,2023,RS,S,2023-02-02,Completed legislative action,,31
SB0083,2023,RS,S,2023-02-02,Communicated to House,5,30
SB0083,2023,RS,S,2023-02-02,Senate concurred in House amendments and passed bill (Roll No. 121),1-5,29
SB0083,2023,RS,S,2023-02-02,House Message received,1,28
SB0083,2023,RS,H,2023-01-31,Communicated to Senate,,27
SB0083,2023,RS,H,2023-01-31,Passed House (Roll No. 48),,26
SB0083,2023,RS,H,2023-01-31,Read 3rd time,,25
SB0083,2023,RS,H,2023-01-31,"On 3rd reading, Special Calendar",,24
SB0083,2023,RS,H,2023-01-30,Committee amendment adopted (Voice vote),,23
SB0083,2023,RS,H,2023-01-30,Read 2nd time,,22
SB0083,2023,RS,H,2023-01-30,"On 2nd reading, Special Calendar",,21
SB0083,2023,RS,H,2023-01-27,Read 1st time,,20
SB0083,2023,RS,H,2023-01-27,"On 1st reading, Special Calendar",,19
SB0083,2023,RS,H,2023-01-26,"With amendment, do pass",,18
SB0083,2023,RS,H,2023-01-20,To House Government Organization,,17
SB0083,2023,RS,H,2023-01-20,To Government Organization,,16
SB0083,2023,RS,H,2023-01-20,Introduced in House,,15
SB0083,2023,RS,S,2023-01-18,Ordered to House,12,14
SB0083,2023,RS,S,2023-01-18,Passed Senate (Roll No. 53),11,13
SB0083,2023,RS,S,2023-01-18,Read 3rd time,11,12
SB0083,2023,RS,S,2023-01-18,On 3rd reading,,11
SB0083,2023,RS,S,2023-01-17,Read 2nd time,10,10
SB0083,2023,RS,S,2023-01-17,On 2nd reading,,9
SB0083,2023,RS,S,2023-01-16,Read 1st time,8,8
SB0083,2023,RS,S,2023-01-16,On 1st reading,,7
SB0083,2023,RS,S,2023-01-13,Committee substitute reported,4,6
SB0083,2023,RS,S,2023-01-11,To Health and Human Resources,51,5
SB0083,2023,RS,S,2023-01-11,Introduced in Senate,51,4
SB0083,2023,RS,S,2023-01-11,To Health and Human Resources,,3
SB0083,2023,RS,S,2023-01-11,Filed for introduction,,2
SB0084,2023,RS,S,2023-01-11,To Health and Human Resources,51,4
SB0084,2023,RS,S,2023-01-11,Introduced in Senate,51,3
SB0084,2023,RS,S,2023-01-11,To Health and Human Resources then Finance,,2
SB0084,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0085,2023,RS,S,2023-01-18,To Finance,3,6
SB0085,2023,RS,S,2023-01-18,"Committee substitute reported, but first to Finance",3,5
SB0085,2023,RS,S,2023-01-11,To Health and Human Resources,51,4
SB0085,2023,RS,S,2023-01-11,Introduced in Senate,51,3
SB0085,2023,RS,S,2023-01-11,To Health and Human Resources then Finance,,2
SB0085,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0086,2023,RS,S,2023-01-11,To Transportation and Infrastructure,52,4
SB0086,2023,RS,S,2023-01-11,Introduced in Senate,51-52,3
SB0086,2023,RS,S,2023-01-11,To Transportation and Infrastructure,,2
SB0086,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0087,2023,RS,S,2023-01-11,To Banking and Insurance,52,4
SB0087,2023,RS,S,2023-01-11,Introduced in Senate,52,3
SB0087,2023,RS,S,2023-01-11,To Banking and Insurance then Finance,,2
SB0087,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0088,2023,RS,S,2023-01-11,To Health and Human Resources,52,4
SB0088,2023,RS,S,2023-01-11,Introduced in Senate,52,3
SB0088,2023,RS,S,2023-01-11,To Health and Human Resources,,2
SB0088,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0089,2023,RS,S,2023-05-01,"Chapter 275, Acts, Regular Session, 2023",,39
SB0089,2023,RS,H,2023-03-02,Approved by Governor 3/1/2023 - House Journal,,38
SB0089,2023,RS,S,2023-03-01,Approved by Governor 3/1/2023,71,37
SB0089,2023,RS,H,2023-02-24,To Governor 2/23/2023 - House Journal,,36
SB0089,2023,RS,S,2023-02-23,To Governor 2/23/2023,29,35
SB0089,2023,RS,H,2023-02-21,House received Senate message,,34
SB0089,2023,RS,S,2023-02-21,Completed legislative action,,33
SB0089,2023,RS,S,2023-02-21,Communicated to House,5,32
SB0089,2023,RS,S,2023-02-21,Senate concurred in House amendments and passed bill (Roll No. 219),1-5,31
SB0089,2023,RS,S,2023-02-21,House Message received,1,30
SB0089,2023,RS,H,2023-02-20,Communicated to Senate,,29
SB0089,2023,RS,H,2023-02-20,Title amendment adopted (Voice vote),,28
SB0089,2023,RS,H,2023-02-20,Passed House (Roll No. 182),,27
SB0089,2023,RS,H,2023-02-20,Read 3rd time,,26
SB0089,2023,RS,H,2023-02-20,"On 3rd reading, Special Calendar",,25
SB0089,2023,RS,H,2023-02-17,Committee amendment adopted (Voice vote),,24
SB0089,2023,RS,H,2023-02-17,Read 2nd time,,23
SB0089,2023,RS,H,2023-02-17,Placed at foot of bills on second reading,,22
SB0089,2023,RS,H,2023-02-17,"On 2nd reading, Special Calendar",,21
SB0089,2023,RS,H,2023-02-16,Read 1st time,,20
SB0089,2023,RS,H,2023-02-16,"On 1st reading, Special Calendar",,19
SB0089,2023,RS,H,2023-02-15,"With amendment, do pass",,18
SB0089,2023,RS,H,2023-01-24,To House Health and Human Resources,,17
SB0089,2023,RS,H,2023-01-24,To Health and Human Resources,,16
SB0089,2023,RS,H,2023-01-24,Introduced in House,,15
SB0089,2023,RS,S,2023-01-23,Ordered to House,9,14
SB0089,2023,RS,S,2023-01-23,Passed Senate (Roll No. 61),9,13
SB0089,2023,RS,S,2023-01-23,Read 3rd time,9,12
SB0089,2023,RS,S,2023-01-23,On 3rd reading,,11
SB0089,2023,RS,S,2023-01-20,Read 2nd time,29,10
SB0089,2023,RS,S,2023-01-20,On 2nd reading,,9
SB0089,2023,RS,S,2023-01-19,Read 1st time,6,8
SB0089,2023,RS,S,2023-01-19,On 1st reading,,7
SB0089,2023,RS,S,2023-01-18,Committee substitute reported,3-4,6
SB0089,2023,RS,S,2023-01-11,To Health and Human Resources,52,5
SB0089,2023,RS,S,2023-01-11,Introduced in Senate,52,4
SB0089,2023,RS,S,2023-01-11,To Health and Human Resources,,3
SB0089,2023,RS,S,2023-01-11,Filed for introduction,,2
SB0090,2023,RS,S,2023-01-11,To Judiciary,52,4
SB0090,2023,RS,S,2023-01-11,Introduced in Senate,52,3
SB0090,2023,RS,S,2023-01-11,To Judiciary,,2
SB0090,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0091,2023,RS,H,2023-03-02,To House Finance,,23
SB0091,2023,RS,H,2023-03-02,To Finance,,22
SB0091,2023,RS,H,2023-03-02,Introduced in House,,21
SB0091,2023,RS,S,2023-03-01,Ordered to House,16,20
SB0091,2023,RS,S,2023-03-01,"Effective January 1, 2024 (Roll No. 327)",16,19
SB0091,2023,RS,S,2023-03-01,Passed Senate with amended title (Roll No. 327),16,18
SB0091,2023,RS,S,2023-03-01,Floor amendment adopted (Voice vote),6-15,17
SB0091,2023,RS,S,2023-03-01,Committee amendment withdrawn (Voice vote),6,16
SB0091,2023,RS,S,2023-03-01,Read 3rd time,6,15
SB0091,2023,RS,S,2023-03-01,On 3rd reading with right to amend,,14
SB0091,2023,RS,S,2023-02-28,Read 2nd time,32,13
SB0091,2023,RS,S,2023-02-28,Immediate consideration,32,12
SB0091,2023,RS,S,2023-02-28,"Reported do pass, with amendment and title amendment",31,11
SB0091,2023,RS,S,2023-02-27,On 2nd reading to Finance,,10
SB0091,2023,RS,S,2023-02-27,Read 1st time,45,9
SB0091,2023,RS,S,2023-02-27,Immediate consideration,45,8
SB0091,2023,RS,S,2023-02-27,"Com. sub. for com. sub. reported, without recommendation",44-45,7
SB0091,2023,RS,S,2023-02-24,To Finance,21,6
SB0091,2023,RS,S,2023-02-24,"Committee substitute reported, but first to Finance",20-21,5
SB0091,2023,RS,S,2023-01-11,To Government Organization,52,4
SB0091,2023,RS,S,2023-01-11,Introduced in Senate,52,3
SB0091,2023,RS,S,2023-01-11,To Government Organization then Finance,,2
SB0091,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0092,2023,RS,S,2023-01-11,To Judiciary,53,4
SB0092,2023,RS,S,2023-01-11,Introduced in Senate,52-53,3
SB0092,2023,RS,S,2023-01-11,To Judiciary then Finance,,2
SB0092,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0093,2023,RS,S,2023-01-11,To Education,53,4
SB0093,2023,RS,S,2023-01-11,Introduced in Senate,53,3
SB0093,2023,RS,S,2023-01-11,To Education,,2
SB0093,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0094,2023,RS,S,2023-01-11,To Judiciary,53,4
SB0094,2023,RS,S,2023-01-11,Introduced in Senate,53,3
SB0094,2023,RS,S,2023-01-11,To Judiciary,,2
SB0094,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0095,2023,RS,S,2023-01-11,To Economic Development,53,4
SB0095,2023,RS,S,2023-01-11,Introduced in Senate,53,3
SB0095,2023,RS,S,2023-01-11,To Economic Development then Finance,,2
SB0095,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0096,2023,RS,S,2023-01-11,To Judiciary,54,4
SB0096,2023,RS,S,2023-01-11,Introduced in Senate,53-54,3
SB0096,2023,RS,S,2023-01-11,To Judiciary then Finance,,2
SB0096,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0097,2023,RS,S,2023-01-11,To Pensions,54,4
SB0097,2023,RS,S,2023-01-11,Introduced in Senate,54,3
SB0097,2023,RS,S,2023-01-11,To Pensions then Finance,,2
SB0097,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0098,2023,RS,S,2023-01-11,To Finance,54,4
SB0098,2023,RS,S,2023-01-11,Introduced in Senate,54,3
SB0098,2023,RS,S,2023-01-11,To Finance,,2
SB0098,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0099,2023,RS,S,2023-05-01,"Chapter 126, Acts, Regular Session, 2023",,35
SB0099,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,34
SB0099,2023,RS,S,2023-03-11,Approved by Governor 3/29/23 - Senate Journal,331,33
SB0099,2023,RS,S,2023-03-29,Approved by Governor 3/29/23,,32
SB0099,2023,RS,S,2023-03-11,To Governor 3/13/2023 - Senate Journal,254,31
SB0099,2023,RS,S,2023-03-13,To Governor 3/13/2023,,30
SB0099,2023,RS,H,2023-03-11,To Governor 3/13/2023 - House Journal,,29
SB0099,2023,RS,S,2023-03-09,House Message received,1,28
SB0099,2023,RS,H,2023-03-08,Completed legislative action,,27
SB0099,2023,RS,H,2023-03-08,Communicated to Senate,,26
SB0099,2023,RS,H,2023-03-08,Passed House (Roll No. 551),,25
SB0099,2023,RS,H,2023-03-08,Read 3rd time,,24
SB0099,2023,RS,H,2023-03-08,"On 3rd reading, Special Calendar",,23
SB0099,2023,RS,H,2023-03-07,Read 2nd time,,22
SB0099,2023,RS,H,2023-03-07,"On 2nd reading, Special Calendar",,21
SB0099,2023,RS,H,2023-03-06,Read 1st time,,20
SB0099,2023,RS,H,2023-03-06,"On 1st reading, Special Calendar",,19
SB0099,2023,RS,H,2023-03-04,Do pass,,18
SB0099,2023,RS,H,2023-02-15,To House Education,,17
SB0099,2023,RS,H,2023-02-15,To Education,,16
SB0099,2023,RS,H,2023-02-15,Introduced in House,,15
SB0099,2023,RS,S,2023-02-14,Ordered to House,10,14
SB0099,2023,RS,S,2023-02-14,Passed Senate with amended title (Roll No. 178),9-10,13
SB0099,2023,RS,S,2023-02-14,Read 3rd time,9,12
SB0099,2023,RS,S,2023-02-14,On 3rd reading,,11
SB0099,2023,RS,S,2023-02-13,Read 2nd time,9,10
SB0099,2023,RS,S,2023-02-13,On 2nd reading,,9
SB0099,2023,RS,S,2023-02-10,Read 1st time,18,8
SB0099,2023,RS,S,2023-02-10,On 1st reading,,7
SB0099,2023,RS,S,2023-02-09,"Reported do pass, with title amendment",4,6
SB0099,2023,RS,S,2023-01-11,To Education,54,5
SB0099,2023,RS,S,2023-01-11,Introduced in Senate,54,4
SB0099,2023,RS,S,2023-01-11,To Education,,3
SB0099,2023,RS,S,2023-01-11,Filed for introduction,,2
SB0100,2023,RS,S,2023-01-11,To Pensions,54,4
SB0100,2023,RS,S,2023-01-11,Introduced in Senate,54,3
SB0100,2023,RS,S,2023-01-11,To Pensions then Finance,,2
SB0100,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0101,2023,RS,S,2023-01-11,To Finance,54,4
SB0101,2023,RS,S,2023-01-11,Introduced in Senate,54,3
SB0101,2023,RS,S,2023-01-11,To Finance,,2
SB0101,2023,RS,S,2023-01-11,Filed for introduction,,1
SB0102,2023,RS,S,2023-01-11,To Health and Human Resources,55,4
SB0102,2023,RS,S,2023-01-11,Introduced in Senate,54-55,3
SB0102,2023,RS,S,2023-01-11,To Health and Human Resources,,2
