bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
SB0487,2024,RS,H,2024-03-09,To Governor 3/11/2024 - House Journal,,34
SB0487,2024,RS,S,2024-03-09,To Governor 3/11/2024 - Senate Journal,578,33
SB0487,2024,RS,S,2024-03-11,To Governor 3/11/2024,,32
SB0487,2024,RS,S,2024-03-07,Completed legislative action,,31
SB0487,2024,RS,S,2024-03-07,Communicated to House,3,30
SB0487,2024,RS,S,2024-03-07,Senate concurred in House amendments and passed bill (Roll No. 400),2,29
SB0487,2024,RS,S,2024-03-07,House Message received,2,28
SB0487,2024,RS,H,2024-03-06,Communicated to Senate,,27
SB0487,2024,RS,H,2024-03-06,Passed House (Roll No. 502),,26
SB0487,2024,RS,H,2024-03-06,Read 3rd time,,25
SB0487,2024,RS,H,2024-03-06,"On 3rd reading, Special Calendar",,24
SB0487,2024,RS,H,2024-03-05,Amendment adopted (Voice vote),,23
SB0487,2024,RS,H,2024-03-05,Amendment reported by the Clerk,,22
SB0487,2024,RS,H,2024-03-05,Read 2nd time,,21
SB0487,2024,RS,H,2024-03-05,"On 2nd reading, Special Calendar",,20
SB0487,2024,RS,H,2024-03-04,Read 1st time,,19
SB0487,2024,RS,H,2024-03-04,"On 1st reading, Special Calendar",,18
SB0487,2024,RS,H,2024-03-01,Do pass,,17
SB0487,2024,RS,H,2024-02-01,To House Education,,16
SB0487,2024,RS,H,2024-02-01,Introduced in House,,15
SB0487,2024,RS,S,2024-01-31,Ordered to House,12,14
SB0487,2024,RS,S,2024-01-31,Passed Senate (Roll No. 84),12,13
SB0487,2024,RS,S,2024-01-31,Read 3rd time,11,12
SB0487,2024,RS,S,2024-01-31,On 3rd reading,,11
SB0487,2024,RS,S,2024-01-30,Read 2nd time,13,10
SB0487,2024,RS,S,2024-01-30,On 2nd reading,,9
SB0487,2024,RS,S,2024-01-29,Read 1st time,10,8
SB0487,2024,RS,S,2024-01-29,On 1st reading,,7
SB0487,2024,RS,S,2024-01-26,Reported do pass,5,6
SB0487,2024,RS,S,2024-01-18,To Education,5,5
SB0487,2024,RS,S,2024-01-18,Introduced in Senate,5,4
SB0487,2024,RS,S,2024-01-18,To Education,,3
SB0487,2024,RS,S,2024-01-18,Filed for introduction,,2
SB0488,2024,RS,S,2024-01-18,To Judiciary,5,4
SB0488,2024,RS,S,2024-01-18,Introduced in Senate,5,3
SB0488,2024,RS,S,2024-01-18,To Judiciary then Finance,,2
SB0488,2024,RS,S,2024-01-18,Filed for introduction,,1
SB0489,2024,RS,S,2024-01-18,To Judiciary,5,4
SB0489,2024,RS,S,2024-01-18,Introduced in Senate,5,3
SB0489,2024,RS,S,2024-01-18,To Judiciary,,2
SB0489,2024,RS,S,2024-01-18,Filed for introduction,,1
SB0490,2024,RS,S,2024-01-18,To Economic Development,6,4
SB0490,2024,RS,S,2024-01-18,Introduced in Senate,5,3
SB0490,2024,RS,S,2024-01-18,To Economic Development then Finance,,2
SB0490,2024,RS,S,2024-01-18,Filed for introduction,,1
SB0491,2024,RS,S,2024-01-18,To Health and Human Resources,6,4
SB0491,2024,RS,S,2024-01-18,Introduced in Senate,6,3
SB0491,2024,RS,S,2024-01-18,To Health and Human Resources then Judiciary,,2
SB0491,2024,RS,S,2024-01-18,Filed for introduction,,1
SB0492,2024,RS,S,2024-01-18,To Health and Human Resources,6,4
SB0492,2024,RS,S,2024-01-18,Introduced in Senate,6,3
SB0492,2024,RS,S,2024-01-18,To Health and Human Resources,,2
SB0492,2024,RS,S,2024-01-18,Filed for introduction,,1
SB0493,2024,RS,H,2024-02-26,To House Government Organization,,26
SB0493,2024,RS,H,2024-02-26,To Government Organization then Judiciary,,25
SB0493,2024,RS,H,2024-02-26,Introduced in House,,24
SB0493,2024,RS,S,2024-02-24,Ordered to House,15,23
SB0493,2024,RS,S,2024-02-24,Passed Senate (Roll No. 238),14,22
SB0493,2024,RS,S,2024-02-24,Read 3rd time,14,21
SB0493,2024,RS,S,2024-02-24,On 3rd reading,,20
SB0493,2024,RS,S,2024-02-23,Read 2nd time,27,19
SB0493,2024,RS,S,2024-02-23,On 2nd reading,,18
SB0493,2024,RS,S,2024-02-22,Read 1st time,19,17
SB0493,2024,RS,S,2024-02-22,On 1st reading,,16
SB0493,2024,RS,S,2024-02-21,Committee substitute for committee substitute reported,12,15
SB0493,2024,RS,S,2024-02-19,Referred to Rules on 3rd reading,16,14
SB0493,2024,RS,S,2024-02-16,Laid over on 3rd reading 2/16/2024 with right to amend,20,13
SB0493,2024,RS,S,2024-02-16,On 3rd reading with right to amend,,12
SB0493,2024,RS,S,2024-02-15,Read 2nd time,15,11
SB0493,2024,RS,S,2024-02-15,On 2nd reading,,10
SB0493,2024,RS,S,2024-02-14,Read 1st time,9,9
SB0493,2024,RS,S,2024-02-14,Immediate consideration,9,8
SB0493,2024,RS,S,2024-02-14,Committee substitute reported,8,7
SB0493,2024,RS,S,2024-01-29,To Judiciary,3,6
SB0493,2024,RS,S,2024-01-29,"Reported do pass, but first to Judiciary",3,5
SB0493,2024,RS,S,2024-01-18,To Workforce,6,4
SB0493,2024,RS,S,2024-01-18,Introduced in Senate,6,3
SB0493,2024,RS,S,2024-01-18,To Workforce then Judiciary,,2
SB0493,2024,RS,S,2024-01-18,Filed for introduction,,1
SB0494,2024,RS,H,2024-02-22,To House Judiciary,,16
SB0494,2024,RS,H,2024-02-22,Introduced in House,,15
SB0494,2024,RS,S,2024-02-21,Ordered to House,22,14
SB0494,2024,RS,S,2024-02-21,Passed Senate (Roll No. 189),22,13
SB0494,2024,RS,S,2024-02-21,Read 3rd time,21,12
SB0494,2024,RS,S,2024-02-21,On 3rd reading,,11
SB0494,2024,RS,S,2024-02-20,Read 2nd time,31,10
SB0494,2024,RS,S,2024-02-20,On 2nd reading,,9
SB0494,2024,RS,S,2024-02-19,Read 1st time,26,8
SB0494,2024,RS,S,2024-02-19,On 1st reading,,7
SB0494,2024,RS,S,2024-02-16,2nd reference dispensed,7,6
SB0494,2024,RS,S,2024-02-16,"Reported do pass, but first to Judiciary",6,5
SB0494,2024,RS,S,2024-01-18,To Government Organization,6,4
SB0494,2024,RS,S,2024-01-18,Introduced in Senate,6,3
SB0494,2024,RS,S,2024-01-18,To Government Organization then Judiciary,,2
SB0494,2024,RS,S,2024-01-18,Filed for introduction,,1
SB0495,2024,RS,S,2024-01-22,To Judiciary,5,4
SB0495,2024,RS,S,2024-01-22,Introduced in Senate,5,3
SB0495,2024,RS,S,2024-01-19,To Judiciary,,2
SB0495,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0496,2024,RS,S,2024-02-23,Referred to Finance on 2nd reading,7,9
SB0496,2024,RS,S,2024-02-23,Motion bill be referred to Finance adopted (Roll No. 218),6,8
SB0496,2024,RS,S,2024-02-23,Read 1st time,6,7
SB0496,2024,RS,S,2024-02-23,Motion for immediate consideration and read 1st time adopted (voice vote),6,6
SB0496,2024,RS,S,2024-02-23,Committee substitute reported,6,5
SB0496,2024,RS,S,2024-01-22,To Judiciary,5,4
SB0496,2024,RS,S,2024-01-22,Introduced in Senate,5,3
SB0496,2024,RS,S,2024-01-19,To Judiciary,,2
SB0496,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0497,2024,RS,S,2024-01-22,To Government Organization,5,4
SB0497,2024,RS,S,2024-01-22,Introduced in Senate,5,3
SB0497,2024,RS,S,2024-01-19,To Government Organization,,2
SB0497,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0498,2024,RS,S,2024-01-22,To Health and Human Resources,5,4
SB0498,2024,RS,S,2024-01-22,Introduced in Senate,5,3
SB0498,2024,RS,S,2024-01-19,To Health and Human Resources then Finance,,2
SB0498,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0499,2024,RS,S,2024-01-22,To Health and Human Resources,6,4
SB0499,2024,RS,S,2024-01-22,Introduced in Senate,5,3
SB0499,2024,RS,S,2024-01-19,To Health and Human Resources,,2
SB0499,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0500,2024,RS,S,2024-01-22,To Judiciary,6,4
SB0500,2024,RS,S,2024-01-22,Introduced in Senate,6,3
SB0500,2024,RS,S,2024-01-19,To Judiciary,,2
SB0500,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0501,2024,RS,S,2024-01-22,To Judiciary,6,4
SB0501,2024,RS,S,2024-01-22,Introduced in Senate,6,3
SB0501,2024,RS,S,2024-01-19,To Judiciary,,2
SB0501,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0502,2024,RS,S,2024-01-26,To Finance,6,6
SB0502,2024,RS,S,2024-01-26,"Reported do pass, but first to Finance",6,5
SB0502,2024,RS,S,2024-01-22,To Education,6,4
SB0502,2024,RS,S,2024-01-22,Introduced in Senate,6,3
SB0502,2024,RS,S,2024-01-19,To Education then Finance,,2
SB0502,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0503,2024,RS,S,2024-04-23,"Chapter 154, Acts, Regular Session, 2024",,42
SB0503,2024,RS,H,2024-03-09,Approved by Governor 3/22/2024 - House Journal,,41
SB0503,2024,RS,S,2024-03-09,Approved by Governor 3/22/2024 - Senate Journal,614,40
SB0503,2024,RS,S,2024-03-22,Approved by Governor 3/22/2024,,39
SB0503,2024,RS,H,2024-03-09,To Governor 3/13/2024 - House Journal,,38
SB0503,2024,RS,S,2024-03-09,To Governor 3/13/2024 - Senate Journal,590,37
SB0503,2024,RS,S,2024-03-13,To Governor 3/13/2024,,36
SB0503,2024,RS,S,2024-03-09,House Message received,10,35
SB0503,2024,RS,H,2024-03-08,Completed legislative action,,34
SB0503,2024,RS,H,2024-03-08,Communicated to Senate,,33
SB0503,2024,RS,H,2024-03-08,Passed House (Roll No. 663),,32
SB0503,2024,RS,H,2024-03-08,Read 3rd time,,31
SB0503,2024,RS,H,2024-03-08,"On 3rd reading, Special Calendar",,30
SB0503,2024,RS,H,2024-03-07,Amendment rejected (Roll No. 608),,29
SB0503,2024,RS,H,2024-03-07,Amendment reported by the Clerk,,28
SB0503,2024,RS,H,2024-03-07,Amendment rejected (Roll No. 607),,27
SB0503,2024,RS,H,2024-03-07,Amendment reported by the Clerk,,26
SB0503,2024,RS,H,2024-03-07,Read 2nd time,,25
SB0503,2024,RS,H,2024-03-07,"On 2nd reading, Special Calendar",,24
SB0503,2024,RS,H,2024-03-06,Read 1st time,,23
SB0503,2024,RS,H,2024-03-06,"On 1st reading, Special Calendar",,22
SB0503,2024,RS,H,2024-03-05,Do pass,,21
SB0503,2024,RS,H,2024-02-29,To House Education,,20
SB0503,2024,RS,H,2024-02-29,Introduced in House,,19
SB0503,2024,RS,S,2024-02-27,Ordered to House,9,18
SB0503,2024,RS,S,2024-02-27,Title amendment adopted,9,17
SB0503,2024,RS,S,2024-02-27,Passed Senate (Roll No. 282),9,16
SB0503,2024,RS,S,2024-02-27,Floor amendment adopted (Voice vote),8,15
SB0503,2024,RS,S,2024-02-27,Read 3rd time,8,14
SB0503,2024,RS,S,2024-02-27,On 3rd reading with right to amend,,13
SB0503,2024,RS,S,2024-02-26,Read 2nd time,27,12
SB0503,2024,RS,S,2024-02-26,On 2nd reading,,11
SB0503,2024,RS,S,2024-02-24,Read 1st time,8,10
SB0503,2024,RS,S,2024-02-24,Immediate consideration,8,9
SB0503,2024,RS,S,2024-02-24,Committee substitute reported,7,8
SB0503,2024,RS,S,2024-01-26,To Judiciary,6,7
SB0503,2024,RS,S,2024-01-26,"Reported do pass, but first to Judiciary",6,6
SB0503,2024,RS,S,2024-01-22,To Education,6,5
SB0503,2024,RS,S,2024-01-22,Introduced in Senate,6,4
SB0503,2024,RS,S,2024-01-19,To Education then Judiciary,,3
SB0503,2024,RS,S,2024-01-19,Filed for introduction,,2
SB0504,2024,RS,S,2024-04-23,"Chapter 83, Acts, Regular Session, 2024",,41
SB0504,2024,RS,H,2024-03-09,Approved by Governor 3/22/24 - House Journal,,40
SB0504,2024,RS,S,2024-03-09,Approved by Governor 3/22/2024 - Senate Journal,615,39
SB0504,2024,RS,S,2024-03-22,Approved by Governor 3/22/2024,,38
SB0504,2024,RS,H,2024-03-09,To Governor 3/13/2024 - House Journal,,37
SB0504,2024,RS,S,2024-03-09,To Governor 3/13/2024 - Senate Journal,590,36
SB0504,2024,RS,S,2024-03-13,To Governor 3/13/2024,,35
SB0504,2024,RS,H,2024-03-06,House received Senate message,,34
SB0504,2024,RS,S,2024-03-06,Completed legislative action,,33
SB0504,2024,RS,S,2024-03-06,Communicated to House,3,32
SB0504,2024,RS,S,2024-03-06,Senate concurred in House amendments and passed bill (Roll No. 377),1-3,31
SB0504,2024,RS,S,2024-03-06,House Message received,1,30
SB0504,2024,RS,H,2024-03-05,Communicated to Senate,,29
SB0504,2024,RS,H,2024-03-05,Title amendment adopted (Voice vote),,28
SB0504,2024,RS,H,2024-03-05,Passed House (Roll No. 464),,27
SB0504,2024,RS,H,2024-03-05,Read 3rd time,,26
SB0504,2024,RS,H,2024-03-05,"On 3rd reading, Special Calendar",,25
SB0504,2024,RS,H,2024-03-04,Amendment adopted (Voice vote),,24
SB0504,2024,RS,H,2024-03-04,Amendment adopted (Voice vote),,23
SB0504,2024,RS,H,2024-03-04,Amendment reported by the Clerk,,22
SB0504,2024,RS,H,2024-03-04,Read 2nd time,,21
SB0504,2024,RS,H,2024-03-04,"On 2nd reading, Special Calendar",,20
SB0504,2024,RS,H,2024-03-01,Read 1st time,,19
SB0504,2024,RS,H,2024-03-01,"On 1st reading, Special Calendar",,18
SB0504,2024,RS,H,2024-02-29,"With amendment, do pass",,17
SB0504,2024,RS,H,2024-02-07,To House Judiciary,,16
SB0504,2024,RS,H,2024-02-07,Introduced in House,,15
SB0504,2024,RS,S,2024-02-06,Ordered to House,14,14
SB0504,2024,RS,S,2024-02-06,Passed Senate (Roll No. 97),13,13
SB0504,2024,RS,S,2024-02-06,Read 3rd time,13,12
SB0504,2024,RS,S,2024-02-06,On 3rd reading,,11
SB0504,2024,RS,S,2024-02-05,Read 2nd time,16,10
SB0504,2024,RS,S,2024-02-05,On 2nd reading,,9
SB0504,2024,RS,S,2024-02-02,Read 1st time,14,8
SB0504,2024,RS,S,2024-02-02,On 1st reading,,7
SB0504,2024,RS,S,2024-02-01,Committee substitute reported,3,6
SB0504,2024,RS,S,2024-01-22,To Judiciary,6,5
SB0504,2024,RS,S,2024-01-22,Introduced in Senate,6,4
SB0504,2024,RS,S,2024-01-19,To Judiciary,,3
SB0504,2024,RS,S,2024-01-19,Filed for introduction,,2
SB0505,2024,RS,S,2024-01-22,To Judiciary,7,4
SB0505,2024,RS,S,2024-01-22,Introduced in Senate,6,3
SB0505,2024,RS,S,2024-01-19,To Judiciary,,2
SB0505,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0506,2024,RS,S,2024-01-22,To Judiciary,7,4
SB0506,2024,RS,S,2024-01-22,Introduced in Senate,7,3
SB0506,2024,RS,S,2024-01-19,To Judiciary,,2
SB0506,2024,RS,S,2024-01-19,Filed for introduction,,1
SB0507,2024,RS,S,2024-04-23,"Chapter 52, Acts, Regular Session, 2024",,33
SB0507,2024,RS,H,2024-03-01,Approved by Governor 2/29/2024 - House Journal,,32
SB0507,2024,RS,S,2024-03-01,Approved by Governor 2/29/2024 - Senate Journal,21,31
SB0507,2024,RS,S,2024-02-29,Approved by Governor 2/29/2024,,30
SB0507,2024,RS,H,2024-02-26,To Governor 2/23/2024 - House Journal,,29
SB0507,2024,RS,S,2024-02-23,To Governor 2/23/2024,31,28
SB0507,2024,RS,S,2024-02-21,House Message received,1,27
SB0507,2024,RS,H,2024-02-20,Completed legislative action,,26
SB0507,2024,RS,H,2024-02-20,Communicated to Senate,,25
SB0507,2024,RS,H,2024-02-20,Passed House (Roll No. 230),,24
SB0507,2024,RS,H,2024-02-20,Read 3rd time,,23
SB0507,2024,RS,H,2024-02-20,"On 3rd reading, Special Calendar",,22
SB0507,2024,RS,H,2024-02-19,Read 2nd time,,21
SB0507,2024,RS,H,2024-02-19,"On 2nd reading, Special Calendar",,20
SB0507,2024,RS,H,2024-02-16,Read 1st time,,19
SB0507,2024,RS,H,2024-02-16,"On 1st reading, Special Calendar",,18
SB0507,2024,RS,H,2024-02-15,Do pass,,17
SB0507,2024,RS,H,2024-02-08,To House Education,,16
SB0507,2024,RS,H,2024-02-08,Introduced in House,,15
SB0507,2024,RS,S,2024-02-07,Ordered to House,25,14
SB0507,2024,RS,S,2024-02-07,Passed Senate (Roll No. 103),25,13
SB0507,2024,RS,S,2024-02-07,Read 3rd time,25,12
SB0507,2024,RS,S,2024-02-07,On 3rd reading,,11
SB0507,2024,RS,S,2024-02-06,Read 2nd time,15,10
SB0507,2024,RS,S,2024-02-06,On 2nd reading,,9
SB0507,2024,RS,S,2024-02-05,Read 1st time,17,8
SB0507,2024,RS,S,2024-02-05,On 1st reading,,7
SB0507,2024,RS,S,2024-02-02,Reported do pass,4,6
SB0507,2024,RS,S,2024-01-22,To Education,7,5
SB0507,2024,RS,S,2024-01-22,Introduced in Senate,7,4
SB0507,2024,RS,S,2024-01-19,To Education,,3
SB0507,2024,RS,S,2024-01-19,Filed for introduction,,2
SB0508,2024,RS,S,2024-01-23,To Finance,6,4
SB0508,2024,RS,S,2024-01-23,Introduced in Senate,6,3
SB0508,2024,RS,S,2024-01-23,To Finance,,2
SB0508,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0509,2024,RS,S,2024-01-23,To Judiciary,6,4
SB0509,2024,RS,S,2024-01-23,Introduced in Senate,6,3
SB0509,2024,RS,S,2024-01-23,To Judiciary,,2
SB0509,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0510,2024,RS,S,2024-01-23,To Education,7,4
SB0510,2024,RS,S,2024-01-23,Introduced in Senate,7,3
SB0510,2024,RS,S,2024-01-23,To Education then Finance,,2
SB0510,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0511,2024,RS,S,2024-01-23,To Education,7,4
SB0511,2024,RS,S,2024-01-23,Introduced in Senate,7,3
SB0511,2024,RS,S,2024-01-23,To Education then Finance,,2
SB0511,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0512,2024,RS,S,2024-02-06,To Finance,4,6
SB0512,2024,RS,S,2024-02-06,"Committee substitute reported, but first to Finance",4,5
SB0512,2024,RS,S,2024-01-23,To Agriculture and Natural Resources,7,4
SB0512,2024,RS,S,2024-01-23,Introduced in Senate,7,3
SB0512,2024,RS,S,2024-01-23,To Agriculture and Natural Resources then Finance,,2
SB0512,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0513,2024,RS,S,2024-01-23,To Finance,7,4
SB0513,2024,RS,S,2024-01-23,Introduced in Senate,7,3
SB0513,2024,RS,S,2024-01-23,To Finance,,2
SB0513,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0514,2024,RS,S,2024-02-07,To Finance,15,6
SB0514,2024,RS,S,2024-02-07,"Committee substitute reported, but first to Finance",14,5
SB0514,2024,RS,S,2024-01-23,To Health and Human Resources,7,4
SB0514,2024,RS,S,2024-01-23,Introduced in Senate,7,3
SB0514,2024,RS,S,2024-01-23,To Health and Human Resources then Finance,,2
SB0514,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0515,2024,RS,S,2024-02-14,To Judiciary,9,6
SB0515,2024,RS,S,2024-02-14,"Reported do pass, but first to Judiciary",9,5
SB0515,2024,RS,S,2024-01-23,To Education,8,4
SB0515,2024,RS,S,2024-01-23,Introduced in Senate,7,3
SB0515,2024,RS,S,2024-01-23,To Education then Judiciary,,2
SB0515,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0516,2024,RS,H,2024-02-07,To House Judiciary,,15
SB0516,2024,RS,H,2024-02-07,Introduced in House,,14
SB0516,2024,RS,S,2024-02-06,Ordered to House,14,13
SB0516,2024,RS,S,2024-02-06,Passed Senate (Roll No. 98),14,12
SB0516,2024,RS,S,2024-02-06,Read 3rd time,14,11
SB0516,2024,RS,S,2024-02-06,On 3rd reading,,10
SB0516,2024,RS,S,2024-02-05,Read 2nd time,16,9
SB0516,2024,RS,S,2024-02-05,On 2nd reading,,8
SB0516,2024,RS,S,2024-02-02,Read 1st time,14,7
SB0516,2024,RS,S,2024-02-02,On 1st reading,,6
SB0516,2024,RS,S,2024-02-01,Committee substitute reported,3,5
SB0516,2024,RS,S,2024-01-23,To Judiciary,8,4
SB0516,2024,RS,S,2024-01-23,Introduced in Senate,8,3
SB0516,2024,RS,S,2024-01-23,To Judiciary,,2
SB0516,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0517,2024,RS,S,2024-01-23,To Health and Human Resources,8,4
SB0517,2024,RS,S,2024-01-23,Introduced in Senate,8,3
SB0517,2024,RS,S,2024-01-23,To Health and Human Resources,,2
SB0517,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0518,2024,RS,S,2024-01-23,To Finance,8,4
SB0518,2024,RS,S,2024-01-23,Introduced in Senate,8,3
SB0518,2024,RS,S,2024-01-23,To Finance,,2
SB0518,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0519,2024,RS,S,2024-01-23,To Education,8,4
SB0519,2024,RS,S,2024-01-23,Introduced in Senate,8,3
SB0519,2024,RS,S,2024-01-23,To Education,,2
SB0519,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0520,2024,RS,S,2024-01-23,To Health and Human Resources,9,4
SB0520,2024,RS,S,2024-01-23,Introduced in Senate,9,3
SB0520,2024,RS,S,2024-01-23,To Health and Human Resources then Finance,,2
SB0520,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0521,2024,RS,S,2024-01-23,To Education,9,4
SB0521,2024,RS,S,2024-01-23,Introduced in Senate,9,3
SB0521,2024,RS,S,2024-01-23,To Education then Finance,,2
SB0521,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0522,2024,RS,S,2024-02-07,To Judiciary,14,6
SB0522,2024,RS,S,2024-02-07,"Committee substitute reported, but first to Judiciary",14,5
SB0522,2024,RS,S,2024-01-23,To Government Organization,8,4
SB0522,2024,RS,S,2024-01-23,Introduced in Senate,8,3
SB0522,2024,RS,S,2024-01-23,To Government Organization then Judiciary,,2
SB0522,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0523,2024,RS,S,2024-01-23,To Health and Human Resources,9,4
SB0523,2024,RS,S,2024-01-23,Introduced in Senate,9,3
SB0523,2024,RS,S,2024-01-23,To Health and Human Resources,,2
SB0523,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0524,2024,RS,S,2024-01-23,To Government Organization,9,4
SB0524,2024,RS,S,2024-01-23,Introduced in Senate,9,3
SB0524,2024,RS,S,2024-01-23,To Government Organization,,2
SB0524,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0525,2024,RS,S,2024-01-23,To Judiciary,10,4
SB0525,2024,RS,S,2024-01-23,Introduced in Senate,10,3
SB0525,2024,RS,S,2024-01-23,To Judiciary,,2
SB0525,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0526,2024,RS,S,2024-01-23,To Government Organization,10,4
SB0526,2024,RS,S,2024-01-23,Introduced in Senate,10,3
SB0526,2024,RS,S,2024-01-23,To Government Organization,,2
SB0526,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0527,2024,RS,S,2024-01-23,To Health and Human Resources,10,4
SB0527,2024,RS,S,2024-01-23,Introduced in Senate,10,3
SB0527,2024,RS,S,2024-01-23,To Health and Human Resources,,2
SB0527,2024,RS,S,2024-01-23,Filed for introduction,,1
SB0528,2024,RS,S,2024-02-21,Referred to Judiciary on 2nd reading,14,8
SB0528,2024,RS,S,2024-02-21,Read 1st time,14,7
SB0528,2024,RS,S,2024-02-21,Immediate consideration,14,6
SB0528,2024,RS,S,2024-02-21,"Committee substitute reported, but first to Judiciary",13,5
SB0528,2024,RS,S,2024-01-24,To Health and Human Resources,7,4
SB0528,2024,RS,S,2024-01-24,Introduced in Senate,7,3
SB0528,2024,RS,S,2024-01-24,To Health and Human Resources then Judiciary,,2
SB0528,2024,RS,S,2024-01-24,Filed for introduction,,1
SB0529,2024,RS,S,2024-04-23,"Chapter 155, Acts, Regular Session, 2024",,39
SB0529,2024,RS,H,2024-03-09,Approved by Governor 3/13/2024 - House Journal,,38
SB0529,2024,RS,S,2024-03-09,Approved by Governor 3/13/2024 - Senate Journal,606,37
SB0529,2024,RS,S,2024-03-13,Approved by Governor 3/13/2024,,36
SB0529,2024,RS,H,2024-03-07,To Governor 3/6/2024 - House Journal,,35
SB0529,2024,RS,S,2024-03-06,To Governor 3/6/2024,158,34
SB0529,2024,RS,H,2024-03-05,House received Senate message,,33
SB0529,2024,RS,S,2024-03-04,Completed legislative action,,32
SB0529,2024,RS,S,2024-03-04,Communicated to House,91,31
SB0529,2024,RS,S,2024-03-04,Senate concurred in House amendments and passed bill (Roll No. 348),90-91,30
SB0529,2024,RS,S,2024-03-04,House Message received,90,29
SB0529,2024,RS,H,2024-03-01,Communicated to Senate,,28
SB0529,2024,RS,H,2024-03-01,Passed House (Roll No. 432),,27
SB0529,2024,RS,H,2024-03-01,Read 3rd time,,26
SB0529,2024,RS,H,2024-03-01,"On 3rd reading, Special Calendar",,25
SB0529,2024,RS,H,2024-02-29,Committee amendment adopted (Voice vote),,24
SB0529,2024,RS,H,2024-02-29,Read 2nd time,,23
SB0529,2024,RS,H,2024-02-29,"On 2nd reading, Special Calendar",,22
SB0529,2024,RS,H,2024-02-28,Read 1st time,,21
SB0529,2024,RS,H,2024-02-28,"On 1st reading, Special Calendar",,20
SB0529,2024,RS,H,2024-02-27,"With amendment, do pass",,19
SB0529,2024,RS,H,2024-02-08,To House Education,,18
SB0529,2024,RS,H,2024-02-08,To Education then Finance,,17
SB0529,2024,RS,H,2024-02-08,Introduced in House,,16
SB0529,2024,RS,S,2024-02-07,Ordered to House,25,15
SB0529,2024,RS,S,2024-02-07,Passed Senate (Roll No. 104),25,14
SB0529,2024,RS,S,2024-02-07,Read 3rd time,25,13
SB0529,2024,RS,S,2024-02-07,On 3rd reading,,12
SB0529,2024,RS,S,2024-02-06,Read 2nd time,15,11
SB0529,2024,RS,S,2024-02-06,On 2nd reading,,10
SB0529,2024,RS,S,2024-02-05,Read 1st time,17,9
SB0529,2024,RS,S,2024-02-05,On 1st reading,,8
SB0529,2024,RS,S,2024-02-02,2nd reference dispensed,5,7
SB0529,2024,RS,S,2024-02-02,"Reported do pass, but first to Finance",5,6
SB0529,2024,RS,S,2024-01-24,To Education,8,5
SB0529,2024,RS,S,2024-01-24,Introduced in Senate,7,4
SB0529,2024,RS,S,2024-01-24,To Education then Finance,,3
SB0529,2024,RS,S,2024-01-24,Filed for introduction,,2
SB0530,2024,RS,S,2024-04-23,"Chapter 65, Acts, Regular Session, 2024",,35
SB0530,2024,RS,H,2024-03-09,Approved by Governor 3/22/24 - House Journal,,34
SB0530,2024,RS,S,2024-03-09,Approved by Governor 3/22/2024 - Senate Journal,615,33
SB0530,2024,RS,S,2024-03-22,Approved by Governor 3/22/2024,,32
SB0530,2024,RS,H,2024-03-09,To Governor 3/13/2024 - House Journal,,31
SB0530,2024,RS,S,2024-03-09,To Governor 3/13/2024 - Senate Journal,590,30
SB0530,2024,RS,S,2024-03-13,To Governor 3/13/2024,,29
SB0530,2024,RS,S,2024-03-08,House Message received,3,28
SB0530,2024,RS,H,2024-03-07,Completed legislative action,,27
SB0530,2024,RS,H,2024-03-07,Communicated to Senate,,26
SB0530,2024,RS,H,2024-03-07,Passed House (Roll No. 553),,25
SB0530,2024,RS,H,2024-03-07,Read 3rd time,,24
SB0530,2024,RS,H,2024-03-07,"On 3rd reading, Special Calendar",,23
SB0530,2024,RS,H,2024-03-06,Read 2nd time,,22
SB0530,2024,RS,H,2024-03-06,"On 2nd reading, Special Calendar",,21
SB0530,2024,RS,H,2024-03-05,Read 1st time,,20
