bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
SB0050,2024,RS,H,2024-03-09,To Governor 3/14/2024 - House Journal,,40
SB0050,2024,RS,S,2024-03-09,To Governor 3/14/2024 - Senate Journal,594,39
SB0050,2024,RS,S,2024-03-14,To Governor 3/14/2024,,38
SB0050,2024,RS,H,2024-03-08,House received Senate message,,37
SB0050,2024,RS,S,2024-03-08,Completed legislative action,,36
SB0050,2024,RS,S,2024-03-08,Communicated to House,68,35
SB0050,2024,RS,S,2024-03-08,Effective from passage (Roll No. 460),68,34
SB0050,2024,RS,S,2024-03-08,Senate concurred in House amendments and passed bill (Roll No. 460),64-68,33
SB0050,2024,RS,S,2024-03-08,House Message received,64,32
SB0050,2024,RS,H,2024-03-07,Communicated to Senate,,31
SB0050,2024,RS,H,2024-03-07,Effective from passage (Roll No. 533),,30
SB0050,2024,RS,H,2024-03-07,Passed House (Roll No. 532),,29
SB0050,2024,RS,H,2024-03-07,Read 3rd time,,28
SB0050,2024,RS,H,2024-03-07,"On 3rd reading, Special Calendar",,27
SB0050,2024,RS,H,2024-03-06,Committee amendment adopted (Voice vote),,26
SB0050,2024,RS,H,2024-03-06,Amendment adopted (Voice vote),,25
SB0050,2024,RS,H,2024-03-06,Amendment reported by the Clerk,,24
SB0050,2024,RS,H,2024-03-06,Read 2nd time,,23
SB0050,2024,RS,H,2024-03-06,"On 2nd reading, Special Calendar",,22
SB0050,2024,RS,H,2024-03-05,Read 1st time,,21
SB0050,2024,RS,H,2024-03-05,"On 1st reading, Special Calendar",,20
SB0050,2024,RS,H,2024-03-04,"With amendment, do pass",,19
SB0050,2024,RS,H,2024-02-05,To House Judiciary,,18
SB0050,2024,RS,H,2024-02-05,Introduced in House,,17
SB0050,2024,RS,H,2024-02-05,House received Senate message,,16
SB0050,2024,RS,S,2024-02-02,Ordered to House,10,15
SB0050,2024,RS,S,2024-02-02,Effective from passage (Roll No. 89),10,14
SB0050,2024,RS,S,2024-02-02,Passed Senate (Roll No. 89),10,13
SB0050,2024,RS,S,2024-02-02,Read 3rd time,10,12
SB0050,2024,RS,S,2024-02-02,On 3rd reading,,11
SB0050,2024,RS,S,2024-02-01,Read 2nd time,8,10
SB0050,2024,RS,S,2024-02-01,On 2nd reading,,9
SB0050,2024,RS,S,2024-01-31,Read 1st time,13,8
SB0050,2024,RS,S,2024-01-31,On 1st reading,,7
SB0050,2024,RS,S,2024-01-30,Committee substitute reported,3,6
SB0050,2024,RS,S,2024-01-10,To Judiciary,8,5
SB0050,2024,RS,S,2024-01-10,Introduced in Senate,8,4
SB0050,2024,RS,S,2024-01-10,To Judiciary,,3
SB0050,2024,RS,S,2024-01-10,Filed for introduction,,2
SB0051,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0051,2024,RS,S,2024-01-10,To Judiciary,9,4
SB0051,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0051,2024,RS,S,2024-01-10,To Judiciary,,2
SB0051,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0052,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0052,2024,RS,S,2024-01-10,To Judiciary,9,4
SB0052,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0052,2024,RS,S,2024-01-10,To Judiciary,,2
SB0052,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0053,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0053,2024,RS,S,2024-01-10,To Judiciary,9,4
SB0053,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0053,2024,RS,S,2024-01-10,To Judiciary,,2
SB0053,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0054,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0054,2024,RS,S,2024-01-10,To Judiciary,9,4
SB0054,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0054,2024,RS,S,2024-01-10,To Judiciary,,2
SB0054,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0055,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0055,2024,RS,S,2024-01-10,To Judiciary,9,4
SB0055,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0055,2024,RS,S,2024-01-10,To Judiciary,,2
SB0055,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0056,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0056,2024,RS,S,2024-01-10,To Judiciary,9,4
SB0056,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0056,2024,RS,S,2024-01-10,To Judiciary,,2
SB0056,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0057,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0057,2024,RS,S,2024-01-10,To Judiciary,9,4
SB0057,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0057,2024,RS,S,2024-01-10,To Judiciary,,2
SB0057,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0058,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0058,2024,RS,S,2024-01-10,To Judiciary,10,4
SB0058,2024,RS,S,2024-01-10,Introduced in Senate,9,3
SB0058,2024,RS,S,2024-01-10,To Judiciary,,2
SB0058,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0059,2024,RS,S,2024-01-30,Reported in Com. Sub. for S. B. 50,3,5
SB0059,2024,RS,S,2024-01-10,To Judiciary,10,4
SB0059,2024,RS,S,2024-01-10,Introduced in Senate,10,3
SB0059,2024,RS,S,2024-01-10,To Judiciary,,2
SB0059,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0060,2024,RS,S,2024-04-23,"Chapter 177, Acts, Regular Session, 2024",,49
SB0060,2024,RS,H,2024-03-09,Approved by Governor 3/26/24 - House Journal,,48
SB0060,2024,RS,S,2024-03-09,Approved by Governor 3/26/2024 - Senate Journal,618,47
SB0060,2024,RS,S,2024-03-26,Approved by Governor 3/26/2024,,46
SB0060,2024,RS,H,2024-03-09,To Governor 3/14/2024 - House Journal,,45
SB0060,2024,RS,S,2024-03-09,To Governor 3/14/2024 - Senate Journal,594,44
SB0060,2024,RS,S,2024-03-14,To Governor 3/14/2024,,43
SB0060,2024,RS,S,2024-03-08,Completed legislative action,,42
SB0060,2024,RS,S,2024-03-08,Communicated to House,72,41
SB0060,2024,RS,S,2024-03-08,Effective from passage (Roll No. 461),72,40
SB0060,2024,RS,S,2024-03-08,Senate concurred in House amendments and passed bill (Roll No. 461),68-71,39
SB0060,2024,RS,S,2024-03-08,House Message received,68,38
SB0060,2024,RS,H,2024-03-07,Communicated to Senate,,37
SB0060,2024,RS,H,2024-03-07,Effective from passage (Roll No. 535),,36
SB0060,2024,RS,H,2024-03-07,Title amendment adopted (Voice vote),,35
SB0060,2024,RS,H,2024-03-07,Passed House (Roll No. 534),,34
SB0060,2024,RS,H,2024-03-07,Read 3rd time,,33
SB0060,2024,RS,H,2024-03-07,"On 3rd reading, Special Calendar",,32
SB0060,2024,RS,H,2024-03-06,Committee amendment adopted (Voice vote),,31
SB0060,2024,RS,H,2024-03-06,Amendment adopted (Voice vote),,30
SB0060,2024,RS,H,2024-03-06,Amendment reported by the Clerk,,29
SB0060,2024,RS,H,2024-03-06,Read 2nd time,,28
SB0060,2024,RS,H,2024-03-06,"On 2nd reading, Special Calendar",,27
SB0060,2024,RS,H,2024-03-05,Read 1st time,,26
SB0060,2024,RS,H,2024-03-05,"On 1st reading, Special Calendar",,25
SB0060,2024,RS,H,2024-03-04,"With amendment, do pass",,24
SB0060,2024,RS,H,2024-01-25,To House Judiciary,,23
SB0060,2024,RS,H,2024-01-25,Introduced in House,,22
SB0060,2024,RS,H,2024-01-25,House received Senate message,,21
SB0060,2024,RS,S,2024-01-24,Ordered to House,13,20
SB0060,2024,RS,S,2024-01-24,Effective from passage (Roll No. 53),12,19
SB0060,2024,RS,S,2024-01-24,Passed Senate (Roll No. 53),12,18
SB0060,2024,RS,S,2024-01-24,Read 3rd time,12,17
SB0060,2024,RS,S,2024-01-24,On 3rd reading,,16
SB0060,2024,RS,S,2024-01-23,Committee amendment adopted (Voice vote),3,15
SB0060,2024,RS,S,2024-01-23,Read 2nd time,2,14
SB0060,2024,RS,S,2024-01-23,Immediate consideration,2,13
SB0060,2024,RS,S,2024-01-23,"Reported do pass, with amendment",2,12
SB0060,2024,RS,S,2024-01-22,Referred to Rules on 2nd reading,9,11
SB0060,2024,RS,S,2024-01-18,Laid over on 2nd reading 01/18/2024,7,10
SB0060,2024,RS,S,2024-01-18,On 2nd reading,,9
SB0060,2024,RS,S,2024-01-17,Read 1st time,11,8
SB0060,2024,RS,S,2024-01-17,On 1st reading,,7
SB0060,2024,RS,S,2024-01-16,Committee substitute reported,1,6
SB0060,2024,RS,S,2024-01-10,To Judiciary,10,5
SB0060,2024,RS,S,2024-01-10,Introduced in Senate,10,4
SB0060,2024,RS,S,2024-01-10,To Judiciary,,3
SB0060,2024,RS,S,2024-01-10,Filed for introduction,,2
SB0061,2024,RS,S,2024-01-16,Reported in Com. Sub. for S. B. 60,1,5
SB0061,2024,RS,S,2024-01-10,To Judiciary,10,4
SB0061,2024,RS,S,2024-01-10,Introduced in Senate,10,3
SB0061,2024,RS,S,2024-01-10,To Judiciary,,2
SB0061,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0062,2024,RS,S,2024-01-16,Reported in Com. Sub. for S. B. 60,1,5
SB0062,2024,RS,S,2024-01-10,To Judiciary,10,4
SB0062,2024,RS,S,2024-01-10,Introduced in Senate,10,3
SB0062,2024,RS,S,2024-01-10,To Judiciary,,2
SB0062,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0063,2024,RS,S,2024-01-16,Reported in Com. Sub. for S. B. 60,1,5
SB0063,2024,RS,S,2024-01-10,To Judiciary,10,4
SB0063,2024,RS,S,2024-01-10,Introduced in Senate,10,3
SB0063,2024,RS,S,2024-01-10,To Judiciary,,2
SB0063,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0064,2024,RS,S,2024-01-16,Reported in Com. Sub. for S. B. 60,1,5
SB0064,2024,RS,S,2024-01-10,To Judiciary,10,4
SB0064,2024,RS,S,2024-01-10,Introduced in Senate,10,3
SB0064,2024,RS,S,2024-01-10,To Judiciary,,2
SB0064,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0065,2024,RS,S,2024-01-16,Reported in Com. Sub. for S. B. 60,1,5
SB0065,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0065,2024,RS,S,2024-01-10,Introduced in Senate,10,3
SB0065,2024,RS,S,2024-01-10,To Judiciary,,2
SB0065,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0066,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0066,2024,RS,S,2024-01-10,Introduced in Senate,11,3
SB0066,2024,RS,S,2024-01-10,To Judiciary,,2
SB0066,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0067,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0067,2024,RS,S,2024-01-10,Introduced in Senate,11,3
SB0067,2024,RS,S,2024-01-10,To Judiciary,,2
SB0067,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0068,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0068,2024,RS,S,2024-01-10,Introduced in Senate,11,3
SB0068,2024,RS,S,2024-01-10,To Judiciary,,2
SB0068,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0069,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0069,2024,RS,S,2024-01-10,Introduced in Senate,11,3
SB0069,2024,RS,S,2024-01-10,To Judiciary,,2
SB0069,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0070,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0070,2024,RS,S,2024-01-10,Introduced in Senate,11,3
SB0070,2024,RS,S,2024-01-10,To Judiciary,,2
SB0070,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0071,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0071,2024,RS,S,2024-01-10,Introduced in Senate,11,3
SB0071,2024,RS,S,2024-01-10,To Judiciary,,2
SB0071,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0072,2024,RS,S,2024-01-10,To Judiciary,11,4
SB0072,2024,RS,S,2024-01-10,Introduced in Senate,11,3
SB0072,2024,RS,S,2024-01-10,To Judiciary,,2
SB0072,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0073,2024,RS,S,2024-01-10,To Judiciary,12,4
SB0073,2024,RS,S,2024-01-10,Introduced in Senate,12,3
SB0073,2024,RS,S,2024-01-10,To Judiciary,,2
SB0073,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0074,2024,RS,S,2024-01-10,To Judiciary,12,4
SB0074,2024,RS,S,2024-01-10,Introduced in Senate,12,3
SB0074,2024,RS,S,2024-01-10,To Judiciary,,2
SB0074,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0075,2024,RS,S,2024-01-10,To Judiciary,12,4
SB0075,2024,RS,S,2024-01-10,Introduced in Senate,12,3
SB0075,2024,RS,S,2024-01-10,To Judiciary,,2
SB0075,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0076,2024,RS,S,2024-01-10,To Judiciary,12,4
SB0076,2024,RS,S,2024-01-10,Introduced in Senate,12,3
SB0076,2024,RS,S,2024-01-10,To Judiciary,,2
SB0076,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0077,2024,RS,S,2024-01-10,To Judiciary,12,4
SB0077,2024,RS,S,2024-01-10,Introduced in Senate,12,3
SB0077,2024,RS,S,2024-01-10,To Judiciary,,2
SB0077,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0078,2024,RS,S,2024-01-10,To Judiciary,12,4
SB0078,2024,RS,S,2024-01-10,Introduced in Senate,12,3
SB0078,2024,RS,S,2024-01-10,To Judiciary,,2
SB0078,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0079,2024,RS,S,2024-01-10,To Judiciary,12,4
SB0079,2024,RS,S,2024-01-10,Introduced in Senate,12,3
SB0079,2024,RS,S,2024-01-10,To Judiciary,,2
SB0079,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0080,2024,RS,S,2024-01-10,To Judiciary,13,4
SB0080,2024,RS,S,2024-01-10,Introduced in Senate,13,3
SB0080,2024,RS,S,2024-01-10,To Judiciary,,2
SB0080,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0081,2024,RS,S,2024-01-10,To Judiciary,13,4
SB0081,2024,RS,S,2024-01-10,Introduced in Senate,13,3
SB0081,2024,RS,S,2024-01-10,To Judiciary,,2
SB0081,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0082,2024,RS,S,2024-01-10,To Judiciary,13,4
SB0082,2024,RS,S,2024-01-10,Introduced in Senate,13,3
SB0082,2024,RS,S,2024-01-10,To Judiciary,,2
SB0082,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0083,2024,RS,S,2024-01-10,To Judiciary,13,4
SB0083,2024,RS,S,2024-01-10,Introduced in Senate,13,3
SB0083,2024,RS,S,2024-01-10,To Judiciary,,2
SB0083,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0084,2024,RS,S,2024-01-10,To Judiciary,13,4
SB0084,2024,RS,S,2024-01-10,Introduced in Senate,13,3
SB0084,2024,RS,S,2024-01-10,To Judiciary,,2
SB0084,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0085,2024,RS,S,2024-01-10,To Judiciary,13,4
SB0085,2024,RS,S,2024-01-10,Introduced in Senate,13,3
SB0085,2024,RS,S,2024-01-10,To Judiciary,,2
SB0085,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0086,2024,RS,S,2024-01-10,To Judiciary,13,4
SB0086,2024,RS,S,2024-01-10,Introduced in Senate,13,3
SB0086,2024,RS,S,2024-01-10,To Judiciary,,2
SB0086,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0087,2024,RS,S,2024-01-10,To Judiciary,14,4
SB0087,2024,RS,S,2024-01-10,Introduced in Senate,14,3
SB0087,2024,RS,S,2024-01-10,To Judiciary,,2
SB0087,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0088,2024,RS,S,2024-01-10,To Judiciary,14,4
SB0088,2024,RS,S,2024-01-10,Introduced in Senate,14,3
SB0088,2024,RS,S,2024-01-10,To Judiciary,,2
SB0088,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0089,2024,RS,S,2024-01-10,To Judiciary,14,4
SB0089,2024,RS,S,2024-01-10,Introduced in Senate,14,3
SB0089,2024,RS,S,2024-01-10,To Judiciary,,2
SB0089,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0090,2024,RS,S,2024-01-10,To Judiciary,14,4
SB0090,2024,RS,S,2024-01-10,Introduced in Senate,14,3
SB0090,2024,RS,S,2024-01-10,To Judiciary,,2
SB0090,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0091,2024,RS,S,2024-01-10,To Judiciary,14,4
SB0091,2024,RS,S,2024-01-10,Introduced in Senate,14,3
SB0091,2024,RS,S,2024-01-10,To Judiciary,,2
SB0091,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0092,2024,RS,S,2024-01-10,To Judiciary,14,4
SB0092,2024,RS,S,2024-01-10,Introduced in Senate,14,3
SB0092,2024,RS,S,2024-01-10,To Judiciary,,2
SB0092,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0093,2024,RS,S,2024-01-10,To Judiciary,14,4
SB0093,2024,RS,S,2024-01-10,Introduced in Senate,14,3
SB0093,2024,RS,S,2024-01-10,To Judiciary,,2
SB0093,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0094,2024,RS,S,2024-01-10,To Judiciary,15,4
SB0094,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0094,2024,RS,S,2024-01-10,To Judiciary,,2
SB0094,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0095,2024,RS,S,2024-01-10,To Judiciary,15,4
SB0095,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0095,2024,RS,S,2024-01-10,To Judiciary,,2
SB0095,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0096,2024,RS,S,2024-01-10,To Judiciary,15,4
SB0096,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0096,2024,RS,S,2024-01-10,To Judiciary,,2
SB0096,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0097,2024,RS,S,2024-01-10,To Judiciary,15,4
SB0097,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0097,2024,RS,S,2024-01-10,To Judiciary,,2
SB0097,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0098,2024,RS,S,2024-01-10,To Judiciary,15,4
SB0098,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0098,2024,RS,S,2024-01-10,To Judiciary,,2
SB0098,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0099,2024,RS,S,2024-01-10,To Judiciary,15,4
SB0099,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0099,2024,RS,S,2024-01-10,To Judiciary,,2
SB0099,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0100,2024,RS,S,2024-01-10,To Judiciary,15,4
SB0100,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0100,2024,RS,S,2024-01-10,To Judiciary,,2
SB0100,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0101,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0101,2024,RS,S,2024-01-10,Introduced in Senate,15,3
SB0101,2024,RS,S,2024-01-10,To Judiciary,,2
SB0101,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0102,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0102,2024,RS,S,2024-01-10,Introduced in Senate,16,3
SB0102,2024,RS,S,2024-01-10,To Judiciary,,2
SB0102,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0103,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0103,2024,RS,S,2024-01-10,Introduced in Senate,16,3
SB0103,2024,RS,S,2024-01-10,To Judiciary,,2
SB0103,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0104,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0104,2024,RS,S,2024-01-10,Introduced in Senate,16,3
SB0104,2024,RS,S,2024-01-10,To Judiciary,,2
SB0104,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0105,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0105,2024,RS,S,2024-01-10,Introduced in Senate,16,3
SB0105,2024,RS,S,2024-01-10,To Judiciary,,2
SB0105,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0106,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0106,2024,RS,S,2024-01-10,Introduced in Senate,16,3
SB0106,2024,RS,S,2024-01-10,To Judiciary,,2
SB0106,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0107,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0107,2024,RS,S,2024-01-10,Introduced in Senate,16,3
SB0107,2024,RS,S,2024-01-10,To Judiciary,,2
SB0107,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0108,2024,RS,S,2024-01-10,To Judiciary,16,4
SB0108,2024,RS,S,2024-01-10,Introduced in Senate,16,3
SB0108,2024,RS,S,2024-01-10,To Judiciary,,2
SB0108,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0109,2024,RS,S,2024-01-10,To Judiciary,17,4
SB0109,2024,RS,S,2024-01-10,Introduced in Senate,17,3
SB0109,2024,RS,S,2024-01-10,To Judiciary,,2
SB0109,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0110,2024,RS,S,2024-01-10,To Judiciary,17,4
SB0110,2024,RS,S,2024-01-10,Introduced in Senate,17,3
SB0110,2024,RS,S,2024-01-10,To Judiciary,,2
SB0110,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0111,2024,RS,S,2024-01-10,To Judiciary,17,4
SB0111,2024,RS,S,2024-01-10,Introduced in Senate,17,3
SB0111,2024,RS,S,2024-01-10,To Judiciary,,2
SB0111,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0112,2024,RS,S,2024-01-10,To Judiciary,17,4
SB0112,2024,RS,S,2024-01-10,Introduced in Senate,17,3
SB0112,2024,RS,S,2024-01-10,To Judiciary,,2
SB0112,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0113,2024,RS,S,2024-01-10,To Judiciary,17,4
SB0113,2024,RS,S,2024-01-10,Introduced in Senate,17,3
SB0113,2024,RS,S,2024-01-10,To Judiciary,,2
SB0113,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0114,2024,RS,S,2024-01-10,To Judiciary,17,4
SB0114,2024,RS,S,2024-01-10,Introduced in Senate,17,3
SB0114,2024,RS,S,2024-01-10,To Judiciary,,2
SB0114,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0115,2024,RS,S,2024-01-10,To Judiciary,17,4
SB0115,2024,RS,S,2024-01-10,Introduced in Senate,17,3
SB0115,2024,RS,S,2024-01-10,To Judiciary,,2
SB0115,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0116,2024,RS,S,2024-01-10,To Judiciary,18,4
SB0116,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0116,2024,RS,S,2024-01-10,To Judiciary,,2
SB0116,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0117,2024,RS,S,2024-01-10,To Judiciary,18,4
SB0117,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0117,2024,RS,S,2024-01-10,To Judiciary,,2
SB0117,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0118,2024,RS,S,2024-01-10,To Judiciary,18,4
SB0118,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0118,2024,RS,S,2024-01-10,To Judiciary,,2
SB0118,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0119,2024,RS,S,2024-01-10,To Judiciary,18,4
SB0119,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0119,2024,RS,S,2024-01-10,To Judiciary,,2
SB0119,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0120,2024,RS,S,2024-01-10,To Judiciary,18,4
SB0120,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0120,2024,RS,S,2024-01-10,To Judiciary,,2
SB0120,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0121,2024,RS,S,2024-01-10,To Judiciary,18,4
SB0121,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0121,2024,RS,S,2024-01-10,To Judiciary,,2
SB0121,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0122,2024,RS,S,2024-01-10,To Judiciary,18,4
SB0122,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0122,2024,RS,S,2024-01-10,To Judiciary,,2
SB0122,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0123,2024,RS,S,2024-01-10,To Judiciary,19,4
SB0123,2024,RS,S,2024-01-10,Introduced in Senate,18,3
SB0123,2024,RS,S,2024-01-10,To Judiciary,,2
SB0123,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0124,2024,RS,S,2024-01-10,To Judiciary,19,4
SB0124,2024,RS,S,2024-01-10,Introduced in Senate,19,3
SB0124,2024,RS,S,2024-01-10,To Judiciary,,2
SB0124,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0125,2024,RS,S,2024-01-10,To Judiciary,19,4
SB0125,2024,RS,S,2024-01-10,Introduced in Senate,19,3
SB0125,2024,RS,S,2024-01-10,To Judiciary,,2
SB0125,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0126,2024,RS,S,2024-01-10,To Judiciary,19,4
SB0126,2024,RS,S,2024-01-10,Introduced in Senate,19,3
SB0126,2024,RS,S,2024-01-10,To Judiciary,,2
SB0126,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0127,2024,RS,S,2024-01-10,To Judiciary,19,4
SB0127,2024,RS,S,2024-01-10,Introduced in Senate,19,3
SB0127,2024,RS,S,2024-01-10,To Judiciary,,2
SB0127,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0128,2024,RS,S,2024-01-10,To Judiciary,19,4
SB0128,2024,RS,S,2024-01-10,Introduced in Senate,19,3
SB0128,2024,RS,S,2024-01-10,To Judiciary,,2
SB0128,2024,RS,S,2024-01-10,Filed for introduction,,1
SB0129,2024,RS,S,2024-01-10,To Judiciary,19,4
SB0129,2024,RS,S,2024-01-10,Introduced in Senate,19,3
