bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0131,2023-RS,Representative Henderson,Representative Eklund; Representative Neiman; Representative Sherwood; Representative Sommers; Representative Stith; Representative Western; Senator Boner; Senator Driskill,inactive,,State loan and investment board-task force and study.,"AN ACT relating to state lands; establishing a legislative task force on state lands and investments; specifying membership, powers and duties of the task force; specifying termination of the task force; requiring reports; providing appropriations; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0131
HB0132,2023-RS,"Representative Zwonitzer, Dn",Senator Nethercott,inactive,,Wyoming housing trust fund.,AN ACT relating to public assistance and social services; creating the Wyoming housing trust fund; creating the Wyoming housing trust fund earnings account; providing legislative findings; requiring a study; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0132
HB0133,2023-RS,"Representative Zwonitzer, Dn",Representative Berger; Representative Chadwick; Representative Niemiec; Representative O'Hearn; Senator Pappas,inactive,,Electrical installation by licensed electricians.,AN ACT relating to electrical safety; clarifying that installation of electrical generation equipment shall be performed by a licensed electrician; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0133
HB0134,2023-RS,Representative Niemiec,"Representative Brown; Representative Davis; Representative Larson, JT; Representative Oakley; Representative Stith; Representative Trujillo; Representative Wylie; Representative Zwonitzer, Dn; Senator Barlow; Senator Driskill",enrolled,CH0076,Alcohol sales to licensees.,AN ACT relating to alcohol; specifying that a licensee may purchase alcoholic beverages from a retail licensee or a manufacturer; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0134
HB0135,2023-RS,Representative Sherwood,Representative Brown; Representative Conrad; Senator Furphy,inactive,,Cities and towns-abandoned and nuisance buildings.,"AN ACT relating to cities and towns; providing a tax credit for expenditures to improve abandoned and nuisance buildings; authorizing cities and towns to designate abandoned and nuisance buildings for purposes of the tax credit; authorizing cities and towns to assess a fee for costs to abate a nuisance or to repair, remove or destroy a dangerous building; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0135
HB0136,2023-RS,"Representative Larsen, L",Representative Walters; Representative Wylie; Senator Gierau,inactive,,Capital construction amendments.,"AN ACT relating to the administration of government; amending requirements for state capital construction projects and maintenance of state buildings; amending definitions relating to procurement of materials, goods, services and projects for capital construction and maintenance by state agencies; allowing contracts for public works to be let to nonresidents under specified circumstances; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0136
HB0137,2023-RS,Representative Newsome,Representative Brown; Representative Eklund; Representative Haroldson; Representative Heiner; Representative Northrup; Representative Sommers,inactive,,Minors-sale and purchase of cannabidiol prohibited.,AN ACT relating to children; prohibiting the sale of cannabidiol products to persons under age twenty-one (21); prohibiting the purchase of cannabidiol products to persons under age twenty-one (21); providing criminal and other penalties; providing exceptions; providing for the expungement of hemp-related offenses as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0137
HB0138,2023-RS,Representative Newsome,Representative Harshman; Representative Sherwood; Representative Sommers; Senator Gierau; Senator Rothfuss,inactive,,Suicide prevention.,AN ACT relating to education; requiring suicide prevention education; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0138
HB0139,2023-RS,Representative Yin,"Representative Zwonitzer, Dn; Senator Case",inactive,,Intimidation of election officials-doxing.,AN ACT relating to elections; creating a new criminal offense of intimidation of election officials as specified; providing a definition; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0139
HB0140,2023-RS,"Representative Zwonitzer, Dn",Representative Brown; Representative Henderson; Representative Sommers; Representative Yin; Senator Pappas; Senator Schuler,enrolled,CH0132,Mental Health care Access-Collaborative Care Model.,AN ACT relating to health insurance; specifying reimbursement requirements for mental health and substance use disorder benefits as specified; providing definitions; requiring rulemaking; specifying applicability; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0140
HB0141,2023-RS,Representative Western,Representative Crago; Representative Olsen; Representative Stith; Representative Washut; Senator Boner; Senator Nethercott,inactive,,Party affiliation changes.,AN ACT relating to elections; revising provisions relating to political party affiliation changes and declarations by electors; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0141
HB0142,2023-RS,Representative Western,Senator Kinskey,enrolled,CH0049,Notice of annexation.,AN ACT relating to cities and towns; requiring notice to specified landowners prior to the annexation of territory; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0142
HB0143,2023-RS,Representative Ward,Representative Allemand; Representative Haroldson; Representative Jennings; Representative Locke; Representative Pendergraft; Representative Slagle; Representative Strock; Senator Hutchings; Senator Ide,inactive,,Health mandates-CDC and WHO jurisdiction in Wyoming.,AN ACT relating to public health and safety; prohibiting health mandates and requirements by specified federal and nongovernmental health organizations as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0143
HB0144,2023-RS,Representative Strock,Representative Locke; Representative Slagle; Representative Styvar; Senator Boner,enrolled,CH0162,Senior citizen district programs and services.,AN ACT relating to senior citizen service districts; specifying how senior citizen service revenues may be expended; specifying requirements for the provision of services and programs; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0144
HB0145,2023-RS,Representative Washut,Representative Crago; Representative Lawley; Representative Niemiec; Representative Oakley; Representative O'Hearn; Senator Boner; Senator Landen; Senator Nethercott,inactive,,Disclosure of sensitive information-law enforcement.,AN ACT relating to the administration of government; allowing the office of homeland security to access criminal identification and intelligence information as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0145
HB0146,2023-RS,Representative Smith,Representative Allemand; Representative Bear; Representative Haroldson; Representative Jennings; Representative Locke; Representative Pendergraft; Representative Penn; Representative Slagle; Representative Strock; Representative Ward; Senator Hutchings; Senator Ide; Senator Steinmetz,inactive,,Lobbying restrictions.,AN ACT relating to the legislature; prohibiting state legislators from lobbying for two years after leaving office; providing penalties; increasing existing fines for failing to register as a lobbyist; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0146
HB0147,2023-RS,Representative Provenza,Representative Byron; Representative Haroldson; Representative Western; Representative Wylie; Senator Barlow; Senator Cooper; Senator Landen; Senator Rothfuss; Senator Schuler,enrolled,CH0040,Unlawful trespass signage-taking of wildlife.,AN ACT relating to game and fish; amending the crime of interference with lawful taking of wildlife; prohibiting acts that restrict access to or use of state or federal land as specified; providing an exception; specifying applicability; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0147
HB0148,2023-RS,Representative Walters,"Representative Larsen, L; Senator Anderson; Senator Gierau",enrolled,CH0086,Airport liquor licenses-amendment.,AN ACT relating to alcoholic beverages; specifying where alcoholic beverages may be sold under a retail liquor license in a commercial airport; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0148
HB0149,2023-RS,"Representative Zwonitzer, Dn",Representative Chadwick; Representative Clouston; Senator Brennan; Senator Nethercott; Senator Schuler,inactive,,Protection of health care workers.,"AN ACT relating to crimes and offenses; creating the offenses of assault, threat of violence and battery against health care providers; specifying penalties; providing definitions; establishing duties and requirements of health care facilities to address violence against health care providers; making conforming amendments; requiring rulemaking; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0149
HB0150,2023-RS,Representative Yin,Representative Berger; Representative Byron; Representative Storer; Senator Schuler,inactive,,Early childhood development special districts.,"AN ACT relating to special districts; authorizing the creation of early childhood development special districts; providing for the formation, functions and powers of early childhood development special districts; authorizing the imposition of assessments; making conforming amendments; providing definitions; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0150
HB0151,2023-RS,Representative Yin,"Representative Allred; Representative Andrew; Representative Berger; Representative Byron; Representative Penn; Representative Singh; Representative Storer; Representative Wylie; Senator Brennan; Senator Dockstader; Senator Laursen, D",inactive,,Property tax exemption-child care facilities.,AN ACT relating to taxation and revenue; providing a property tax exemption for property that is used for a child care facility; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0151
HB0152,2023-RS,Representative Rodriguez-Williams,"Representative Andrew; Representative Angelos; Representative Banks; Representative Bear; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Lawley; Representative Neiman; Representative Niemiec; Representative Olsen; Representative Ottman; Representative Penn; Representative Singh; Representative Slagle; Representative Smith; Representative Styvar; Representative Ward; Representative Washut; Representative Winter; Senator Biteman; Senator Boner; Senator Bouchard; Senator Brennan; Senator Dockstader; Senator French; Senator Furphy; Senator Hutchings; Senator Ide; Senator Laursen, D; Senator McKeown; Senator Salazar; Senator Schuler; Senator Steinmetz",enrolled,CH0184,Life is a Human Right Act.,AN ACT relating to abortion; creating the Life is a Human Right Act; providing findings and purposes; prohibiting abortion; specifying criminal and regulatory penalties and civil remedies; providing exceptions; specifying applicability and severability; making conforming amendments; renumbering current provisions on abortion; repealing and removing obsolete or conflicting provisions; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0152
HB0153,2023-RS,Representative Wylie,"Representative Byron; Representative Conrad; Representative Larsen, L; Representative Larson, JT; Representative Neiman; Representative Niemiec; Representative Oakley; Representative Olsen; Representative Stith; Senator Dockstader; Senator Hicks; Senator Jones; Senator Kolb",inactive,,Worker's compensation competitive coverage.,AN ACT relating to worker's compensation; requiring worker's compensation coverage premiums and rates to be competitive with nationwide coverage premiums and rates; requiring reporting; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0153
HB0154,2023-RS,Representative Banks,Representative Andrew; Representative Berger; Representative Byron; Representative Pendergraft; Representative Slagle; Representative Styvar; Representative Tarver; Senator Biteman; Senator Ide,inactive,,Permanent vehicle registration.,AN ACT relating to motor vehicles; providing for the permanent registration of specified vehicles; providing a fee exemption for permanently registered vehicles; specifying requirements upon transfer of ownership; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0154
HB0155,2023-RS,Representative Locke,Representative Allemand; Representative Slagle; Representative Smith; Representative Styvar; Representative Trujillo; Representative Ward; Senator Hutchings; Senator Steinmetz,inactive,,Minor party and independent candidates-filing deadline.,"AN ACT relating to elections; amending the nomination filing and petition deadline for minor party candidates, provisional party candidates and independent candidates; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0155
HB0156,2023-RS,Representative Locke,Representative Allemand; Representative Olsen; Representative Penn; Representative Singh; Representative Ward; Senator Boner,inactive,,Voter identification limitations.,AN ACT relating to elections; amending the types of identification that can be used for the purpose of voting; repealing specified types of identification as acceptable identification; requiring address verification; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0156
HB0157,2023-RS,"Representative Larsen, L",,inactive,,County board dissolution-requirements.,AN ACT relating to counties; specifying the conditions for which county-created boards may be dissolved by a board of county commissioners; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0157
HB0158,2023-RS,"Representative Larsen, L",,inactive,,Bid rejection or denial for public works contracting.,AN ACT relating to public works; amending requirements for letting contracts for public works; requiring a written response for procurement decisions as specified; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0158
HB0159,2023-RS,"Representative Larsen, L",,inactive,,Department of fire protection and electrical safety fees.,AN ACT relating to fire protection and electrical safety; amending fees collected by the department of fire prevention and electrical safety; increasing fee limits for specified fees; making a technical correction; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0159
HB0160,2023-RS,Representative Pendergraft,Representative Berger; Representative Conrad; Representative Locke; Representative Neiman; Representative Styvar; Representative Winter; Representative Wylie; Senator Boner; Senator Kolb; Senator Salazar,enrolled,CH0039,Drivers license veterans designation replacing DD form 214.,AN ACT relating to defense forces and affairs; authorizing veterans to present their driver's licenses or identification cards as proof of their veteran status as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0160
HB0161,2023-RS,Representative Jennings,Representative Heiner; Representative Knapp; Representative Pendergraft; Representative Singh; Representative Styvar; Representative Winter; Senator Hutchings; Senator Kolb,inactive,,Loan disclosures for guarantors and co-signers.,AN ACT relating to banking; requiring a guarantor or co-signer on a loan to sign a disclosure related to rights in property involved in the loan; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0161
HB0162,2023-RS,Representative Yin,Representative Storer; Senator Gierau,inactive,,County optional tax-affordable housing.,AN ACT relating to taxation and revenue; providing for an optional excise tax on the sale of real property as specified; providing for distribution of the tax; requiring rulemaking; imposing penalties; making conforming amendments; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0162
HB0163,2023-RS,Fed Nat Res,,inactive,,Mineral royalties-proportional severance tax refunds.,"AN ACT relating to severance taxes; establishing severance tax refunds for specified oil, gas and coal severance taxes based on increased federal royalty rates; authorizing the transfer of government royalty revenue as specified; providing for distribution of the state's share of specified federal mineral royalties; providing for severance tax and ad valorem distributions from federal mineral royalties as specified; requiring rulemaking; providing an appropriation; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0163
HB0164,2023-RS,"Representative Zwonitzer, Dv",Representative Sherwood; Representative Singh; Representative Stith; Senator Barlow; Senator Landen; Senator Nethercott; Senator Pappas,inactive,,Legal notice publication on websites.,AN ACT relating to the publication of legal notices; requiring legal notices that are required to be published in newspapers to also be published on a statewide website and on the newspaper's website; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0164
HB0165,2023-RS,Representative O'Hearn,Representative Washut; Senator Schuler,enrolled,CH0093,Living organ donor protection.,AN ACT relating to insurance; prohibiting discrimination against living organ donors by certain insurers; providing definitions; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0165
HB0166,2023-RS,Representative Winter,Representative Bear; Representative Sommers,inactive,,Lodging sales tax-exemption.,AN ACT relating to taxation and revenue; providing for a sales tax exemption for lodging services provided by a licensed guide or outfitter; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0166
HB0167,2023-RS,Representative Henderson,"Representative Berger; Representative Brown; Representative Clouston; Representative Niemiec; Representative Northrup; Representative Zwonitzer, Dn; Representative Zwonitzer, Dv; Senator Baldwin; Senator Brennan; Senator Pappas; Senator Schuler",inactive,,Wyoming teacher shortage loan repayment program.,AN ACT relating to education; reauthorizing the Wyoming teacher shortage loan repayment program; modifying eligibility requirements; making conforming amendments; appropriating funds; repealing a provision; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0167
HB0168,2023-RS,Representative Western,Representative Allemand; Representative Allred; Representative Andrew; Representative Banks; Representative Brown; Representative Slagle; Senator McKeown; Senator Rothfuss,inactive,,Innovations in Wyoming Agriculture.,AN ACT relating to food and drugs; allowing custom exempt meat processors to offer products for retail sale; providing a definition; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0168
HB0169,2023-RS,Representative Harshman,Representative Andrew; Representative Berger; Representative Clouston; Representative Lawley; Representative Provenza; Senator Ellis,inactive,,K-12 post secondary education options.,AN ACT relating to education; modifying duties of school district boards of trustees to require access to a minimum of twelve (12) post secondary credit hours for high school students as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0169
HB0170,2023-RS,Representative Harshman,"Representative Larsen, L; Representative Nicholas; Representative Northrup; Representative Sommers; Senator Barlow; Senator Rothfuss",inactive,,Public funds-reserves and spending policy.,AN ACT relating to public funds; establishing a spending policy for the Wyoming wildlife and natural resource trust account; modifying expenditures from the wildlife and natural resource trust income account; modifying transfers from the Wyoming's tomorrow scholarship expenditure account as specified; modifying the calculation of the average market value of the Wyoming's tomorrow scholarship endowment fund; making conforming amendments; requiring the transfer of funds; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0170
HB0171,2023-RS,Representative Byron,Representative Banks; Representative Slagle; Representative Wylie; Senator Gierau; Senator Nethercott,enrolled,CH0178,State land leases.,AN ACT relating to state lands; providing that thirty (30) days notice shall be given before the lease of state lands; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0171
HB0172,2023-RS,Representative Eklund,,inactive,,Evidence preservation.,AN ACT relating to criminal procedure; requiring preservation of sexual assault biological evidence as specified; conforming provisions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0172
HB0173,2023-RS,Representative Provenza,Representative Washut; Senator Case,inactive,,Records available to POST.,AN ACT relating to the administration of government; requiring personnel files of peace and corrections officers and dispatchers to be available to the peace officer standards and training commission as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0173
HB0174,2023-RS,Representative Andrew,Representative Knapp; Representative Sherwood; Representative Singh; Representative Tarver; Senator Biteman; Senator Cooper; Senator Gierau; Senator Hicks,enrolled,CH0084,Homestead exemption-amendments.,AN ACT relating to the code of civil procedure; increasing the limit on the value of the homestead applicable to the homestead exemption; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0174
HB0175,2023-RS,Representative Strock,Representative Allemand; Representative Knapp; Representative Slagle; Senator Boner,enrolled,CH0047,Excused absence-state fair events.,AN ACT relating to student attendance; modifying the duties of local boards of trustees; modifying excused absences for events associated with the state fair; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0175
HB0176,2023-RS,Representative Harshman,Representative Allred; Representative Brown; Representative Provenza; Senator Anderson; Senator Barlow; Senator Cooper; Senator Landen; Senator Nethercott; Senator Schuler; Senator Scott,inactive,,K-12 education standards and assessments.,AN ACT relating to education; modifying the duties of the state board of education; limiting the number of content and performance standards adopted by the state board of education as specified; modifying the duties of local boards of trustees; authorizing the use of course completion to demonstrate student performance as specified; requiring reports; specifying application; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0176
HB0177,2023-RS,Representative Harshman,Representative Brown; Senator Anderson; Senator Barlow; Senator Cooper; Senator Landen; Senator Schuler,inactive,,Expulsion for possession of a deadly weapon.,AN ACT relating to education; modifying expulsion of a student from public school for possession of a deadly weapon as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0177
HB0178,2023-RS,Representative Harshman,Representative Berger; Representative Brown; Representative Chadwick; Representative Northrup; Senator Landen,inactive,,State land parcels-event hosting.,AN ACT relating to state lands; authorizing the office of state lands and investments and the department of state parks and cultural resources to use specified state land parcels for events; specifying requirements for the use of state land parcels for events; specifying the disposition of revenues generated from events on state land parcels; providing an appropriation; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0178
HB0179,2023-RS,Representative Harshman,Representative Chadwick; Representative Clouston; Representative O'Hearn; Representative Trujillo; Representative Yin; Senator Barlow; Senator Hutchings,inactive,,Medical care for Wyoming communities.,AN ACT relating to medical care; modifying Wyoming medical education provisions; requiring increased emphasis in higher education medical programs on health care in rural settings in Wyoming; providing for reports and legislative oversight; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0179
HB0180,2023-RS,Representative Davis,Representative Crago; Representative Newsome; Representative Niemiec; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Western; Senator Boner; Senator Driskill; Senator Hicks; Senator Steinmetz,enrolled,CH0121,Brucellosis testing-notification requirements.,"AN ACT relating to agriculture, livestock and other animals; requiring the Wyoming livestock board to establish a communication protocol to provide information related to brucellosis testing; requiring the state veterinarian to provide information to livestock owners regarding brucellosis testing; requiring rulemaking; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0180
HB0181,2023-RS,Appropriations,,enrolled,CH0062,Online sports wagering-amendments.,AN ACT relating to gaming; requiring permitting and licensure for online sports wagering as specified; specifying fees; specifying persons subject to criminal background checks for online sports wagering; specifying limitations and procedures on revenue calculation for purposes of remitting online sports wagering revenue to the gaming commission; amending requirements for application review for online sports wagering permits and licenses; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0181
HB0182,2023-RS,Appropriations,,inactive,,Skill based amusement games-amendments.,AN ACT relating to gaming; expanding licensure requirements for skill based amusement games; specifying licensure fees; amending regulatory authority for skill based amusement games; amending requirements for application review; providing definitions; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0182
HB0183,2023-RS,Appropriations,,inactive,,Pari-mutuel and gaming activities-amendments.,"AN ACT relating to gaming; specifying the persons involved in horse racing activities, pari-mutuel wagering activities and other activities regulated by the Wyoming gaming commission who shall be subject to criminal background checks; specifying requirements for rules promulgated by the rulemaking authority of the Wyoming gaming commission; correcting a statutory reference; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0183
HB0184,2023-RS,Appropriations,,inactive,,ETS-information security division.,AN ACT relating to the administration of government; clarifying duties of the department of enterprise technology services; creating and providing duties for the division of information security within the department of enterprise technology services; creating positions; making conforming amendments; requiring reporting; providing rulemaking authority; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0184
HB0185,2023-RS,Appropriations,,enrolled,CH0155,Local government distributions-revisions.,AN ACT relating to local government funding; increasing a prior appropriation; making conforming changes to the related formulas; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0185
HB0186,2023-RS,Representative Provenza,Senator Barlow,inactive,,Court appointed attorneys-fee prohibition for minors.,AN ACT relating to children; eliminating fees and costs related to the appointment of an attorney in a proceeding involving a minor; repealing a provision; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0186
HB0187,2023-RS,Representative Crago,Representative Northrup; Representative Oakley; Representative Stith; Representative Western; Senator Schuler,inactive,,Student eligibility in interscholastic activities-2.,AN ACT relating to school sports; prohibiting students of the male sex from competing on a team designated for students of the female sex as specified; alternatively providing for the state board of education to determine student eligibility as specified; providing definitions; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0187
HB0188,2023-RS,Representative Winter,Representative Banks; Representative Sommers; Senator Hicks; Senator Steinmetz,enrolled,CH0098,Wolf depredation compensation.,AN ACT relating to agriculture; recreating a gray wolf depredation compensation program; imposing additional duties on the department of agriculture; requiring rulemaking; providing for termination of the program as specified; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0188
HB0189,2023-RS,Representative Winter,Representative Jennings; Representative Knapp; Representative Ward,inactive,,Homeowners associations-display of political campaign signs.,AN ACT relating to elections; limiting regulation by homeowner's associations for the display of campaign signs as political free speech on association members' property; providing exceptions; providing a definition; providing for a penalty; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0189
HB0190,2023-RS,Representative Harshman,"Representative Burkhart; Representative Henderson; Representative Larsen, L; Representative Larson, JT; Representative Nicholas; Representative Niemiec; Representative Stith; Representative Walters; Representative Wylie; Senator Anderson; Senator Cooper; Senator Dockstader; Senator Rothfuss",inactive,,Wyoming value added energy and industrial plan.,"AN ACT relating to the administration of government; creating the select committee on the Wyoming value added energy, economic development and industrial plan; specifying membership and duties of the select committee; authorizing the creation of task forces; specifying requirements and duties associated with created task forces; requiring reports and recommendations; providing appropriations; providing legislative findings; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0190
HB0191,2023-RS,Representative Banks,Representative Allemand; Representative Bear; Representative Neiman; Representative Winter; Senator Biteman; Senator Brennan; Senator Hutchings,inactive,,Pharmacy benefit manager act enhancements.,"AN ACT relating to pharmacy benefit managers; requiring reporting on pharmacy benefit manager audits; regulating the conduct of pharmacy benefit managers; providing monetary reimbursement level requirements; amending provisions governing pharmacy benefit manager audits; requiring fee transparency; amending provisions governing maximum allowable cost appeals; regulating pharmacy benefit managers regarding the state employees' and officials' group insurance program; allowing groups to contract with insurers, preferred provider organizations or health maintenance organizations as specified; clarifying application of the Health Care Reimbursement Reform Act of 1985 to pharmacy benefit managers; providing definitions; making conforming amendments; repealing unnecessary definitions; requiring rulemaking; amending rulemaking authority; authorizing positions; providing appropriations; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0191
HB0192,2023-RS,Representative Clouston,"Representative Allred; Representative Andrew; Representative Berger; Representative Harshman; Representative Lawley; Representative Provenza; Representative Zwonitzer, Dn; Senator Rothfuss",inactive,,Education-K-12 food service program.,AN ACT relating to education; establishing a financial assistance program for public schools to operate food service programs; requiring school districts to establish food service programs; requiring school districts to make lunch available to every student enrolled in public school; modifying duties of the state superintendent of public instruction; requiring rulemaking; requiring reporting; making conforming amendments; providing appropriations; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0192
HB0193,2023-RS,Representative Provenza,"Representative Larson, JT; Representative Yin; Senator Hutchings; Senator Rothfuss",inactive,,Carbon capture energy standards-repeal.,AN ACT relating to public utilities; repealing reliable and dispatchable low-carbon energy standard requirements; repealing conflicting provisions; making conforming amendments; specifying applicability; requiring reimbursement to customers for recovered rates from public utilities as specified; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0193
HB0194,2023-RS,Representative Andrew,"Representative Allemand; Representative Angelos; Representative Banks; Representative Bear; Representative Davis; Representative Eklund; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Lawley; Representative Locke; Representative Neiman; Representative Niemiec; Representative O'Hearn; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Representative Slagle; Representative Smith; Representative Stith; Representative Strock; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Ward; Representative Washut; Representative Winter; Representative Zwonitzer, Dn; Senator Baldwin; Senator Biteman; Senator Boner; Senator Brennan; Senator Cooper; Senator Driskill; Senator Hutchings; Senator Kinskey; Senator Laursen, D; Senator Salazar; Senator Steinmetz",inactive,,Wyoming freedom scholarship act.,AN ACT relating to education; creating the Wyoming Freedom Scholarship Act; authorizing education savings accounts; specifying legal proceedings; creating an account; providing for a transfer of funds to the account; providing for the use and administration of education savings accounts for education; providing powers and duties of the state treasurer; providing rulemaking authority; specifying that a qualified school is not an agent of the state or federal government; establishing an oversight committee; making conforming amendments; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0194
HB0195,2023-RS,Appropriations,,enrolled,CH0188,American rescue plan act appropriations-amendments.,AN ACT relating to the emergency expenses of government; providing definitions; providing appropriations; amending and repealing prior appropriations of COVID-19 relief funds; specifying conditions on the appropriation and expenditure of COVID-19 relief funds; amending prior conditions on the reduction and prioritization of COVID-19 relief funds; providing for the reversion of unexpended funds; authorizing emergency government programs; authorizing rulemaking; requiring reporting; specifying applicability; providing for priority of appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0195
HB0196,2023-RS,Representative Henderson,Representative Burkhart; Representative Neiman; Representative Olsen; Senator Barlow; Senator Boner; Senator McKeown,inactive,,Wyoming infrastructure protection act.,AN ACT relating to trade and commerce; requiring the office of homeland security to establish a reporting system for concerns regarding critical infrastructure as specified; authorizing the governor to specify countries and companies as threats to critical infrastructure; providing definitions; specifying applicability; providing an appropriation; authorizing positions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0196
