bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0081,2023-RS,"Representative Larsen, L","Representative Zwonitzer, Dn; Senator Baldwin",enrolled,CH0126,Hospital supplemental payments-statutory fix.,AN ACT relating to medical assistance and services; amending the Wyoming private hospital assessment act to include healthcare providers affiliated with a hospital and psychiatric residential treatment facilities; increasing permissible administrative fee amounts; increasing assessment amounts; authorizing the department of health to modify payment or qualification provisions as specified; authorizing the department of health to negotiate with the United States department of health and human services as specified; making conforming amendments; providing appropriations; authorizing an additional position; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0081
HB0082,2023-RS,"Representative Larsen, L","Representative Oakley; Representative Washut; Representative Zwonitzer, Dn; Senator Baldwin; Senator Ellis; Senator Nethercott; Senator Schuler",enrolled,CH0038,Defendant mental illness examinations-amendments.,AN ACT relating to criminal procedure; specifying that orders for examination of mentally ill criminal defendants charged with misdemeanors shall not occur at the state hospital on an inpatient basis; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0082
HB0083,2023-RS,"Representative Larsen, L",Representative Crago; Representative Neiman; Representative Newsome; Representative Oakley; Representative Sommers; Senator Barlow; Senator Dockstader; Senator Driskill,inactive,,Tribal agreements to hunt and fish.,"AN ACT relating to game and fish; authorizing the governor to negotiate and enter into agreements with tribes concerning hunting, fishing, trapping and gathering rights claims as specified; providing for a report; providing rulemaking authority; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0083
HB0084,2023-RS,Representative Sommers,Senator Baldwin,inactive,,Regulation of commercially guided boats.,AN ACT relating to game and fish; authorizing the Wyoming game and fish commission to regulate commercially guided fishing boats; providing definitions; providing rulemaking authority; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0084
HB0085,2023-RS,BlockChain/Technology,,inactive,,For-profit public benefit corporations.,AN ACT relating to corporations; providing for for-profit public benefit corporations; providing definitions; specifying requirements and applicability; imposing duties on boards of directors; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0085
HB0086,2023-RS,BlockChain/Technology,,enrolled,CH0066,Disclosure of private cryptographic keys.,"AN ACT relating to digital assets; prohibiting the compelled production of a private key that relates to a digital asset, digital identity or other interest or right except as specified; providing a definition; repealing a definition; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0086
HB0087,2023-RS,Representative Ward,Representative Allemand; Representative Angelos; Representative Haroldson; Representative Hornok; Representative Locke; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Slagle; Representative Strock; Senator Hutchings; Senator Ide; Senator Steinmetz,inactive,,Crimes of obscenity-revisions.,"AN ACT relating to crimes and offenses; amending the definition of child pornography for the offense of sexual exploitation of children to include cartoons and other depictions; repealing an exemption from promoting obscenity for activities conducted in the course of employment at a school, college, university, museum or public library; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0087
HB0088,2023-RS,Representative Banks,"Representative Allemand; Representative Haroldson; Representative Pendergraft; Senator French; Senator Laursen, D; Senator Salazar",inactive,,Foreign ownership of agricultural land-prohibited.,AN ACT relating to property; restricting foreign ownership of agricultural land in Wyoming as specified; defining terms; requiring registration as specified; authorizing enforcement of ownership restrictions as specified; providing a civil penalty; requiring the inclusion of notices of foreign ownership in assessment schedules and tax statements; specifying applicability; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0088
HB0089,2023-RS,Cap Fin & Inv,,enrolled,CH0157,State investment returns-adequate reserve funding.,AN ACT relating to the investment of state funds; authorizing specified state permanent fund reserve accounts to maintain larger balances for the benefit of state investment strategies; providing that balances in specified reserve accounts are intended to be inviolate; removing encumbrances on specified reserve accounts; defining legislative intent for future appropriations and budget requests; providing legislative findings; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0089
HB0090,2023-RS,Representative Knapp,,inactive,,Sex offender registration requirements.,AN ACT relating to criminal procedure; prohibiting sex offenders from petitioning to be relieved from sex offender registration as specified; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0090
HB0091,2023-RS,"Representative Zwonitzer, Dn",Representative Brown; Representative Henderson; Representative Provenza; Representative Singh; Representative Stith; Representative Yin; Senator Barlow; Senator Nethercott,inactive,,News source shield law.,AN ACT relating to civil and criminal procedure; providing a privilege as specified for journalists who refuse to disclose news information; specifying applicability; allowing for exceptions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0091
