bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0156,2024-RS,Representative Rodriguez-Williams,"Representative Andrew; Representative Angelos; Representative Bear; Representative Haroldson; Representative Heiner; Representative Neiman; Representative Ottman; Representative Penn; Senator French; Senator Ide; Senator Laursen, D; Senator Steinmetz",inactive,,Best interests of a child-gender affirming treatments.,AN ACT relating to children; establishing a conclusive presumption for court determinations of the best interests of the child; providing a definition; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0156
HB0157,2024-RS,Representative Locke,Representative Allemand; Representative Bear; Representative Haroldson; Representative Heiner; Representative Jennings; Representative Pendergraft; Representative Rodriguez-Williams; Representative Strock; Representative Styvar; Representative Ward; Senator Hutchings; Senator Ide,inactive,,Use of full fair market value in taxation.,AN ACT relating to taxation; clarifying that rules related to establishing fair market value for property taxes shall be consistent with the statutory definition of fair market value; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0157
HB0158,2024-RS,Representative Locke,"Representative Allemand; Representative Bear; Representative Haroldson; Representative Heiner; Representative Jennings; Representative Knapp; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Slagle; Representative Smith; Representative Styvar; Representative Ward; Senator Laursen, D",inactive,,Refugee resettlement plan accountability.,AN ACT relating to the administration of government; requiring legislative approval of a refugee resettlement plan; providing for assignment of a refugee resettlement plan to a legislative committee; requiring public hearings; requiring reports; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0158
HB0159,2024-RS,Representative Knapp,Representative Bear; Representative Brown; Representative Clouston; Representative Conrad; Representative Haroldson; Representative Heiner; Representative Neiman; Representative Pendergraft; Representative Styvar; Representative Winter; Senator Barlow,inactive,,Prohibition on unauthorized fees-veterans benefits.,AN ACT relating to trade and commerce; prohibiting compensation for advising or assisting a person on veterans benefits matters except as permitted under federal law; providing limitations; providing definitions; providing for enforcement and penalties; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0159
HB0160,2024-RS,Representative Jennings,Representative Heiner; Representative Knapp; Representative Locke; Representative Neiman; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Winter; Senator Hicks; Senator Salazar; Senator Steinmetz,inactive,,Protect Firearms Rights Act.,AN ACT relating to the protection of constitutional rights; declaring legislative authority; prohibiting the implementation or enforcement of an extreme risk protection order; preempting local law; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0160
HB0161,2024-RS,Representative Jennings,Representative Angelos; Representative Bear; Representative Haroldson; Representative Heiner; Representative Knapp; Representative Neiman; Representative Pendergraft; Representative Penn; Representative Slagle; Representative Smith; Representative Styvar; Representative Trujillo; Representative Winter; Senator Hicks; Senator Ide,inactive,,Appointment by judge for vacancies in office-amendments.,"AN ACT relating to county commissioners; amending the selection requirements for district judges to fill a vacancy on a board of county commissioners, any other county elective office or a vacancy in the office of a member of the state legislature as specified; specifying duties of a county central committee; specifying applicability; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0161
HB0162,2024-RS,Representative Jennings,Representative Allemand; Representative Andrew; Representative Davis; Representative Heiner; Representative Hornok; Representative Locke; Representative Neiman; Representative Pendergraft; Senator Hutchings,inactive,,Public meetings-executive sessions amendment.,"AN ACT relating to city, county, state and local powers; repealing the option for the governing body of an agency to hold executive sessions to consider the appointment of a public officer, professional person or employee; specifying applicability; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0162
HB0163,2024-RS,BlockChain/Technology,,inactive,,Data privacy-government entities.,"AN ACT relating to the administration of government; requiring government entities to adopt policies for the collection, access, security and use of personal data as specified; requiring specific personal data policies; providing definitions; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0163
HB0164,2024-RS,"Representative Zwonitzer, Dv",Representative Brown; Senator Gierau; Senator Landen,inactive,,Alcohol infused foods.,AN ACT relating to alcoholic beverages; clarifying that certain food products that are made with or that are infused with alcohol are not alcoholic beverages; making conforming changes; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0164
HB0165,2024-RS,Representative Byron,Representative Newsome; Representative Sommers; Representative Western; Representative Winter; Senator Gierau,inactive,,Access points on state lands-study.,"AN ACT relating to state lands; requiring a study on the feasibility of an access point permitting system for commercial fishing activities; requiring a report; requiring the joint travel, recreation, wildlife and cultural resources interim committee to review the report and sponsor legislation as necessary; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0165
