bill_number,session,action_date,chamber,action,voteid,order
HB0118,2023-RS,2023-02-09,Senate,S Introduced and Referred to S03 - Revenue,,12
HB0118,2023-RS,2023-02-09,Senate,S Received for Introduction,,11
HB0118,2023-RS,2023-02-08,House,H 3rd Reading:Passed 48-14-0-0-0,5401,10
HB0118,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,9
HB0118,2023-RS,2023-02-06,House,H COW:Passed,,8
HB0118,2023-RS,2023-01-30,House,H Placed on General File,,7
HB0118,2023-RS,2023-01-30,House,H02 - Appropriations:Recommend Amend and Do Pass 6-1-0-0-0,-359,6
HB0118,2023-RS,2023-01-27,House,:Rerefer to H02 - Appropriations,,5
HB0118,2023-RS,2023-01-27,House,H09 - Minerals:Recommend Do Pass 7-2-0-0-0,-342,4
HB0118,2023-RS,2023-01-16,House,H Introduced and Referred to H09 - Minerals,,3
HB0118,2023-RS,2023-01-12,House,H Received for Introduction,,2
HB0118,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0119,2023-RS,2023-02-24,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,13
HB0119,2023-RS,2023-02-24,Senate,S No report prior to CoW Cutoff,,12
HB0119,2023-RS,2023-02-13,Senate,S10 - Labor:Do Pass Failed 2-3-0-0-0,-640,11
HB0119,2023-RS,2023-02-03,Senate,S Introduced and Referred to S10 - Labor,,10
HB0119,2023-RS,2023-02-02,Senate,S Received for Introduction,,9
HB0119,2023-RS,2023-02-02,House,H 3rd Reading:Passed 44-18-0-0-0,5327,8
HB0119,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,7
HB0119,2023-RS,2023-01-31,House,H COW:Passed,,6
HB0119,2023-RS,2023-01-30,House,H Placed on General File,,5
HB0119,2023-RS,2023-01-30,House,H10 - Labor:Recommend Amend and Do Pass 6-3-0-0-0,-368,4
HB0119,2023-RS,2023-01-16,House,H Introduced and Referred to H10 - Labor,,3
HB0119,2023-RS,2023-01-12,House,H Received for Introduction,,2
HB0119,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0120,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0120,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0120,2023-RS,2023-01-17,House,H Introduced and Referred to H08 - Transportation,,3
HB0120,2023-RS,2023-01-12,House,H Received for Introduction,,2
HB0120,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0121,2023-RS,2023-02-24,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,15
HB0121,2023-RS,2023-02-24,Senate,S No report prior to CoW Cutoff,,14
HB0121,2023-RS,2023-02-22,Senate,S03 - Revenue:Do Pass Failed 1-4-0-0-0,-804,13
HB0121,2023-RS,2023-02-03,Senate,S Introduced and Referred to S03 - Revenue,,12
HB0121,2023-RS,2023-02-02,Senate,S Received for Introduction,,11
HB0121,2023-RS,2023-02-02,House,H 3rd Reading:Passed 42-20-0-0-0,5320,10
HB0121,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,9
HB0121,2023-RS,2023-01-31,House,H COW:Passed,,8
HB0121,2023-RS,2023-01-27,House,H Placed on General File,,7
HB0121,2023-RS,2023-01-27,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-347,6
HB0121,2023-RS,2023-01-26,House,:Rerefer to H02 - Appropriations,,5
HB0121,2023-RS,2023-01-26,House,H03 - Revenue:Recommend Amend and Do Pass 9-0-0-0-0,-313,4
HB0121,2023-RS,2023-01-17,House,H Introduced and Referred to H03 - Revenue,,3
HB0121,2023-RS,2023-01-13,House,H Received for Introduction,,2
HB0121,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0122,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,6
HB0122,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,5
HB0122,2023-RS,2023-01-27,House,H10 - Labor:Do Pass Failed 3-6-0-0-0,-341,4
HB0122,2023-RS,2023-01-16,House,H Introduced and Referred to H10 - Labor,,3
HB0122,2023-RS,2023-01-13,House,H Received for Introduction,,2
HB0122,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0123,2023-RS,2023-03-02,LSO,Assigned Chapter Number 145,,25
HB0123,2023-RS,2023-03-02,Governor,Governor Signed HEA No. 0077,,24
HB0123,2023-RS,2023-03-01,Senate,S President Signed HEA No. 0077,,23
HB0123,2023-RS,2023-02-28,House,H Speaker Signed HEA No. 0077,,22
HB0123,2023-RS,2023-02-27,LSO,Assigned Number HEA No. 0077,,21
HB0123,2023-RS,2023-02-27,House,H Concur:Passed 44-17-1-0-0,5572,20
HB0123,2023-RS,2023-02-27,House,H Received for Concurrence,,19
HB0123,2023-RS,2023-02-27,Senate,S 3rd Reading:Passed 16-15-0-0-0,1153,18
HB0123,2023-RS,2023-02-27,Senate,S 3rd Reading:S Bill Reconsideration Motion Passed by Roll Call 19-12-0-0-0,1151,17
HB0123,2023-RS,2023-02-24,Senate,S 3rd Reading:Failed 14-14-3-0-0,1137,16
HB0123,2023-RS,2023-02-23,Senate,S 3rd Reading:Laid Back,,15
HB0123,2023-RS,2023-02-22,Senate,S 2nd Reading:Passed,,14
HB0123,2023-RS,2023-02-21,Senate,S COW:Passed,,13
HB0123,2023-RS,2023-02-17,Senate,S Placed on General File,,12
HB0123,2023-RS,2023-02-17,Senate,S06 - Travel:Recommend Amend and Do Pass 5-0-0-0-0,-726,11
HB0123,2023-RS,2023-02-07,Senate,S Introduced and Referred to S06 - Travel,,10
HB0123,2023-RS,2023-02-06,Senate,S Received for Introduction,,9
HB0123,2023-RS,2023-02-06,House,H 3rd Reading:Passed 48-13-1-0-0,5353,8
HB0123,2023-RS,2023-02-03,House,H 2nd Reading:Passed,,7
HB0123,2023-RS,2023-02-02,House,H COW:Passed,,6
HB0123,2023-RS,2023-01-26,House,H Placed on General File,,5
HB0123,2023-RS,2023-01-26,House,H06 - Travel:Recommend Do Pass 8-0-1-0-0,-315,4
HB0123,2023-RS,2023-01-16,House,H Introduced and Referred to H06 - Travel,,3
HB0123,2023-RS,2023-01-13,House,H Received for Introduction,,2
HB0123,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0124,2023-RS,2023-02-24,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,13
HB0124,2023-RS,2023-02-24,Senate,S No report prior to CoW Cutoff,,12
HB0124,2023-RS,2023-02-21,Senate,S03 - Revenue:Do Pass Failed 0-5-0-0-0,-785,11
HB0124,2023-RS,2023-02-16,Senate,S Introduced and Referred to S03 - Revenue,,10
HB0124,2023-RS,2023-02-02,Senate,S Received for Introduction,,9
HB0124,2023-RS,2023-02-02,House,H 3rd Reading:Passed 34-28-0-0-0,5328,8
HB0124,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,7
HB0124,2023-RS,2023-01-31,House,H COW:Passed,,6
HB0124,2023-RS,2023-01-25,House,H Placed on General File,,5
HB0124,2023-RS,2023-01-25,House,H02 - Appropriations:Recommend Do Pass 6-1-0-0-0,-295,4
HB0124,2023-RS,2023-01-18,House,H Introduced and Referred to H02 - Appropriations,,3
HB0124,2023-RS,2023-01-13,House,H Received for Introduction,,2
HB0124,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0125,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0125,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0125,2023-RS,2023-01-17,House,H Introduced and Referred to H02 - Appropriations,,3
HB0125,2023-RS,2023-01-13,House,H Received for Introduction,,2
HB0125,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0126,2023-RS,2023-02-24,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,13
HB0126,2023-RS,2023-02-24,Senate,S No report prior to CoW Cutoff,,12
HB0126,2023-RS,2023-02-09,Senate,S06 - Travel:Do Pass Failed 2-3-0-0-0,-602,11
HB0126,2023-RS,2023-02-03,Senate,S Introduced and Referred to S06 - Travel,,10
HB0126,2023-RS,2023-02-02,Senate,S Received for Introduction,,9
HB0126,2023-RS,2023-02-02,House,H 3rd Reading:Passed 57-5-0-0-0,5329,8
HB0126,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,7
HB0126,2023-RS,2023-01-31,House,H COW:Passed,,6
HB0126,2023-RS,2023-01-25,House,H Placed on General File,,5
HB0126,2023-RS,2023-01-25,House,H01 - Judiciary:Recommend Do Pass 7-2-0-0-0,-282,4
HB0126,2023-RS,2023-01-16,House,H Introduced and Referred to H01 - Judiciary,,3
HB0126,2023-RS,2023-01-13,House,H Received for Introduction,,2
HB0126,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0127,2023-RS,2023-02-23,LSO,Assigned Chapter Number 74,,20
HB0127,2023-RS,2023-02-23,Governor,Governor Signed HEA No. 0041,,19
HB0127,2023-RS,2023-02-22,Senate,S President Signed HEA No. 0041,,18
HB0127,2023-RS,2023-02-21,House,H Speaker Signed HEA No. 0041,,17
HB0127,2023-RS,2023-02-17,LSO,Assigned Number HEA No. 0041,,16
HB0127,2023-RS,2023-02-17,Senate,S 3rd Reading:Passed 30-0-1-0-0,1006,15
HB0127,2023-RS,2023-02-16,Senate,S 2nd Reading:Passed,,14
HB0127,2023-RS,2023-02-15,Senate,S COW:Passed,,13
HB0127,2023-RS,2023-02-15,Senate,S Placed on General File,,12
HB0127,2023-RS,2023-02-15,Senate,S10 - Labor:Recommend Do Pass 5-0-0-0-0,-689,11
HB0127,2023-RS,2023-02-07,Senate,S Introduced and Referred to S10 - Labor,,10
HB0127,2023-RS,2023-02-07,Senate,S Received for Introduction,,9
HB0127,2023-RS,2023-02-06,House,H 3rd Reading:Passed 60-1-1-0-0,5354,8
HB0127,2023-RS,2023-02-03,House,H 2nd Reading:Passed,,7
HB0127,2023-RS,2023-02-02,House,H COW:Passed,,6
HB0127,2023-RS,2023-02-01,House,H Placed on General File,,5
HB0127,2023-RS,2023-02-01,House,H10 - Labor:Recommend Amend and Do Pass 9-0-0-0-0,-431,4
HB0127,2023-RS,2023-01-17,House,H Introduced and Referred to H10 - Labor,,3
HB0127,2023-RS,2023-01-13,House,H Received for Introduction,,2
HB0127,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HB0128,2023-RS,2023-02-27,LSO,Assigned Chapter Number 101,,20
HB0128,2023-RS,2023-02-27,Governor,Governor Signed HEA No. 0069,,19
HB0128,2023-RS,2023-02-24,Senate,S President Signed HEA No. 0069,,18
HB0128,2023-RS,2023-02-24,House,H Speaker Signed HEA No. 0069,,17
HB0128,2023-RS,2023-02-24,LSO,Assigned Number HEA No. 0069,,16
HB0128,2023-RS,2023-02-24,Senate,S 3rd Reading:Passed 31-0-0-0-0,1127,15
HB0128,2023-RS,2023-02-23,Senate,S 2nd Reading:Passed,,14
HB0128,2023-RS,2023-02-22,Senate,S COW:Passed,,13
HB0128,2023-RS,2023-02-22,Senate,S Placed on General File,,12
HB0128,2023-RS,2023-02-22,Senate,S01 - Judiciary:Recommend Do Pass 4-0-1-0-0,-796,11
HB0128,2023-RS,2023-02-16,Senate,S Introduced and Referred to S01 - Judiciary,,10
HB0128,2023-RS,2023-02-02,Senate,S Received for Introduction,,9
HB0128,2023-RS,2023-02-02,House,H 3rd Reading:Passed 62-0-0-0-0,5321,8
HB0128,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,7
HB0128,2023-RS,2023-01-31,House,H COW:Passed,,6
HB0128,2023-RS,2023-01-25,House,H Placed on General File,,5
HB0128,2023-RS,2023-01-25,House,H01 - Judiciary:Recommend Do Pass 9-0-0-0-0,-283,4
HB0128,2023-RS,2023-01-17,House,H Introduced and Referred to H01 - Judiciary,,3
HB0128,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0128,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0129,2023-RS,2023-01-31,House,H COW:Failed 24-36-2-0-0,5292,6
HB0129,2023-RS,2023-01-25,House,H Placed on General File,,5
HB0129,2023-RS,2023-01-25,House,H07 - Corporations:Recommend Amend and Do Pass 5-3-1-0-0,-292,4
HB0129,2023-RS,2023-01-18,House,H Introduced and Referred to H07 - Corporations,,3
HB0129,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0129,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0130,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,8
HB0130,2023-RS,2023-02-06,House,H Placed on General File,,7
HB0130,2023-RS,2023-02-06,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-524,6
HB0130,2023-RS,2023-02-02,House,:Rerefer to H02 - Appropriations,,5
HB0130,2023-RS,2023-02-02,House,H05 - Agriculture:Recommend Amend and Do Pass 9-0-0-0-0,-461,4
HB0130,2023-RS,2023-01-18,House,H Introduced and Referred to H05 - Agriculture,,3
HB0130,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0130,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0131,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0131,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0131,2023-RS,2023-01-17,House,H Introduced and Referred to H08 - Transportation,,3
HB0131,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0131,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0132,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,6
HB0132,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,5
HB0132,2023-RS,2023-02-03,House,H09 - Minerals:Do Pass Failed 4-5-0-0-0,-509,4
HB0132,2023-RS,2023-01-31,House,H Introduced and Referred to H09 - Minerals,,3
HB0132,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0132,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0133,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0133,2023-RS,2023-01-25,House,H Placed on General File,,5
HB0133,2023-RS,2023-01-25,House,H10 - Labor:Recommend Do Pass 7-2-0-0-0,-288,4
HB0133,2023-RS,2023-01-19,House,H Introduced and Referred to H10 - Labor,,3
HB0133,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0133,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0134,2023-RS,2023-02-23,LSO,Assigned Chapter Number 76,,20
HB0134,2023-RS,2023-02-23,Governor,Governor Signed HEA No. 0048,,19
HB0134,2023-RS,2023-02-22,Senate,S President Signed HEA No. 0048,,18
HB0134,2023-RS,2023-02-21,House,H Speaker Signed HEA No. 0048,,17
HB0134,2023-RS,2023-02-21,LSO,Assigned Number HEA No. 0048,,16
HB0134,2023-RS,2023-02-21,Senate,S 3rd Reading:Passed 27-0-0-0-4,1025,15
HB0134,2023-RS,2023-02-17,Senate,S 2nd Reading:Passed,,14
HB0134,2023-RS,2023-02-16,Senate,S COW:Passed,,13
HB0134,2023-RS,2023-02-16,Senate,S Placed on General File,,12
HB0134,2023-RS,2023-02-16,Senate,S07 - Corporations:Recommend Do Pass 4-0-0-0-1,-734,11
HB0134,2023-RS,2023-01-31,Senate,S Introduced and Referred to S07 - Corporations,,10
HB0134,2023-RS,2023-01-26,Senate,S Received for Introduction,,9
HB0134,2023-RS,2023-01-26,House,H 3rd Reading:Passed 61-0-1-0-0,5245,8
HB0134,2023-RS,2023-01-25,House,H 2nd Reading:Passed,,7
HB0134,2023-RS,2023-01-24,House,H COW:Passed,,6
HB0134,2023-RS,2023-01-20,House,H Placed on General File,,5
HB0134,2023-RS,2023-01-20,House,H07 - Corporations:Recommend Amend and Do Pass 9-0-0-0-0,-233,4
HB0134,2023-RS,2023-01-17,House,H Introduced and Referred to H07 - Corporations,,3
HB0134,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0134,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0135,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0135,2023-RS,2023-01-30,House,H Placed on General File,,5
HB0135,2023-RS,2023-01-30,House,H07 - Corporations:Recommend Amend and Do Pass 8-0-1-0-0,-350,4
HB0135,2023-RS,2023-01-17,House,H Introduced and Referred to H07 - Corporations,,3
HB0135,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0135,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0136,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0136,2023-RS,2023-01-24,House,H Placed on General File,,5
HB0136,2023-RS,2023-01-24,House,H09 - Minerals:Recommend Amend and Do Pass 9-0-0-0-0,-223,4
HB0136,2023-RS,2023-01-17,House,H Introduced and Referred to H09 - Minerals,,3
HB0136,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0136,2023-RS,2023-01-13,LSO,Bill Number Assigned,,1
HB0137,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0137,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0137,2023-RS,2023-01-16,House,H Introduced and Referred to H04 - Education,,3
HB0137,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0137,2023-RS,2023-01-15,LSO,Bill Number Assigned,,1
HB0138,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0138,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0138,2023-RS,2023-01-18,House,H Introduced and Referred to H06 - Travel,,3
HB0138,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0138,2023-RS,2023-01-15,LSO,Bill Number Assigned,,1
HB0139,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0139,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0139,2023-RS,2023-01-17,House,H Introduced and Referred to H04 - Education,,3
HB0139,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0139,2023-RS,2023-01-15,LSO,Bill Number Assigned,,1
HB0140,2023-RS,2023-02-28,LSO,Assigned Chapter Number 132,,20
HB0140,2023-RS,2023-02-28,Governor,Governor Signed HEA No. 0068,,19
HB0140,2023-RS,2023-02-24,Senate,S President Signed HEA No. 0068,,18
HB0140,2023-RS,2023-02-24,House,H Speaker Signed HEA No. 0068,,17
HB0140,2023-RS,2023-02-24,LSO,Assigned Number HEA No. 0068,,16
HB0140,2023-RS,2023-02-24,Senate,S 3rd Reading:Passed 22-9-0-0-0,1128,15
HB0140,2023-RS,2023-02-23,Senate,S 2nd Reading:Passed,,14
HB0140,2023-RS,2023-02-22,Senate,S COW:Passed,,13
HB0140,2023-RS,2023-02-17,Senate,S Placed on General File,,12
HB0140,2023-RS,2023-02-17,Senate,S10 - Labor:Recommend Do Pass 5-0-0-0-0,-766,11
HB0140,2023-RS,2023-02-07,Senate,S Introduced and Referred to S10 - Labor,,10
HB0140,2023-RS,2023-02-06,Senate,S Received for Introduction,,9
HB0140,2023-RS,2023-02-06,House,H 3rd Reading:Passed 40-21-1-0-0,5355,8
HB0140,2023-RS,2023-02-03,House,H 2nd Reading:Passed,,7
HB0140,2023-RS,2023-02-02,House,H COW:Passed,,6
HB0140,2023-RS,2023-01-27,House,H Placed on General File,,5
HB0140,2023-RS,2023-01-27,House,H04 - Education:Recommend Do Pass 9-0-0-0-0,-351,4
HB0140,2023-RS,2023-01-17,House,H Introduced and Referred to H04 - Education,,3
HB0140,2023-RS,2023-01-16,House,H Received for Introduction,,2
HB0140,2023-RS,2023-01-15,LSO,Bill Number Assigned,,1
HB0141,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0141,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0141,2023-RS,2023-01-25,House,H Introduced and Referred to H07 - Corporations,,3
HB0141,2023-RS,2023-01-17,House,H Received for Introduction,,2
HB0141,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HB0142,2023-RS,2023-02-21,LSO,Assigned Chapter Number 49,,20
HB0142,2023-RS,2023-02-21,Governor,Governor Signed HEA No. 0032,,19
HB0142,2023-RS,2023-02-17,Senate,S President Signed HEA No. 0032,,18
HB0142,2023-RS,2023-02-16,House,H Speaker Signed HEA No. 0032,,17
HB0142,2023-RS,2023-02-16,LSO,Assigned Number HEA No. 0032,,16
HB0142,2023-RS,2023-02-16,Senate,S 3rd Reading:Passed 30-0-1-0-0,973,15
HB0142,2023-RS,2023-02-15,Senate,S 2nd Reading:Passed,,14
HB0142,2023-RS,2023-02-14,Senate,S COW:Passed,,13
HB0142,2023-RS,2023-02-14,Senate,S Placed on General File,,12
HB0142,2023-RS,2023-02-14,Senate,S07 - Corporations:Recommend Do Pass 5-0-0-0-0,-669,11
HB0142,2023-RS,2023-01-31,Senate,S Introduced and Referred to S07 - Corporations,,10
HB0142,2023-RS,2023-01-26,Senate,S Received for Introduction,,9
HB0142,2023-RS,2023-01-26,House,H 3rd Reading:Passed 59-2-1-0-0,5246,8
HB0142,2023-RS,2023-01-25,House,H 2nd Reading:Passed,,7
HB0142,2023-RS,2023-01-24,House,H COW:Passed,,6
HB0142,2023-RS,2023-01-20,House,H Placed on General File,,5
HB0142,2023-RS,2023-01-20,House,H07 - Corporations:Recommend Amend and Do Pass 8-0-1-0-0,-230,4
HB0142,2023-RS,2023-01-18,House,H Introduced and Referred to H07 - Corporations,,3
HB0142,2023-RS,2023-01-17,House,H Received for Introduction,,2
HB0142,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HB0143,2023-RS,2023-02-08,House,H 3rd Reading:Failed 29-32-1-0-0,5392,8
HB0143,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,7
HB0143,2023-RS,2023-02-06,House,H COW:Passed,,6
HB0143,2023-RS,2023-02-03,House,H Placed on General File,,5
HB0143,2023-RS,2023-02-03,House,H10 - Labor:Recommend Do Pass 5-4-0-0-0,-514,4
HB0143,2023-RS,2023-01-18,House,H Introduced and Referred to H10 - Labor,,3
HB0143,2023-RS,2023-01-17,House,H Received for Introduction,,2
HB0143,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HB0144,2023-RS,2023-03-09,LSO,Assigned Chapter Number 162,,24
HB0144,2023-RS,2023-03-09,Governor,Governor Signed HEA No. 0090,,23
HB0144,2023-RS,2023-03-03,Senate,S President Signed HEA No. 0090,,22
HB0144,2023-RS,2023-03-02,House,H Speaker Signed HEA No. 0090,,21
HB0144,2023-RS,2023-03-02,LSO,Assigned Number HEA No. 0090,,20
HB0144,2023-RS,2023-02-27,Senate,S Appointed JCC01 Members,,19
HB0144,2023-RS,2023-02-27,House,H Appointed JCC01 Members,,18
HB0144,2023-RS,2023-02-27,House,H Concur:Failed 22-40-0-0-0,5569,17
HB0144,2023-RS,2023-02-23,House,H Received for Concurrence,,16
HB0144,2023-RS,2023-02-23,Senate,S 3rd Reading:Passed 17-14-0-0-0,1114,15
HB0144,2023-RS,2023-02-22,Senate,S 2nd Reading:Passed,,14
HB0144,2023-RS,2023-02-21,Senate,S COW:Passed,,13
HB0144,2023-RS,2023-02-17,Senate,S Placed on General File,,12
HB0144,2023-RS,2023-02-17,Senate,S07 - Corporations:Recommend Amend and Do Pass 5-0-0-0-0,-736,11
HB0144,2023-RS,2023-02-13,Senate,S Introduced and Referred to S07 - Corporations,,10
HB0144,2023-RS,2023-01-30,Senate,S Received for Introduction,,9
HB0144,2023-RS,2023-01-30,House,H 3rd Reading:Passed 56-3-3-0-0,5284,8
HB0144,2023-RS,2023-01-27,House,H 2nd Reading:Passed,,7
HB0144,2023-RS,2023-01-26,House,H COW:Passed,,6
HB0144,2023-RS,2023-01-24,House,H Placed on General File,,5
HB0144,2023-RS,2023-01-24,House,H03 - Revenue:Recommend Amend and Do Pass 9-0-0-0-0,-250,4
HB0144,2023-RS,2023-01-18,House,H Introduced and Referred to H03 - Revenue,,3
HB0144,2023-RS,2023-01-17,House,H Received for Introduction,,2
HB0144,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HB0145,2023-RS,2023-02-13,Senate,S COW:Failed 8-20-3-0-0,896,14
HB0145,2023-RS,2023-02-13,Senate,S Placed on General File,,13
HB0145,2023-RS,2023-02-13,Senate,S01 - Judiciary:Recommend Do Pass 5-0-0-0-0,-648,12
HB0145,2023-RS,2023-02-07,Senate,:Refer to S01 - Judiciary,,11
HB0145,2023-RS,2023-02-03,Senate,S Introduced and Referred to S05 - Agriculture,,10
HB0145,2023-RS,2023-02-02,Senate,S Received for Introduction,,9
HB0145,2023-RS,2023-02-02,House,H 3rd Reading:Passed 39-23-0-0-0,5330,8
HB0145,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,7
HB0145,2023-RS,2023-01-31,House,H COW:Passed,,6
HB0145,2023-RS,2023-01-25,House,H Placed on General File,,5
HB0145,2023-RS,2023-01-25,House,H01 - Judiciary:Recommend Do Pass 7-2-0-0-0,-284,4
HB0145,2023-RS,2023-01-18,House,H Introduced and Referred to H01 - Judiciary,,3
HB0145,2023-RS,2023-01-17,House,H Received for Introduction,,2
HB0145,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HB0146,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0146,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0146,2023-RS,2023-01-20,House,H Introduced and Referred to H03 - Revenue,,3
HB0146,2023-RS,2023-01-17,House,H Received for Introduction,,2
HB0146,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HB0147,2023-RS,2023-02-18,LSO,Assigned Chapter Number 40,,20
HB0147,2023-RS,2023-02-18,Governor,Governor Signed HEA No. 0018,,19
HB0147,2023-RS,2023-02-15,Senate,S President Signed HEA No. 0018,,18
HB0147,2023-RS,2023-02-14,House,H Speaker Signed HEA No. 0018,,17
HB0147,2023-RS,2023-02-14,LSO,Assigned Number HEA No. 0018,,16
HB0147,2023-RS,2023-02-14,Senate,S 3rd Reading:Passed 25-6-0-0-0,909,15
HB0147,2023-RS,2023-02-13,Senate,S 2nd Reading:Passed,,14
HB0147,2023-RS,2023-02-09,Senate,S COW:Passed,,13
HB0147,2023-RS,2023-02-09,Senate,S Placed on General File,,12
HB0147,2023-RS,2023-02-09,Senate,S06 - Travel:Recommend Do Pass 5-0-0-0-0,-599,11
HB0147,2023-RS,2023-02-03,Senate,S Introduced and Referred to S06 - Travel,,10
HB0147,2023-RS,2023-02-02,Senate,S Received for Introduction,,9
HB0147,2023-RS,2023-02-02,House,H 3rd Reading:Passed 61-1-0-0-0,5331,8
HB0147,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,7
HB0147,2023-RS,2023-01-31,House,H COW:Passed,,6
HB0147,2023-RS,2023-01-27,House,H Placed on General File,,5
HB0147,2023-RS,2023-01-27,House,H06 - Travel:Recommend Amend and Do Pass 8-0-1-0-0,-316,4
HB0147,2023-RS,2023-01-18,House,H Introduced and Referred to H06 - Travel,,3
HB0147,2023-RS,2023-01-17,House,H Received for Introduction,,2
HB0147,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HB0148,2023-RS,2023-02-24,LSO,Assigned Chapter Number 86,,20
HB0148,2023-RS,2023-02-24,Governor,Governor Signed HEA No. 0047,,19
HB0148,2023-RS,2023-02-22,Senate,S President Signed HEA No. 0047,,18
HB0148,2023-RS,2023-02-21,House,H Speaker Signed HEA No. 0047,,17
HB0148,2023-RS,2023-02-21,LSO,Assigned Number HEA No. 0047,,16
HB0148,2023-RS,2023-02-21,Senate,S 3rd Reading:Passed 20-7-0-0-4,1026,15
HB0148,2023-RS,2023-02-17,Senate,S 2nd Reading:Passed,,14
