bill_number,session,action_date,chamber,action,voteid,order
HB0017,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0017,2023-RS,2022-12-05,LSO,Bill Number Assigned,,1
HB0018,2023-RS,2023-02-21,LSO,Assigned Chapter Number 45,,22
HB0018,2023-RS,2023-02-21,Governor,Governor Signed HEA No. 0020,,21
HB0018,2023-RS,2023-02-16,Senate,S President Signed HEA No. 0020,,20
HB0018,2023-RS,2023-02-15,House,H Speaker Signed HEA No. 0020,,19
HB0018,2023-RS,2023-02-15,LSO,Assigned Number HEA No. 0020,,18
HB0018,2023-RS,2023-02-14,House,H Concur:Passed 61-0-1-0-0,5456,17
HB0018,2023-RS,2023-02-13,House,H Received for Concurrence,,16
HB0018,2023-RS,2023-02-13,Senate,S 3rd Reading:Passed 31-0-0-0-0,881,15
HB0018,2023-RS,2023-02-09,Senate,S 2nd Reading:Passed,,14
HB0018,2023-RS,2023-02-08,Senate,S COW:Passed,,13
HB0018,2023-RS,2023-02-07,Senate,S Placed on General File,,12
HB0018,2023-RS,2023-02-07,Senate,S07 - Corporations:Recommend Do Pass 5-0-0-0-0,-558,11
HB0018,2023-RS,2023-01-31,Senate,S Introduced and Referred to S07 - Corporations,,10
HB0018,2023-RS,2023-01-19,Senate,S Received for Introduction,,9
HB0018,2023-RS,2023-01-19,House,H 3rd Reading:Passed 60-0-2-0-0,5109,8
HB0018,2023-RS,2023-01-18,House,H 2nd Reading:Passed,,7
HB0018,2023-RS,2023-01-17,House,H COW:Passed,,6
HB0018,2023-RS,2023-01-17,House,H Placed on General File,,5
HB0018,2023-RS,2023-01-17,House,H10 - Labor:Recommend Amend and Do Pass 9-0-0-0-0,-94,4
HB0018,2023-RS,2023-01-11,House,H Introduced and Referred to H10 - Labor,,3
HB0018,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0018,2023-RS,2022-12-05,LSO,Bill Number Assigned,,1
HB0019,2023-RS,2023-02-18,LSO,Assigned Chapter Number 41,,23
HB0019,2023-RS,2023-02-18,Governor,Governor Signed HEA No. 0019,,22
HB0019,2023-RS,2023-02-15,Senate,S President Signed HEA No. 0019,,21
HB0019,2023-RS,2023-02-14,House,H Speaker Signed HEA No. 0019,,20
HB0019,2023-RS,2023-02-14,LSO,Assigned Number HEA No. 0019,,19
HB0019,2023-RS,2023-02-14,Senate,S 3rd Reading:Passed 19-12-0-0-0,907,18
HB0019,2023-RS,2023-02-13,Senate,S 3rd Reading:Laid Back,,17
HB0019,2023-RS,2023-02-09,Senate,S 2nd Reading:Passed,,16
HB0019,2023-RS,2023-02-08,Senate,S COW:Passed,,15
HB0019,2023-RS,2023-02-07,Senate,S Placed on General File,,14
HB0019,2023-RS,2023-02-07,Senate,S02 - Appropriations:Recommend Do Pass 4-0-1-0-0,-565,13
HB0019,2023-RS,2023-02-06,Senate,:Rerefer to S02 - Appropriations,,12
HB0019,2023-RS,2023-02-06,Senate,S10 - Labor:Recommend Do Pass 3-2-0-0-0,-536,11
HB0019,2023-RS,2023-02-02,Senate,S Introduced and Referred to S10 - Labor,,10
HB0019,2023-RS,2023-02-02,Senate,S Received for Introduction,,9
HB0019,2023-RS,2023-02-02,House,H 3rd Reading:Passed 48-14-0-0-0,5324,8
HB0019,2023-RS,2023-02-01,House,H 2nd Reading:Passed,,7
HB0019,2023-RS,2023-01-31,House,H COW:Passed,,6
HB0019,2023-RS,2023-01-19,House,H Placed on General File,,5
HB0019,2023-RS,2023-01-19,House,H10 - Labor:Recommend Do Pass 8-1-0-0-0,-154,4
HB0019,2023-RS,2023-01-12,House,H Introduced and Referred to H10 - Labor,,3
HB0019,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0019,2023-RS,2022-12-05,LSO,Bill Number Assigned,,1
HB0020,2023-RS,2023-02-21,LSO,Assigned Chapter Number 61,,22
HB0020,2023-RS,2023-02-21,Governor,Governor Signed HEA No. 0021,,21
HB0020,2023-RS,2023-02-16,Senate,S President Signed HEA No. 0021,,20
HB0020,2023-RS,2023-02-15,House,H Speaker Signed HEA No. 0021,,19
HB0020,2023-RS,2023-02-15,LSO,Assigned Number HEA No. 0021,,18
HB0020,2023-RS,2023-02-14,House,H Concur:Passed 52-9-1-0-0,5457,17
HB0020,2023-RS,2023-02-13,House,H Received for Concurrence,,16
HB0020,2023-RS,2023-02-13,Senate,S 3rd Reading:Passed 30-1-0-0-0,882,15
HB0020,2023-RS,2023-02-09,Senate,S 2nd Reading:Passed,,14
HB0020,2023-RS,2023-02-08,Senate,S COW:Passed,,13
HB0020,2023-RS,2023-02-08,Senate,S Placed on General File,,12
HB0020,2023-RS,2023-02-08,Senate,S05 - Agriculture:Recommend Amend and Do Pass 5-0-0-0-0,-574,11
HB0020,2023-RS,2023-01-31,Senate,S Introduced and Referred to S05 - Agriculture,,10
HB0020,2023-RS,2023-01-30,Senate,S Received for Introduction,,9
HB0020,2023-RS,2023-01-27,House,H 3rd Reading:Passed 52-9-1-0-0,5267,8
HB0020,2023-RS,2023-01-26,House,H 2nd Reading:Passed,,7
HB0020,2023-RS,2023-01-25,House,H COW:Passed,,6
HB0020,2023-RS,2023-01-24,House,H Placed on General File,,5
HB0020,2023-RS,2023-01-24,House,H05 - Agriculture:Recommend Amend and Do Pass 7-2-0-0-0,-251,4
HB0020,2023-RS,2023-01-11,House,H Introduced and Referred to H05 - Agriculture,,3
HB0020,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0020,2023-RS,2022-12-06,LSO,Bill Number Assigned,,1
HB0021,2023-RS,2023-02-24,LSO,Assigned Chapter Number 81,,22
HB0021,2023-RS,2023-02-24,Governor,Governor Signed HEA No. 0035,,21
HB0021,2023-RS,2023-02-22,Senate,S President Signed HEA No. 0035,,20
HB0021,2023-RS,2023-02-21,House,H Speaker Signed HEA No. 0035,,19
HB0021,2023-RS,2023-02-16,LSO,Assigned Number HEA No. 0035,,18
HB0021,2023-RS,2023-02-16,House,H Concur:Passed 61-1-0-0-0,5492,17
HB0021,2023-RS,2023-02-15,House,H Received for Concurrence,,16
HB0021,2023-RS,2023-02-15,Senate,S 3rd Reading:Passed 29-0-0-0-2,929,15
HB0021,2023-RS,2023-02-14,Senate,S 2nd Reading:Passed,,14
HB0021,2023-RS,2023-02-13,Senate,S COW:Passed,,13
HB0021,2023-RS,2023-02-13,Senate,S Placed on General File,,12
HB0021,2023-RS,2023-02-13,Senate,S05 - Agriculture:Recommend Amend and Do Pass 5-0-0-0-0,-634,11
HB0021,2023-RS,2023-01-31,Senate,S Introduced and Referred to S05 - Agriculture,,10
HB0021,2023-RS,2023-01-26,Senate,S Received for Introduction,,9
HB0021,2023-RS,2023-01-26,House,H 3rd Reading:Passed 61-0-1-0-0,5236,8
HB0021,2023-RS,2023-01-25,House,H 2nd Reading:Passed,,7
HB0021,2023-RS,2023-01-24,House,H COW:Passed,,6
HB0021,2023-RS,2023-01-19,House,H Placed on General File,,5
HB0021,2023-RS,2023-01-19,House,H05 - Agriculture:Recommend Do Pass 9-0-0-0-0,-177,4
HB0021,2023-RS,2023-01-11,House,H Introduced and Referred to H05 - Agriculture,,3
HB0021,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0021,2023-RS,2022-12-06,LSO,Bill Number Assigned,,1
HB0022,2023-RS,2023-03-09,LSO,Assigned Chapter Number 159,,24
HB0022,2023-RS,2023-03-09,Governor,Governor Signed HEA No. 0083,,23
HB0022,2023-RS,2023-03-02,Senate,S President Signed HEA No. 0083,,22
HB0022,2023-RS,2023-03-02,House,H Speaker Signed HEA No. 0083,,21
HB0022,2023-RS,2023-03-01,LSO,Assigned Number HEA No. 0083,,20
HB0022,2023-RS,2023-02-22,Senate,S Appointed JCC01 Members,,19
HB0022,2023-RS,2023-02-21,House,H Appointed JCC01 Members,,18
HB0022,2023-RS,2023-02-21,House,H Concur:Failed 2-59-1-0-0,5518,17
HB0022,2023-RS,2023-02-21,House,H Received for Concurrence,,16
HB0022,2023-RS,2023-02-17,Senate,S 3rd Reading:Passed 27-1-1-0-2,1000,15
HB0022,2023-RS,2023-02-16,Senate,S 2nd Reading:Passed,,14
HB0022,2023-RS,2023-02-15,Senate,S COW:Passed,,13
HB0022,2023-RS,2023-02-15,Senate,S Placed on General File,,12
HB0022,2023-RS,2023-02-15,Senate,S05 - Agriculture:Recommend Amend and Do Pass 5-0-0-0-0,-686,11
HB0022,2023-RS,2023-01-31,Senate,S Introduced and Referred to S05 - Agriculture,,10
HB0022,2023-RS,2023-01-30,Senate,S Received for Introduction,,9
HB0022,2023-RS,2023-01-30,House,H 3rd Reading:Passed 61-0-1-0-0,5278,8
HB0022,2023-RS,2023-01-27,House,H 2nd Reading:Passed,,7
HB0022,2023-RS,2023-01-26,House,H COW:Passed,,6
HB0022,2023-RS,2023-01-24,House,H Placed on General File,,5
HB0022,2023-RS,2023-01-24,House,H05 - Agriculture:Recommend Amend and Do Pass 9-0-0-0-0,-252,4
HB0022,2023-RS,2023-01-12,House,H Introduced and Referred to H05 - Agriculture,,3
HB0022,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0022,2023-RS,2022-12-07,LSO,Bill Number Assigned,,1
HB0023,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0023,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0023,2023-RS,2023-01-10,House,H Introduced and Referred to H10 - Labor,,3
HB0023,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0023,2023-RS,2022-12-08,LSO,Bill Number Assigned,,1
HB0024,2023-RS,2023-02-17,LSO,Assigned Chapter Number 36,,22
HB0024,2023-RS,2023-02-17,Governor,Governor Signed HEA No. 0011,,21
HB0024,2023-RS,2023-02-14,Senate,S President Signed HEA No. 0011,,20
HB0024,2023-RS,2023-02-13,House,H Speaker Signed HEA No. 0011,,19
HB0024,2023-RS,2023-02-10,LSO,Assigned Number HEA No. 0011,,18
HB0024,2023-RS,2023-02-10,House,H Concur:Passed 61-0-1-0-0,5419,17
HB0024,2023-RS,2023-02-09,House,H Received for Concurrence,,16
HB0024,2023-RS,2023-02-09,Senate,S 3rd Reading:Passed 26-5-0-0-0,846,15
HB0024,2023-RS,2023-02-08,Senate,S 2nd Reading:Passed,,14
HB0024,2023-RS,2023-02-07,Senate,S COW:Passed,,13
HB0024,2023-RS,2023-02-02,Senate,S Placed on General File,,12
HB0024,2023-RS,2023-02-02,Senate,S02 - Appropriations:Recommend Amend and Do Pass 3-1-1-0-0,-456,11
HB0024,2023-RS,2023-01-31,Senate,S Introduced and Referred to S02 - Appropriations,,10
HB0024,2023-RS,2023-01-26,Senate,S Received for Introduction,,9
HB0024,2023-RS,2023-01-26,House,H 3rd Reading:Passed 49-12-1-0-0,5237,8
HB0024,2023-RS,2023-01-25,House,H 2nd Reading:Passed,,7
HB0024,2023-RS,2023-01-24,House,H COW:Passed,,6
HB0024,2023-RS,2023-01-17,House,H Placed on General File,,5
HB0024,2023-RS,2023-01-17,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-102,4
HB0024,2023-RS,2023-01-13,House,H Introduced and Referred to H02 - Appropriations,,3
HB0024,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0024,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0025,2023-RS,2023-02-24,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,12
HB0025,2023-RS,2023-02-24,Senate,S No report prior to CoW Cutoff,,11
HB0025,2023-RS,2023-02-07,Senate,S Introduced and Referred to S04 - Education,,10
HB0025,2023-RS,2023-01-26,Senate,S Received for Introduction,,9
HB0025,2023-RS,2023-01-26,House,H 3rd Reading:Passed 37-24-1-0-0,5238,8
HB0025,2023-RS,2023-01-25,House,H 2nd Reading:Passed,,7
HB0025,2023-RS,2023-01-24,House,H COW:Passed,,6
HB0025,2023-RS,2023-01-20,House,H Placed on General File,,5
HB0025,2023-RS,2023-01-20,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-187,4
HB0025,2023-RS,2023-01-10,House,H Introduced and Referred to H02 - Appropriations,,3
HB0025,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0025,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0026,2023-RS,2023-02-15,LSO,Assigned Chapter Number 15,,20
HB0026,2023-RS,2023-02-15,Governor,Governor Signed HEA No. 0014,,19
HB0026,2023-RS,2023-02-14,Senate,S President Signed HEA No. 0014,,18
HB0026,2023-RS,2023-02-13,House,H Speaker Signed HEA No. 0014,,17
HB0026,2023-RS,2023-02-13,LSO,Assigned Number HEA No. 0014,,16
HB0026,2023-RS,2023-02-13,Senate,S 3rd Reading:Passed 22-9-0-0-0,883,15
HB0026,2023-RS,2023-02-09,Senate,S 2nd Reading:Passed,,14
HB0026,2023-RS,2023-02-08,Senate,S COW:Passed,,13
HB0026,2023-RS,2023-02-08,Senate,S Placed on General File,,12
HB0026,2023-RS,2023-02-08,Senate,S04 - Education:Recommend Do Pass 5-0-0-0-0,-577,11
HB0026,2023-RS,2023-01-31,Senate,S Introduced and Referred to S04 - Education,,10
HB0026,2023-RS,2023-01-27,Senate,S Received for Introduction,,9
HB0026,2023-RS,2023-01-20,House,H 3rd Reading:Passed 49-12-1-0-0,5145,8
HB0026,2023-RS,2023-01-19,House,H 2nd Reading:Passed,,7
HB0026,2023-RS,2023-01-18,House,H COW:Passed,,6
HB0026,2023-RS,2023-01-17,House,H Placed on General File,,5
HB0026,2023-RS,2023-01-17,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-101,4
HB0026,2023-RS,2023-01-10,House,H Introduced and Referred to H02 - Appropriations,,3
HB0026,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0026,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0027,2023-RS,2023-02-24,LSO,Assigned Chapter Number 83,,20
HB0027,2023-RS,2023-02-24,Governor,Governor Signed HEA No. 0040,,19
HB0027,2023-RS,2023-02-22,Senate,S President Signed HEA No. 0040,,18
HB0027,2023-RS,2023-02-21,House,H Speaker Signed HEA No. 0040,,17
HB0027,2023-RS,2023-02-17,LSO,Assigned Number HEA No. 0040,,16
HB0027,2023-RS,2023-02-17,Senate,S 3rd Reading:Passed 30-0-1-0-0,1001,15
HB0027,2023-RS,2023-02-16,Senate,S 2nd Reading:Passed,,14
HB0027,2023-RS,2023-02-15,Senate,S COW:Passed,,13
HB0027,2023-RS,2023-02-15,Senate,S Placed on General File,,12
HB0027,2023-RS,2023-02-15,Senate,S04 - Education:Recommend Do Pass 5-0-0-0-0,-691,11
HB0027,2023-RS,2023-02-07,Senate,S Introduced and Referred to S04 - Education,,10
HB0027,2023-RS,2023-02-06,Senate,S Received for Introduction,,9
HB0027,2023-RS,2023-02-06,House,H 3rd Reading:Passed 59-1-2-0-0,5350,8
HB0027,2023-RS,2023-02-03,House,H 2nd Reading:Passed,,7
HB0027,2023-RS,2023-02-02,House,H COW:Passed,,6
HB0027,2023-RS,2023-01-25,House,H Placed on General File,,5
HB0027,2023-RS,2023-01-25,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-265,4
HB0027,2023-RS,2023-01-16,House,H Introduced and Referred to H02 - Appropriations,,3
HB0027,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0027,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0028,2023-RS,2023-02-15,LSO,Assigned Chapter Number 3,,20
HB0028,2023-RS,2023-02-15,Governor,Governor Signed HEA No. 0008,,19
HB0028,2023-RS,2023-02-14,Senate,S President Signed HEA No. 0008,,18
HB0028,2023-RS,2023-02-13,House,H Speaker Signed HEA No. 0008,,17
HB0028,2023-RS,2023-02-09,LSO,Assigned Number HEA No. 0008,,16
HB0028,2023-RS,2023-02-09,Senate,S 3rd Reading:Passed 25-6-0-0-0,847,15
HB0028,2023-RS,2023-02-08,Senate,S 2nd Reading:Passed,,14
HB0028,2023-RS,2023-02-07,Senate,S COW:Passed,,13
HB0028,2023-RS,2023-02-06,Senate,S Placed on General File,,12
HB0028,2023-RS,2023-02-06,Senate,S04 - Education:Recommend Do Pass 5-0-0-0-0,-533,11
HB0028,2023-RS,2023-01-31,Senate,S Introduced and Referred to S04 - Education,,10
HB0028,2023-RS,2023-01-17,Senate,S Received for Introduction,,9
HB0028,2023-RS,2023-01-16,House,H 3rd Reading:Passed 48-13-1-0-0,5031,8
HB0028,2023-RS,2023-01-13,House,H 2nd Reading:Passed,,7
HB0028,2023-RS,2023-01-12,House,H COW:Passed,,6
HB0028,2023-RS,2023-01-12,House,H Placed on General File,,5
HB0028,2023-RS,2023-01-12,House,H04 - Education:Recommend Amend and Do Pass 9-0-0-0-0,-25,4
HB0028,2023-RS,2023-01-10,House,H Introduced and Referred to H04 - Education,,3
HB0028,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0028,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0029,2023-RS,2023-02-15,LSO,Assigned Chapter Number 2,,20
HB0029,2023-RS,2023-02-15,Governor,Governor Signed HEA No. 0007,,19
HB0029,2023-RS,2023-02-14,Senate,S President Signed HEA No. 0007,,18
HB0029,2023-RS,2023-02-13,House,H Speaker Signed HEA No. 0007,,17
HB0029,2023-RS,2023-02-09,LSO,Assigned Number HEA No. 0007,,16
HB0029,2023-RS,2023-02-09,Senate,S 3rd Reading:Passed 30-1-0-0-0,848,15
HB0029,2023-RS,2023-02-08,Senate,S 2nd Reading:Passed,,14
HB0029,2023-RS,2023-02-07,Senate,S COW:Passed,,13
HB0029,2023-RS,2023-02-06,Senate,S Placed on General File,,12
HB0029,2023-RS,2023-02-06,Senate,S04 - Education:Recommend Do Pass 5-0-0-0-0,-534,11
HB0029,2023-RS,2023-02-02,Senate,S Introduced and Referred to S04 - Education,,10
HB0029,2023-RS,2023-01-17,Senate,S Received for Introduction,,9
HB0029,2023-RS,2023-01-17,House,H 3rd Reading:Passed 37-23-2-0-0,5044,8
HB0029,2023-RS,2023-01-16,House,H 2nd Reading:Passed,,7
HB0029,2023-RS,2023-01-13,House,H COW:Passed,,6
HB0029,2023-RS,2023-01-12,House,H Placed on General File,,5
HB0029,2023-RS,2023-01-12,House,H04 - Education:Recommend Do Pass 9-0-0-0-0,-26,4
HB0029,2023-RS,2023-01-10,House,H Introduced and Referred to H04 - Education,,3
HB0029,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0029,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0030,2023-RS,2023-02-27,Senate,S Did not Consider for Introduction,,12
HB0030,2023-RS,2023-01-31,Senate,S Received for Introduction,,11
HB0030,2023-RS,2023-01-31,House,H 3rd Reading:Passed 37-25-0-0-0,5500,10
HB0030,2023-RS,2023-01-30,House,H 2nd Reading:Passed,,9
HB0030,2023-RS,2023-01-27,House,H COW:Passed,,8
HB0030,2023-RS,2023-01-24,House,H Placed on General File,,7
HB0030,2023-RS,2023-01-24,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-200,6
HB0030,2023-RS,2023-01-17,House,:Rerefer to H02 - Appropriations,,5
HB0030,2023-RS,2023-01-17,House,H04 - Education:Recommend Amend and Do Pass 9-0-0-0-0,-92,4
HB0030,2023-RS,2023-01-12,House,H Introduced and Referred to H04 - Education,,3
HB0030,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0030,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0031,2023-RS,2023-02-24,LSO,Assigned Chapter Number 82,,22
HB0031,2023-RS,2023-02-24,Governor,Governor Signed HEA No. 0038,,21
HB0031,2023-RS,2023-02-22,Senate,S President Signed HEA No. 0038,,20
HB0031,2023-RS,2023-02-21,House,H Speaker Signed HEA No. 0038,,19
HB0031,2023-RS,2023-02-17,LSO,Assigned Number HEA No. 0038,,18
HB0031,2023-RS,2023-02-17,Senate,S 3rd Reading:Passed 16-14-1-0-0,1011,17
HB0031,2023-RS,2023-02-17,Senate,S 3rd Reading:S Bill Reconsideration Motion Passed by Roll Call 16-14-1-0-0,1010,16
HB0031,2023-RS,2023-02-17,Senate,S 3rd Reading:Failed 14-16-1-0-0,1002,15
HB0031,2023-RS,2023-02-16,Senate,S 2nd Reading:Passed,,14
HB0031,2023-RS,2023-02-15,Senate,S COW:Passed,,13
HB0031,2023-RS,2023-02-15,Senate,S Placed on General File,,12
HB0031,2023-RS,2023-02-15,Senate,S04 - Education:Recommend Do Pass 3-2-0-0-0,-693,11
HB0031,2023-RS,2023-02-13,Senate,S Introduced and Referred to S04 - Education,,10
HB0031,2023-RS,2023-01-19,Senate,S Received for Introduction,,9
HB0031,2023-RS,2023-01-19,House,H 3rd Reading:Passed 46-14-2-0-0,5110,8
HB0031,2023-RS,2023-01-18,House,H 2nd Reading:Passed,,7
HB0031,2023-RS,2023-01-17,House,H COW:Passed,,6
HB0031,2023-RS,2023-01-16,House,H Placed on General File,,5
HB0031,2023-RS,2023-01-16,House,H04 - Education:Recommend Do Pass 7-0-2-0-0,-69,4
HB0031,2023-RS,2023-01-11,House,H Introduced and Referred to H04 - Education,,3
HB0031,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0031,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0032,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0032,2023-RS,2023-01-20,House,H Placed on General File,,5
HB0032,2023-RS,2023-01-20,House,H04 - Education:Recommend Amend and Do Pass 9-0-0-0-0,-234,4
HB0032,2023-RS,2023-01-16,House,H Introduced and Referred to H04 - Education,,3
HB0032,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0032,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0033,2023-RS,2023-03-09,LSO,Assigned Chapter Number 164,,28
HB0033,2023-RS,2023-03-09,Governor,Governor Signed HEA No. 0094,,27
HB0033,2023-RS,2023-03-03,Senate,S President Signed HEA No. 0094,,26
HB0033,2023-RS,2023-03-03,House,H Speaker Signed HEA No. 0094,,25
HB0033,2023-RS,2023-03-03,LSO,Assigned Number HEA No. 0094,,24
HB0033,2023-RS,2023-02-24,Senate,S Appointed JCC01 Members,,23
HB0033,2023-RS,2023-02-23,House,H Appointed JCC01 Members,,22
HB0033,2023-RS,2023-02-23,House,H Concur:Failed 10-50-2-0-0,5546,21
HB0033,2023-RS,2023-02-23,House,H Received for Concurrence,,20
HB0033,2023-RS,2023-02-23,Senate,S 3rd Reading:Passed 27-4-0-0-0,1116,19
HB0033,2023-RS,2023-02-22,Senate,S 2nd Reading:Passed,,18
HB0033,2023-RS,2023-02-21,Senate,S COW:Passed,,17
HB0033,2023-RS,2023-02-16,Senate,S Placed on General File,,16
HB0033,2023-RS,2023-02-16,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-749,15
HB0033,2023-RS,2023-02-15,Senate,:Rerefer to S02 - Appropriations,,14
HB0033,2023-RS,2023-02-15,Senate,S04 - Education:Recommend Amend and Do Pass 5-0-0-0-0,-694,13
HB0033,2023-RS,2023-02-13,Senate,S Introduced and Referred to S04 - Education,,12
HB0033,2023-RS,2023-01-24,Senate,S Received for Introduction,,11
HB0033,2023-RS,2023-01-20,House,H 3rd Reading:Passed 37-24-1-0-0,5146,10
HB0033,2023-RS,2023-01-19,House,H 2nd Reading:Passed,,9
HB0033,2023-RS,2023-01-18,House,H COW:Passed,,8
HB0033,2023-RS,2023-01-17,House,H Placed on General File,,7
HB0033,2023-RS,2023-01-17,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-100,6
HB0033,2023-RS,2023-01-16,House,:Rerefer to H02 - Appropriations,,5
HB0033,2023-RS,2023-01-16,House,H04 - Education:Recommend Do Pass 7-0-2-0-0,-70,4
HB0033,2023-RS,2023-01-11,House,H Introduced and Referred to H04 - Education,,3
HB0033,2023-RS,2023-01-06,House,H Received for Introduction,,2
HB0033,2023-RS,2022-12-09,LSO,Bill Number Assigned,,1
HB0034,2023-RS,2023-02-24,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,16
HB0034,2023-RS,2023-02-24,Senate,S No report prior to CoW Cutoff,,15
HB0034,2023-RS,2023-02-23,Senate,S04 - Education:Do Pass Failed 2-3-0-0-0,-797,14
HB0034,2023-RS,2023-02-13,Senate,S Introduced and Referred to S04 - Education,,13
HB0034,2023-RS,2023-01-30,Senate,S Received for Introduction,,12
HB0034,2023-RS,2023-01-27,House,H 3rd Reading:Passed 35-26-1-0-0,5273,11
HB0034,2023-RS,2023-01-26,House,H 3rd Reading:Laid Back,,10
HB0034,2023-RS,2023-01-25,House,H 2nd Reading:Passed,,9
HB0034,2023-RS,2023-01-24,House,H COW:Passed,,8
HB0034,2023-RS,2023-01-20,House,H Placed on General File,,7
HB0034,2023-RS,2023-01-20,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-238,6
HB0034,2023-RS,2023-01-19,House,:Rerefer to H02 - Appropriations,,5
