state,bill_id,term_session_title,summary,commem,comments
TX,HB 29,88|88-SS3|,Relating to the designation of the portion of State Highway 249 in Montgomery County as the Paul P. Mendes Memorial Parkway.,1,highway design
TX,HB 193,88|88-SS3|,Relating to designating July as American Pride Month.,1,commem month
TX,SB 19,88|88-SS4|,Relating to designating the second Saturday in October as Hospice and Palliative Care Day.,1,commem day
TX,HB 60,88|88-SS4|,Relating to the designation of the portion of State Highway 249 in Montgomery County as the Paul P. Mendes Memorial Parkway.,1,highway design
TX,HB 62,88|88-SS4|,Relating to designating July as American Pride Month.,1,commem month
TX,SB 2221,88|88-RS|,Relating to issuance of specialty license plates to honor personnel of sheriff's offices.,1,license plates
TX,SB 1339,88|88-RS|,Relating to the designation of a bridge in Galveston County as the Ken Clark Memorial Bridge.,1,bridge design
TX,SB 507,88|88-RS|,Relating to the designation of a portion of U.S. Highway 87 in Concho County as the Deputy Samuel Leonard Memorial Highway.,1,highway design
TX,SB 508,88|88-RS|,Relating to the designation of the portion of Farm-to-Market Road 765 in Concho County as the Sergeant Stephen Jones Memorial Highway.,1,road design
TX,SB 180,88|88-RS|,Relating to the Center for Elimination of Disproportionality and Disparities renamed as the office for health equity and the duties of that office.,0,"changing duties of an office, upgraded"
TX,SB 1572,88|88-RS|,Relating to the designation of a portion of State Highway 49 in Titus County as the Titus County WWI Veterans Memorial Highway.,1,highway design
TX,SB 1573,88|88-RS|,Relating to the designation of a portion of Farm to Market Road 2348 in Titus County as the Army Staff Sergeant Clay Allen Craig Memorial Bridge.,1,road design
TX,SB 485,88|88-RS|,Relating to designating the second Saturday in October as Hospice and Palliative Care Day.,1,commem day
TX,SB 739,88|88-RS|,Relating to designating October 10 as Supportive Palliative Care Awareness Day.,1,commem day
TX,SB 414,88|88-RS|,Relating to the designation of a portion of State Highway 19 as the Mildred McMillan Garrett Memorial Bridge.,1,highway design
TX,SB 247,88|88-RS|,Relating to specialty license plates issued for honorary consuls.,1,license plates
TX,SB 957,88|88-RS|,Relating to the designation of a portion of United States Highway 59 in Harris County as the Deputy Sheriff Darren Almendarez Memorial Highway.,1,highway design
TX,SB 2027,88|88-RS|,Relating to the designation of the Aaron M. Hicks Memorial Interchange.,1,interchange design
TX,SB 464,88|88-RS|,Relating to designating October 17 as Entrepreneurs with Disabilities Day.,1,commem day
TX,SB 1542,88|88-RS|,Relating to the designation of a portion of U.S. Highway 380 in Wise and Jack Counties as the Lost Battalion Memorial Highway.,1,highway design
TX,SB 2151,88|88-RS|,Relating to the designation of a portion of U.S. Highway 60 as the Martha Pattillo Siv Memorial Parkway.,1,highway design
TX,SB 2150,88|88-RS|,"Relating to the designation of the portion of U.S. Highway 84 in Joaquin as the Lt. General O.R. ""Cotton"" Whiddon Memorial Highway.",1,highway design
TX,HB 2166,88|88-RS|,Relating to designating March 4 as COVID-19 Heroes and Memorial Day.,1,commem day
TX,HB 4265,88|88-RS|,Relating to issuance of specialty license plates to honor personnel of sheriff's offices.,1,license plates
TX,HB 2499,88|88-RS|,Relating to designating June 28 as Special Forces Day.,1,commem day
TX,HB 3672,88|88-RS|,Relating to the designation of portions of the state highway system as memorial highways for certain deceased peace officers.,1,highway design
TX,HB 2680,88|88-RS|,Relating to the designation of a portion of Interstate Highway 35W in Fort Worth as the Atatiana Jefferson Memorial Highway.,1,highway design
TX,HB 4718,88|88-RS|,Relating to the designation of a portion of State Highway 164 in Limestone County as the State Trooper Chad M. Walker Memorial Highway.,1,highway design
TX,HB 2205,88|88-RS|,Relating to the designation of a portion of United States Highway 59 in Harris County as the Deputy Sheriff Darren Almendarez Memorial Highway.,1,highway design
TX,HB 2363,88|88-RS|,Relating to the designation of the portion of Farm-to-Market Road 765 in Concho County as the Sergeant Stephen Jones Memorial Highway.,1,highway design
TX,HB 2364,88|88-RS|,Relating to the designation of a portion of U.S. Highway 87 in Concho County as the Deputy Samuel Leonard Memorial Highway.,1,highway design
TX,HB 3045,88|88-RS|,Relating to the designation of a portion of Farm-to-Market Road 517 in Brazoria and Galveston Counties as the Ken Clark Memorial Highway.,1,highway design
TX,HB 2835,88|88-RS|,Relating to the designation of a portion of State Highway 144 in Hood and Somervell Counties as the Ed Shipman Memorial Highway.,1,highway design
TX,HB 2083,88|88-RS|,Relating to the designation of a portion of Business Interstate Highway 20-E in Ector County as the Mac Wilson and Rex Young Medal of Honor Highway.,1,highway design
TX,HB 4745,88|88-RS|,Relating to the Texas Legislative Medal of Honor.,1,medal of honor recipients/qualifications
TX,HB 2921,88|88-RS|,Relating to the issuance of Antarctica Service Medal specialty license plates.,1,license plates
TX,HB 2548,88|88-RS|,Relating to designating December 8 as Special Hearts Day.,1,commem day
TX,HB 2503,88|88-RS|,Relating to the issuance of specialty license plates for veterans with disabilities and recipients of the Texas Humanitarian Service Medal and federal Humanitarian Service Medal.,1,license plates
TX,HB 3144,88|88-RS|,Relating to designating October as Fentanyl Poisoning Awareness Month.,1,commem month
TX,HB 538,88|88-RS|,Relating to the designation of portions of the state highway system as memorial highways for veterans.,1,highway design
TX,HB 5150,88|88-RS|,Relating to the designation of a portion of Farm-to-Market Road 2090 in Montgomery County as the Lance Corporal Armando Hernandez Memorial Highway.,1,road design
TX,HB 2943,88|88-RS|,Relating to designating October 17 as Entrepreneurs with Disabilities Day.,1,commem day
TX,HB 3099,88|88-RS|,Relating to the designation of a portion of U.S. Highway 380 in Wise and Jack Counties as the Lost Battalion Memorial Highway.,1,highway design
TX,HB 975,88|88-RS|,Relating to the designation of the portion of Interstate Highway 635 in Mesquite as the Officer Richard Houston II Memorial Highway.,1,highway design
TX,HB 2248,88|88-RS|,Relating to designating September 30 as Vanessa Guillén Day.,1,commem day
TX,HB 923,88|88-RS|,Relating to the designation of the Aaron M. Hicks Memorial Interchange.,1,interchange design
TX,HB 1305,88|88-RS|,Relating to the designation of a portion of State Highway 19 as the Mildred McMillan Garrett Memorial Bridge.,1,bridge design
TX,HB 3106,88|88-RS|,Relating to the designation of a portion of State Highway 49 in Titus County as the Titus County WWI Veterans Memorial Highway.,1,highway design
TX,HB 3108,88|88-RS|,Relating to the designation of a portion of Farm to Market Road 2348 in Titus County as the Army Staff Sergeant Clay Allen Craig Memorial Bridge.,1,bridge design
TX,HB 751,88|88-RS|,Relating to the issuance of Coast Guard Lifesaving Medal specialty license plates.,1,license plates
TX,HB 4421,88|88-RS|,Relating to qualifications for and limitations on awarding the Texas Legislative Medal of Honor.,1,"tricky, keeping at C, qualifications medal of honor"
TX,HB 4861,88|88-RS|,Relating to the design and issuance of specialty license plates to honor members of the military and for recipients of certain military awards.,1,license plates
TX,HB 627,88|88-RS|,Relating to the issuance of specialty license plates to the surviving spouse of a posthumous recipient of certain awards.,1,license plates
TX,HB 628,88|88-RS|,Relating to issuance of specialty license plates to honor fallen law enforcement officers.,1,license plates
TX,HB 1456,88|88-RS|,Relating to designating April 16 as Selena Quintanilla Pérez Day.,1,commem day
TX,HB 659,88|88-RS|,Relating to specialty license plates issued for recipients of the Commendation Medal.,1,license plates
TX,HB 1871,88|88-RS|,"Relating to the designation of a portion of Farm-to-Market Road 521 in Brazoria County as the Clarence ""BB"" Sasser Medal of Honor Highway.",1,highway design
TX,HB 1913,88|88-RS|,Relating to the designation of a portion of Farm to Market Road 2526 in Eastland County as the Sergeant Barbara Fenley Memorial Highway.,1,highway design
TX,HB 1785,88|88-RS|,Relating to the Center for Elimination of Disproportionality and Disparities renamed as the office for health equity and the duties of that office.,0,"changing duties of an office, upgraded"
TX,HB 1368,88|88-RS|,Relating to the designation of a portion of Farm-to-Market Road 1960 in Harris County as the Deputy Constable Omar Ursin Memorial Highway.,1,highway design
TX,HB 2323,88|88-RS|,Relating to the issuance of specialty license plates commemorating the 100th anniversary of the writing of the state song.,1,license plates
TX,HB 1968,88|88-RS|,Relating to the designation of a portion of Interstate Highway 35 in Williamson County as the Officer Charles Whites Memorial Highway.,1,highway design
UT,HB0075,2023_2024|2023-RS|State Commemorative Periods Amendments,,1,commem period provisions
UT,HB0090,2023_2024|2023-RS|Utah State University Price,,1,renaming school
UT,HB0092,2023_2024|2023-RS|State Mushroom Designation,,1,state mushroom designation
UT,HB0332,2023_2024|2023-RS|Fallen Officer Memorial Scholarship Program,,0,"establishment of scholarship program, upgraded"
UT,SB0092,2023_2024|2023-RS|Special License Plate Designation,,1,license plate
UT,SB0239,2023_2024|2023-RS|Golden Spike Highway Designation,,1,highway designation
UT,HB0234,2023_2024|2024-RS|Vital Record Information Modifications,,0,"changing name/sex designation on birth certificates, upgraded"
UT,SB0186,2023_2024|2024-RS|State Commemorative Period Amendments,,1,commem period provisions
WA,HB1020,2023_2024|2023_2024|AN ACT Relating to the state dinosaur;,Designating the Suciasaurus rex as the official dinosaur of the state of Washington.,1,state dinosaur
WA,HB1031,2023_2024|2023_2024|AN ACT Relating to the medal of valor award presentation;,Modifying medal of valor award presentation requirements.,1,award presentation provision changes
WA,HB1154,2023_2024|2023_2024|AN ACT Relating to religious institutions and gubernatorial proclamations;,Concerning religious institutions and gubernatorial proclamations.,0,"seems S (religion & proclamations), but very vague, upgraded"
WA,HB1364,2023_2024|2023_2024|AN ACT Relating to creating the nautical Northwest special license plate;,Creating the nautical Northwest special license plate.,1,license plate
WA,HB1488,2023_2024|2023_2024|AN ACT Relating to creating special license plates that support working forests;,Creating special license plates that support working forests.,1,license plate
WA,HB1489,2023_2024|2023_2024|AN ACT Relating to creating Mount St. Helens special license plates;,Creating Mount St. Helens special license plates.,1,license plate
WA,HB1647,2023_2024|2023_2024|AN ACT Relating to creating keep Washington evergreen special license plates;,Creating keep Washington evergreen special license plates.,1,license plate
WA,HB1700,2023_2024|2023_2024|AN ACT Relating to establishing a memorial on the capitol campus to commemorate eastern Washington;,Establishing a memorial on the capitol campus to commemorate eastern Washington.,1,creating memorial
WA,HB1829,2023_2024|2023_2024|AN ACT Relating to creating the LeMay-America's Car Museum special license plate;,Creating the LeMay-America's Car Museum special license plate.,1,license plate
WA,HB1858,2023_2024|2023_2024|AN ACT Relating to creating United States Naval Academy special license plates;,Creating United States Naval Academy plates.,1,plates
WA,HB1984,2023_2024|2023_2024|AN ACT Relating to designating the Pacific razor clam as the state clam;,Designating the Pacific razor clam as the state clam.,1,state clam
WA,HB2014,2023_2024|2023_2024|AN ACT Relating to the definition of veteran and restoring honor to veterans;,Concerning the definition of veteran and restoring honor to veterans.,0,"upgraded, expanding veteran definition"
WA,HB2031,"2023_2024|2023_2024|AN ACT Relating to recognizing posttraumatic stress disorder as an occupational disease for county coroners, examiners, and investigative personnel;","Recognizing posttraumatic stress disorder as an occupational disease for county coroners, examiners, and investigative personnel.",0,"classifying PTSD as disease, upgraded"
WA,SB5000,2023_2024|2023_2024|AN ACT Relating to recognizing contributions of Americans of Chinese descent;,Recognizing contributions of Americans of Chinese descent. (REVISED FOR PASSED LEGISLATURE: Recognizing contributions of Chinese Americans and Americans of Chinese descent.),1,"commem, recognizing contributions"
WA,SB5043,2023_2024|2023_2024|AN ACT Relating to recognizing that power plants that comply with the state greenhouse gas emissions performance standard are consistent with Washington's long-term policy for electricity;,Recognizing that power plants that comply with the state greenhouse gas emissions performance standard are consistent with Washington's long-term policy for electricity.,0,require power plant compliance with govt regulation
WA,SB5196,2023_2024|2023_2024|AN ACT Relating to creating the OL Reign special license plate;,Creating the OL Reign special license plate.,1,license plate
WA,SB5333,2023_2024|2023_2024|AN ACT Relating to creating the state sport special license plate;,Creating the state sport special license plate.,1,license plate
WA,SB5381,2023_2024|2023_2024|AN ACT Relating to letters of recommendation or congratulations sent by legislators;,Concerning letters of recommendation or congratulations sent by legislators.,0,"upgraded, letters of rec from legislators have policy impacts for students (serv acad)"
WA,SB5558,2023_2024|2023_2024|AN ACT Relating to the fundamental right of parents and guardians to direct the upbringing and education of their children;,Recognizing the fundamental right of parents and guardians to direct the upbringing and education of their children.,1,"kept at C, regards ""recognizing the right"" of parents to make decisions for children"
WA,ESB5590,2023_2024|2023_2024|AN ACT Relating to creating Mount St. Helens special license plates;,Creating Mount St. Helens special license plates.,1,license plate
WA,SB5677,2023_2024|2023_2024|AN ACT Relating to recognizing Walla Walla sweet onion day;,Recognizing Walla Walla sweet onion day.,1,commem day
WA,SB5738,2023_2024|2023_2024|AN ACT Relating to creating the LeMay-America's Car Museum special license plate;,Creating the LeMay-America's Car Museum special license plate.,1,license plate
WA,SB5762,2023_2024|2023_2024|AN ACT Relating to the state berry;,Designating the blueberry as the state berry.,1,state berry
WA,SB5871,2023_2024|2023_2024|AN ACT Relating to the definition of veteran and restoring honor to veterans;,Concerning the definition of veteran and restoring honor to veterans.,0,"upgraded, expanding veteran definition"
WA,SB5910,2023_2024|2023_2024|AN ACT Relating to creating the state department of natural resources' Smokey Bear special license plates;,Creating the state department of natural resources' Smokey Bear special license plates.,1,license plate
WA,HB2091,2023_2024|2023_2024|AN ACT Relating to establishing a fallen firefighter memorial;,Establishing a fallen firefighter memorial.,1,creating memorial
WA,HB2108,2023_2024|2023_2024|AN ACT Relating to creating the state department of natural resources' Smokey Bear special license plates;,Creating the state department of natural resources' Smokey Bear special license plates.,1,license plate
WA,HB2192,2023_2024|2023_2024|AN ACT Relating to celebrating national voter registration day;,Celebrating national voter registration day.,1,commem day
WA,HB2209,2023_2024|2023_2024|AN ACT Relating to celebrating lunar new year;,Celebrating lunar new year.,1,commem day
WA,HB2427,2023_2024|2023_2024|AN ACT Relating to recognizing the Walla Walla valley historical society as a trustee of the state;,Recognizing the Walla Walla valley historical society as a trustee of the state.,0,"upgraded, designating new org as official state trustee"
WA,HB2442,2023_2024|2023_2024|AN ACT Relating to the Washington state law enforcement memorial;,Establishing a law enforcement memorial names committee.,1,memorial creation
WA,HB2488,2023_2024|2023_2024|AN ACT Relating to protecting the free exercise of religion from executive overreach during gubernatorial proclamations;,Protecting the free exercise of religion from executive overreach during gubernatorial proclamations.,0,"free speech protections, upgraded"
WA,HB2489,2023_2024|2023_2024|AN ACT Relating to creating several new special license plates;,Creating several new special license plates.,1,license plate
WA,HB2490,2023_2024|2023_2024|AN ACT Relating to the fee disposition for the Seattle Sounders FC special license plate;,Changing the fee disposition for the Seattle Sounders FC special license plate.,1,license plate
WA,SB5946,2023_2024|2023_2024|AN ACT Relating to establishing a fallen firefighter memorial;,Establishing a fallen firefighter memorial.,1,creating memorial
WA,SB6117,2023_2024|2023_2024|AN ACT Relating to the designation of the state stone;,Designating a state stone.,1,state stone
WA,SB6297,2023_2024|2023_2024|AN ACT Relating to recognizing a court's authority to authorize a defendant's direct transfer from jail to inpatient or residential substance use disorder treatment;,Recognizing a court's authority to authorize a defendant's direct transfer from jail to inpatient or residential substance use disorder treatment.,0,"deals with court authority to transfer defendants, upgraded"
WA,SB6305,2023_2024|2023_2024|AN ACT Relating to the Washington state law enforcement memorial;,Establishing a law enforcement memorial names committee.,1,creating memorial
WV,SB0271,2023_2024|2023-RS|,Modifying approval process requirements for First Responders Honor Board,0,"upgraded, deals with changing requirements of nom to hon board"
WV,HB2391,2023_2024|2023-RS|,"To create a bill to designate February 3 as “Freedom Day,” to memorialize the February 3, 1865 Act by the Legislature that abolished slavery in West Virginia.",1,commem day
WV,HB2873,2023_2024|2023-RS|,To modify the approval process requirements for the First Responders Honor Board,0,"upgraded, deals with changing requirements of nom to hon board"
WV,HB3254,2023_2024|2023-RS|,Establishing the Hershel “Woody” Williams State Military Funeral Honor Guard,1,"tricky, but kept as C (establishing mil funeral honor guard)"
WV,HB4254,2023_2024|2024-RS|,"To create a bill to designate February 3 as “Freedom Day,” to memorialize the February 3, 1865 Act by the Legislature that abolished slavery in West Virginia.",1,commem day
WV,HB4341,2023_2024|2024-RS|,"Establishing a State Military Funeral Honor Guard in honor of Hershel “Woody” Williams, known as the Hershel “Woody” Williams State Military Funeral Honor Guard",1,"tricky, but kept as C (establishing mil funeral honor guard + renamed)"
WV,HB5290,2023_2024|2024-RS|,To create “Holocaust Education Week”,1,commem week
WY,HB0067,2023_2024|2023-RS|AN ACT relating to motor vehicles; providing for a decal designating a woman veteran to attach to a veteran's special license plate; making clarifying amendments; providing for a decal fee; and providing for an effective date.,,0,"upgraded, giving group fee $ and ""clarifying amendments"""
WY,HB0198,2023_2024|2023-RS|AN ACT relating to cities and towns; authorizing the city clerk to name a designee to serve as ex officio clerk of the civil service commission within the clerk's incorporated municipality; and providing for an effective date.,,0,"upgraded, deals with city clerk designations"
WY,SF0058,2023_2024|2023-RS|AN ACT relating to state lands; designating Sutton archaeological site as a state archaeological site; requiring the department of state parks and cultural resources to manage the Sutton archaeological site; and providing for an effective date.,,0,"upgraded, requiring state to help finance this site"
WY,SF0067,2023_2024|2023-RS|AN ACT relating to motor vehicles; allowing a person with a disability to be issued a special license plate with a disabled designation for a multipurpose vehicle; specifying that a distinctive symbol may be used on a disabled license plate to designate vehicle type; and providing for an effective date.,,0,"upgraded, deals with disabled peoples' lic plates/vehicles"
WY,SF0095,2023_2024|2023-RS|AN ACT relating to legal time and holidays; designating Moon Landing Day as a state recognized commemorative day to be observed as specified; and providing for an effective date.,,1,commemorative day
WY,HB0054,2023_2024|2024-RS|AN ACT relating to legal time and holidays; designating Wyoming Reads Day as a state recognized commemorative day to be observed as specified; and providing for an effective date.,,1,commemorative day
WY,HB0172,2023_2024|2024-RS|AN ACT relating to highways; designating Wyoming state highway 24 as the Purple Heart Memorial Trail; requiring signage; and providing for an effective date.,,1,designating highway
WY,SF0082,2023_2024|2024-RS|AN ACT relating to education; modifying the duties of the state board of education in approval of alternative scheduling for a school year; reducing the minimum number of class days required for public schools; reducing the number of professional development days for public schools as specified; requiring the school year to begin after Labor Day and recess prior to Memorial Day except as specified; and providing for an effective date.,,0,"upgraded, deals with Education Dept changing dates"
