bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
S.B. 133,2024-RS,"Sen. Bramble, Curtis S.","Rep. Eliason, Steve",Andrea Valenti Arthur,,"14 Mar 2024, Governor Signed",Electronic Cigarette and Other Nicotine Product Amendments,This bill modifies provisions relating to the retail sale of electronic cigarettes and other nicotine products.,,https://le.utah.gov/~2024/bills/static/SB0133.html
S.B. 134,2024-RS,"Sen. Harper, Wayne A.","Rep. Watkins, Christine F.",Alan Houston,,"14 Mar 2024, Governor Signed",Child Welfare Amendments,This bill amends provisions relating to child welfare.,,https://le.utah.gov/~2024/bills/static/SB0134.html
S.B. 135,2024-RS,"Sen. Harper, Wayne A.","Rep. Christofferson, Kay J.",Kurt P. Gasser,,"20 Mar 2024, Governor Signed",Advanced Air Mobility and Aeronautics Amendments,This bill amends provision related to aeronautics and advanced air mobility systems.,,https://le.utah.gov/~2024/bills/static/SB0135.html
S.B. 136,2024-RS,"Sen. Bramble, Curtis S.","Rep. Birkeland, Kera",Christopher Williams,,"19 Mar 2024, Governor Signed",Reauthorization of Administrative Rules,This bill reauthorizes all state agency administrative rules.,,https://le.utah.gov/~2024/bills/static/SB0136.html
S.B. 137,2024-RS,"Sen. Fillmore, Lincoln","Rep. Peterson, Karen M.",Jeff Van Hulten,,"20 Mar 2024, Governor Signed",Teacher Empowerment,This bill amends or creates several programs to better empower and retain teachers in the state.,,https://le.utah.gov/~2024/bills/static/SB0137.html
S.B. 138,2024-RS,"Sen. Riebe, Kathleen A.","Rep. Pierucci, Candice B.",Jeff Van Hulten,,"1 Mar 2024, Senate/ filed",High-need School Amendments,This bill provides for grants to local education agencies to employ additional educators in high-need schools.,,https://le.utah.gov/~2024/bills/static/SB0138.html
S.B. 139,2024-RS,"Sen. Pitcher, Stephanie","Rep. Abbott, Nelson T.",Greg Gunn,,"13 Mar 2024, Governor Signed",Competency Amendments,This bill amends provisions related to involuntary administration of antipsychotic medication.,,https://le.utah.gov/~2024/bills/static/SB0139.html
S.B. 140,2024-RS,"Sen. Harper, Wayne A.", ,Andrea Valenti Arthur,,"1 Mar 2024, Senate/ filed",Utah Retirement System Amendments,This bill modifies the contribution provisions of the New Public Employees' Tier II Contributory Retirement Act.,,https://le.utah.gov/~2024/bills/static/SB0140.html
S.B. 141,2024-RS,"Sen. Escamilla, Luz","Rep. Pierucci, Candice B.",Christopher Williams,,"1 Mar 2024, Senate/ filed",Family Health Services Amendments,This bill enacts provisions related to child and maternal health services.,,https://le.utah.gov/~2024/bills/static/SB0141.html
S.B. 142,2024-RS,"Sen. Pitcher, Stephanie", ,Andrea Valenti Arthur,,"1 Mar 2024, Senate/ filed",Lawn Equipment Tax Credit Amendments,"This bill creates a nonrefundable income tax credit for sales of new, electric-powered lawn equipment.",,https://le.utah.gov/~2024/bills/static/SB0142.html
S.B. 143,2024-RS,"Sen. Balderree, Heidi","Rep. Burton, Jefferson S.",Tyler Moore,,"13 Mar 2024, Governor Signed",Military Occupational Licensing Renewal Amendments,This bill addresses professional or occupational license requirements for service members.,,https://le.utah.gov/~2024/bills/static/SB0143.html
S.B. 144,2024-RS,"Sen. Millner, Ann","Rep. Hawkins, Jon",RuthAnne Oakey-Frost,,"18 Mar 2024, Governor Signed",Public Art Funding Amendments,This bill creates a state matching program for local installation of public art.,,https://le.utah.gov/~2024/bills/static/SB0144.html
S.B. 145,2024-RS,"Sen. McCay, Daniel","Rep. Brammer, Brady",Scott Elder,,"18 Mar 2024, Governor Signed",Utility Easements Amendments,This bill modifies provisions related to the marking of utilities.,,https://le.utah.gov/~2024/bills/static/SB0145.html
S.B. 146,2024-RS,"Sen. Grover, Keith", ,Gus Harb,,"1 Mar 2024, Senate/ filed",Property Tax Offset Amendments,This bill provides for the offsetting of property tax liability.,,https://le.utah.gov/~2024/bills/static/SB0146.html
S.B. 147,2024-RS,"Sen. Wilson, Chris H.","Rep. Burton, Jefferson S.",Alan Houston,,"14 Mar 2024, Governor Signed",Adoption Revisions,This bill addresses adoptions.,,https://le.utah.gov/~2024/bills/static/SB0147.html
S.B. 148,2024-RS,"Sen. Harper, Wayne A.","Rep. Brooks, Walt",Gus Harb,,"20 Mar 2024, Governor Signed",Aircraft Property Tax Amendments,This bill modifies provisions related to property tax assessment for aircrafts.,,https://le.utah.gov/~2024/bills/static/SB0148.html
S.B. 149,2024-RS,"Sen. Cullimore, Kirk A.","Rep. Moss, Jefferson",Scott Elder,,"13 Mar 2024, Governor Signed",Artificial Intelligence Amendments,This bill creates the Artificial Intelligence Policy Act.,,https://le.utah.gov/~2024/bills/static/SB0149.html
S.B. 150,2024-RS,"Sen. Weiler, Todd D.","Rep. Teuscher, Jordan D.",Thomas R. Vaughn,,"21 Mar 2024, Governor Signed",Exercise of Religion Amendments,This bill provides legal protections related to an individual's exercise of religion.,,https://le.utah.gov/~2024/bills/static/SB0150.html
S.B. 151,2024-RS,"Sen. Bramble, Curtis S.","Rep. Walter, R. Neil",Austin Weenig,,"13 Mar 2024, Governor Signed",Fraudulent Deed Amendments,This bill addresses requirements for the net worth of agency insurance producers.,,https://le.utah.gov/~2024/bills/static/SB0151.html
S.B. 152,2024-RS,"Sen. Bramble, Curtis S.","Rep. Birkeland, Kera",Christopher Williams,,"1 Mar 2024, Senate/ filed",Cost Sharing Amendments,This bill enacts provisions related to health benefit plan cost sharing.,,https://le.utah.gov/~2024/bills/static/SB0152.html
S.B. 153,2024-RS,"Sen. Blouin, Nate", ,Kurt P. Gasser,,"1 Mar 2024, Senate/ filed",Idling Amendments,This bill allows a local highway authority to enact an ordinance to prohibit or restrict certain commercial vehicles from idling.,,https://le.utah.gov/~2024/bills/static/SB0153.html
S.B. 154,2024-RS,"Sen. McKell, Michael K.","Rep. Brammer, Brady",Alan Houston,,"18 Mar 2024, Governor Signed",Independent Entities Amendments,This bill addresses independent entities.,,https://le.utah.gov/~2024/bills/static/SB0154.html
S.B. 155,2024-RS,"Sen. Harper, Wayne A.","Rep. Christofferson, Kay J.",Kami Orton,,"1 Mar 2024, Senate/ filed",Road Usage Charge Program Amendments,"This bill makes changes to Title 41, Motor Vehicles, and Title 72, Transportation Code, regarding alternative fuel vehicles.",,https://le.utah.gov/~2024/bills/static/SB0155.html
S.B. 156,2024-RS,"Sen. McKell, Michael K.","Rep. Albrecht, Carl R.",Patricia Owen,,"13 Mar 2024, Governor Signed",Tax Modifications,This bill addresses radioactive waste facilities and management.,,https://le.utah.gov/~2024/bills/static/SB0156.html
S.B. 157,2024-RS,"Sen. McKell, Michael K.", ,Alan Houston,,"1 Mar 2024, Senate/ filed",Civil Commitment Hearings Amendments,This bill amends the procedures related to involuntary commitment.,,https://le.utah.gov/~2024/bills/static/SB0157.html
S.B. 158,2024-RS,"Sen. Grover, Keith","Rep. Clancy, Tyler",Alan Houston,,"18 Mar 2024, Governor Signed",Youth Service Organizations,This bill addresses requirements for certain organizations that hire individuals or use volunteers to care for or supervise children.,,https://le.utah.gov/~2024/bills/static/SB0158.html
S.B. 159,2024-RS,"Sen. Buxton, David G.","Rep. Welton, Douglas R.",Jeff Van Hulten,,"18 Mar 2024, Governor Signed",Public School Discipline and Conduct Plans Amendments,This bill creates the Strategic Tiered Engagement for Positive Schooling Pilot Program to address school discipline and conduct issues.,,https://le.utah.gov/~2024/bills/static/SB0159.html
S.B. 160,2024-RS,"Sen. Weiler, Todd D.","Rep. Clancy, Tyler",Eric N. Weeks,,"13 Mar 2024, Governor Signed",Indigent Defense Amendments,This bill amends provisions related to indigent defense.,,https://le.utah.gov/~2024/bills/static/SB0160.html
S.B. 161,2024-RS,"Sen. Owens, Derrin R.","Rep. Albrecht, Carl R.",Scott Elder,,"21 Mar 2024, Governor Signed",Energy Security Amendments,This bill modifies provisions related to the regulation of energy.,,https://le.utah.gov/~2024/bills/static/SB0161.html
S.B. 162,2024-RS,"Sen. Hinkins, David P.","Rep. Albrecht, Carl R.",RuthAnne Oakey-Frost,,"21 Mar 2024, Governor Signed",Rural Development Act Amendments,This bill modifies the Rural Opportunity Program.,,https://le.utah.gov/~2024/bills/static/SB0162.html
S.B. 163,2024-RS,"Sen. Stevenson, Jerry W.","Rep. Clancy, Tyler",Jacqueline Carlton,,"13 Mar 2024, Governor Signed",Expungement Revisions,This bill addresses the waiver of fees for expungement.,,https://le.utah.gov/~2024/bills/static/SB0163.html
S.B. 164,2024-RS,"Sen. Johnson, John D.","Rep. Pierucci, Candice B.",Kurt P. Gasser,,"18 Mar 2024, Governor Signed",Family Outreach Amendments,This bill establishes the Family Outreach Program.,,https://le.utah.gov/~2024/bills/static/SB0164.html
S.B. 165,2024-RS,"Sen. Harper, Wayne A.","Rep. Stenquist, Jeffrey D.",Austin Weenig,,"19 Mar 2024, Governor Signed",Title Recording Notice Requirements Amendments,This bill modifies notice requirements related to real property.,,https://le.utah.gov/~2024/bills/static/SB0165.html
S.B. 166,2024-RS,"Sen. Kennedy, Michael S.","Rep. Eliason, Steve",Christopher Williams,,"14 Mar 2024, Governor Signed",Health Benefit Amendments,This bill modifies provisions related to prescription drugs.,,https://le.utah.gov/~2024/bills/static/SB0166.html
S.B. 167,2024-RS,"Sen. Weiler, Todd D.","Rep. Loubet, Anthony E.",Eric N. Weeks,,"13 Mar 2024, Governor Signed",Court Transcript Fee Amendments,This bill modifies court transcript fees.,,https://le.utah.gov/~2024/bills/static/SB0167.html
S.B. 168,2024-RS,"Sen. Fillmore, Lincoln","Rep. Whyte, Stephen L.",RuthAnne Oakey-Frost,,"19 Mar 2024, Governor Signed",Affordable Building Amendments,This bill modifies provisions facilitating affordable housing.,,https://le.utah.gov/~2024/bills/static/SB0168.html
S.B. 169,2024-RS,"Sen. Stevenson, Jerry W.","Rep. Peterson, Val L.",Alan Houston,,"21 Mar 2024, Governor Signed",Military Installation Development Authority Modifications,This bill amends provisions concerning the Military Installation Development Authority.,,https://le.utah.gov/~2024/bills/static/SB0169.html
S.B. 170,2024-RS,"Sen. Ipson, Don L.", ,Ryan C. Williams,,"1 Mar 2024, Senate/ filed",Clean Truck Incentive Program,This bill creates the Clean Truck Incentive Program.,,https://le.utah.gov/~2024/bills/static/SB0170.html
S.B. 171,2024-RS,"Sen. Kwan, Karen","Rep. Stoddard, Andrew",Robert H. Rees,,"19 Mar 2024, Governor Signed",Municipal Rental Dwelling Licensing Amendments,This bill modifies provisions of the municipal code regarding rental dwellings.,,https://le.utah.gov/~2024/bills/static/SB0171.html
S.B. 172,2024-RS,"Sen. Bramble, Curtis S.", ,Patricia Owen,,"1 Mar 2024, Senate/ filed",Protection Areas Revisions,This bill modifies provisions related to statutorily protected areas.,,https://le.utah.gov/~2024/bills/static/SB0172.html
S.B. 173,2024-RS,"Sen. Fillmore, Lincoln","Rep. Peterson, Karen M.",Jeff Van Hulten,,"18 Mar 2024, Governor Signed",Market Informed Compensation for Teachers,This bill amends and creates programs to enhance teacher salary supplement opportunities.,,https://le.utah.gov/~2024/bills/static/SB0173.html
S.B. 174,2024-RS,"Sen. Pitcher, Stephanie","Rep. Clancy, Tyler",Michael Cipriano,,"19 Mar 2024, Governor Signed",Safe Leave Amendments,This bill addresses paid leave for certain state employees.,,https://le.utah.gov/~2024/bills/static/SB0174.html
S.B. 175,2024-RS,"Sen. Escamilla, Luz","Rep. Peterson, Thomas W.",RuthAnne Oakey-Frost,,"21 Mar 2024, Governor Signed",Designation of Ballet West's the Nutcracker as a State Landmark,This bill designates a living historic landmark.,,https://le.utah.gov/~2024/bills/static/SB0175.html
S.B. 176,2024-RS,"Sen. Escamilla, Luz","Rep. Spendlove, Robert M.",RuthAnne Oakey-Frost,,"1 Mar 2024, Senate/ filed",Child Care Services Amendments,This bill enacts the Child Care Capacity Expansion Act.,,https://le.utah.gov/~2024/bills/static/SB0176.html
S.B. 177,2024-RS,"Sen. Kennedy, Michael S.","Rep. Walter, R. Neil",Jeff Van Hulten,,"21 Mar 2024, Governor Signed",Absenteeism Prevention Amendments,This bill allows a school age child's grade to include attendance under certain circumstances.,,https://le.utah.gov/~2024/bills/static/SB0177.html
S.B. 178,2024-RS,"Sen. Grover, Keith", ,Michael Cipriano,,"1 Mar 2024, Senate/ filed",Election Funding Amendments,This bill addresses election funding.,,https://le.utah.gov/~2024/bills/static/SB0178.html
S.B. 179,2024-RS,"Sen. Harper, Wayne A.","Rep. Christofferson, Kay J.",Kurt P. Gasser,,"21 Mar 2024, Governor Signed",Transportation Amendments,"This bill amends provisions related to transportation including a prohibition on the storage of certain dangerous materials beneath or near certain transportation facilities, and makes technical corrections and changes.",,https://le.utah.gov/~2024/bills/static/SB0179.html
S.B. 180,2024-RS,"Sen. Plumb, Jen","Rep. Loubet, Anthony E.",Jacqueline Carlton,,"13 Mar 2024, Governor Signed",Court Jurisdiction Modifications,This bill addresses the jurisdiction of the juvenile and justice courts.,,https://le.utah.gov/~2024/bills/static/SB0180.html
S.B. 181,2024-RS,"Sen. Escamilla, Luz","Rep. Watkins, Christine F.",Christopher Williams,,"14 Mar 2024, Senate/ enrolled bill to Printing",Native American Health Amendments,This bill requires the Department of Health and Human Service to apply for a Medicaid waiver related to traditional healing services.,,https://le.utah.gov/~2024/bills/static/SB0181.html
S.B. 182,2024-RS,"Sen. Harper, Wayne A.","Rep. Eliason, Steve",Andrea Valenti Arthur,,"14 Mar 2024, Governor Signed",Property Tax Assessment Amendments,This bill modifies provisions related to property tax assessment.,,https://le.utah.gov/~2024/bills/static/SB0182.html
S.B. 183,2024-RS,"Sen. McCay, Daniel","Rep. Pierucci, Candice B.",Michael Cipriano,,"1 Mar 2024, Senate/ filed",Lobbyist Activities Amendments,This bill addresses communications with an elected official's employer.,,https://le.utah.gov/~2024/bills/static/SB0183.html
S.B. 184,2024-RS,"Sen. Riebe, Kathleen A.", ,Eric N. Weeks,,"1 Mar 2024, Senate/ filed",Expungement of Eviction Amendments,This bill amends provisions related to expunging an eviction by petition.,,https://le.utah.gov/~2024/bills/static/SB0184.html
S.B. 185,2024-RS,"Sen. Vickers, Evan J.","Rep. Musselman, Calvin R.",Austin Weenig,,"18 Mar 2024, Governor Signed",Residential Building Inspection Amendments,This bill amends provisions relating to building inspectors.,,https://le.utah.gov/~2024/bills/static/SB0185.html
S.B. 186,2024-RS,"Sen. McCay, Daniel","Rep. Wilcox, Ryan D.",Thomas R. Vaughn,,"18 Mar 2024, Governor Signed",State Commemorative Period Amendments,This bill amends provisions related to commemorative periods.,,https://le.utah.gov/~2024/bills/static/SB0186.html
S.B. 187,2024-RS,"Sen. Cullimore, Kirk A.","Rep. Brammer, Brady",Tyler Moore,,"13 Mar 2024, Governor Signed",Utah Fair Housing Act Amendments,This bill requires a good faith effort in resolving matters before the Labor Commission under the Utah Fair Housing Act.,,https://le.utah.gov/~2024/bills/static/SB0187.html
S.B. 188,2024-RS,"Sen. Bramble, Curtis S.","Rep. Brammer, Brady",Austin Weenig,,"13 Mar 2024, Governor Signed",Professional Licensing Revisions,This bill modifies provisions related to professional licensing.,,https://le.utah.gov/~2024/bills/static/SB0188.html
S.B. 189,2024-RS,"Sen. Harper, Wayne A.", ,Scott Elder,,"1 Mar 2024, Senate/ filed",Net Metering Energy Amendments,This bill modifies provisions regarding the net metering of electricity.,,https://le.utah.gov/~2024/bills/static/SB0189.html
S.B. 190,2024-RS,"Sen. Wilson, Chris H.","Rep. Eliason, Steve",Robert H. Rees,,"21 Mar 2024, Governor Vetoed",Higher Education Development Areas Study,This bill modifies provisions relating to the development of property owned by certain higher education institutions.,,https://le.utah.gov/~2024/bills/static/SB0190.html
S.B. 191,2024-RS,"Sen. Blouin, Nate","Rep. Briscoe, Joel K.",Scott Elder,,"1 Mar 2024, Senate/ filed",Grid Enhancing Technologies,This bill creates a grid enhancing technologies program.,,https://le.utah.gov/~2024/bills/static/SB0191.html
S.B. 192,2024-RS,"Sen. Millner, Ann","Rep. Peterson, Karen M.",Jeff Van Hulten,,"18 Mar 2024, Governor Signed",Higher Education Amendments,"This bill amends funding metrics, requirements and governance, and updates general code language.",,https://le.utah.gov/~2024/bills/static/SB0192.html
S.B. 193,2024-RS,"Sen. Pitcher, Stephanie","Rep. Loubet, Anthony E.",Tyler Moore,,"13 Mar 2024, Governor Signed",Arbitration Amendments,This bill makes changes to the use of arbitration in cases involving a third party motor vehicle accident.,,https://le.utah.gov/~2024/bills/static/SB0193.html
S.B. 194,2024-RS,"Sen. McKell, Michael K.","Rep. Teuscher, Jordan D.",Scott Elder,,"13 Mar 2024, Governor Signed",Social Media Regulation Amendments,This bill enacts provisions related to age verification and protecting minors in the Utah Minor Protection in Social Media Act (Act).,,https://le.utah.gov/~2024/bills/static/SB0194.html
S.B. 195,2024-RS,"Sen. McCay, Daniel","Rep. Hawkins, Jon",Patricia Owen,,"1 Mar 2024, Senate/ filed",Golf Course Amendments,This bill addresses water use by and management of golf courses.,,https://le.utah.gov/~2024/bills/static/SB0195.html
S.B. 196,2024-RS,"Sen. Blouin, Nate", ,Patricia Owen,,"1 Mar 2024, Senate/ filed",Great Salt Lake Amendments,This bill addresses the Great Salt Lake Commissioner.,,https://le.utah.gov/~2024/bills/static/SB0196.html
S.B. 197,2024-RS,"Sen. Weiler, Todd D.","Rep. Gricius, Stephanie",Greg Gunn,,"14 Mar 2024, Governor Signed",Medicaid Reimbursement Rate Amendments,This bill addresses Medicaid provider rates.,,https://le.utah.gov/~2024/bills/static/SB0197.html
S.B. 198,2024-RS,"Sen. Stevenson, Jerry W.","Rep. Teuscher, Jordan D.",Robert H. Rees,,"13 Mar 2024, Governor Signed",Point of the Mountain State Land Authority Amendments,This bill modifies provisions relating to the Point of the Mountain State Land Authority.,,https://le.utah.gov/~2024/bills/static/SB0198.html
S.B. 199,2024-RS,"Sen. Bramble, Curtis S.","Rep. Hall, Katy",Christopher Williams,,"14 Mar 2024, Governor Signed",Placental Tissue Amendments,This bill requires certain health care providers to provide certain disclosures when administering a treatment using placental stem cells.,,https://le.utah.gov/~2024/bills/static/SB0199.html
S.B. 200,2024-RS,"Sen. McKell, Michael K.","Rep. Lisonbee, Karianne",Shad Larson,,"13 Mar 2024, Governor Signed",State Commission on Criminal and Juvenile Justice Amendments,"This bill amends provisions regarding the State Commission on Criminal and Juvenile Justice, including the establishment of the Sentencing Commission.",,https://le.utah.gov/~2024/bills/static/SB0200.html
S.B. 201,2024-RS,"Sen. Vickers, Evan J.","Rep. Musselman, Calvin R.",Robert H. Rees,,"21 Mar 2024, Governor Signed",Municipal Incorporation Modifications,This bill modifies provisions relating to municipal incorporations.,,https://le.utah.gov/~2024/bills/static/SB0201.html
S.B. 202,2024-RS,"Sen. McKell, Michael K.","Rep. Abbott, Nelson T.",Tyler Moore,,"13 Mar 2024, Governor Signed",Regulations for Legal Services,This bill amends provisions relating to lawyer referral consultants.,,https://le.utah.gov/~2024/bills/static/SB0202.html
S.B. 203,2024-RS,"Sen. Sandall, Scott D.","Rep. Watkins, Christine F.",Patricia Owen,,"1 Mar 2024, Senate/ filed",Drinking Water Amendments,This bill modifies the Safe Drinking Water Act to address fees.,,https://le.utah.gov/~2024/bills/static/SB0203.html
S.B. 204,2024-RS,"Sen. Harper, Wayne A.","Rep. Moss, Carol S.",Austin Weenig,,"21 Mar 2024, Governor Signed",Condominium and Community Association Amendments,This bill amends provisions relating to homeowners' associations.,,https://le.utah.gov/~2024/bills/static/SB0204.html
S.B. 205,2024-RS,"Sen. Cullimore, Kirk A.","Rep. Lisonbee, Karianne",Jeff Van Hulten,,"21 Mar 2024, Governor Signed",Child Sexual Abuse Prevention Amendments,This bill amends the options to provide instruction on child sexual abuse and human trafficking.,,https://le.utah.gov/~2024/bills/static/SB0205.html
S.B. 206,2024-RS,"Sen. Millner, Ann","Rep. Peterson, Val L.",RuthAnne Oakey-Frost,,"18 Mar 2024, Governor Signed",Young Adult Service Fellowship,This bill creates the One Utah Service Fellowship Program.,,https://le.utah.gov/~2024/bills/static/SB0206.html
S.B. 207,2024-RS,"Sen. Vickers, Evan J.","Rep. Eliason, Steve",Greg Gunn,,"13 Mar 2024, Governor Signed",Pharmacy Practice Act Amendments,This bill amends provisions related to the licensure of pharmacies.,,https://le.utah.gov/~2024/bills/static/SB0207.html
S.B. 208,2024-RS,"Sen. Harper, Wayne A.","Rep. Whyte, Stephen L.",Kurt P. Gasser,,"21 Mar 2024, Governor Signed",Housing and Transit Reinvestment Zone Amendments,This bill amends provisions related to housing and transit reinvestment zones.,,https://le.utah.gov/~2024/bills/static/SB0208.html
S.B. 209,2024-RS,"Sen. McCay, Daniel", ,Thomas R. Vaughn,,"1 Mar 2024, Senate/ filed",Election Provisions,This bill amends provisions relating to a write-in candidate.,,https://le.utah.gov/~2024/bills/static/SB0209.html
S.B. 210,2024-RS,"Sen. Bramble, Curtis S.","Rep. Dunnigan, James A.",Christopher Williams,,"1 Mar 2024, Senate/ filed",Optometrist Practice Amendments,This bill allows an optometrist to perform certain laser procedures.,,https://le.utah.gov/~2024/bills/static/SB0210.html
S.B. 211,2024-RS,"Sen. Adams, J. Stuart","Rep. Schultz, Mike",Patricia Owen,,"21 Mar 2024, Governor Signed",Generational Water Infrastructure Amendments,This bill addresses the development of water resources.,,https://le.utah.gov/~2024/bills/static/SB0211.html
S.B. 212,2024-RS,"Sen. Plumb, Jen","Rep. Watkins, Christine F.",Alan Houston,,"14 Mar 2024, Governor Signed",Substance Use Treatment in Correctional Facilities,This bill allows the Department of Corrections to cooperate with medical personnel to provide medication assisted treatment to inmates who had an active medication assisted treatment plan prior to incarceration.,,https://le.utah.gov/~2024/bills/static/SB0212.html
S.B. 213,2024-RS,"Sen. Cullimore, Kirk A.","Rep. Lisonbee, Karianne",Jacqueline Carlton,,"19 Mar 2024, Governor Signed",Criminal Justice Modifications,This bill amends provisions related to the criminal justice system.,,https://le.utah.gov/~2024/bills/static/SB0213.html
S.B. 214,2024-RS,"Sen. Hinkins, David P.","Rep. Lee, Trevor ",Scott Elder,,"13 Mar 2024, Governor Signed",Community Renewable Energy Amendments,This bill removes a provision related to the community renewable energy program.,,https://le.utah.gov/~2024/bills/static/SB0214.html
S.B. 215,2024-RS,"Sen. Wilson, Chris H.","Rep. Eliason, Steve",Tyler Moore,,"13 Mar 2024, Governor Signed",Motor Vehicle Consumer Data Protection,This bill enacts provisions related to motor vehicle consumer data protection.,,https://le.utah.gov/~2024/bills/static/SB0215.html
S.B. 216,2024-RS,"Sen. McCay, Daniel", ,Jeff Van Hulten,,"1 Mar 2024, Senate/ filed",Public School Schedule Amendments,This bill requires a local education agency (LEA) to use semesters or quarter for the LEA's school schedule.,,https://le.utah.gov/~2024/bills/static/SB0216.html
S.B. 217,2024-RS,"Sen. Fillmore, Lincoln","Rep. Defay, Ariel",Mike Curtis,,"21 Mar 2024, Governor Signed",School District Bonding Amendments,This bill requires school districts to update information regarding the district's bond debt at certain intervals.,,https://le.utah.gov/~2024/bills/static/SB0217.html
S.B. 218,2024-RS,"Sen. Weiler, Todd D.", ,Jackie Rogers,,"1 Mar 2024, Senate/ filed",Genetic Genealogy Amendments,This bill concerns genetic genealogy.,,https://le.utah.gov/~2024/bills/static/SB0218.html
S.B. 219,2024-RS,"Sen. Kennedy, Michael S.","Rep. Birkeland, Kera",Mike Curtis,,"21 Mar 2024, Governor Signed",School Activity Eligibility Commission Modifications,This bill amends provisions related to the operation of the School Activity Eligibility Commission.,,https://le.utah.gov/~2024/bills/static/SB0219.html
S.B. 220,2024-RS,"Sen. Millner, Ann","Rep. Hall, Katy",Rhonda Bailey,,"21 Mar 2024, Governor Signed",School Readiness Amendments,This bill amends provisions of preschool programs.,,https://le.utah.gov/~2024/bills/static/SB0220.html
S.B. 221,2024-RS,"Sen. Grover, Keith","Rep. Pulsipher, Susan",Rhonda Bailey,,"21 Mar 2024, Governor Signed",School District Amendments,This bill amends and creates certain processes and requirements regarding school district creation.,,https://le.utah.gov/~2024/bills/static/SB0221.html
S.B. 222,2024-RS,"Sen. McKell, Michael K.","Rep. Burton, Jefferson S.",Ryan C. Williams,,"13 Mar 2024, Governor Signed",Egg Production Amendments,This bill modifies provisions related to the confinement of egg-laying hens.,,https://le.utah.gov/~2024/bills/static/SB0222.html
S.B. 223,2024-RS,"Sen. Plumb, Jen","Rep. Gricius, Stephanie",RuthAnne Oakey-Frost,,"21 Mar 2024, Governor Signed",Youth Fee Waiver Amendments,"This bill requires that certain fees be waived for an individual who is under the age of 26 and is a foster child, former foster child, or individual experiencing homelessness.",,https://le.utah.gov/~2024/bills/static/SB0223.html
S.B. 224,2024-RS,"Sen. Sandall, Scott D.","Rep. Albrecht, Carl R.",Scott Elder,,"13 Mar 2024, Governor Signed",Energy Independence Amendments,This bill modifies provisions related to planning and cost recovery for certain energy resource decisions and allows an electrical corporation to establish a Utah fire fund.,,https://le.utah.gov/~2024/bills/static/SB0224.html
S.B. 225,2024-RS,"Sen. Bramble, Curtis S.","Rep. Thurston, Norman K",Gus Harb,,"21 Mar 2024, Governor Signed",School District Boundary Amendments,This bill modifies provisions related to school district boundaries.,,https://le.utah.gov/~2024/bills/static/SB0225.html
S.B. 226,2024-RS,"Sen. Johnson, John D.", ,Scott Elder,,"1 Mar 2024, Senate/ filed",School of General Education Act,This bill modifies higher education general education requirements by establishing an independent School of General Education within the University of Utah.,,https://le.utah.gov/~2024/bills/static/SB0226.html
S.B. 227,2024-RS,"Sen. Harper, Wayne A.","Rep. Musselman, Calvin R.",Michael Cipriano,,"21 Mar 2024, Governor Signed",Boards and Commissions Revisions,This bill modifies provisions related to boards and commissions.,,https://le.utah.gov/~2024/bills/static/SB0227.html
S.B. 228,2024-RS,"Sen. Weiler, Todd D.","Rep. Ivory, Ken",Alan Houston,,"13 Mar 2024, Governor Signed",Protective Order Amendments,This bill addresses cohabitant abuse protective orders.,,https://le.utah.gov/~2024/bills/static/SB0228.html
S.B. 229,2024-RS,"Sen. Bramble, Curtis S.","Rep. Gricius, Stephanie",Alan Houston,,"14 Mar 2024, Governor Signed",Health and Human Services Licensing Amendments,"This bill consolidates and amends provisions relating to the  licenses, certificates, and certifications issued by the Department of Health and Human Services.",,https://le.utah.gov/~2024/bills/static/SB0229.html
S.B. 230,2024-RS,"Sen. Weiler, Todd D.","Rep. Pierucci, Candice B.",Robert H. Rees,,"21 Mar 2024, Governor Signed",State Purchasing Amendments,This bill modifies procurement provisions relating to procurements for a presidential debate.,,https://le.utah.gov/~2024/bills/static/SB0230.html
S.B. 231,2024-RS,"Sen. McCay, Daniel","Rep. Wilcox, Ryan D.",Jackie Rogers,,"13 Mar 2024, Governor Signed",Public Surveillance Prohibition Amendments,This bill prohibits a governmental entity from obtaining certain types of surveillance information.,,https://le.utah.gov/~2024/bills/static/SB0231.html
S.B. 232,2024-RS,"Sen. Winterton, Ronald M.", ,Tyler Moore,,"1 Mar 2024, Senate/ filed",Minor Data Protection Amendments,This bill modifies the Protection of Personal Information Act.,,https://le.utah.gov/~2024/bills/static/SB0232.html
S.B. 233,2024-RS,"Sen. Escamilla, Luz","Rep. Ward, Raymond P.",Christopher Williams,,"13 Mar 2024, Governor Signed",Medical Cannabis Amendments,This bill modifies provisions related to medical cannabis.,,https://le.utah.gov/~2024/bills/static/SB0233.html
S.B. 234,2024-RS,"Sen. McKell, Michael K.","Rep. Brammer, Brady",Tyler Moore,,"13 Mar 2024, Governor Signed",Mortgage Commission,This bill makes changes to the Utah Residential Mortgage Practices and Licensing Act.,,https://le.utah.gov/~2024/bills/static/SB0234.html
S.B. 235,2024-RS,"Sen. Harper, Wayne A.","Rep. Christofferson, Kay J.",Kami Orton,,"21 Mar 2024, Governor Signed",Railroad Amendments,This bill establishes a rail ombudsman.,,https://le.utah.gov/~2024/bills/static/SB0235.html
