bill_number,session,session_year,session_type,chamber,action_date,action,journal_page,order
HB1450,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1450,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1451,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1451,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1451,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1451,102nd,2024,RS,,2024-02-01,Referred: Transportation Infrastructure(H),H 421,4
HB1451,102nd,2024,RS,,2024-02-07,Public Hearing Completed (H),,5
HB1451,102nd,2024,RS,,2024-02-28,Executive Session Completed (H),,6
HB1451,102nd,2024,RS,,2024-02-28,Voted Do Pass - Consent (H),,7
HB1451,102nd,2024,RS,,2024-02-29,Reported Do Pass - Consent (H) - AYES: 10 NOES: 0 PRESENT: 0,H 711,8
HB1451,102nd,2024,RS,,2024-02-29,Referred: Consent and House Procedure(H),H 711,9
HB1451,102nd,2024,RS,,2024-03-12,Executive Session Completed (H),,10
HB1451,102nd,2024,RS,,2024-03-12,Voted Do Pass - Not Consent (H),,11
HB1451,102nd,2024,RS,,2024-03-13,Reported Do Pass - Not Consent (H) - AYES: 6 NOES: 0 PRESENT: 0,H 926,12
HB1451,102nd,2024,RS,,2024-03-26,Placed on the Informal Perfection Calendar (H),H 981,13
HB1451,102nd,2024,RS,,2024-03-26,Placed Back on Formal Perfection Calendar (H),H 989,14
HB1451,102nd,2024,RS,,2024-04-03,Placed on the Informal Perfection Calendar (H),H 1197,15
HB1451,102nd,2024,RS,,2024-04-15,Placed Back on Formal Perfection Calendar (H),H 1400,16
HB1451,102nd,2024,RS,,2024-04-16,Placed on the Informal Perfection Calendar (H),H 1412,17
HB1451,102nd,2024,RS,,2024-05-02,Placed Back on Formal Perfection Calendar (H),H 1584,18
HB1452,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1452,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1452,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1452,102nd,2024,RS,,2024-02-29,Referred: General Laws(H),H 707,4
HB1452,102nd,2024,RS,,2024-03-05,Public Hearing Completed (H),,5
HB1452,102nd,2024,RS,,2024-03-12,Executive Session Completed (H),,6
HB1452,102nd,2024,RS,,2024-03-12,Voted Do Pass (H),,7
HB1453,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1453,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1453,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1453,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1454,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1454,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1454,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1454,102nd,2024,RS,,2024-01-04,Referred: Judiciary(H),H 213,4
HB1454,102nd,2024,RS,,2024-01-31,Public Hearing Completed (H),,5
HB1455,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1455,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1455,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1455,102nd,2024,RS,,2024-01-04,Referred: Special Committee on Small Business(H),H 213,4
HB1456,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1456,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1456,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1456,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1457,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1457,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1457,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1457,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1458,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1458,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1458,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1458,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1459,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1459,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1459,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1459,102nd,2024,RS,,2024-02-15,Referred: Transportation Infrastructure(H),H 541,4
HB1459,102nd,2024,RS,,2024-02-21,Public Hearing Completed (H),,5
HB1459,102nd,2024,RS,,2024-02-28,Executive Session Completed (H),,6
HB1459,102nd,2024,RS,,2024-02-28,Voted Do Pass - Consent (H),,7
HB1459,102nd,2024,RS,,2024-02-29,Reported Do Pass - Consent (H) - AYES: 11 NOES: 0 PRESENT: 0,H 711,8
HB1459,102nd,2024,RS,,2024-02-29,Referred: Consent and House Procedure(H),H 711,9
HB1459,102nd,2024,RS,,2024-03-12,Executive Session Completed (H),,10
HB1459,102nd,2024,RS,,2024-03-12,Voted Do Pass - Consent (H),,11
HB1459,102nd,2024,RS,,2024-03-13,Reported Do Pass - Consent (H) - AYES: 6 NOES: 0 PRESENT: 0,H 926,12
HB1459,102nd,2024,RS,,2024-03-27,Perfected by Consent - Pursuant to House Rules (H),H 1031,13
HB1459,102nd,2024,RS,,2024-04-10,Placed on the Informal Third Reading Calendar (H),H 1346,14
HB1459,102nd,2024,RS,,2024-04-15,Placed Back on Third Reading Calendar (H),H 1400,15
HB1459,102nd,2024,RS,,2024-04-16,Placed on the Informal Third Reading Calendar (H),H 1417,16
HB1459,102nd,2024,RS,,2024-05-02,Placed Back on Third Reading Calendar (H),H 1584,17
HB1459,102nd,2024,RS,,2024-05-06,Placed on the Informal Third Reading Calendar (H),H 1593,18
HB1460,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1460,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1460,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1460,102nd,2024,RS,,2024-01-04,Referred: Workforce and Infrastructure Development(H),H 213,4
HB1460,102nd,2024,RS,,2024-02-07,Public Hearing Completed (H),,5
HB1460,102nd,2024,RS,,2024-02-28,Executive Session Completed (H),,6
HB1460,102nd,2024,RS,,2024-02-28,Voted Do Pass - Consent (H),,7
HB1460,102nd,2024,RS,,2024-03-07,Reported Do Pass - Consent (H) - AYES: 7 NOES: 0 PRESENT: 0,H 818,8
HB1460,102nd,2024,RS,,2024-03-07,Referred: Consent and House Procedure(H),H 818,9
HB1460,102nd,2024,RS,,2024-03-12,Executive Session Completed (H),,10
HB1460,102nd,2024,RS,,2024-03-12,Voted Do Pass - Consent (H),,11
HB1460,102nd,2024,RS,,2024-03-13,Reported Do Pass - Consent (H) - AYES: 6 NOES: 0 PRESENT: 0,H 927,12
HB1460,102nd,2024,RS,,2024-03-27,Perfected by Consent - Pursuant to House Rules (H),H 1031,13
HB1460,102nd,2024,RS,,2024-04-10,Placed on the Informal Third Reading Calendar (H),H 1346,14
HB1460,102nd,2024,RS,,2024-04-15,Placed Back on Third Reading Calendar (H),H 1400,15
HB1460,102nd,2024,RS,,2024-04-16,Placed on the Informal Third Reading Calendar (H),H 1417,16
HB1460,102nd,2024,RS,,2024-05-02,Placed Back on Third Reading Calendar (H),H 1584,17
HB1460,102nd,2024,RS,,2024-05-06,Placed on the Informal Third Reading Calendar (H),H 1593,18
HB1461,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1461,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1461,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1461,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1462,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1462,102nd,2024,RS,,2024-01-03,Read First Time (H),H 12,2
HB1462,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1462,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1463,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1463,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1463,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1463,102nd,2024,RS,,2024-04-11,Referred: Transportation Accountability(H),H 1369,4
HB1464,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1464,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1464,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1464,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1465,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1465,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1465,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1465,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1466,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1466,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1466,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1466,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1467,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1467,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1467,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1467,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1468,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1468,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1468,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 178,3
HB1468,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1469,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1469,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1469,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1469,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1470,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1470,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1470,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1470,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1471,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1471,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1471,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1471,102nd,2024,RS,,2024-01-25,Referred: Government Efficiency and Downsizing(H),H 340,4
HB1471,102nd,2024,RS,,2024-02-14,"Public Hearing Scheduled, Bill not Heard (H)",,5
HB1471,102nd,2024,RS,,2024-02-21,Public Hearing Completed (H),,6
HB1471,102nd,2024,RS,,2024-03-14,Executive Session Completed (H),,7
HB1471,102nd,2024,RS,,2024-03-14,HCS Voted Do Pass (H),,8
HB1471,102nd,2024,RS,,2024-03-26,HCS Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 990,9
HB1471,102nd,2024,RS,,2024-03-28,Referred: Rules - Regulatory Oversight(H),H 1060,10
HB1471,102nd,2024,RS,,2024-04-02,Executive Session Completed (H),,11
HB1471,102nd,2024,RS,,2024-04-02,Voted Do Pass (H),,12
HB1471,102nd,2024,RS,,2024-04-03,Reported Do Pass (H) - AYES: 7 NOES: 2 PRESENT: 0,H 1270,13
HB1472,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1472,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1472,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1472,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1473,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1473,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1473,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1473,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1474,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1474,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1474,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1474,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1475,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1475,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1475,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1475,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1476,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1476,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1476,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1476,102nd,2024,RS,,2024-02-01,Referred: Crime Prevention and Public Safety(H),H 421,4
HB1476,102nd,2024,RS,,2024-03-14,Public Hearing Completed (H),,5
HB1477,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1477,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1477,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1477,102nd,2024,RS,,2024-01-18,Referred: Special Committee on Urban Issues(H),H 287,4
HB1477,102nd,2024,RS,,2024-01-23,Public Hearing Completed (H),,5
HB1477,102nd,2024,RS,,2024-01-29,Executive Session Completed (H),,6
HB1477,102nd,2024,RS,,2024-01-29,HCS Voted Do Pass (H),,7
HB1477,102nd,2024,RS,,2024-01-30,HCS Reported Do Pass (H) - AYES: 4 NOES: 0 PRESENT: 0,H 398,8
HB1477,102nd,2024,RS,,2024-02-08,Referred: Rules - Regulatory Oversight(H),H 494,9
HB1477,102nd,2024,RS,,2024-02-12,Executive Session Completed (H),,10
HB1477,102nd,2024,RS,,2024-02-12,Voted Do Pass (H),,11
HB1477,102nd,2024,RS,,2024-02-15,Reported Do Pass (H) - AYES: 8 NOES: 0 PRESENT: 0,H 544,12
HB1477,102nd,2024,RS,,2024-03-11,Placed on the Informal Perfection Calendar (H),H 833,13
HB1477,102nd,2024,RS,,2024-03-26,Placed Back on Formal Perfection Calendar (H),H 989,14
HB1477,102nd,2024,RS,,2024-04-03,Placed on the Informal Perfection Calendar (H),H 1197,15
HB1477,102nd,2024,RS,,2024-04-15,Placed Back on Formal Perfection Calendar (H),H 1400,16
HB1477,102nd,2024,RS,,2024-04-16,Placed on the Informal Perfection Calendar (H),H 1412,17
HB1477,102nd,2024,RS,,2024-05-02,Placed Back on Formal Perfection Calendar (H),H 1584,18
HB1477,102nd,2024,RS,,2024-05-07,Placed on the Informal Perfection Calendar (H),H 1663,19
HB1478,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1478,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1478,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1478,102nd,2024,RS,,2024-01-25,Referred: Financial Institutions(H),H 340,4
HB1478,102nd,2024,RS,,2024-01-30,Public Hearing Completed (H),,5
HB1478,102nd,2024,RS,,2024-02-06,Executive Session Completed (H),,6
HB1478,102nd,2024,RS,,2024-02-06,Voted Do Pass (H),,7
HB1479,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1479,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1479,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1479,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2052,4
HB1480,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1480,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1480,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1480,102nd,2024,RS,,2024-01-05,Referred: Economic Development(H),H 222,4
HB1480,102nd,2024,RS,,2024-01-17,Public Hearing Completed (H),,5
HB1480,102nd,2024,RS,,2024-02-07,Executive Session Completed (H),,6
HB1480,102nd,2024,RS,,2024-02-07,HCS Voted Do Pass (H),,7
HB1480,102nd,2024,RS,,2024-02-22,HCS Reported Do Pass (H) - AYES: 16 NOES: 0 PRESENT: 0,H 632,8
HB1480,102nd,2024,RS,,2024-02-29,Referred: Rules - Regulatory Oversight(H),H 711,9
HB1480,102nd,2024,RS,,2024-03-06,Executive Session Completed (H),,10
HB1480,102nd,2024,RS,,2024-03-06,Voted Do Pass (H),,11
HB1480,102nd,2024,RS,,2024-03-06,Reported Do Pass (H) - AYES: 8 NOES: 1 PRESENT: 0,H 791 - 792,12
HB1480,102nd,2024,RS,,2024-03-11,Placed on the Informal Perfection Calendar (H),H 833,13
HB1480,102nd,2024,RS,,2024-03-26,Placed Back on Formal Perfection Calendar (H),H 989,14
HB1480,102nd,2024,RS,,2024-04-03,Placed on the Informal Perfection Calendar (H),H 1197,15
HB1480,102nd,2024,RS,,2024-04-09,Taken Up for Perfection (H),H 1328,16
HB1480,102nd,2024,RS,,2024-04-09,Title of Bill - Agreed To,H 1328,17
HB1480,102nd,2024,RS,,2024-04-09,Laid Over (H),H 1328,18
HB1480,102nd,2024,RS,,2024-04-10,Taken Up,H 1354,19
HB1480,102nd,2024,RS,,2024-04-10,HCS Adopted (H),H 1357,20
HB1480,102nd,2024,RS,,2024-04-10,"Perfected with Amendments (H) - HA 1, HA 1 to HA 2, HA 2, as amended, adopted.",H 1357,21
HB1480,102nd,2024,RS,,2024-04-11,Referred: Fiscal Review(H),H 1368,22
HB1480,102nd,2024,RS,,2024-04-15,Executive Session Completed (H),,23
HB1480,102nd,2024,RS,,2024-04-15,Voted Do Pass (H),,24
HB1480,102nd,2024,RS,,2024-04-15,Reported Do Pass (H) - AYES: 4 NOES: 3 PRESENT: 0,H 1383 - 1384,25
HB1480,102nd,2024,RS,,2024-04-15,Placed on the Informal Third Reading Calendar (H),H 1384,26
HB1480,102nd,2024,RS,,2024-05-01,Placed Back on Third Reading Calendar (H),H 1572,27
HB1480,102nd,2024,RS,,2024-05-02,Placed on the Informal Third Reading Calendar (H),H 1581,28
HB1480,102nd,2024,RS,,2024-05-08,Placed Back on Third Reading Calendar (H),H 1707,29
HB1481,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1481,102nd,2024,RS,,2024-01-03,Read First Time (H),H 13,2
HB1481,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1481,102nd,2024,RS,,2024-01-22,Referred: Crime Prevention and Public Safety(H),H 295,4
HB1481,102nd,2024,RS,,2024-02-08,Public Hearing Completed (H),,5
HB1481,102nd,2024,RS,,2024-02-22,Executive Session Completed (H),,6
HB1481,102nd,2024,RS,,2024-02-22,HCS Voted Do Pass (H),,7
HB1481,102nd,2024,RS,,2024-02-22,HCS Reported Do Pass (H) - AYES: 17 NOES: 3 PRESENT: 0,H 632,8
HB1481,102nd,2024,RS,,2024-02-29,Referred: Rules - Regulatory Oversight(H),H 711,9
HB1481,102nd,2024,RS,,2024-03-06,Executive Session Completed (H),,10
HB1481,102nd,2024,RS,,2024-03-06,Voted Do Pass (H),,11
HB1481,102nd,2024,RS,,2024-03-06,Reported Do Pass (H) - AYES: 6 NOES: 2 PRESENT: 1,H 792,12
HB1481,102nd,2024,RS,,2024-03-25,Taken Up for Perfection (H),H 967,13
HB1481,102nd,2024,RS,,2024-03-25,Title of Bill - Agreed To,H 967,14
HB1481,102nd,2024,RS,,2024-03-25,Laid Over (H),H 967,15
HB1481,102nd,2024,RS,,2024-03-26,Placed on the Informal Perfection Calendar (H),H 981,16
HB1481,102nd,2024,RS,,2024-03-26,Taken Up,H 984,17
HB1481,102nd,2024,RS,,2024-03-26,HCS Adopted (H),H 985,18
HB1481,102nd,2024,RS,,2024-03-26,Perfected (H),H 985,19
HB1481,102nd,2024,RS,,2024-03-27,Referred: Fiscal Review(H),H 1031,20
HB1481,102nd,2024,RS,,2024-03-28,Executive Session Completed (H),,21
HB1481,102nd,2024,RS,,2024-03-28,Voted Do Pass (H),,22
HB1481,102nd,2024,RS,,2024-03-28,Reported Do Pass (H) - AYES: 4 NOES: 1 PRESENT: 0,H 1040,23
HB1481,102nd,2024,RS,,2024-03-28,Placed on the Informal Third Reading Calendar (H),H 1042,24
HB1481,102nd,2024,RS,,2024-03-28,Taken Up for Third Reading (H),H 1042,25
HB1481,102nd,2024,RS,,2024-03-28,Third Read and Passed (H) - AYES: 109 NOES: 36 PRESENT: 3,H 1045 - 1046,26
HB1481,102nd,2024,RS,,2024-03-28,Delivered to the Senate,,27
HB1481,102nd,2024,RS,,2024-04-02,Read First Time (S),S 607,28
HB1481,102nd,2024,RS,,2024-04-18,"Second read and referred: Transportation, Infrastructure and Public Safety(S)",S 715,29
HB1481,102nd,2024,RS,,2024-04-18,"Public Hearing Scheduled (S) - Wednesday, April 24, 2024, 8:00 a.m., Senate Committee Room 1.",,30
HB1481,102nd,2024,RS,,2024-04-24,Public Hearing Held (S),,31
HB1481,102nd,2024,RS,,2024-04-25,Executive Session Held (S),,32
HB1481,102nd,2024,RS,,2024-04-25,SCS Voted Do Pass (S),,33
HB1481,102nd,2024,RS,,2024-04-25,SCS Reported Do Pass (S),S 755,34
HB1481,102nd,2024,RS,,2024-04-30,Referred: Fiscal Oversight(S),S 805,35
HB1482,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1482,102nd,2024,RS,,2024-01-03,Read First Time (H),H 14,2
HB1482,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1482,102nd,2024,RS,,2024-01-05,Referred: Crime Prevention and Public Safety(H),H 222,4
HB1483,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1483,102nd,2024,RS,,2024-01-03,Read First Time (H),H 14,2
HB1483,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1483,102nd,2024,RS,,2024-02-01,Referred: Special Committee on Tourism(H),H 421,4
HB1483,102nd,2024,RS,,2024-02-06,Public Hearing Completed (H),,5
HB1483,102nd,2024,RS,,2024-02-13,Executive Session Completed (H),,6
HB1483,102nd,2024,RS,,2024-02-13,HCS Voted Do Pass (H),,7
HB1483,102nd,2024,RS,,2024-02-27,HCS Reported Do Pass (H) - AYES: 8 NOES: 0 PRESENT: 0,H 666,8
HB1483,102nd,2024,RS,,2024-02-29,Referred: Rules - Regulatory Oversight(H),H 711,9
HB1483,102nd,2024,RS,,2024-03-06,Executive Session Completed (H),,10
HB1483,102nd,2024,RS,,2024-03-06,Voted Do Pass (H),,11
HB1483,102nd,2024,RS,,2024-03-06,Reported Do Pass (H) - AYES: 7 NOES: 2 PRESENT: 0,H 792,12
HB1483,102nd,2024,RS,,2024-03-11,Placed on the Informal Perfection Calendar (H),H 833,13
HB1483,102nd,2024,RS,,2024-03-12,Taken Up for Perfection (H),H 885,14
HB1483,102nd,2024,RS,,2024-03-12,Title of Bill - Agreed To,H 885,15
HB1483,102nd,2024,RS,,2024-03-12,HCS Adopted (H),H 885,16
HB1483,102nd,2024,RS,,2024-03-12,Perfected (H),H 885,17
HB1483,102nd,2024,RS,,2024-03-13,Referred: Fiscal Review(H),H 922,18
HB1483,102nd,2024,RS,,2024-03-14,Executive Session Completed (H),,19
HB1483,102nd,2024,RS,,2024-03-14,Voted Do Pass (H),,20
HB1483,102nd,2024,RS,,2024-03-14,Reported Do Pass (H) - AYES: 4 NOES: 1 PRESENT: 0,H 936,21
HB1483,102nd,2024,RS,,2024-03-27,Placed on the Informal Third Reading Calendar (H),H 998,22
HB1483,102nd,2024,RS,,2024-03-27,Taken Up for Third Reading (H),H 1017,23
HB1483,102nd,2024,RS,,2024-03-27,Third Read and Passed (H) - AYES: 94 NOES: 50 PRESENT: 1,H 1018 - 1019,24
HB1483,102nd,2024,RS,,2024-03-27,Reported to the Senate and First Read (S),S 585,25
HB1483,102nd,2024,RS,,2024-04-18,Second read and referred: General Laws(S),S 714,26
HB1483,102nd,2024,RS,,2024-04-22,"Public Hearing Scheduled (S) - Wednesday, April 24, 2024, 8:30 a.m., Senate Lounge.",,27
HB1483,102nd,2024,RS,,2024-04-24,Public Hearing Held (S),,28
HB1483,102nd,2024,RS,,2024-05-06,"Executive Session Scheduled - Wednesday, May 8, 2024, 9:00 a.m., Senate Commiittee Room 1.",,29
HB1483,102nd,2024,RS,,2024-05-08,Executive Session Held (S),,30
HB1483,102nd,2024,RS,,2024-05-08,SCS Voted Do Pass (S),,31
HB1484,102nd,2024,RS,,2023-12-01,Prefiled (H),,1
HB1484,102nd,2024,RS,,2024-01-03,Read First Time (H),H 14,2
HB1484,102nd,2024,RS,,2024-01-04,Read Second Time (H),H 179,3
HB1484,102nd,2024,RS,,2024-01-25,Referred: General Laws(H),H 340,4
HB1484,102nd,2024,RS,,2024-02-06,Public Hearing Completed (H),,5
HB1484,102nd,2024,RS,,2024-02-20,Executive Session Completed (H),,6
HB1484,102nd,2024,RS,,2024-02-20,HCS Voted Do Pass (H),,7
HB1484,102nd,2024,RS,,2024-04-03,HCS Reported Do Pass (H) - AYES: 11 NOES: 5 PRESENT: 0,H 1268,8
HB1484,102nd,2024,RS,,2024-04-04,Referred: Rules - Regulatory Oversight(H),H 1303,9
HB1484,102nd,2024,RS,,2024-04-09,Executive Session Completed (H),,10
HB1484,102nd,2024,RS,,2024-04-09,Voted Do Pass (H),,11
HB1484,102nd,2024,RS,,2024-04-09,Reported Do Pass (H) - AYES: 6 NOES: 4 PRESENT: 0,H 1332,12
HB1484,102nd,2024,RS,,2024-04-24,Placed on the Informal Perfection Calendar (H),H 1495,13
HB1484,102nd,2024,RS,,2024-05-09,Placed Back on Formal Perfection Calendar (H),H 1739,14
