bill_id,term,session,summary,subjects,commem
SB1015,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to BOE, State Aid to Schools",Appropriations; Governor -- Bills Requested By,0
SB1016,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Education, State Aid to Schools",Appropriations; Governor -- Bills Requested By,0
SB1017,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Higher Education Policy Commission, Marshall University",Appropriations; Governor -- Bills Requested By,0
SB1018,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to BOE, State Department of Education",Appropriations; Governor -- Bills Requested By,0
SB1019,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to WV State Senate, WV House of Delegates, and to Joint Expenses",Appropriations; Governor -- Bills Requested By,0
SB1020,2023_2024,2023-SS1,Authorizing Mercer County Commission to levy special district excise tax for Ridges Economic Opportunity Development District,Economic Development; Governor -- Bills Requested By,0
SB1021,2023_2024,2023-SS1,Funding certain first responders,Governor -- Bills Requested By,0
SB1022,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Homeland Security, Division of Emergency Management",Appropriations; Governor -- Bills Requested By,0
SB1023,2023_2024,2023-SS1,"Making supplementary appropriation to Department of Homeland Security, Division of Emergency Management, Growth County Fire Protection Fund and County Fire Protection Fund",Appropriations; Governor -- Bills Requested By,0
SB1024,2023_2024,2023-SS1,Establishing Summersville Lake State Park,Governor -- Bills Requested By,0
SB1025,2023_2024,2023-SS1,Clarifying that payments paid prior to effective date on certain tax credits are eligible for tax credit,Governor -- Bills Requested By; Taxation,0
SB1026,2023_2024,2023-SS1,Supplementing and amending appropriations from General Revenue to DOH,Appropriations; Governor -- Bills Requested By,0
SB1027,2023_2024,2023-SS1,"Supplementing, amending and increasing existing items of appropriation from State Road Fund to DOH",Appropriations; Governor -- Bills Requested By,0
SB1028,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Governor's Office, Civil Contingent Fund",Appropriations; Governor -- Bills Requested By,0
SB1029,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Economic Development, Office of Secretary",Appropriations; Governor -- Bills Requested By,0
SB1030,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Administration, Office of Technology",Appropriations; Governor -- Bills Requested By,0
SB1031,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Administration, Division of General Services",Appropriations; Governor -- Bills Requested By,0
SB1032,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Commerce, Division of Forestry",Appropriations; Governor -- Bills Requested By,0
SB1033,2023_2024,2023-SS1,"Making supplemental appropriation of federal funds to Department of Commerce, Geological and Economic Survey",Appropriations; Governor -- Bills Requested By,0
SB1034,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Arts, Culture, and History, Division of Culture and History",Appropriations; Governor -- Bills Requested By,0
SB1035,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to DEP, Division of Environmental Protection",Appropriations; Governor -- Bills Requested By,0
SB1036,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Commerce, Division of Natural Resources",Appropriations; Governor -- Bills Requested By,0
SB1037,2023_2024,2023-SS1,Supplementing and amending appropriations from General Revenue to Department of Veterans’ Assistance,Appropriations; Governor -- Bills Requested By,0
SB1038,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Adjutant General, State Militia",Appropriations; Governor -- Bills Requested By,0
SB1039,2023_2024,2023-SS1,"Making supplementary appropriation to Division of Corrections and Rehabilitation, Regional Jail and Correctional Facility Authority",Appropriations; Governor -- Bills Requested By,0
SB1040,2023_2024,2023-SS1,Supplementing and amending appropriations from General Revenue to Attorney General,Appropriations; Governor -- Bills Requested By,0
SB1041,2023_2024,2023-SS1,"Supplementing and amending appropriations from General Revenue to Department of Homeland Security, West Virginia State Police",Appropriations; Governor -- Bills Requested By,0
SB1042,2023_2024,2023-SS1,"Expiring funds to Department of Education, Vocational Consolidated Accounts Fund from State Department of Education",Appropriations; Governor -- Bills Requested By,0
SB1043,2023_2024,2023-SS1,Supplementing and amending appropriations from General Revenue to DHHR,Appropriations; Governor -- Bills Requested By,0
SB1044,2023_2024,2023-SS1,Including Potomac State College in eligibility for Learn and Earn Program,Education (Higher); Governor -- Bills Requested By,0
SB0001,2023_2024,2024-RS,Department of Administration rule relating to state-owned vehicles,Legislature--Rule Making,0
SB0002,2023_2024,2024-RS,Authorizing DEP to promulgate rules,Legislature--Rule Making,0
SB0003,2023_2024,2024-RS,DEP rule relating to control of particulate matter air pollution from combustion of fuel in indirect heat exchangers,Legislature--Rule Making,0
SB0004,2023_2024,2024-RS,DEP rule relating to control of air pollution from operation of hot mix asphalt plants,Legislature--Rule Making,0
SB0005,2023_2024,2024-RS,"DEP rule relating to control of air pollution from operation of coal preparation plants, coal handling operations, and coal refuse disposal areas",Legislature--Rule Making,0
SB0006,2023_2024,2024-RS,DEP rule relating to control of air pollution from combustion of refuse,Legislature--Rule Making,0
SB0007,2023_2024,2024-RS,DEP rule relating to control of particulate matter air pollution from manufacturing processes and associated operations,Legislature--Rule Making,0
SB0008,2023_2024,2024-RS,DEP rule relating to ambient air quality standards,Legislature--Rule Making,0
SB0009,2023_2024,2024-RS,DEP rule relating to control of air pollution from emission of sulfur oxides,Legislature--Rule Making,0
SB0010,2023_2024,2024-RS,DEP rule relating to standards of performance for new stationary sources,Legislature--Rule Making,0
SB0011,2023_2024,2024-RS,DEP rule relating to control of air pollution from emission of volatile organic compounds,Legislature--Rule Making,0
SB0012,2023_2024,2024-RS,DEP rule relating to emission standards for hazardous air pollutants,Legislature--Rule Making,0
SB0013,2023_2024,2024-RS,DEP rule relating to control of greenhouse gas emissions from existing coal-fired electric utility generating units,Legislature--Rule Making,0
SB0014,2023_2024,2024-RS,DEP rule relating to administration of Drinking Water Treatment Revolving Fund and safe drinking water set-asides,Legislature--Rule Making,0
SB0015,2023_2024,2024-RS,DEP rule relating to hazardous waste management system,Legislature--Rule Making,0
SB0016,2023_2024,2024-RS,DEP rule relating to underground injection control,Legislature--Rule Making,0
SB0017,2023_2024,2024-RS,Authorizing Department of Health to promulgate legislative rules,Legislature--Rule Making,0
SB0018,2023_2024,2024-RS,Department of Health rule relating to wastewater systems and operators,Legislature--Rule Making,0
SB0019,2023_2024,2024-RS,Department of Health rule relating to behavioral health centers' licensure,Legislature--Rule Making,0
SB0020,2023_2024,2024-RS,Department of Health rule relating to hospital licensure,Legislature--Rule Making,0
SB0021,2023_2024,2024-RS,Department of Health rule relating to assisted living residences,Legislature--Rule Making,0
SB0022,2023_2024,2024-RS,Department of Health rule relating to cross-connection control and backflow prevention,Legislature--Rule Making,0
SB0023,2023_2024,2024-RS,Department of Health rule relating to fees for permits,Legislature--Rule Making,0
SB0024,2023_2024,2024-RS,Department of Health rule relating to fees for services,Legislature--Rule Making,0
SB0025,2023_2024,2024-RS,Department of Health rule relating to medical examiner requirements for postmortem inquiries,Legislature--Rule Making,0
SB0026,2023_2024,2024-RS,Department of Health rule relating to newborn screening system,Legislature--Rule Making,0
SB0027,2023_2024,2024-RS,Department of Health rule relating to distribution of funds from Emergency Medical Services Salary Enhancement Fund,Legislature--Rule Making,0
SB0028,2023_2024,2024-RS,Department of Health rule relating to WV Clearance for Access: registry and employment screening,Legislature--Rule Making,0
SB0029,2023_2024,2024-RS,DHHR rule relating to cooperative agreement approval and compliance,Legislature--Rule Making,0
SB0030,2023_2024,2024-RS,DHHR rule relating to certificate of need,Legislature--Rule Making,0
SB0031,2023_2024,2024-RS,Authorizing Department of Human Services to promulgate legislative rules,Legislature--Rule Making,0
SB0032,2023_2024,2024-RS,DHHR rule relating to chronic pain management clinic licensure,Legislature--Rule Making,0
SB0033,2023_2024,2024-RS,DHHR rule relating to medication-assisted treatment and office-based medication-assisted treatment,Legislature--Rule Making,0
SB0034,2023_2024,2024-RS,Department of Human Services rule relating to procedure to contest substantiation of child abuse or neglect,Legislature--Rule Making,0
SB0035,2023_2024,2024-RS,Family Protection Services Board rule relating to domestic violence program licensure standards,Legislature--Rule Making,0
