bill_number,session,chamber,action_date,action,order
A-0438,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0439,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-0440,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0441,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0441,2024_2025,A,2024-02-22,NOT REP/ACA APS,2
A-0442,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0443,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0444,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0445,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0446,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0447,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0447,2024_2025,A,2024-05-06,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0448,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0449,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-0450,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0451,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0452,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0453,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0454,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0455,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0456,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0457,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0458,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-0459,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0460,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0461,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0462,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0463,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0464,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0465,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0466,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0467,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0468,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0469,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0470,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0471,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0472,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0473,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0474,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0474,2024_2025,A,2025-02-10,Reported out of Assembly Committee with Amendments and Referred to ABU,2
A-0475,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0476,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0477,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0478,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0479,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0480,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0481,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0482,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0483,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATG",1
A-0484,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATG",1
A-0485,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0486,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0487,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0488,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0489,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-0490,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0491,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0492,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0493,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0494,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0495,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0496,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0497,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0498,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0499,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0500,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0500,2024_2025,A,2024-06-03,Reported out of Assembly Committee with Amendments and Referred to ACE,2
A-0501,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0502,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0502,2024_2025,A,2024-05-16,Reported and Referred to AJU,2
A-0503,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0504,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0505,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0506,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0506,2024_2025,A,2024-06-06,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-0507,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0508,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0509,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0510,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATG",1
A-0511,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0512,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0513,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-0513,2024_2025,A,2024-02-05,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-0514,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0515,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0516,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0516,2024_2025,A,2024-06-03,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0516,2024_2025,A,2024-09-26,Passed Assembly,3
A-0516,2024_2025,S,2024-09-30,"Received in the Senate, Referred to SEN",4
A-0517,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0518,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0518,2024_2025,A,2024-03-04,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-0519,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0519,2024_2025,A,2024-06-06,Reported and Referred to AAP,2
A-0520,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0521,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0522,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0523,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0524,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0525,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0526,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0530,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0531,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0532,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0533,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0534,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0535,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0536,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0536,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0537,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0538,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0539,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0540,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0540,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0541,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0542,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-0543,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0544,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0545,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0546,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0547,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-0547,2024_2025,A,2024-02-05,"Reported out of Assembly Committee, 2nd Reading",2
A-0548,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-0549,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0550,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0550,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0551,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-0551,2024_2025,A,2024-10-24,Reported out of Assembly Committee with Amendments and Referred to ARP,2
A-0551,2024_2025,A,2025-02-10,"Reported from Assembly Committee as a Substitute, 2nd Reading",3
A-0551,2024_2025,A,2025-05-22,Assembly Floor Amendment Passed,4
A-0551,2024_2025,A,2025-06-30,Passed Assembly,5
A-0551,2024_2025,S,2025-10-20,"Received in the Senate, Referred to SCM",6
A-0552,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0553,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0554,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0555,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0556,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0557,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0557,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0558,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0558,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0559,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACW",1
A-0560,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0560,2024_2025,A,2024-10-21,"Reported out of Assembly Committee, 2nd Reading",2
A-0560,2024_2025,A,2024-12-19,Passed Assembly,3
A-0560,2024_2025,S,2025-01-14,"Received in the Senate, Referred to STR",4
A-0560,2024_2025,S,2025-12-04,"Reported out of Senate Committee with Amendments, 2nd Reading",5
A-0560,2024_2025,S,2025-12-18,Substituted for,6
A-0560,2024_2025,S,2025-12-18,Passed Senate,7
A-0560,2024_2025,A,2025-12-18,"Received in the Assembly, 2nd Reading on Concurrence",8
A-0560,2024_2025,A,2025-12-22,Passed Assembly (Passed Both Houses),9
A-0560,2024_2025,G,2026-01-12,Approved,10
A-0561,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0562,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0563,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0564,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0565,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0566,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0567,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0567,2024_2025,A,2025-03-10,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0567,2024_2025,A,2025-03-20,Recommitted to AAP,3
A-0567,2024_2025,A,2025-03-20,Combined with,4
A-0568,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-0569,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0570,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0571,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0572,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0573,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0574,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0575,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0575,2024_2025,A,2024-05-16,"Reported out of Assembly Committee, 2nd Reading",2
A-0575,2024_2025,A,2024-09-26,Passed Assembly,3
A-0575,2024_2025,S,2024-09-30,"Received in the Senate, Referred to SEN",4
A-0575,2024_2025,S,2025-06-12,"Reported out of Senate Committee with Amendments, 2nd Reading",5
A-0576,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0577,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0578,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0579,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0580,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0580,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0581,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0582,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0582,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0583,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0583,2024_2025,A,2024-10-24,Transferred to ARP,2
A-0583,2024_2025,A,2024-10-24,"Reported out of Assembly Committee with Amendments, 2nd Reading",3
A-0583,2024_2025,A,2024-12-19,Passed Assembly,4
A-0583,2024_2025,S,2025-01-14,"Received in the Senate, Referred to SCU",5
A-0583,2024_2025,S,2025-11-10,"Reported out of Senate Committee, 2nd Reading",6
A-0583,2024_2025,S,2025-12-18,Substituted for,7
A-0583,2024_2025,S,2025-12-18,Passed Senate (Passed Both Houses),8
A-0583,2024_2025,G,2026-01-12,Approved,9
A-0584,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0585,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0586,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0586,2024_2025,A,2024-05-13,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-0586,2024_2025,A,2024-06-24,"Reported out of Assembly Committee, 2nd Reading",3
A-0586,2024_2025,A,2024-10-28,Substituted by,4
A-0587,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0588,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0588,2024_2025,A,2025-05-08,Reported out of Assembly Committee with Amendments and Referred to AHE,2
A-0588,2024_2025,A,2025-11-24,"Reported out of Assembly Committee with Amendments, 2nd Reading",3
A-0588,2024_2025,A,2025-12-08,Assembly Floor Amendment Passed,4
A-0588,2024_2025,A,2026-01-12,Substituted by,5
A-0589,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0590,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0591,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-0592,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0593,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0594,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0595,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0596,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0597,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0598,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0599,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0600,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0601,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0602,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0603,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0604,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-0605,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0606,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0607,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACW",1
A-0608,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0609,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0610,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0610,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0611,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0612,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0613,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACW",1
A-0614,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0615,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0615,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0616,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0617,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0618,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACW",1
A-0618,2024_2025,A,2024-05-13,Reported and Referred to ASL,2
A-0619,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0620,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0621,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0622,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0623,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-0624,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0625,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0626,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-0627,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0628,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0629,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-0630,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-0631,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
