bill_number,session,chamber,action_date,action,order
A-1112,2022_2023,A,2022-02-14,Reported and Referred to ATR,2
A-1112,2022_2023,A,2023-11-30,"Reported out of Assembly Committee, 2nd Reading",3
A-1112,2022_2023,A,2023-12-07,Passed Assembly,4
A-1112,2022_2023,S,2023-12-11,"Received in the Senate, Referred to SHH",5
A-1113,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1114,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1115,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ANR",1
A-1115,2022_2023,A,2022-03-10,"Reported out of Assembly Committee, 2nd Reading",2
A-1115,2022_2023,A,2022-03-24,Passed Assembly,3
A-1115,2022_2023,S,2022-03-24,"Received in the Senate without Reference, 2nd Reading",4
A-1115,2022_2023,S,2022-03-24,Substituted for,5
A-1115,2022_2023,S,2022-03-24,Passed Senate (Passed Both Houses),6
A-1115,2022_2023,G,2022-05-09,Approved,7
A-1116,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1116,2022_2023,A,2022-10-17,"Reported out of Assembly Committee, 2nd Reading",2
A-1116,2022_2023,A,2022-12-15,Substituted by,3
A-1117,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1118,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1119,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-1120,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1121,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1122,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1123,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1124,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1125,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1126,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1127,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1128,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1129,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-1130,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1131,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1132,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1133,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1134,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1135,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1136,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1137,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1138,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1139,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1140,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1141,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1142,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1143,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1144,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1145,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1146,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1147,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1148,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1149,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1150,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1151,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1152,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1153,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1154,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1155,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1156,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1157,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1158,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1159,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1160,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1161,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1162,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1163,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1164,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1165,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1166,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1167,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1168,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1168,2022_2023,A,2022-09-22,Reported out of Assembly Committee with Amendments and Referred to ACD,2
A-1168,2022_2023,A,2023-05-08,Reported out of Assembly Committee with Amendments and Referred to AAP,3
A-1168,2022_2023,A,2023-05-18,"Reported out of Assembly Committee with Amendments, 2nd Reading",4
A-1168,2022_2023,A,2023-05-25,Assembly Floor Amendment Passed,5
A-1168,2022_2023,A,2023-06-27,Recommitted to ABU,6
A-1168,2022_2023,A,2023-06-27,"Reported out of Assembly Committee, 2nd Reading",7
A-1169,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASE",1
A-1169,2022_2023,A,2022-06-02,"Reported out of Assembly Committee, 2nd Reading",2
A-1169,2022_2023,A,2022-06-16,Passed Assembly,3
A-1169,2022_2023,S,2022-06-20,"Received in the Senate, Referred to SBA",4
A-1170,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1170,2022_2023,A,2023-01-23,Combined with,2
A-1171,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1172,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1173,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1173,2022_2023,A,2022-06-13,Reported and Referred to AAP,2
A-1174,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1174,2022_2023,A,2023-03-16,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1174,2022_2023,A,2023-03-30,Assembly Floor Amendment Passed,3
A-1174,2022_2023,A,2023-05-25,Assembly Floor Amendment Passed,4
A-1174,2022_2023,A,2023-12-07,Substituted by,5
A-1175,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1176,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1176,2022_2023,A,2022-02-03,Reported out of Assembly Committee with Amendments and Referred to AHE,2
A-1176,2022_2023,A,2022-05-26,"Reported out of Assembly Committee, 2nd Reading",3
A-1176,2022_2023,A,2022-06-16,Passed Assembly,4
A-1176,2022_2023,S,2022-06-20,"Received in the Senate, Referred to SBA",5
A-1176,2022_2023,S,2023-06-20,"Reported out of Senate Committee with Amendments, 2nd Reading",6
A-1176,2022_2023,S,2023-06-26,Substituted for,7
A-1176,2022_2023,S,2023-06-26,Passed Senate,8
A-1176,2022_2023,A,2023-06-27,"Received in the Assembly, 2nd Reading on Concurrence",9
A-1176,2022_2023,A,2023-06-30,Passed Assembly (Passed Both Houses),10
A-1176,2022_2023,G,2023-10-19,Approved,11
A-1177,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-1178,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1179,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1179,2022_2023,A,2022-06-23,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-1179,2022_2023,A,2022-06-23,"Reported out of Assembly Committee with Amendments, 2nd Reading",3
A-1179,2022_2023,A,2022-06-29,Substituted by,4
A-1180,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1181,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1181,2022_2023,A,2022-03-14,Transferred to AHI,2
A-1181,2022_2023,A,2022-03-14,Reported out of Assembly Committee with Amendments and Referred to AED,3
A-1181,2022_2023,A,2023-06-08,"Reported out of Assembly Committee with Amendments, 2nd Reading",4
A-1181,2022_2023,A,2023-06-30,Passed Assembly,5
A-1181,2022_2023,S,2023-11-27,"Received in the Senate, Referred to SED",6
A-1181,2022_2023,S,2023-11-27,"Reported out of Senate Committee with Amendments, 2nd Reading",7
A-1181,2022_2023,S,2023-12-21,Substituted for,8
A-1181,2022_2023,S,2024-01-08,Passed Senate,9
A-1181,2022_2023,A,2024-01-08,"Received in the Assembly, 2nd Reading on Concurrence",10
A-1181,2022_2023,A,2024-01-08,Passed Assembly (Passed Both Houses),11
A-1181,2022_2023,G,2024-01-16,Approved,12
A-1182,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1183,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1184,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1185,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1186,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1187,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1188,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1189,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1189,2022_2023,A,2022-02-03,"Reported out of Assembly Committee, 2nd Reading",2
A-1189,2022_2023,A,2022-02-28,Passed Assembly,3
A-1189,2022_2023,S,2022-02-28,"Received in the Senate, Referred to SHI",4
A-1189,2022_2023,S,2022-03-14,"Reported out of Senate Committee with Amendments, 2nd Reading",5
A-1189,2022_2023,S,2022-03-24,Senate Amendment,6
A-1189,2022_2023,S,2022-06-16,Senate Amendment,7
A-1189,2022_2023,S,2022-10-17,Substituted for,8
A-1189,2022_2023,S,2022-10-17,Passed Senate,9
A-1189,2022_2023,A,2022-10-20,"Received in the Assembly, 2nd Reading on Concurrence",10
A-1189,2022_2023,A,2022-10-27,Passed Assembly (Passed Both Houses),11
A-1189,2022_2023,G,2022-12-12,Approved,12
A-1190,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1191,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1192,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1193,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1194,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1195,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1196,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASE",1
A-1196,2022_2023,A,2023-03-20,"Reported out of Assembly Committee, 2nd Reading",2
A-1196,2022_2023,A,2023-05-25,Passed Assembly,3
A-1196,2022_2023,S,2023-06-01,"Received in the Senate, Referred to SHH",4
A-1197,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1197,2022_2023,A,2022-02-14,"Reported out of Assembly Committee, 2nd Reading",2
A-1197,2022_2023,A,2022-05-26,Passed Assembly,3
A-1197,2022_2023,S,2022-06-02,"Received in the Senate, Referred to SHH",4
A-1198,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1198,2022_2023,A,2022-10-13,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1198,2022_2023,A,2022-12-15,Passed Assembly,3
A-1198,2022_2023,S,2022-12-15,"Received in the Senate, Referred to SHI",4
A-1198,2022_2023,S,2023-12-11,Transferred to SED,5
A-1198,2022_2023,S,2023-12-14,"Reported out of Senate Committee, 2nd Reading",6
A-1199,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-1200,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1201,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1202,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-1203,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-1204,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-1205,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1206,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1207,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1208,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1209,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1210,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-1211,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1212,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1213,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1214,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1215,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1216,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1217,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1218,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1219,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1220,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1221,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1222,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1222,2022_2023,A,2023-12-04,"Reported out of Assembly Committee, 2nd Reading",2
A-1222,2022_2023,A,2023-12-07,Substituted by,3
A-1223,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1223,2022_2023,A,2022-06-09,"Reported out of Assembly Committee, 2nd Reading",2
A-1223,2022_2023,A,2022-06-16,Passed Assembly,3
A-1223,2022_2023,S,2022-06-20,"Received in the Senate, Referred to SCU",4
A-1223,2022_2023,S,2023-01-12,"Reported out of Senate Committee, 2nd Reading",5
A-1224,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1225,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1226,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1227,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1228,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1229,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1230,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1231,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1232,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1233,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1234,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1235,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1236,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1237,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-1238,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1239,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1239,2022_2023,A,2022-02-03,Reported and Referred to AHO,2
A-1239,2022_2023,A,2022-12-05,"Reported out of Assembly Committee, 2nd Reading",3
A-1240,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1241,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1242,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1243,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1244,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1244,2022_2023,A,2023-12-11,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-1244,2022_2023,A,2023-12-18,"Reported out of Assembly Committee with Amendments, 2nd Reading",3
A-1244,2022_2023,A,2023-12-21,Passed Assembly,4
A-1244,2022_2023,S,2023-12-28,"Received in the Senate, Referred to SLP",5
A-1244,2022_2023,S,2023-12-28,Transferred to SBA,6
A-1245,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-1246,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1247,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-1248,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1249,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ABU",1
A-1250,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1251,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHS",1
A-1252,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1253,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1254,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1255,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1255,2022_2023,A,2022-05-26,Reported out of Assembly Committee with Amendments and Referred to AFI,2
A-1255,2022_2023,A,2023-12-11,Reported out of Senate Committee with Amendments and Referred to AAP,3
A-1255,2022_2023,A,2023-12-18,"Reported out of Assembly Committee with Amendments, 2nd Reading",4
A-1255,2022_2023,A,2023-12-21,Passed Assembly,5
A-1255,2022_2023,S,2023-12-28,"Received in the Senate without Reference, 2nd Reading",6
A-1255,2022_2023,S,2024-01-08,Substituted for,7
A-1255,2022_2023,S,2024-01-08,Passed Senate (Passed Both Houses),8
A-1255,2022_2023,G,2024-01-16,Approved,9
A-1256,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1257,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1258,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1259,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-1260,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1261,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1262,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1263,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1263,2022_2023,A,2022-05-16,Reported out of Assembly Committee with Amendments and Referred to ASL,2
A-1264,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHS",1
A-1265,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1266,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1267,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1268,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-1269,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1270,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-1271,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1271,2022_2023,A,2022-03-10,Reported out of Assembly Committee with Amendments and Referred to ASL,2
A-1271,2022_2023,A,2023-12-18,"Reported out of Assembly Committee with Amendments, 2nd Reading",3
A-1271,2022_2023,A,2024-01-08,Substituted by,4
A-1272,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASE",1
A-1273,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1274,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1274,2022_2023,A,2022-05-12,Reported and Referred to AAP,2
A-1274,2022_2023,A,2022-12-12,"Reported out of Assembly Committee, 2nd Reading",3
A-1274,2022_2023,A,2022-12-15,Passed Assembly,4
A-1274,2022_2023,S,2022-12-15,"Received in the Senate, Referred to SBA",5
A-1275,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1276,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1277,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1278,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1279,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1280,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1281,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1281,2022_2023,A,2022-02-07,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1281,2022_2023,A,2022-02-28,Substituted by,3
A-1282,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1282,2022_2023,A,2022-05-12,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-1282,2022_2023,A,2022-05-19,"Reported out of Assembly Committee, 2nd Reading",3
A-1282,2022_2023,A,2022-05-26,Motion,4
A-1282,2022_2023,A,2022-05-26,Motion,5
A-1282,2022_2023,A,2022-05-26,Passed Assembly,6
A-1282,2022_2023,S,2022-06-02,"Received in the Senate, Referred to SBA",7
A-1282,2022_2023,S,2022-06-06,"Reported out of Senate Committee, 2nd Reading",8
A-1282,2022_2023,S,2022-06-16,Substituted for,9
A-1282,2022_2023,S,2022-06-16,Passed Senate (Passed Both Houses),10
A-1282,2022_2023,G,2022-08-04,Approved,11
A-1283,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1283,2022_2023,A,2023-05-25,NOT REP/ACA AOF,2
A-1284,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1285,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1286,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1287,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1287,2022_2023,A,2022-05-19,Reported out of Assembly Committee with Amendments and Referred to ALA,2
A-1288,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-1289,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1290,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1291,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1292,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1293,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1294,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1294,2022_2023,A,2022-03-07,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1294,2022_2023,A,2022-06-02,Recommitted to AHO,3
A-1294,2022_2023,A,2022-06-02,NOT REP/ACA AHO,4
A-1295,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1296,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1297,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1298,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1299,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1300,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1301,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1302,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1302,2022_2023,A,2022-06-23,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-1302,2022_2023,A,2022-06-23,"Reported out of Assembly Committee with Amendments, 2nd Reading",3
A-1302,2022_2023,A,2022-06-29,Motion,4
A-1302,2022_2023,A,2022-06-29,Motion,5
A-1302,2022_2023,A,2022-06-29,Passed Assembly,6
A-1302,2022_2023,S,2022-06-29,"Received in the Senate without Reference, 2nd Reading",7
A-1302,2022_2023,S,2022-06-29,Substituted for,8
A-1302,2022_2023,S,2022-06-29,Passed Senate (Passed Both Houses),9
A-1302,2022_2023,G,2022-07-05,Approved,10
A-1303,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1304,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1305,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1306,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1307,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1308,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1309,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1309,2022_2023,A,2022-05-09,Reported and Referred to AAP,2
A-1310,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1311,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1311,2022_2023,A,2022-02-03,Reported and Referred to AAP,2
A-1313,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1314,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1314,2022_2023,A,2022-03-17,Reported and Referred to AAP,2
A-1315,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1316,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1316,2022_2023,A,2022-06-09,"Reported out of Assembly Committee, 2nd Reading",2
A-1316,2022_2023,A,2022-06-16,Passed Assembly,3
A-1316,2022_2023,S,2022-06-20,"Received in the Senate, Referred to SLA",4
A-1318,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1319,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1320,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1321,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-1322,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1323,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1324,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1325,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1326,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1327,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
