bill_number,session,chamber,action_date,action,order
A-0343,2022_2023,S,2023-02-02,Passed Senate,7
A-0343,2022_2023,A,2023-02-06,"Received in the Assembly, 2nd Reading on Concurrence",8
A-0343,2022_2023,A,2023-02-27,Passed Assembly (Passed Both Houses),9
A-0343,2022_2023,G,2023-05-08,Approved,10
A-0344,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0345,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0346,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0347,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-0348,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0349,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0350,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-0351,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0352,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-0353,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-0354,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0355,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0356,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0357,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0358,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASE",1
A-0358,2022_2023,A,2022-09-15,Reported out of Assembly Committee with Amendments and Referred to ALA,2
A-0359,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0360,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0361,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0362,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0363,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-0364,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0365,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0366,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-0367,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-0368,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-0369,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0370,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0371,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-0372,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0373,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0374,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-0375,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-0376,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-0377,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHS",1
A-0377,2022_2023,A,2023-01-19,"Reported out of Assembly Committee, 2nd Reading",2
A-0378,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0379,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-0380,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0381,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0382,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-0383,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0384,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-0385,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-0386,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0387,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0388,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-0389,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-0389,2022_2023,A,2022-09-15,Reported and Referred to AOF,2
A-0390,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0391,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0392,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-0392,2022_2023,A,2022-06-02,Reported out of Assembly Committee with Amendments and Referred to ASL,2
A-0392,2022_2023,A,2023-01-19,"Reported out of Assembly Committee, 2nd Reading",3
A-0392,2022_2023,A,2023-01-26,Substituted by,4
A-0393,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0394,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0395,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0396,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0397,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0398,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0398,2022_2023,A,2022-12-08,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-0398,2022_2023,A,2023-02-23,"Reported from Assembly Committee as a Substitute, 2nd Reading",3
A-0398,2022_2023,A,2023-02-27,Substituted by,4
A-0399,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0400,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0401,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0402,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0402,2022_2023,A,2022-09-15,"Reported from Assembly Committee as a Substitute, 2nd Reading",2
A-0402,2022_2023,A,2022-11-21,Passed Assembly,3
A-0402,2022_2023,S,2022-12-01,"Received in the Senate, Referred to SSG",4
A-0403,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0404,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0405,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0406,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0407,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0408,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0409,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-0410,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0411,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHS",1
A-0412,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0413,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0414,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-0415,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0416,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0417,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0418,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0419,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0420,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0420,2022_2023,A,2023-03-16,Transferred to ATG,2
A-0420,2022_2023,A,2023-03-20,Reported and Referred to AAP,3
A-0421,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0422,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0423,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0424,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0425,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0426,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0427,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0427,2022_2023,A,2023-05-08,Withdrawn from Consideration,2
A-0428,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0428,2022_2023,A,2022-06-09,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0428,2022_2023,A,2022-06-16,Passed Assembly,3
A-0428,2022_2023,S,2022-06-20,"Received in the Senate, Referred to SCU",4
A-0428,2022_2023,S,2023-01-12,"Reported out of Senate Committee, 2nd Reading",5
A-0429,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0430,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0431,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0432,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-0433,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0434,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0435,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0436,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0437,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0438,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0439,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0440,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-0441,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-0442,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0443,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0444,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0445,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-0446,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0447,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-0448,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-0449,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-0450,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0450,2022_2023,A,2022-09-15,Withdrawn from Consideration,2
A-0451,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0452,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0453,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0454,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-0455,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-0456,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0457,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-0458,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0459,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-0460,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-0461,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-0461,2022_2023,A,2022-05-02,Withdrawn from Consideration,2
A-0462,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-0462,2022_2023,A,2022-03-07,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0462,2022_2023,A,2022-03-24,Passed Assembly,3
A-0462,2022_2023,S,2022-05-12,"Received in the Senate without Reference, 2nd Reading",4
A-0462,2022_2023,S,2022-05-26,Substituted for,5
A-0462,2022_2023,S,2022-05-26,Passed Senate (Passed Both Houses),6
A-0462,2022_2023,G,2022-06-04,Approved,7
A-0463,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-0463,2022_2023,A,2022-05-02,Withdrawn from Consideration,2
A-0464,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0465,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0466,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-0467,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0468,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0468,2022_2023,A,2023-02-16,Reported and Referred to AAP,2
A-0468,2022_2023,A,2023-02-23,"Reported out of Assembly Committee, 2nd Reading",3
A-0468,2022_2023,A,2023-02-27,Passed Assembly,4
A-0468,2022_2023,S,2023-02-28,"Received in the Senate, Referred to SBA",5
A-0469,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHS",1
A-0470,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0471,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-0472,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-0473,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0473,2022_2023,A,2022-06-09,Withdrawn from Consideration,2
A-0474,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0474,2022_2023,A,2023-03-23,Reported and Referred to AAP,2
A-0475,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASE",1
A-0476,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0476,2022_2023,A,2023-03-16,Transferred to AHS,2
A-0476,2022_2023,A,2023-03-16,Reported and Referred to AAP,3
A-0476,2022_2023,A,2023-03-23,"Reported out of Assembly Committee, 2nd Reading",4
A-0477,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-0477,2022_2023,A,2022-06-09,Withdrawn from Consideration,2
A-0478,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0479,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-0479,2022_2023,A,2022-06-09,Reported and Referred to ACE,2
A-0480,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0480,2022_2023,A,2022-09-22,Reported and Referred to AED,2
A-0480,2022_2023,A,2022-10-17,Transferred to ARP,3
A-0480,2022_2023,A,2022-10-20,"Reported out of Assembly Committee, 2nd Reading",4
A-0480,2022_2023,A,2022-12-15,Passed Assembly,5
A-0480,2022_2023,S,2022-12-15,"Received in the Senate, Referred to SMV",6
A-0480,2022_2023,S,2023-12-07,"Reported out of Senate Committee with Amendments, 2nd Reading",7
A-0480,2022_2023,S,2023-12-07,Referred to Senate Budget and Appropriations Committee,8
A-0481,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0482,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-0482,2022_2023,A,2022-06-09,Transferred to AMV,2
A-0482,2022_2023,A,2022-06-09,"Reported out of Assembly Committee, 2nd Reading",3
A-0482,2022_2023,A,2022-06-16,Passed Assembly,4
A-0482,2022_2023,S,2022-06-20,"Received in the Senate, Referred to SMV",5
A-0482,2022_2023,S,2023-01-30,"Reported out of Senate Committee, 2nd Reading",6
A-0482,2022_2023,S,2023-01-30,Referred to Senate Budget and Appropriations Committee,7
A-0483,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-0484,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0485,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0486,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-0487,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0488,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-0489,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-0490,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0491,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0492,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0493,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHS",1
A-0493,2022_2023,A,2023-01-19,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0493,2022_2023,A,2023-01-26,Substituted by,3
A-0494,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-0495,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-0496,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0497,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0497,2022_2023,A,2022-06-09,Withdrawn from Consideration,2
A-0499,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0501,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0502,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-0503,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0504,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-0505,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-0506,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-0506,2022_2023,A,2023-11-30,Combined with,2
A-0507,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0508,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0509,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-0509,2022_2023,A,2022-06-23,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0509,2022_2023,A,2022-06-29,Passed Assembly,3
A-0509,2022_2023,S,2022-09-22,"Received in the Senate, Referred to SLP",4
A-0510,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-0511,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-0512,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-0512,2022_2023,A,2023-02-13,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-0513,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-0514,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-0515,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-0516,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-0517,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0518,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-0518,2022_2023,A,2022-06-09,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-0519,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-0520,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-0521,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-0522,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-0523,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-0523,2022_2023,A,2022-03-07,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0523,2022_2023,A,2022-03-24,Passed Assembly,3
A-0523,2022_2023,S,2022-05-12,"Received in the Senate, Referred to SCM",4
A-0524,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-0524,2022_2023,A,2022-06-02,Transferred to ASE,2
A-0524,2022_2023,A,2022-06-02,Reported and Referred to AHE,3
A-0525,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-0526,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-0526,2022_2023,A,2023-06-20,Transferred to ACE,2
A-0527,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-0528,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
