bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HR0110,2021,134,Catherine D. Ingram; Cindy Abrams; Thomas E. Brinkman Jr.; Sedrick Denson; Brigid Kelly; Jessica E. Miranda; Bill Seitz,,As Adopted by the House,,"Honoring the Archdiocese of Cincinnati on its Two Hundredth Anniversary.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr110
HR0111,2021,134,Mary Lightbody,,As Adopted by the House,,"Honoring the New Albany High School girls swimming and diving team as the 2021 Division I State Champion.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr111
HB0111,2021,134,Mary Lightbody,"Kristin Boggs; Richard D. Brown; Erica C. Crawley; Jeffrey A. Crossman; Tavia Galonski; Catherine D. Ingram; Dontavius L. Jarrells; Brigid Kelly; David Leland; Michele Lepore-Hagan; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Phillip M. Robinson, Jr.; C. Allison Russo; Michael Sheehy; Lisa A. Sobecki; Bride Rose Sweeney; Terrence Upchurch; Casey Weinstein",As Introduced,Public Safety; Transportation; Transportation : Motor Vehicles; Transportation : Traffic Offenses,Regards use of handheld electronic wireless device while driving,House Transportation and Public Safety Committee,To amend sections 4511.043 and 4511.204 of the Revised Code to alter the law governing the use of a handheld electronic wireless communications device while driving.,https://www.legislature.ohio.gov/legislation/134/hb111
HR0112,2021,134,Mary Lightbody; Richard D. Brown,,As Adopted by the House,,"Honoring Brandon Carpico on winning the 2021 Division I State Championship in boys singles tennis.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr112
HB0112,2021,134,"Joseph A. Miller, III; Michele Lepore-Hagan",Brigid Kelly; Beth Liston; Adam C. Miller; C. Allison Russo; Kent Smith; Lisa A. Sobecki; Bride Rose Sweeney,As Introduced,Education; Education : Primary and Secondary Education,Require one time performance audit of certain schools,House Primary and Secondary Education Committee,To require one-time performance audits of school districts with a current academic distress commission.,https://www.legislature.ohio.gov/legislation/134/hb112
HR0113,2021,134,Mary Lightbody,,As Adopted by the House,,"Honoring Devin Boyer and Ryan Mudre on winning the 2021 Division I State Championship in boys doubles tennis.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr113
HB0113,2021,134,"Terrence Upchurch; Joseph A. Miller, III",Richard D. Brown; Jeffrey A. Crossman; Michele Lepore-Hagan; Adam C. Miller; Jessica E. Miranda; C. Allison Russo; Bride Rose Sweeney; Casey Weinstein; Thomas West,As Introduced,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement; State and Local Government : Local Government; Public Safety",Allow municipal police chief to conduct officer training school,House State and Local Government Committee,To amend section 124.11 and to enact section 737.061 of the Revised Code to allow the chief of police of a municipal corporation to conduct training schools for prospective law enforcement officers.,https://www.legislature.ohio.gov/legislation/134/hb113
HR0114,2021,134,Jena Powell,,As Adopted by the House,,"Honoring Caleb Michael on winning the impromptu lesson category at the 2021 Educators Rising National Conference and Competition.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr114
HB0114,2021,134,Dontavius L. Jarrells,"Willis E. Blackshear, Jr.; Kristin Boggs; Janine R. Boyd; Richard D. Brown; Erica C. Crawley; Jeffrey A. Crossman; Tavia Galonski; Jennifer Gross; Stephanie D. Howse; Catherine D. Ingram; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Joseph A. Miller, III; Craig S. Riedel; C. Allison Russo; Michael Sheehy; Michael J. Skindell; Kent Smith; Monique Smith; Lisa A. Sobecki; Brian Stewart; Terrence Upchurch; Casey Weinstein",As Introduced,Special Designations,Require Poindexter Village to be designated state historic site,House State and Local Government Committee,To require the Ohio History Connection to designate Poindexter Village as a state historic site.,https://www.legislature.ohio.gov/legislation/134/hb114
HR0115,2021,134,Lisa A. Sobecki; Paula Hicks-Hudson; Michael Sheehy,,As Adopted by the House,,"Honoring the Woodward High School boys rugby team as the 2021 Division 1 State Champion.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr115
HB0115,2021,134,Catherine D. Ingram; Adam C. Bird,"Jeffrey A. Crossman; Brigid Kelly; Michele Lepore-Hagan; Mary Lightbody; Adam C. Miller; Joseph A. Miller, III; Michael J. O'Brien; C. Allison Russo; Kent Smith; Lisa A. Sobecki; Casey Weinstein",As Introduced,Education; Education : Primary and Secondary Education,Eliminate right of first refusal for school district property ,House Primary and Secondary Education Committee,"To amend sections 3313.41, 3318.08, and 5705.10; to enact new section 3313.411; and to repeal sections 3313.411, 3313.412, and 3313.413 of the Revised Code to eliminate the right of first refusal for certain schools in the acquisition of school district real property.",https://www.legislature.ohio.gov/legislation/134/hb115
HB0116,2021,134,Brian Baldridge,"Janine R. Boyd; Juanita O. Brent; Rick Carfagna; Sara P. Carruthers; Gary Click; Jon Cross; Jeffrey A. Crossman; Mark Fraizer; Haraz N. Ghanbari; Diane V. Grendell; Jennifer Gross; Brett Hudson Hillyer; Adam Holmes; James M. Hoops; Dontavius L. Jarrells; Don Jones; J. Kyle Koehler; Jeff LaRe; Laura Lanese; David Leland; Mary Lightbody; P. Scott Lipps; Adam C. Miller; Joseph A. Miller, III; Kevin D. Miller; Gail K. Pavliga; Phil Plummer; Tracy M. Richardson; C. Allison Russo; Jean Schmidt; Bill Seitz; Michael Sheehy; Kent Smith; Monique Smith; Lisa A. Sobecki; D. J. Swearingen; Thomas West; Andrea White; Shane Wilkin; Tom Young",As Reported by the Senate Judiciary Committee,"Commerce; Crimes, Corrections, and Law Enforcement",Enact the Ohio Computer Crimes Act,House Criminal Justice Committee; Senate Judiciary Committee,"To amend sections 109.42, 109.572, 109.88, 901.511, 2137.14, 2909.07, 2913.01, 2913.04, 2913.05, 2913.49, 2919.25, 2919.251, 2919.26, 2921.22, 2923.04, 2923.129, 2927.12, 2933.51, 3712.09, 3721.121, 3750.09, 3751.04, and 5503.101 and to enact sections 2913.86, 2913.87, 2913.88, 2913.89, 2913.90, 2913.91, 2913.92, 2913.93, and 2913.94 of the Revised Code to enact the Ohio Computer Crimes Act.",https://www.legislature.ohio.gov/legislation/134/hb116
HR0116,2021,134,Mike Loychik,,As Adopted by the House,,"Recognizing National Hunting and Fishing Day, September 25, 2021.",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr116
HR0117,2021,134,Tom Young,,As Adopted by the House,,"Honoring Cassia Zammit as a 2021 USA Wrestling 16U Women's Freestyle National Champion.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr117
HB0117,2021,134,Thomas E. Brinkman Jr.,,As Introduced,Education,Regards school district territory transfers,House Primary and Secondary Education Committee,"To enact new section 3311.242, to repeal section 3311.242 of the Revised Code, and to repeal Sections 6, 7, and 8 of S.B. 89 of the 133rd General Assembly regarding school district territory transfers and to declare an emergency.",https://www.legislature.ohio.gov/legislation/134/hb117
HR0118,2021,134,"Tom Young; Willis E. Blackshear, Jr.; Rodney Creech; Brian E. Lampton; Phil Plummer; Andrea White",,As Adopted by the House,,"Honoring The Dayton Foundation on its Centennial.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr118
HB0118,2021,134,Craig S. Riedel; Dick Stein,Gary Click; Rodney Creech; Jon Cross; P. Scott Lipps; Riordan T. McClain; Jena Powell; Bill Seitz; D. J. Swearingen,As Introduced,State and Local Government : Local Government; State and Local Government : State Government; Utilities  : Electric Utilities,"Regards wind farm applications, setbacks, and referenda",House Public Utilities Committee,"To amend sections 4906.01, 4906.10, 4906.13, 4906.20, and 4906.201 and to enact sections 519.215, 519.217, 519.219, 519.2111, 519.2113, 519.2115, 519.2117, 519.2119, 519.2121, 519.2123, 4906.101, 4906.203, and 4906.30 of the Revised Code to require inclusion of safety specifications in wind farm certificate applications, to modify wind turbine setbacks, and to permit a township referendum vote on certain wind farm and solar facility certificates.",https://www.legislature.ohio.gov/legislation/134/hb118
HR0119,2021,134,Andrea White; Tom Young,,As Adopted by the House,,Honoring Emma Bucher as a 2021 Division I State Track and Field Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr119
HB0119,2021,134,Bride Rose Sweeney; Adam Holmes,Brian Baldridge; Riordan T. McClain; Jessica E. Miranda; Michael J. O'Brien; Michael Sheehy; Bob Young,As Reported by the House Transportation and Public Safety Committee,"Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling",Create The Ohio Aerospace Institute license plate,House Transportation and Public Safety Committee,"To amend section 4501.21 and to enact section 4503.507 of the Revised Code to create ""The Ohio Aerospace Institute"" license plate.",https://www.legislature.ohio.gov/legislation/134/hb119
HB0120,2021,134,Mark Fraizer; Tracy M. Richardson,"Louis W. Blessing, III; Andrew O. Brenner; Jerry C. Cirino; Hearcel F. Craig; Matt Dolan; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; George F. Lang; Nathan H. Manning; Rob McColley; Bob Peterson; Bill Reineke; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Kenny Yuko",As Enrolled,Health and Human Services; Health and Human Services : Health Care; Health and Human Services : Long-Term Care; Health and Human Services : Public Health,Permit compassionate care visits in long-term care facilities,"House Families, Aging, and Human Services Committee; Senate Health Committee","To enact section 3721.20 of the Revised Code regarding compassionate care visits in long-term care facilities during an epidemic, pandemic, or other state of emergency.",https://www.legislature.ohio.gov/legislation/134/hb120
HR0120,2021,134,Scott Wiggam,,As Adopted by the House,,"Honoring the Wooster Rotary Club on its Centennial.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr120
HR0121,2021,134,Scott Wiggam,,As Adopted by the House,,Honoring Ozzie Miller as a 2021 Division III State Champion in track and field.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr121
HB0121,2021,134,Laura Lanese; Kristin Boggs,Rick Carfagna; Erica C. Crawley; Jeffrey A. Crossman; Tavia Galonski; Michele Lepore-Hagan; Beth Liston; Adam C. Miller; Jessica E. Miranda; C. Allison Russo; Bride Rose Sweeney; Casey Weinstein; Tom Young,As Introduced,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Sex Offenses; Juvenile and Family Law : Marriage and Divorce",Eliminate sex crime spousal exceptions; permit spousal testimony,House Criminal Justice Committee,"To amend sections 2907.02, 2907.03, 2907.04, 2907.05, 2907.06, 2907.07, and 2945.42 of the Revised Code to eliminate the spousal exceptions for the offenses of rape, sexual battery, unlawful sexual conduct with a minor, gross sexual imposition, sexual imposition, and importuning and to permit a person to testify against the person's spouse in a prosecution for any of those offenses.",https://www.legislature.ohio.gov/legislation/134/hb121
HB0122,2021,134,Mark Fraizer; Adam Holmes,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Jerry C. Cirino; Hearcel F. Craig; Matt Dolan; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Tina Maharath; Nathan H. Manning; Rob McColley; Sandra O'Brien; Bob Peterson; Bill Reineke; Mark Romanchuk; Michael A. Rulli; Tim Schaffer; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid; Occupational Licensing and Regulation,Regards the provision of telehealth services,House Insurance Committee; Senate Health Committee,"To amend sections 3902.30, 4723.94, 4731.251, 4731.252, 4731.253, 4731.2910, 4731.30, 4732.33, and 5164.95; to amend, for the purpose of adopting new section numbers as indicated in parentheses, sections 4731.253 (4731.254) and 4731.2910 (4743.09); and to enact new section 4731.253 and sections 3319.2212, 3701.1310, 3721.60, 4715.438, 4725.35, 4729.285, 4730.60, 4731.741, 4734.60, 4753.20, 4755.90, 4757.50, 4758.80, 4759.20, 4761.30, 4778.30, 4783.20, 5119.368, and 5164.291 of the Revised Code, and to amend Section 3 of S.B. 9 of the 130th General Assembly, as subsequently amended, to establish and modify requirements regarding the provision of telehealth services, to establish a provider credentialing program within the Medicaid program, to revise the law governing the State Medical Board's One-Bite Program, and to extend the suspension of certain programs and requirements under the state's insurance laws until January 1, 2026.",https://www.legislature.ohio.gov/legislation/134/hb122
HR0122,2021,134,Lisa A. Sobecki; Paula Hicks-Hudson; Michael Sheehy,,As Adopted by the House,,In memory of Officer Brandon Stalker.,,,https://www.legislature.ohio.gov/legislation/134/hr122
HB0123,2021,134,Mark Fraizer; Jon Cross,Rick Carfagna; Sara P. Carruthers; Al Cutrona; Brett Hudson Hillyer; Laura Lanese; Derek Merrin; Craig S. Riedel; Bill Seitz; Scott Wiggam; Bob Young; Tom Young,As Passed by the House,Economic Development; Housing and Real Property; Taxation,Modify the law governing community reinvestment areas,House Ways and Means Committee; Senate Ways and Means Committee,"To amend sections 3735.65, 3735.66, 3735.671, 3735.672, 3735.68, 3735.69, 5709.631, 5709.82, and 5709.85 and to repeal section 3735.673 of the Revised Code to modify the law governing community reinvestment areas and the terms under which property may be exempted in such areas.",https://www.legislature.ohio.gov/legislation/134/hb123
HR0123,2021,134,J. Kyle Koehler,,As Adopted by the House,,"Honoring Mallory Mullen on securing the 2021 Division III State High Jump Championship title.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr123
HR0124,2021,134,Adam Holmes,,As Adopted by the House,,"Honoring the Muskingum University Esports team as the 2021 ECAC National Champion in Fortnite and Madden.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr124
HB0124,2021,134,Bill Roemer; Bob Young,Bill Seitz; Tom Young,As Introduced,Taxation,Equalize pass-through entity withholding and business tax rate,House Ways and Means Committee,To amend sections 5733.41 and 5747.41 of the Revised Code to equalize the pass-through entity withholding and the business income tax rate.,https://www.legislature.ohio.gov/legislation/134/hb124
HR0125,2021,134,Sharon A. Ray,,As Adopted by the House,,"Recognizing National Clean Energy Week in Ohio, September 20-24, 2021.
",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr125
HB0125,2021,134,Jeffrey A. Crossman; Mary Lightbody,"Willis E. Blackshear, Jr.; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Richard D. Brown; Erica C. Crawley; Sedrick Denson; Tavia Galonski; Paula Hicks-Hudson; Stephanie D. Howse; Catherine D. Ingram; Dontavius L. Jarrells; Brigid Kelly; David Leland; Michele Lepore-Hagan; Beth Liston; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Phillip M. Robinson, Jr.; C. Allison Russo; Michael Sheehy; Michael J. Skindell; Kent Smith; Monique Smith; Lisa A. Sobecki; Bride Rose Sweeney; Emilia Strong Sykes; Daniel P. Troy; Terrence Upchurch; Casey Weinstein; Thomas West",As Introduced,Commerce : Insurance; Health and Human Services : Health Care,Regards health insurance premiums and benefits,House Insurance Committee,"To amend sections 1731.03, 1731.04, 1731.05, 1731.09, 1739.05, 1751.01, 1751.06, 1751.12, 1751.16, 1751.18, 1751.58, 1751.69, 3901.381, 3922.01, 3923.122, 3923.57, 3923.571, 3923.85, 3924.01, 3924.02, 3924.03, 3924.033, 3924.06, 3924.51, and 3924.73; to enact sections 3902.40, 3902.41, 3902.42, 3902.43, and 3902.44; and to repeal sections 1751.15, 3923.58, 3923.581, 3923.582, 3923.59, 3924.07, 3924.08, 3924.09, 3924.10, 3924.11, 3924.111, 3924.12, 3924.13, and 3924.14 of the Revised Code regarding health insurance premiums and benefits.",https://www.legislature.ohio.gov/legislation/134/hb125
HB0126,2021,134,Derek Merrin,Andrew O. Brenner; Jerry C. Cirino; Stephen A. Huffman; Terry Johnson; George F. Lang; Rob McColley; Kristina D. Roegner; Tim Schaffer,As Enrolled,Taxation,Regards process for local governments to contest property value,House Conference Committee on H.B. 126; House Ways and Means Committee; Senate Local Government and Elections Committee; Senate Ways and Means Committee,"To amend sections 4503.06, 5715.19, and 5717.01 of the Revised Code to modify the law governing property tax complaints.",https://www.legislature.ohio.gov/legislation/134/hb126
HR0126,2021,134,Scott Wiggam; Brett Hudson Hillyer; Darrell Kick,,As Adopted by the House,,Honoring the Wayne-Holmes Association of REALTORS on its Centennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr126
HB0127,2021,134,Derek Merrin,Rodney Creech; Sarah Fowler Arthur; Timothy E. Ginter; Marilyn S. John; Scott Wiggam,As Re-Referred by the House Rules and Reference Committee,Health and Human Services; State and Local Government,Vacate and expunge COVID-19 order violations,House Finance Committee; House Rules and Reference Committee; House State and Local Government Committee,To establish relief for businesses that have violated COVID-19 orders by vacating and expunging the violations and by refunding fines to those businesses and to make an appropriation.,https://www.legislature.ohio.gov/legislation/134/hb127
HR0127,2021,134,Jeffrey A. Crossman; Lisa A. Sobecki,"Kristin Boggs; Janine R. Boyd; Tavia Galonski; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; C. Allison Russo; Jean Schmidt; Michael Sheehy; Daniel P. Troy; Thomas West",As Introduced,,Urge Ohio Cyber Reserve investigate unemployment system breaches. ,House Technology and Innovation Committee,Urging the Governor to order the Ohio Cyber Reserve to investigate possible security breaches in the state's unemployment compensation computer network.,https://www.legislature.ohio.gov/legislation/134/hr127
HB0128,2021,134,James M. Hoops; Dick Stein,"Niraj Antani; Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Jerry C. Cirino; Hearcel F. Craig; Matt Dolan; Teresa Fedor; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; George F. Lang; Nathan H. Manning; Rob McColley; Sandra O'Brien; Bob Peterson; Bill Reineke; Kristina D. Roegner; Mark Romanchuk; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Utilities  : Electric Utilities,Revise electric utility service law; repeal portions of HB 6,House Public Utilities Committee; Senate Energy and Public Utilities Committee,"To amend sections 3706.40, 3706.41, 3706.43, 3706.45, 3706.46, 3706.49, 3706.55, 3706.59, 4928.143, 4928.642, and 4928.645; to enact sections 3706.491, 3706.551, and 4906.105; and to repeal sections 3706.53, 3706.61, 4928.471, and 5727.231 of the Revised Code to make changes regarding electric utility service law, to repeal certain provisions of, and limit to solar resources the credit payment provisions of, H.B. 6 of the 133rd General Assembly, and to provide refunds to retail electric customers in the state.",https://www.legislature.ohio.gov/legislation/134/hb128
HR0128,2021,134,"Joseph A. Miller, III",,As Adopted by the House,,Honoring Kurt Russell on being named the 2022 Ohio Teacher of the Year.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr128
HR0129,2021,134,Bill Roemer,,As Adopted by the House,,Honoring Lauren Bay Regula as a 2020 Olympic bronze medalist in softball.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr129
HB0129,2021,134,James M. Hoops; Lisa A. Sobecki,Adam C. Bird; Jon Cross; Jeffrey A. Crossman; Laura Lanese; Adam C. Miller; Craig S. Riedel; Casey Weinstein,As Introduced,Education; Education : Higher Education; Finance and Appropriations,Establish Commercial Truck Driver Student Aid program,House Economic and Workforce Development Committee,To amend sections 3333.38 and 3345.32 and to enact section 3333.125 of the Revised Code to establish the Commercial Truck Driver Student Aid program and to make an appropriation.,https://www.legislature.ohio.gov/legislation/134/hb129
HR0130,2021,134,Don Jones,,As Adopted by the House,,Honoring Jacob Baker as the 2021 Division I State Champion in the seated shot put.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr130
HB0130,2021,134,"Joseph A. Miller, III; Willis E. Blackshear, Jr.",Kristin Boggs; Erica C. Crawley; Jeffrey A. Crossman; Dontavius L. Jarrells; Michele Lepore-Hagan; Jessica E. Miranda; C. Allison Russo; Thomas West,As Introduced,"Crimes, Corrections, and Law Enforcement : Law Enforcement; Employment; State and Local Government; State and Local Government : Local Government; State and Local Government : Public Officials and Employees",Allow police department fill vacancies without exam,House State and Local Government Committee,To amend sections 124.11 and 124.30 of the Revised Code to allow a police department to fill a vacant position in the classified civil service without a competitive examination.,https://www.legislature.ohio.gov/legislation/134/hb130
HR0131,2021,134,Thomas Hall,,As Adopted by the House,,Honoring Zach Apple as a 2020 Olympic Gold Medalist in the men's 4x100 medley relay.,,,https://www.legislature.ohio.gov/legislation/134/hr131
HB0131,2021,134,Thomas E. Brinkman Jr.,Brian Baldridge; Thomas Hall; Riordan T. McClain; Michael J. O'Brien; Michael Sheehy; Bob Young,As Reported by the House Transportation and Public Safety Committee,"Special Designations; Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges",Designate Deputy Sheriff Emil Kleinwaechter Mem Hwy,House Transportation and Public Safety Committee,"To enact section 5534.416 of the Revised Code to designate a portion of U.S. Route 50 in Hamilton County as the ""Deputy Sheriff Emil Kleinwaechter Memorial Highway.""",https://www.legislature.ohio.gov/legislation/134/hb131
HB0132,2021,134,Brett Hudson Hillyer; Don Jones,"Louis W. Blessing, III; Jerry C. Cirino; Bob D. Hackett; Frank Hoagland; George F. Lang; Cecil Thomas; Steve Wilson; Kenny Yuko",As Passed by the Senate,Commerce; Public Safety; Transportation; Transportation : Motor Vehicles; Transportation : Traffic Offenses; Transportation : Vehicle Registration and Titling,Revise law re: self-service storage facilities and towing,House Civil Justice Committee; Senate Transportation Committee,"To amend sections 5322.01, 5322.02, and 5322.03 of the Revised Code to amend the law regarding self-service storage facilities.",https://www.legislature.ohio.gov/legislation/134/hb132
HR0132,2021,134,Jennifer Gross,Sara P. Carruthers; Bill Dean; Jay Edwards; Ron Ferguson; Sarah Fowler Arthur; Diane V. Grendell; Mark Johnson; Derek Merrin; Jena Powell; Craig S. Riedel; Reggie Stoltzfus; A. Nino Vitale; Scott Wiggam; Paul Zeltwanger,As Introduced,,Recognizing January 22 as the Day of Tears. ,House Health Committee,,https://www.legislature.ohio.gov/legislation/134/hr132
HR0133,2021,134,Brian E. Lampton,,As Adopted by the House,,"Recognizing Domestic Violence Awareness Month in Ohio, October 2021.",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr133
HB0133,2021,134,Brett Hudson Hillyer,"Louis W. Blessing, III; Andrew O. Brenner; Jerry C. Cirino; Hearcel F. Craig; Bob D. Hackett; Terry Johnson; Stephanie Kunze; Michael A. Rulli; Steve Wilson",As Enrolled,Commerce; Commerce : Consumer Finance; Commerce : Financial Institutions,Regards commerce and property tax valuation complaints,House Financial Institutions Committee; Senate Financial Institutions and Technology Committee,"To amend sections 135.77, 135.774, 1115.05, 1321.52, 1321.68, 1322.01, 1322.02, 1322.04, 1322.07, 1322.09, 1322.10, 1322.12, 1322.15, 1322.29, 1322.30, 1322.32, 1322.34, 1322.43, 1322.50, 1322.52, 1345.01, 1349.72, 2305.117, 2913.11, and 4712.05; to enact section 1319.17; and to repeal sections 1322.24, 1322.25, and 1349.16 of the Revised Code relating to commerce, to repeal the version of section 1322.24 of the Revised Code that is scheduled to take effect October 9, 2021, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/134/hb133
HR0134,2021,134,Thomas F. Patton,,As Adopted by the House,,Honoring Andrew Zenczak as the 2021 Outstanding Biology Teacher for Ohio.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr134
HB0134,2021,134,Erica C. Crawley; Thomas West,"Willis E. Blackshear, Jr.; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Richard D. Brown; Sedrick Denson; Tavia Galonski; Stephanie D. Howse; Catherine D. Ingram; Brigid Kelly; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Jessica E. Miranda; C. Allison Russo; Michael Sheehy; Monique Smith; Lisa A. Sobecki; Casey Weinstein",As Introduced,"Crimes, Corrections, and Law Enforcement : Law Enforcement",Regards peace officer training and resources,House State and Local Government Committee,"To enact section 109.749 of the Revised Code to require peace officers to complete training on de-escalation techniques, implicit bias, procedural justice, mental health issues, and first aid and critical injuries, to require information regarding mental health resources and available support be provided to peace officers annually, and to make an appropriation.",https://www.legislature.ohio.gov/legislation/134/hb134
HR0135,2021,134,Gary Click,,As Adopted by the House,,Honoring the Kiwanis Club of Fremont on its One Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr135
HB0135,2021,134,Susan Manchester; Thomas West,"Cindy Abrams; Brian Baldridge; Adam C. Bird; Willis E. Blackshear, Jr.; Kristin Boggs; Juanita O. Brent; Richard D. Brown; Gary Click; Rodney Creech; Jeffrey A. Crossman; Robert R. Cupp; Sedrick Denson; Jay Edwards; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Diane V. Grendell; Jennifer Gross; Thomas Hall; Paula Hicks-Hudson; James M. Hoops; Latyna M. Humphrey; Catherine D. Ingram; Dontavius L. Jarrells; Marilyn S. John; Mark Johnson; Don Jones; Brigid Kelly; Darrell Kick; J. Kyle Koehler; Laura Lanese; David Leland; Michele Lepore-Hagan; Mary Lightbody; P. Scott Lipps; Mike Loychik; Gayle Manning; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; Gail K. Pavliga; Phil Plummer; Craig S. Riedel; Phillip M. Robinson, Jr.; Bill Roemer; C. Allison Russo; Jean Schmidt; Michael J. Skindell; Kent Smith; Monique Smith; Lisa A. Sobecki; Dick Stein; Bride Rose Sweeney; Emilia Strong Sykes; Daniel P. Troy; Andrea White; Tom Young",As Passed by the House,Commerce : Insurance; Health and Human Services : Health Care,Prohibit certain health insurance cost-sharing practices,House Health Committee; House Rules and Reference Committee; Senate Health Committee,To amend section 1751.12 and to enact sections 3923.811 and 3959.21 of the Revised Code to prohibit certain health insurance cost-sharing practices.,https://www.legislature.ohio.gov/legislation/134/hb135
HR0136,2021,134,Sara P. Carruthers; Jennifer Gross; Thomas Hall,,As Adopted by the House,,Honoring the Hamilton West Side Little League All-Stars team as the 2021 Ohio Little League State Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr136
HB0136,2021,134,P. Scott Lipps,"Nickie J. Antonio; Louis W. Blessing, III; Jerry C. Cirino; Hearcel F. Craig; Teresa Fedor; Bob D. Hackett; Stephen A. Huffman; Terry Johnson; George F. Lang; Tina Maharath; Bill Reineke; Mark Romanchuk; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Steve Wilson; Kenny Yuko",As Enrolled,Health and Human Services; Health and Human Services : Medicaid,Regards Medicaid coverage of chiropractic services,House Health Committee; Senate Health Committee,To amend section 5162.06 and to enact sections 5164.061 and 5167.15 of the Revised Code regarding Medicaid coverage of chiropractic services.,https://www.legislature.ohio.gov/legislation/134/hb136
HR0137,2021,134,Emilia Strong Sykes,,As Adopted by the House,,Honoring the St. Vincent-St. Mary High School girls 4x200-meter relay team on securing the 2021 Division II State Championship title.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/134/hr137
