bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HR0112,2023_2024,135,Bill Roemer,,As Adopted by the House,,Honoring the Nordonia High School girls bowling team as the 2023 Division I State Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr112
HB0113,2023_2024,135,Gary Click,,As Introduced,Health and Human Services; Special Designations : Observances,Designate Detrans Awareness Day,House State and Local Government Committee,"To enact section 5.2539 of the Revised Code to designate March 12th as ""Detrans Awareness Day.""",https://www.legislature.ohio.gov/legislation/135/hb113
HR0113,2023_2024,135,C. Allison Russo,,As Adopted by the House,,Honoring Columbus Speech and Hearing on its One Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr113
HB0114,2023_2024,135,Latyna M. Humphrey; Bill Seitz,"Andrew O. Brenner; Jerry C. Cirino; Stephen A. Huffman; Terry Johnson; Sandra O'Brien; Shane Wilkin; Munira Abdullahi; Rachel B. Baker; Willis E. Blackshear, Jr.; Sean P. Brennan; Juanita O. Brent; Darnell T. Brewer; Richard D. Brown; Sedrick Denson; Dave Dobos; Elliot Forhan; Tavia Galonski; Michele Grim; Dani Isaacsohn; Dontavius L. Jarrells; Mary Lightbody; Beth Liston; Adam Mathews; Lauren McNally; Adam C. Miller; Jessica E. Miranda; Ismail Mohamed; Elgin Rogers, Jr.; Jean Schmidt; Cecil Thomas; Terrence Upchurch; Casey Weinstein; Josh Williams",As Passed by the Senate,Elections; Elections : Campaign Finance,Allow candidate pay certain child care costs with campaign funds,House Government Oversight Committee; Senate General Government Committee,"To amend sections 3517.01, 3517.10, 3517.12, 3517.13, 3517.155, and 3517.992 of the Revised Code to modify the Campaign Finance Law and to delay the deadline for a major political party to certify its presidential and vice presidential candidates to the Secretary of State for the 2024 general election.",https://www.legislature.ohio.gov/legislation/135/hb114
HR0114,2023_2024,135,Jessica E. Miranda; Cindy Abrams; Rachel B. Baker; Sedrick Denson; Dani Isaacsohn; Bill Seitz; Cecil Thomas,,As Adopted by the House,,"Recognizing Workers Memorial Day in Ohio, April 28, 2023.",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr114
HB0115,2023_2024,135,Jessica E. Miranda; Juanita O. Brent,"Rachel B. Baker; Willis E. Blackshear, Jr.; Sean P. Brennan; Darnell T. Brewer; Richard D. Brown; Richard Dell'Aquila; Sedrick Denson; Elliot Forhan; Tavia Galonski; Michele Grim; Latyna M. Humphrey; Dani Isaacsohn; Dontavius L. Jarrells; Mary Lightbody; Beth Liston; Lauren McNally; Adam C. Miller; Joseph A. Miller, III; Ismail Mohamed; Phillip M. Robinson, Jr.; C. Allison Russo; Michael J. Skindell; Anita Somani; Bride Rose Sweeney; Cecil Thomas; Terrence Upchurch; Casey Weinstein",As Introduced,Commerce; Employment; Employment : Collective Bargaining; State and Local Government; State and Local Government : Public Officials and Employees; State and Local Government : State Government,Enact Ohio Equal Pay Act,House Commerce and Labor Committee,"To amend sections 4112.04 and 4117.08 and to enact sections 142.01, 142.02, 142.03, 142.04, 142.05, 142.06, 142.07, 142.08, 142.09, 142.10, 4113.12, 4113.43, 4117.141, 4145.01, 4145.02, 4145.03, 4145.04, 4145.05, 4145.06, 4145.07, 4145.08, and 4145.09 of the Revised Code to address wage disparities in public and private employment and to name this act the Ohio Equal Pay Act.",https://www.legislature.ohio.gov/legislation/135/hb115
HR0115,2023_2024,135,Riordan T. McClain,,As Adopted by the House,,Honoring Juliette Laracuente-Huebner as the New Balance Nationals Indoor 2023 champion in the triple jump.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr115
HB0116,2023_2024,135,Bob Peterson; Thaddeus J. Claggett,,As Reported by the House Ways and Means Committee,Taxation,Regards deduction of bonus depreciation and expensing allowances ,House Ways and Means Committee,To amend sections 5733.40 and 5747.01 of the Revised Code to allow taxpayers to deduct in a single year the full bonus depreciation and enhanced expensing allowances the taxpayer deducts for federal income tax purposes.,https://www.legislature.ohio.gov/legislation/135/hb116
HR0116,2023_2024,135,Bill Roemer,,As Adopted by the House,,Honoring the Copley-Fairlawn Middle School Quiz Bowl team on winning the 2023 National Academic Quiz Tournaments Ohio State Championship.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr116
HB0117,2023_2024,135,"Gayle Manning; Phillip M. Robinson, Jr.","Munira Abdullahi; Cindy Abrams; Adam C. Bird; Willis E. Blackshear, Jr.; Sean P. Brennan; Juanita O. Brent; Darnell T. Brewer; Richard D. Brown; Sara P. Carruthers; Gary Click; Rodney Creech; Richard Dell'Aquila; Sedrick Denson; Dave Dobos; Sarah Fowler Arthur; Tavia Galonski; Haraz N. Ghanbari; Michele Grim; Brett Hudson Hillyer; Latyna M. Humphrey; Dani Isaacsohn; Don Jones; Mary Lightbody; Beth Liston; Lauren McNally; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Ismail Mohamed; Thomas F. Patton; Sharon A. Ray; Elgin Rogers, Jr.; C. Allison Russo; Dick Stein; Bride Rose Sweeney; Cecil Thomas; Terrence Upchurch; Casey Weinstein; Bernard Willis",As Passed by the House,Education; Education : Primary and Secondary Education,Eliminate retention under the Third Grade Reading Guarantee,House Primary and Secondary Education Committee; Senate Education Committee,"To amend sections 3301.07, 3301.0711, 3301.163, 3302.151, and 3313.608 of the Revised Code to eliminate retention under the Third Grade Reading Guarantee, to expand the grades for which intensive reading intervention is provided, and expand the inclusion of phonics in learning standards.",https://www.legislature.ohio.gov/legislation/135/hb117
HR0117,2023_2024,135,Bill Roemer,,As Adopted by the House,,Honoring the Copley High School Quiz Bowl team as the 2023 National Academic Quiz Tournaments Ohio State Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr117
HB0118,2023_2024,135,Nick Santucci; Melanie Miller,Bill Dean; Ron Ferguson; Thomas Hall; Mark Johnson; Beth Lear; Bill Roemer; Jean Schmidt; Daniel P. Troy; Andrea White; Josh Williams; Bernard Willis,As Reported by the House Ways and Means Committee,Health and Human Services : Child Care; Taxation,Exempt certain baby products from sales and use tax,House Ways and Means Committee,To amend sections 5739.01 and 5739.02 of the Revised Code to exempt certain baby products from sales and use tax.,https://www.legislature.ohio.gov/legislation/135/hb118
HR0118,2023_2024,135,Bill Roemer,,As Adopted by the House,,Honoring the Copley High School CyberPatriot Panic at the Cisco team as the 2023 CyberPatriot National Youth Cyber Defense State Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr118
HB0119,2023_2024,135,Sarah Fowler Arthur; Steve Demetriou,Riordan T. McClain,As Reported by the House Transportation Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,Designate Dr. Steven Takacs Memorial Highway,House Transportation Committee,"To enact section 5534.924 of the Revised Code to designate a portion of State Route 87 in Geauga County as the ""Dr. Steven Takacs Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb119
HR0119,2023_2024,135,Sedrick Denson,,As Adopted by the House,,Honoring the Village of Mariemont on its One Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr119
HB0120,2023_2024,135,Casey Weinstein; Sean P. Brennan,"Munira Abdullahi; Rachel B. Baker; Willis E. Blackshear, Jr.; Juanita O. Brent; Darnell T. Brewer; Richard D. Brown; Bill Dean; Richard Dell'Aquila; Sedrick Denson; Ron Ferguson; Elliot Forhan; Tavia Galonski; Michele Grim; Dani Isaacsohn; Dontavius L. Jarrells; Mary Lightbody; Beth Liston; Lauren McNally; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Ismail Mohamed; Phillip M. Robinson, Jr.; Elgin Rogers, Jr.; Michael J. Skindell; Anita Somani; Bride Rose Sweeney; Cecil Thomas; Daniel P. Troy; Terrence Upchurch",As Introduced,Utilities; Utilities  : Electric Utilities,Repeal H.B. 6 of the 133rd General Assembly,House Public Utilities Committee; House Rules and Reference Committee,To amend section 4928.01 and to repeal section 4928.148 of the Revised Code to repeal the legacy generation resource provisions of H.B. 6 of the 133rd General Assembly and provide customers refunds.,https://www.legislature.ohio.gov/legislation/135/hb120
HB0121,2023_2024,135,Monica Robb Blasdel; Adam Mathews,Tim Barhorst; Sean P. Brennan; Thaddeus J. Claggett; Jon Cross; Al Cutrona; Richard Dell'Aquila; Dave Dobos; Jay Edwards; Elliot Forhan; Sarah Fowler Arthur; Jennifer Gross; Thomas Hall; Brett Hudson Hillyer; Don Jones; Darrell Kick; Roy Klopfenstein; Brian E. Lampton; Adam C. Miller; Gail K. Pavliga; Bob Peterson; Phil Plummer; Tracy M. Richardson; Bill Roemer; Jean Schmidt; Bill Seitz; D. J. Swearingen; Cecil Thomas; Daniel P. Troy; Terrence Upchurch; Bernard Willis; Bob Young; Tom Young,As Passed by the House,State and Local Government : Local Government; Taxation,Modify municipal tax apportionment formula for remote workers,House Ways and Means Committee; Senate Ways and Means Committee,"To amend sections 718.02 and 718.82; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 718.021 (718.17); and to enact new section 718.021 and section 718.821 of the Revised Code to allow businesses with remote workers to use a modified municipal income tax apportionment formula.",https://www.legislature.ohio.gov/legislation/135/hb121
HR0121,2023_2024,135,"Joseph A. Miller, III",,As Adopted by the House,,Honoring St. Mary's Catholic Church on its One Hundred Fiftieth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr121
HB0122,2023_2024,135,Gail K. Pavliga; Adam C. Miller,"Rachel B. Baker; Willis E. Blackshear, Jr.; Sean P. Brennan; Juanita O. Brent; Darnell T. Brewer; Richard D. Brown; Sara P. Carruthers; Dave Dobos; Tavia Galonski; Michele Grim; Brett Hudson Hillyer; Latyna M. Humphrey; Dani Isaacsohn; Dontavius L. Jarrells; Mike Loychik; Lauren McNally; Joseph A. Miller, III; Jessica E. Miranda; Ismail Mohamed; Elgin Rogers, Jr.; C. Allison Russo; Anita Somani; Cecil Thomas; Daniel P. Troy; Terrence Upchurch; Casey Weinstein; Josh Williams",As Passed by the House,"Courts and Civil Law; Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",Expand intimidation offenses to include guardians ad litem,House Criminal Justice Committee; Senate Judiciary Committee,"To amend sections 2921.03 and 2921.04 and to enact section 5.54 of the Revised Code to expand intimidation offenses to include guardians ad litem and court-appointed special advocates and to designate May 1st as ""Court-Appointed Special Advocates Appreciation Day.""",https://www.legislature.ohio.gov/legislation/135/hb122
HR0122,2023_2024,135,Brian E. Lampton,,As Adopted by the House,,Honoring the Beavercreek High School Air Force JROTC Bombers drill team on winning the 2023 state and national championships.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr122
HB0123,2023_2024,135,"Joseph A. Miller, III; Adam C. Miller","Munira Abdullahi; Adam C. Bird; Willis E. Blackshear, Jr.; Sean P. Brennan; Juanita O. Brent; Darnell T. Brewer; Richard D. Brown; Richard Dell'Aquila; Steve Demetriou; Elliot Forhan; Tavia Galonski; Michele Grim; Jennifer Gross; Latyna M. Humphrey; Dani Isaacsohn; Dontavius L. Jarrells; Mark Johnson; Mary Lightbody; Lauren McNally; Jessica E. Miranda; Ismail Mohamed; Phillip M. Robinson, Jr.; Elgin Rogers, Jr.; Bill Seitz; Anita Somani; Brian Stewart; Bride Rose Sweeney; Cecil Thomas; Daniel P. Troy; Terrence Upchurch; Casey Weinstein; Josh Williams",As Introduced,Special Designations; State and Local Government : State Government,Designate Honor and Remember flag to honor fallen service members,House State and Local Government Committee,To enact section 9.51 of the Revised Code to designate the Honor and Remember flag as the symbol of Ohio's concern and commitment to honoring and remembering the lives of all fallen service members and their families and to encourage that the flag be displayed at the Statehouse in Columbus on Memorial Day.,https://www.legislature.ohio.gov/legislation/135/hb123
HR0123,2023_2024,135,Andrea White,,As Adopted by the House,,"Recognizing National Crime Victims' Rights Week in Ohio April 23-29, 2023.",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr123
HB0124,2023_2024,135,Tavia Galonski; Jessica E. Miranda,Rachel B. Baker; Richard Dell'Aquila; Elliot Forhan; Michele Grim; Dani Isaacsohn; Adam C. Miller; Ismail Mohamed; Anita Somani; Cecil Thomas; Terrence Upchurch,As Introduced,"Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Sex Offenses; Juvenile and Family Law : Juvenile Justice",Eliminate period of limitation - rape prosecution or civil action,House Criminal Justice Committee,"To amend sections 2305.111, 2901.13, and 2933.82 and to enact section 2305.119 of the Revised Code to eliminate the period of limitation for the criminal prosecution of a person for rape and for a civil action brought by a victim of conduct that would constitute rape and to extend the period of limitation for a civil action by a victim of childhood sexual abuse other than rape.",https://www.legislature.ohio.gov/legislation/135/hb124
HR0124,2023_2024,135,Melanie Miller,,As Adopted by the House,,Honoring Kari Pickens on being named the 2023 NCAA Division II National Coach of the Year.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr124
HB0125,2023_2024,135,Adam Mathews; Nick Santucci,,As Reported by the House Ways and Means Committee,Education : Higher Education; State and Local Government : Local Government; Taxation,Modify income tax deductions for 529 plans and ABLE accounts,House Ways and Means Committee,To amend sections 5747.70 and 5747.78 of the Revised Code to modify the income tax deductions for contributions to 529 plans and ABLE accounts.,https://www.legislature.ohio.gov/legislation/135/hb125
HR0125,2023_2024,135,Mary Lightbody,,As Adopted by the House,,Honoring Westerville Winds as 2023 Ohio Indoor Performance Association Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr125
HB0126,2023_2024,135,Adam Mathews; Adam C. Miller,,As Introduced,Taxation; State and Local Government : Local Government; Military and Veterans,Expand municipal income tax exemption for military pay,House Ways and Means Committee,To amend section 718.01 of the Revised Code  to expand a municipal income tax exemption for military pay.,https://www.legislature.ohio.gov/legislation/135/hb126
HR0126,2023_2024,135,Jason Stephens,,As Adopted by the House,,Relative to the election of Justin Pizzulli to fill the vacancy in the membership of the House of Representatives created by the resignation of Brian Baldridge of the 90th House District.,,,https://www.legislature.ohio.gov/legislation/135/hr126
HB0127,2023_2024,135,Sarah Fowler Arthur,Thaddeus J. Claggett; Gary Click; Bill Dean; Ron Ferguson; Jennifer Gross; Adam Holmes; Mark Johnson; Beth Lear; Adam Mathews; Riordan T. McClain; Bill Seitz; Reggie Stoltzfus; Scott Wiggam; Bernard Willis,As Introduced,Education; Education : Primary and Secondary Education,Revise the law regarding the home education of children,House Primary and Secondary Education Committee,"To amend sections 2151.011, 3301.0712, 3310.70, 3313.5312, 3313.5314, 3313.618, 3313.6110, 3313.6114, 3314.041, 3321.03, 3321.04, 3321.13, 3331.02, 3331.04, 3333.31, 3333.86, 3345.06, 3365.01, 3365.02, 3365.03, 3365.033, 3365.034, 3365.035, 3365.07, 3365.071, 5103.55, 5107.281, 5709.07, and 5747.72 and to enact section 3321.042 of the Revised Code to revise the law regarding the home education of children.",https://www.legislature.ohio.gov/legislation/135/hb127
HR0127,2023_2024,135,Haraz N. Ghanbari,,As Adopted by the House,,Honoring the Spafford House on its Two Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr127
HB0128,2023_2024,135,Al Cutrona,"Cindy Abrams; Tim Barhorst; Sean P. Brennan; Juanita O. Brent; Sara P. Carruthers; Rodney Creech; Richard Dell'Aquila; Dave Dobos; Elliot Forhan; Tavia Galonski; Michele Grim; Jennifer Gross; Thomas Hall; Brett Hudson Hillyer; Latyna M. Humphrey; Dontavius L. Jarrells; Marilyn S. John; Don Jones; Mary Lightbody; Brian Lorenz; Mike Loychik; Gayle Manning; Adam Mathews; Riordan T. McClain; Lauren McNally; Joseph A. Miller, III; Kevin D. Miller; Jessica E. Miranda; Ismail Mohamed; Thomas F. Patton; Gail K. Pavliga; Bob Peterson; Tracy M. Richardson; Monica Robb Blasdel; Elgin Rogers, Jr.; C. Allison Russo; Jean Schmidt; Reggie Stoltzfus; Bride Rose Sweeney; Cecil Thomas; Andrea White; Scott Wiggam; Bernard Willis",As Passed by the House,"Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles",Designate Officer T.J. D'Apolito Memorial Highway,House Rules and Reference Committee; House Transportation Committee; Senate Transportation Committee,"To enact section 5534.452 of the Revised Code to designate a portion of State Route 46 in Mahoning County as the ""Dispatcher T.J. D'Apolito Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb128
HR0128,2023_2024,135,Haraz N. Ghanbari,,As Adopted by the House,,Honoring Perrysburg Township on its Two Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr128
HB0129,2023_2024,135,Thomas F. Patton,"Cindy Abrams; Sean P. Brennan; Richard D. Brown; Jamie Callender; Sara P. Carruthers; Al Cutrona; Richard Dell'Aquila; Jay Edwards; Don Jones; Mary Lightbody; Mike Loychik; Gayle Manning; Adam C. Miller; Elgin Rogers, Jr.; Bride Rose Sweeney; Cecil Thomas; Terrence Upchurch",As Passed by the House,Commerce; Occupational Licensing and Regulation,Require licensure of commercial roofing contractors,House Commerce and Labor Committee; Senate Government Oversight Committee,"To amend sections 715.27, 3781.102, 4740.01, 4740.02, 4740.04, 4740.12, 4740.13, and 4764.03 of the Revised Code to require licensure of commercial roofing contractors and to amend the versions of sections 715.27 and 3781.102 of the Revised Code that are scheduled to take effect on December 29, 2023, to continue the change on and after that date.",https://www.legislature.ohio.gov/legislation/135/hb129
HR0129,2023_2024,135,Lauren McNally,,As Adopted by the House,,Honoring St. Brendan Church on its Centennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr129
HB0130,2023_2024,135,Kevin D. Miller,"Jon Cross; Al Cutrona; Bill Dean; Richard Dell'Aquila; Sedrick Denson; Tavia Galonski; Brett Hudson Hillyer; Mark Johnson; Susan Manchester; Gayle Manning; Elgin Rogers, Jr.; Anita Somani; Daniel P. Troy",As Introduced,Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,Establish an exemption to prior authorization requirements,House Insurance Committee,"To amend section 5160.34 and to enact sections 1751.721, 1751.722, 1751.723, 3923.042, 3923.043, 3923.044, 5160.341, and 5160.342 of the Revised Code to establish an exemption to prior authorization requirements.",https://www.legislature.ohio.gov/legislation/135/hb130
HR0130,2023_2024,135,Jason Stephens,,As Adopted by the House,,Relative to the election of Brian Lorenz to fill the vacancy in the membership of the House of Representatives created by the death of Kris Jordan of the 60th House District. ,,,https://www.legislature.ohio.gov/legislation/135/hr130
HB0131,2023_2024,135,Angela N. King,"Marilyn S. John; Riordan T. McClain; Elgin Rogers, Jr.",As Reported by the House Transportation Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,"Designate Army SSgt. Charles V. Kettler Memorial Highway
",House Transportation Committee,"To enact section 5534.874 of the Revised Code to designate a portion of United States Route 33 in Auglaize County as the ""Army SSgt. Charles V. Kettler Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb131
HR0131,2023_2024,135,Mary Lightbody,,As Adopted by the House,,Honoring Lochlan Howard as a 2023 CLRG World Irish Dance Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr131
HB0132,2023_2024,135,Angela N. King,"Marilyn S. John; Riordan T. McClain; Elgin Rogers, Jr.",As Reported by the House Transportation Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,Designate Army Sgt. Herbert C. Linville Memorial Highway,House Transportation Committee,"To enact section 5534.875 of the Revised Code to designate a portion of State Route 29 in Auglaize County as the ""Army Sgt. Herbert C. Linville Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb132
HR0132,2023_2024,135,Angela N. King,,As Adopted by the House,,Honoring the Fort Recovery High School FFA wildlife judging team on placing first at the 2023 Ohio FFA Wildlife Judging Competition.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr132
HB0133,2023_2024,135,Angela N. King,Marilyn S. John; Riordan T. McClain,As Reported by the House Transportation Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,Designate Army Sgt. Ronnie Blair Memorial Highway,House Transportation Committee,"To enact section 5534.876 of the Revised Code to designate a portion of State Route 66 in Auglaize County as the ""Army Sgt. Ronnie Blair Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb133
HR0133,2023_2024,135,Haraz N. Ghanbari,,As Adopted by the House,,Honoring the City of Rossford on the auspicious occasion of its Quasquicentennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr133
HB0134,2023_2024,135,Richard Dell'Aquila; Tavia Galonski,Elliot Forhan; Brett Hudson Hillyer,As Introduced,Housing and Real Property; Taxation,Require notice to lienholders in tax certificate sales,House Ways and Means Committee,To amend section 5721.31 of the Revised Code to require notice to lienholders in tax certificate sales.,https://www.legislature.ohio.gov/legislation/135/hb134
HR0134,2023_2024,135,James M. Hoops,,As Adopted by the House,,Honoring Xander Myers on winning a 2023 Division III State Wrestling Championship.,,,https://www.legislature.ohio.gov/legislation/135/hr134
HR0135,2023_2024,135,Melanie Miller,,As Adopted by the House,,Honoring Willo'dell Nursery on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/135/hr135
HB0135,2023_2024,135,Thomas Hall; Rodney Creech,,As Introduced,Agriculture; Education; Education : Primary and Secondary Education,Require school districts to grant excused absence for 4-H and FFA,House Primary and Secondary Education Committee,To enact section 3321.043 of the Revised Code to require school districts to grant students excused absences from school for participation in 4-H and FFA programs and activities.,https://www.legislature.ohio.gov/legislation/135/hb135
HR0136,2023_2024,135,Jennifer Gross,,As Adopted by the House,,Honoring West Chester Township on its Bicentennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr136
HB0136,2023_2024,135,Adam Holmes; Brian Stewart,,As Introduced,Health and Human Services : Health Care,Authorize the operation of remote dispensing pharmacies,House Health Provider Services Committee,To amend section 4729.285 and to enact section 4729.554 of the Revised Code to authorize the operation of remote dispensing pharmacies.,https://www.legislature.ohio.gov/legislation/135/hb136
HB0137,2023_2024,135,Adam Mathews; Phil Plummer,Adam C. Bird; Gary Click; Sarah Fowler Arthur,As Reported by the House Primary and Secondary Education Committee,Education,Study feasibility-Ohio version of KY Bluegrass Challenge Academy,House Primary and Secondary Education Committee,To require the Department of Education to study the feasibility of implementing a program similar to the Kentucky Bluegrass Challenge Academy.,https://www.legislature.ohio.gov/legislation/135/hb137
HR0137,2023_2024,135,Jessica E. Miranda; Rachel B. Baker,,As Adopted by the House,,Honoring the Princeton High School girls basketball team on winning the 2023 Division I State Championship.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr137
HR0138,2023_2024,135,Cindy Abrams,,As Adopted by the House,,Honoring Chloe Dearwester on winning a 2023 State Wrestling Championship.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr138
HB0138,2023_2024,135,Angela N. King; Tom Young,,As Introduced,Taxation,Classify certain pass-through entity payments as business income,House Ways and Means Committee,To amend section 5747.01 of the Revised Code to classify certain guaranteed payments to pass-through entity investors as business income.,https://www.legislature.ohio.gov/legislation/135/hb138
HR0139,2023_2024,135,Cindy Abrams,,As Adopted by the House,,Honoring Raegan Briggs on winning a 2023 State Wrestling Championship.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr139
HB0139,2023_2024,135,"Bill Roemer; Joseph A. Miller, III",Cindy Abrams; Adam C. Bird; Sean P. Brennan; Richard D. Brown; Sara P. Carruthers; Gary Click; Jon Cross; Richard Dell'Aquila; Dave Dobos; Jay Edwards; Adam Holmes; James M. Hoops; Marilyn S. John; Mark Johnson; Don Jones; Brian E. Lampton; Adam Mathews; Lauren McNally; Adam C. Miller; Kevin D. Miller; Ismail Mohamed; Phil Plummer; Sharon A. Ray; C. Allison Russo; Jean Schmidt; Bill Seitz; Anita Somani; Daniel P. Troy; Casey Weinstein; Josh Williams; Bernard Willis; Tom Young,As Passed by the House,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",Increase assault penalties if the victim is a sports official ,House Criminal Justice Committee; Senate Judiciary Committee,To amend sections 2903.13 and 2929.13 of the Revised Code to increase the penalties for assault if the victim is acting as a sports official or the assault is committed in retaliation for the victim's actions as a sports official.,https://www.legislature.ohio.gov/legislation/135/hb139
HR0140,2023_2024,135,Cindy Abrams,,As Adopted by the House,,Honoring the William Henry Harrison High School girls wrestling team as the 2023 State Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr140
HB0140,2023_2024,135,Richard D. Brown,Rachel B. Baker; Darnell T. Brewer; Richard Dell'Aquila; Elliot Forhan; Tavia Galonski; Lauren McNally; Jessica E. Miranda; Cecil Thomas,As Introduced,Transportation; Transportation : Drivers' Licenses; Transportation : Motor Vehicles; Transportation : Traffic Offenses,Revise the law governing passing a school bus,House Transportation Committee,"To amend sections 4503.03, 4510.036, 4511.75, 4511.751, and 4511.76 of the Revised Code to make changes to the law governing passing a school bus.",https://www.legislature.ohio.gov/legislation/135/hb140
HB0141,2023_2024,135,Jeff LaRe; Monica Robb Blasdel,"Munira Abdullahi; Rachel B. Baker; Tim Barhorst; Sean P. Brennan; Juanita O. Brent; Richard D. Brown; Sara P. Carruthers; Jon Cross; Al Cutrona; Bill Dean; Richard Dell'Aquila; Dave Dobos; Elliot Forhan; Tavia Galonski; Michele Grim; Latyna M. Humphrey; Dani Isaacsohn; Dontavius L. Jarrells; Don Jones; Mary Lightbody; Beth Liston; Joseph A. Miller, III; Jessica E. Miranda; Ismail Mohamed; Scott Oelslager; Gail K. Pavliga; Elgin Rogers, Jr.; C. Allison Russo; Nick Santucci; Jean Schmidt; Bride Rose Sweeney; Cecil Thomas; Josh Williams; Tom Young",As Passed by the House,Commerce : Insurance; Health and Human Services : Health Care,Restrict cost-sharing for certain medical occupations,House Insurance Committee; Senate Insurance Committee,To enact section 3902.63 of the Revised Code to restrict cost-sharing requirements with regard to occupational and physical therapists and chiropractors.,https://www.legislature.ohio.gov/legislation/135/hb141
HR0141,2023_2024,135,Gail K. Pavliga,,As Adopted by the House,,Honoring Edinburg United Church on its Bicentennial.,,,https://www.legislature.ohio.gov/legislation/135/hr141
HR0142,2023_2024,135,Jean Schmidt,,As Adopted by the House,,Honoring the Milford Junior High School esports team on winning the 2023 Ohio State Middle School Esports Tournament.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr142
HB0142,2023_2024,135,Bob Young; Tom Young,Munira Abdullahi; Sara P. Carruthers; Brett Hudson Hillyer; Don Jones,As Introduced,Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,"Require health plan issuers and Medicaid to cover PANDAS, PANS",House Insurance Committee,"To amend section 3902.50 and to enact sections 5.22108, 3902.63, and 5164.092 of the Revised Code to require health plan issuers and the Medicaid program to cover treatments and services related to Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal Infections and Pediatric Acute-onset Neuropsychiatric Syndrome.",https://www.legislature.ohio.gov/legislation/135/hb142
HR0143,2023_2024,135,Nick Santucci,,As Adopted by the House,,Honoring the Warren City Federation of Women's Clubs on its One Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr143
