bill_id,session,title,summary,commem
H0631,193rd,"An Act clarifying the classification of assisted living residences
SECTION 1. Whereas, assisted living residences were created to provide comprehensive services to the elderly population; and
 Whereas, agreements as defined in this chapter are ...","By Representative Honan of Boston, a petition (accompanied by bill, House, No. 631) of Kevin G. Honan relative to the classification of assisted living residences.  Elder Affairs.",0
H0632,193rd,"An Act establishing a commission to study the financial abuse of elders 
SECTION 1. (a) The Massachusetts General Court shall initiate a commission to study and draft policies to combat the financial abuse of elders in the Commonwealth ...","By Representative Kane of Shrewsbury and Senator Velis, a joint petition (accompanied by bill, House, No. 632) of Hannah Kane, John C. Velis and others for an investigation by a special commission (including members of the General Court) relative to the financial abuse of elders.  Elder Affairs.",0
S0632,193rd,"An Act to establish a Massachusetts public bank
SECTION 1. The General Laws are hereby amended by inserting after chapter 10 the following chapter:- 
CHAPTER 10A 
MASSACHUSETTS PUBLIC BANK 
Section 1. Declarations ...","By Mr. Eldridge, a petition (accompanied by bill, Senate, No. 632) of James B. Eldridge, Liz Miranda, Jack Patrick Lewis, Carmine Lawrence Gentile and other members of the General Court for legislation to establish a Massachusetts public bank.  Financial Services.",0
S0633,193rd,"An Act providing for a medical exemption for manufacturer coupons
Clause (2) of subsection (b) of section 3 of chapter 175H of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting, in line 40, after the ...","By Mr. Fattman, a petition (accompanied by bill, Senate, No. 633) of Ryan C. Fattman for legislation to provide for a medical exemption for manufacturer coupons.  Financial Services.",0
H0633,193rd,"An Act relative to transparency and accountability in nursing homes
SECTION 1. 

Section 72 of chapter 111 of the General Laws, as most recently appearing in the 2020 Official Edition, is hereby amended, by inserting after said section 72, the ...","By Representative Kerans of Danvers and Senator Jehlen, a joint petition (accompanied by bill, House, No. 633) of Sally P. Kerans, Patricia D. Jehlen and Ruth B. Balser relative to transparency and accountability in nursing homes.  Elder Affairs.",0
H0634,193rd,"An Act relative to expanding the availability of personal care homes for older adults
SECTION 1. The General Laws are hereby amended by inserting after Chapter 19D, the following new chapter: â€“

Chapter 19D1/2

Section 1: Purpose

(a) The purpose of this ...","By Representative Kerans of Danvers, a petition (accompanied by bill, House, No. 634) of Sally P. Kerans and others relative to expanding the availability of personal care homes for older adults.  Elder Affairs.",0
S0634,193rd,"An Act promoting insurance rate review transparency
Section 117C of chapter 175 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by adding after line 350 the following subsection:- 
(16 ...","By Mr. Fattman, a petition (accompanied by bill, Senate, No. 634) of Ryan C. Fattman for legislation to promote insurance rate review transparency.  Financial Services.",0
S0635,193rd,"An Act relative to cognitive rehabilitation for individuals with an acquired brain injury
SECTION 1. Chapter 32A of the General Laws, as appearing in the 2020 Official Edition Official Edition, is hereby amended by inserting after section 17R the following section ...","By Mr. Feeney, a petition (accompanied by bill, Senate, No. 635) of Paul R. Feeney, Steven S. Howitt, Hannah Kane, Michael D. Brady and other members of the General Court for legislation relative to cognitive rehabilitation.  Financial Services.",0
H0635,193rd,"An Act relative to disclosing continuing care retirement community entrance fees
SECTION 1. Section 76 of chapter 93 of the General Laws is hereby amended by adding, after paragraph (c)(8), the following new paragraph:-

(9) In addition to the requirements ...","By Representative Khan of Newton, a petition (accompanied by bill, House, No. 635) of Kay Khan relative to contracts for continuing care retirement communities.  Elder Affairs.",0
S0636,193rd,"An Act relative to rehabilitation periods for those in addiction recovery
SECTION 1. Section 9 of chapter 258 of the acts of 2014 is hereby amended by striking out, in line 34, the figure â€ś14â€ť and inserting in place thereof the following figure:- 20 ...","By Mr. Feeney, a petition (accompanied by bill, Senate, No. 636) of Paul R. Feeney for legislation relative to rehabilitation periods for recovering substance abusers.  Financial Services.",0
H0636,193rd,"An Act relative to LGBT and HIV-positive seniors in the commonwealth
Chapter 19A of the General Laws is hereby amended by adding the following section:-

Section 44 ... For the purposes of administering the federal Older Americans Act of 1965 and ...","By Representatives Lewis of Framingham and Peake of Provincetown, a petition (accompanied by bill, House, No. 636) of Jack Patrick Lewis, Sarah K. Peake and others relative to racial and ethnic status, sexual orientation, gender identity or expression or HIV status of seniors.  Elder Affairs.",0
S0637,193rd,"An Act relative to group insurance commission procurement
SECTION 1. Paragraph Twenty Sixth (h) of Section 7 of Chapter 4 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting, after the word ...","By Mr. Feeney, a petition (accompanied by bill, Senate, No. 637) of Paul R. Feeney, Paul W. Mark, Walter F. Timilty, Michael D. Brady and other members of the Senate for legislation relative to group insurance commission procurement.  Financial Services.",0
H0637,193rd,"An Act establishing an LGBTQI long-term care facility bill of rights
Chapter 111 of the General Laws is hereby amended by inserting after section 72BB the following section:-

Section 72CC ... (a) As used in this section the following words shall ...","By Representatives Lewis of Framingham and Peake of Provincetown, a petition (accompanied by bill, House, No. 637) of Jack Patrick Lewis, Sarah K. Peake and others relative to the rights of persons who identify as LGBTQI in transparency and accountability.  Elder Affairs.",0
S0638,193rd,"An Act limiting out of pocket health expenses
SECTION 1. Section 6 of chapter 32A of the General Laws is hereby amended by inserting after the fourth sentence thereof the following new sentence:-
For active and retired ...","By Mr. Feeney, a petition (accompanied by bill, Senate, No. 638) of Paul R. Feeney, Michael J. Barrett, Paul W. Mark, Walter F. Timilty and other members of the Senate for legislation to limit out of pocket health expenses.  Financial Services.",0
H0638,193rd,"An Act supporting seniorsâ€™ financial stability
Chapter 10, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 78 the following section:-

Section 79 ... The office of the state treasurer shall ...","By Representatives Lipper-Garabedian of Melrose and Stanley of Waltham, a petition (accompanied by bill, House, No. 638) of Kate Lipper-Garabedian, Thomas M. Stanley and others that the Office of the State Treasurer be authorized to establish a curriculum to support seniorsâ€™ financial literacy.  Elder Affairs.",0
S0639,193rd,"An Act relative to motor vehicle service contracts
SECTION 1. Section 149M of chapter 175 of the General Laws, as appearing in the 2012 Official Edition, is hereby amended by inserting after the definition of â€śconsumerâ€ť the ...","By Mr. Feeney, a petition (accompanied by bill, Senate, No. 639) of Paul R. Feeney for legislation relative to motor vehicle service contracts.  Financial Services.",0
H0639,193rd,"An Act increasing awareness of community based PACE programs for older adults
SECTION 1. Section 4 of chapter 19A of the General Laws, as appearing in the 2018 Official Edition, is hereby amended by inserting in subsection (d) after the word â€śpersonsâ€ť the ...","By Representative Madaro of Boston, a petition (accompanied by bill, House, No. 639) of Adrian C. Madaro and others relative to increasing awareness of community based PACE programs for older adults.  Elder Affairs.",0
H0640,193rd,"An Act to improve infection control in Massachusetts home care
SECTION 1. (a) Notwithstanding any general or special law to the contrary, the executive office of health and human services, in consultation with appropriate state agencies and ...","By Representative Mendes of Brockton, a petition (accompanied by bill, House, No. 640) of Rita A. Mendes and others that the Executive Office of Health and Human Services be directed to establish a mandatory infection control training program for personal home care attendants.  Elder Affairs.",0
S0640,193rd,"An Act relative to insurance companies
Paragraph 14G of section 63 of chapter 175 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended striking out clauses (2) and (3) and inserting in ...","By Mr. Feeney, a petition (accompanied by bill, Senate, No. 640) of Paul R. Feeney and Tackey Chan for legislation relative to insurance companies.  Financial Services.",0
S0641,193rd,"An Act relative to certain loans by the federal home loan bank
SECTION 1. Section 19G of Chapter 175 of the General Laws, as appearing in the 2010 Official Edition, is hereby amended by striking all references therein to â€ś180A to 180L ...","By Mr. Feeney, a petition (accompanied by bill, Senate, No. 641) of Paul R. Feeney for legislation relative to certain loans by the federal home loan bank.  Financial Services.",0
H0641,193rd,"An Act regulating beds out of service at long term care facilities
SECTION 1. Section 71 of chapter 111 of the General Laws, as appearing in the 2016 Official Edition, is hereby amended by inserting after the twenty-second paragraph the following ...","By Representative Moran of Boston, a petition (accompanied by bill, House, No. 641) of Michael J. Moran relative to regulating beds out of service at long term care facilities.  Elder Affairs.",0
H0642,193rd,"An Act relative to individuals from birth to age twenty-two in need of short-term inpatient skilled nursing and rehabilitation services 
SECTION 1. Chapter 111 of the General Laws is hereby amended by striking out Section 4J in its entirety and inserting in place thereof the following section:
Section 4J ...","By Representative Muratore of Plymouth, a petition (accompanied by bill, House, No. 642) of Mathew J. Muratore and others relative to short-term inpatient skilled nursing and rehabilitation services for persons twenty-two years of age or younger.  Elder Affairs.",0
S0642,193rd,"An Act related to health insurance benefits for municipal employees
SECTION 1. Section 19 of chapter 32B of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after subsection (j) the following subsection ...","By Mr. Finegold, a petition (accompanied by bill, Senate, No. 642) of Barry R. Finegold, Vanna Howard, Angelo J. Puppolo, Jr., Marc R. Pacheco and others for legislation related to health insurance benefits for municipal employees.  Financial Services.",0
S0643,193rd,"An Act relative to uncollected co-pays, co-insurance and deductibles
SECTION 1. Chapter 176O of the General Laws is hereby amended by inserting after section 7 the following new section:-
Section 7A ... Equitable Funding for Health Care Provider Bad ...","By Mr. Finegold, a petition (accompanied by bill, Senate, No. 643) of Barry R. Finegold for legislation to require certain healthcare carriers to share accountability with providers for uncollectible patient obligations after insurance.  Financial Services.",0
H0643,193rd,"An Act to ensure senior care organization quality and accountability
Section 9D of Chapter 118E of the General Laws, as appearing in the 2020 official edition
is hereby amended by inserting at the end of the Section the following language:
(7) In ...","By Representative Murray of Milford, a petition (accompanied by bill, House, No. 643) of Brian W. Murray relative to senior care organization quality and accountability.  Elder Affairs.",0
H0644,193rd,"An Act protecting vulnerable elders from abuse
SECTION 1. Section 4 of chapter 19A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out the first paragraph and inserting in place ...","By Representative Nguyen of Andover, a petition (accompanied by bill, House, No. 644) of Tram T. Nguyen and James K. Hawkins relative to protecting vulnerable elders from abuse.  Elder Affairs.",0
S0644,193rd,"An Act to redirect excessive health insurer reserves to support health care needs
SECTION 1. Chapter 175 of the General Laws is hereby amended by inserting after section 230 the following new section:- 
Section 231 ... Excessive Health Insurer Reserves
(a) A ...","By Mr. Finegold, a petition (accompanied by bill, Senate, No. 644) of Barry R. Finegold for legislation to redirect excessive health insurer reserves to support health care needs.  Financial Services.",0
S0645,193rd,"An Act relative to out-of-network billing
SECTION 1. Chapter 12C of the General Laws is hereby amended by adding the following section:-
Section 25 ... The center shall calculate the noncontracted commercial rate for ...","By Ms. Friedman, a petition (accompanied by bill, Senate, No. 645) of Cindy F. Friedman, Susannah M. Whipps, Jack Patrick Lewis and Patricia D. Jehlen for legislation relative to out-of-network billing.  Financial Services.",0
H0645,193rd,"An Act relative to Massachusetts home care eligibility 
SECTION 1.  The executive office of elder affairs, under authority granted in section 4 of chapter 19A of Massachusetts general laws, shall amend the Massachusetts home care ...","By Representative Peake of Provincetown, a petition (accompanied by bill, House, No. 645) of Sarah K. Peake and others that persons diagnosed with HIV or AIDS be eligible for home care to be administered by the Executive Office of Elder Affairs.  Elder Affairs.",0
S0646,193rd,"An Act ensuring access to full spectrum pregnancy care
SECTION 1. Section 17C of chapter 32A of the General Laws, as most recently amended by section 8 of chapter 127 of the acts of 2022, is hereby amended by striking out the third ...","By Ms. Friedman, a petition (accompanied by bill, Senate, No. 646) of Cindy F. Friedman, Jack Patrick Lewis, Paul W. Mark, Lindsay N. Sabadosa and other members of the General Court for legislation to ensure access to full spectrum pregnancy care.  Financial Services.",0
H0646,193rd,"An Act to ensure senior care organization quality and accountability
Section 9D of Chapter 118E of the General Laws, as appearing in the 2020 official edition is hereby amended by inserting at the end of the Section the following language:

(7 ...","By Representative Robertson of Tewksbury, a petition (accompanied by bill, House, No. 646) of David Allen Robertson for legislation to ensure senior care organization quality and accountability.  Elder Affairs.",0
H0647,193rd,"An Act protecting elders from bullying
SECTION 1. Section 14 of chapter 19A of the General Laws, as appearing in the 2016 Official Edition, is hereby amended by inserting after the definition of â€śAbuseâ€ť the following ...","By Representative Silvia of Fall River, a petition (accompanied by bill, House, No. 647) of Alan Silvia relative to protecting elders from bullying.  Elder Affairs.",0
S0647,193rd,"An Act relative to preserving preventive services without cost sharing
SECTION 1. Chapter 176O of the General Laws is hereby amended by adding the following section:-
Section 30 ... (a) For a health plan issued on or after January 1, 2025, a carrier, as ...","By Ms. Friedman, a petition (accompanied by bill, Senate, No. 647) of Cindy F. Friedman for legislation relative to preserving preventive services without cost sharing.  Financial Services.",0
S0648,193rd,"An Act relative to the remediation of home heating oil releases
SECTION 1. Chapter 175 of the General Laws is hereby amended by striking out section 4D, as appearing in the 2022 Official Edition, and inserting in place thereof the following ...","By Ms. Gobi, a petition (accompanied by bill, Senate, No. 648) of Anne M. Gobi and Michael O. Moore for legislation relative to the remediation of home heating oil releases.  Financial Services.",0
H0648,193rd,"An Act to improve quality and oversight of long-term care
SECTION 1. Chapter 23 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 9U the following 2 sections:- 
	Section 9V ...","By Representatives Stanley of Waltham and Lipper-Garabedian of Melrose, a petition (accompanied by bill, House, No. 648) of Thomas M. Stanley, Kate Lipper-Garabedian and others for legislation to improve quality and oversight of long-term care.  Elder Affairs.",0
S0649,193rd,"An Act relative to increasing consumer access to licensed rehabilitation counselors
SECTION 1. Section 22 of chapter 32A of the General Laws, is hereby amended by striking out the last paragraph and inserting in place thereof the following paragraph:--
For the ...","By Ms. Gobi, a petition (accompanied by bill, Senate, No. 649) of Anne M. Gobi and Hannah Kane for legislation relative to increase consumer access to licensed rehabilitation counselors.  Financial Services.",0
H0649,193rd,"An Act to improve Massachusetts home care
SECTION 1. Chapter 111 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 51K the following 3 sections:- 

Section 51L ...","By Representatives Stanley of Waltham and Moran of Boston, a petition (accompanied by bill, House, No. 649) of Thomas M. Stanley, Michael J. Moran and others for legislation to create safe environments for home care workers and consumers.  Elder Affairs.",0
S0650,193rd,"An Act relative to notifying broker prior to termination of coverage
Chapter 175 of the General Laws is hereby amended by adding the following new section:- 
?(x)If the policy owner of a life, disability or long term care insurance policy has an ...","By Ms. Gobi, a petition (accompanied by bill, Senate, No. 650) of Anne M. Gobi for legislation relative to notify broker prior to termination of coverage.  Financial Services.",0
H0650,193rd,"An Act authorizing common sense health services in assisted living
SECTION 1. Section 1 of chapter 19D of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the definition of â€śAssisted living ...","By Representatives Stanley of Waltham and Pignatelli of Lenox, a petition (accompanied by bill, House, No. 650) of Thomas M. Stanley, Smitty Pignatelli and others for legislation to authorize the option of providing basic common sense health services for residents of assisted living residences.  Elder Affairs.",0
S0651,193rd,"An Act relative to emergency insulin access 
SECTION 1. Section 17G of chapter 32A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the word ""items"" the third time it ...","By Mr. Gomez, a petition (accompanied by bill, Senate, No. 651) of Adam Gomez, Anne M. Gobi, Mark C. Montigny and Rebecca L. Rausch for legislation relative to emergency insulin access.  Financial Services.",0
H0651,193rd,"An Act relative to promoting innovation in elder care services
SECTION 1. Notwithstanding any special or general law to the contrary, the executive office of health and human services shall, subject to appropriation, establish a no-interest ...","By Representative Stanley of Waltham, a petition (accompanied by bill, House, No. 651) of Thomas M. Stanley and others relative to promoting innovation in elder care nursing facilities and services.  Elder Affairs.",0
S0652,193rd,"An Act to allow municipalities to deposit into credit unions
SECTION 1. Section 34 of Chapter 29 of the General Laws, as appearing in the 2014 Official Edition, is hereby amended in line 4 by inserting after the words â€śfederal savings banks ...","By Mr. Gomez, a petition (accompanied by bill, Senate, No. 652) of Adam Gomez for legislation to authorize municipalities to deposit into credit unions.  Financial Services.",0
H0652,193rd,"An Act establishing a special commission on a statewide long-term care insurance program
Section 1. There shall be a special commission to study and make recommendations to establish a statewide long-term care insurance program in the commonwealth ...","By Representative Stanley of Waltham, a petition (accompanied by bill, House, No. 652) of Thomas M. Stanley for legislation to establish a special commission (including members of the General Court) relative to a statewide long-term care insurance program.  Elder Affairs.",0
S0653,193rd,"An Act establishing a Massachusetts foreclosure prevention program
SECTION 1. Chapter 244 of the Massachusetts General Laws is hereby amended by inserting after section 35C the following section: -  
Section 35D ... (a) As used in this section, the ...","By Mr. Gomez, a petition (accompanied by bill, Senate, No. 653) of Adam Gomez, Christine P. Barber, Peter Capano and James B. Eldridge for legislation to establish a Massachusetts foreclosure prevention program.  Financial Services.",0
H0653,193rd,"An Act relative to rest home rate adjustments
SECTION 1. Chapter 118E of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 79 the following section:-

Section 80 ...","By Representative Ultrino of Malden, a petition (accompanied by bill, House, No. 653) of Steven Ultrino and others relative to rate adjustments and reimbursements for the cost of residential care homes or rest homes.  Elder Affairs.",0
S0654,193rd,"An Act ensuring prompt access to health care
SECTION 1. Chapter 32A of the General Laws is hereby amended by adding at the end the following new section:- 
Section 31: Reimbursement of costs for medically appropriate ...","By Mr. Gomez, a petition (accompanied by bill, Senate, No. 654) of Adam Gomez for legislation to ensure prompt access to health care.  Financial Services.",0
H0654,193rd,"An Act relative to nursing homes
SECTION 1. Chapter 111 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 72D the following section:-

Section 72D Â˝ ...","By Representative Walsh of Peabody, a petition (accompanied by bill, House, No. 654) of Thomas P. Walsh relative to floor plans for certain nursing homes.  Elder Affairs.",0
S0655,193rd,"An Act relative to telehealth and digital equity for patients
SECTION 1. Section 18AA of Chapter 6A of the General Laws, as most recently inserted by Section 1 of Chapter 174 of the Acts of 2022, is hereby amended by inserting after the word ...","By Mr. Gomez, a petition (accompanied by bill, Senate, No. 655) of Adam Gomez and Vanna Howard for legislation relative to telehealth and digital equity for patients.  Financial Services.",0
H0655,193rd,"An Act requiring dignity, privacy, and safety for residents in nursing homes and rest homes
Section 1. Pursuant to the provisions of section 3, of chapter 111 of the General Laws, as appearing in the 2018 Official Edition, the department shall promulgate regulations ...","By Representative Walsh of Peabody, a petition (accompanied by bill, House, No. 655) of Thomas P. Walsh, Rodney M. Elliott and James B. Eldridge relative to the dignity, privacy, and safety of residents in nursing homes and rest homes.  Elder Affairs.",0
S0656,193rd,"An Act to reduce the cost of pharmacy benefits
Chapter 175 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after Section 226, the following:-
Section 226A ...","By Ms. Jehlen, a petition (accompanied by bill, Senate, No. 656) of Patricia D. Jehlen for legislation to reduce the cost of pharmacy benefits.  Financial Services.",0
H0656,193rd,"An Act providing uniform mail voting forms
SECTION 1. Section 25B of said chapter 54, as appearing in section 10 of chapter 92 of the acts of 2022, is hereby amended by adding the following paragraph:

(l) The state ...","By Representative Arriaga of Chicopee, a petition (accompanied by bill, House, No. 656) of Shirley B. Arriaga and others for legislation to further regulate mail in ballots.  Election Laws.",0
S0657,193rd,"An Act providing continuity of care for mental health treatment
SECTION 1. Section 1 of chapter 176O of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the definition of â€śConcurrent reviewâ€ť the ...","By Mr. Keenan, a petition (accompanied by bill, Senate, No. 657) of John F. Keenan and Ruth B. Balser for legislation to provide continuity of care for mental health treatment insurance coverage.  Financial Services.",0
H0657,193rd,"An Act assuring that polling places are accessible to elderly and physically challenged voters
SECTION 1.Â  Chapter 10 of the General Laws is hereby amended by inserting after section 35W the following new section:â€”
Section 35X ... There is hereby established on the books of the ...","By Representative Ayers of Quincy, a petition (accompanied by bill, House, No. 657) of Bruce J. Ayers for legislation to ensure that polling places are accessible to handicapped and elderly voters.  Election Laws.",0
H0658,193rd,"An Act requiring photo IDâ€™s to vote
Section 76B, Chapter 54 of the General Laws is hereby amended by adding the following subsection:-
(c) -- Any person who seeks to vote in a public election is required to ...","By Representative Berthiaume of Spencer, a petition (accompanied by bill, House, No. 658) of Donald R. Berthiaume, Jr., and Angelo L. D'Emilia for legislation to require the showing of valid photo form of identification to election officials prior to voting.  Election Laws.",0
S0658,193rd,"An Act relative to dual diagnosis treatment coverage
SECTION 1. Chapter 32A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out section 17N and inserting in place thereof the following ...","By Mr. Keenan, a petition (accompanied by bill, Senate, No. 658) of John F. Keenan and James B. Eldridge for legislation relative to dual diagnosis treatment coverage.  Financial Services.",0
H0659,193rd,"An Act relative to candidate information on ballots
SECTION 1. Section 8 of chapter 53 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out, in line 3, the words â€śhis residence, with ...","By Representative Blais of Deerfield, a petition (accompanied by bill, House, No. 659) of Natalie M. Blais and Mindy Domb relative to candidate information on ballots.  Election Laws.",0
S0659,193rd,"An Act relative to removing barriers to non-opioid pain management
SECTION 1. Section 47KK of Chapter 175 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by adding in subsection (a) the following paragraph:-
Any ...","By Mr. Keenan, a petition (accompanied by bill, Senate, No. 659) of John F. Keenan and James B. Eldridge for legislation to remove barriers to non-opioid pain management.  Financial Services.",0
H0660,193rd,"An Act relative to gender neutral language in elections law
SECTION 1. Section 3 of chapter 53 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out, in line 3, the word â€śhimâ€ť and inserting in ...","By Representative Blais of Deerfield, a petition (accompanied by bill, House, No. 660) of Natalie M. Blais and others relative to gender-neutral language in elections laws.  Election Laws.",0
S0660,193rd,"An Act relative to the care and treatment of patients with mitochondrial disease
SECTION 1. Chapter 32A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 17R the following section:-
Section 17S ...","By Mr. Keenan, a petition (accompanied by bill, Senate, No. 660) of John F. Keenan for legislation relative to the care and treatment of patients with mitochondrial disease.  Financial Services.",0
H0661,193rd,"An Act validating the annual town meeting for the town of Blandford
SECTION 1. Notwithstanding section 10 of chapter 39 and section 64 of chapter 54 of the General Laws or any other general or special law to the contrary, the votes taken by the ...","By Representative Boldyga of Southwick and Senator Mark, a joint petition (accompanied by bill, House, No. 661) of Nicholas A. Boldyga and Paul W. Mark (by vote of the town) relative to validating the results of the annual town meeting for the town of Blandford.  Election Laws.  [Local Approval Received.]",0
S0662,193rd,"An Act providing access to full spectrum addiction treatment services
SECTION 1. Section 17N of chapter 32A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the definition of â€śClinical ...","By Mr. Keenan, a petition (accompanied by bill, Senate, No. 662) of John F. Keenan, Adam Scanlon, Michael J. Barrett and James B. Eldridge for legislation to provide access to full spectrum addiction treatment services.  Financial Services.",0
H0662,193rd,"An Act relative to polling place security and integrity
Chapter 54 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out section 72 and inserting in place thereof the following section ...","By Representatives Cabral of New Bedford and Straus of Mattapoisett, a petition (accompanied by bill, House, No. 662) of Antonio F. D. Cabral, William M. Straus and others relative to polling place security and integrity.  Election Laws.",0
H0663,193rd,"An Act relative to increasing voting opportunities in Massachusetts
SECTION 1. Section 1 of chapter 51 of the General Laws, as appearing in the 2016 Official Edition, is hereby amended by striking out the last sentence and inserting in place ...","By Representative Cahill of Lynn, a petition (accompanied by bill, House, No. 663) of Daniel Cahill relative to increasing voting opportunities.  Election Laws.",0
S0663,193rd,"An Act to prevent inappropriate denials by insurers for medically necessary services
SECTION 1. Section 24B of chapter 175 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the first paragraph the following four ...","By Mr. Keenan, a petition (accompanied by bill, Senate, No. 663) of John F. Keenan and Lindsay N. Sabadosa for legislation to prevent inappropriate denials by insurers for medically necessary services.  Financial Services.",0
H0664,193rd,"An Act relative to ranked choice voting in the town of Concord
SECTION 1.

RANKED CHOICE VOTING

(a) The terms below shall have the following meanings in this section ... â€śBatch elimination,â€ť is the simultaneous defeat of multiple candidates ...","By Representatives Cataldo of Concord and Gentile of Sudbury, a petition (accompanied by bill, House, No. 664) of Simon Cataldo, Carmine Lawrence Gentile and Michael J. Barrett (by vote of the town) relative to ranked choice voting in the town of Concord.  Election Laws.  [Local Approval Received.]",0
S0664,193rd,"An Act relative to the sustainability of public health dental hygienists through adequate reimbursements
Section 51 of Chapter 112 of the General Laws, as appearing in the 2018 Official Edition, is hereby amended in line 60 by striking out, â€śby Medicaid but except as required by ...","By Ms. Kennedy, a petition (accompanied by bill, Senate, No. 664) of Robyn K. Kennedy, David Henry Argosky LeBoeuf and Sal N. DiDomenico for legislation relative to public health dental hygienists.  Financial Services.",0
S0665,193rd,"An Act relative to specialty medications and patient safety
SECTION 1. Chapter 32A of the General Laws is hereby amended by inserting after section 17R the following new section:-
Section 17S ... a) The following words as used in this section ...","By Mr. Lewis, a petition (accompanied by bill, Senate, No. 665) of Jason M. Lewis for legislation relative to specialty medications and patient safety.  Financial Services.",0
H0665,193rd,"An Act clarifying the role of Governorâ€™s Councillor on the ballot
SECTION 1. Section 43A of chapter 54 of the general laws is hereby amended by inserting after the word â€ścongressmanâ€ť the following word:- governorâ€™s 

SECTION 2. Section 150 of ...","By Representative Cataldo of Concord, a petition (accompanied by bill, House, No. 665) of Simon Cataldo and others relative to clarifying the title of Governorâ€™s Councillor on election ballots.  Election Laws.",0
S0666,193rd,"An Act establishing collective bargaining rights for TNC drivers
SECTION 1. Transportation Network Driver Representation and Negotiations of Recommended Standards ... This section shall establish Chapter 150F of the General Laws to create the ...","By Mr. Lewis, a petition (accompanied by bill, Senate, No. 666) of Jason M. Lewis, Liz Miranda, Marc R. Pacheco, James K. Hawkins and other members of the General Court for legislation to establish collective bargaining rights for TNC drivers.  Financial Services.",0
H0666,193rd,"An Act requiring a residency affidavit by a candidate
SECTION 1. Chapter 53 of the general laws is hereby amended by inserting after section 11 the following new section:-

Section 11A ... A person seeking to be a candidate to hold a ...","By Representative Chan of Quincy, a petition (accompanied by bill, House, No. 666) of Tackey Chan and Michelle M. DuBois relative to requiring residency affidavits for candidates for public office.  Election Laws.",0
S0667,193rd,"An Act to prohibit cost sharing for opioid antagonists
SECTION 1.  Said chapter 32A is hereby further amended by adding the following section:-
Section 33 ... (a) For the purpose of this section, the following words shall have the ...","By Mr. Lewis, a petition (accompanied by bill, Senate, No. 667) of Jason M. Lewis for legislation to prohibit cost sharing for opioid antagonists.  Financial Services.",0
H0667,193rd,"An Act to provide to certain employees of the Commonwealth the right to participate collectively in the political process
SECTION 1. Section 13 of chapter 55 of the general laws is hereby amended by adding at the end of the first sentence of the first paragraph the following: â€śâ€¦nor shall it prohibit ...","By Representative Chan of Quincy, a petition (accompanied by bill, House, No. 667) of Tackey Chan and David Holway relative to political contributions by certain public employees.  Election Laws.",0
H0668,193rd,"An Act authorizing the town of Lexington to allow remote participation at town meetings
SECTION 1. Notwithstanding any general or special law to the contrary, the Town of Lexington may, by bylaw, permit a representative town meeting to be held through remote ...","By Representative Ciccolo of Lexington and Senator Friedman, a joint petition (accompanied by bill, House, No. 668) of Michelle L. Ciccolo, Cindy F. Friedman and Michael J. Barrett (by vote of the town) that the town of Lexington be authorized to allow remote participation at town meetings.  Election Laws.  [Local Approval Received.]",0
S0668,193rd,"An Act to ensure dependent health coverage for adults with disabilities
SECTION 1. Subdivision (P) of section 110 of chapter 175 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the word â€śageâ€ť, in ...","By Ms. Lovely, a petition (accompanied by bill, Senate, No. 668) of Joan B. Lovely for legislation to ensure dependent health coverage for adults with disabilities.  Financial Services.",0
S0669,193rd,"An Act requiring mental health parity for disability policies
SECTION 1. Section 108 of chapter 175 of the General Laws is hereby amended by adding the following:-
13 ... No individual policy of short-term or long-term disability insurance ...","By Ms. Lovely, a petition (accompanied by bill, Senate, No. 669) of Joan B. Lovely and Michael J. Barrett for legislation to require mental health parity for disability policies.  Financial Services.",0
