bill_id,session,title,summary,commem
H0067,193rd,"An Act creating a task force to study the use of the internet by sex offenders
SECTION 1. The joint committee on public safety and homeland security shall convene a task force to report on electronic communications and the feasibility of tracking sex ...","By Representative Jones of North Reading, a petition (accompanied by bill, House, No. 67) of Bradley H. Jones, Jr., and others for legislation to provide for an investigation by a special task force (including members of the General Court) relative to the use of the Internet by sex offenders.  Advanced Information Technology. the Internet and Cybersecurity.",0
H0068,193rd,"An Act relative to internet service outages 
Chapter 25C of the General Laws is hereby amended by adding the following section:-
Section 9. (a) As used in this section the following terms shall, unless the context clearly ...","By Representative LeBoeuf of Worcester, a petition (accompanied by bill, House, No. 68) of David Henry Argosky LeBoeuf relative to internet service outages.  Advanced Information Technology, the Internet and Cybersecurity.",0
S0068,193rd,"An Act establishing a bill of rights for children in foster care
SECTION 1. Chapter 119 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 23C the following section:- 
Section 23D ...","By Ms. Comerford, a petition (accompanied by bill, Senate, No. 68) of Joanne M. Comerford, Sean Garballey and Vanna Howard for legislation to establish a bill of rights for children in foster care.  Children, Families and Persons with Disabilities.",0
S0069,193rd,"An Act protecting youth during custodial interrogations
Chapter 119 of the General Laws is hereby amended by inserting after section 66 the following section:-
Section 66A: Juvenile Interrogations
(a) A juvenileâ€™s statement made ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 69) of Cynthia Stone Creem for legislation protecting youth during custodial interrogations.  Children, Families and Persons with Disabilities.",0
H0069,193rd,"An Act establishing a special commission on blockchain and cryptocurrency
SECTION 1. A special commission is hereby established for the purposes of making an investigation relative to blockchain technology to develop a master plan of recommendations for ...","By Representatives Lipper-Garabedian of Melrose and Cutler of Pembroke, a petition (accompanied by bill, House, No. 69) of Kate Lipper-Garabedian, Josh S. Cutler and others relative to establishing a special commission (including members of the General Court) on blockchain and cryptocurrency.  Advanced Information Technology, the Internet and Cybersecurity.",0
S0070,193rd,"An Act to further family-centered child support
SECTION 1. Chapter 18 of the General Laws is hereby amended by striking section 18A and inserting in place thereof the following new section:-
Section 18A ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 70) of Cynthia Stone Creem for legislation to further family-centered child support.  Children, Families and Persons with Disabilities.",0
H0070,193rd,"An Act providing for consumer protection in a digital economy
Chapter 10, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 78 the following section:-


Section 79 ... The office of the state treasurer ...","By Representatives Lipper-Garabedian of Melrose and Cutler of Pembroke, a petition (accompanied by bill, House, No. 70) of Kate Lipper-Garabedian, Josh S. Cutler and Thomas M. Stanley that the Office of the State Treasurer develop and periodically review and update a digital module and resources on cryptocurrencies and digital assets.  Advanced Information Technology, the Internet and Cybersecurity.",0
S0071,193rd,"An Act minimizing trauma to children and families
SECTION 1. Chapter 18B of the General Laws is hereby amended by inserting after section 25 the following section:-
Section 26 ... The department shall report each quarter on the ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 71) of Cynthia Stone Creem for legislation to minimize trauma to children and families.  Children, Families and Persons with Disabilities.",0
H0071,193rd,"An Act creating a pilot program to explore digital innovation in government
SECTION 1. The Massachusetts Technology Collaborative shall, within one year of the effective date of this act, establish and implement a pilot program to examine the use of ...","By Representative Lipper-Garabedian of Melrose, a petition (accompanied by bill, House, No. 71) of Kate Lipper-Garabedian and Thomas M. Stanley for legislation to establish and implement a pilot program to examine the use of blockchain technology.  Advanced Information Technology, the Internet and Cybersecurity.",0
S0072,193rd,"An Act ensuring access to behavioral health services for children involved with state agencies
SECTION 1. Section 21 of chapter 19 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out the fifth sentence and inserting in place ...","By Mr. Crighton, a petition (accompanied by bill, Senate, No. 72) of Brendan P. Crighton for legislation to ensure access to behavioral health services for children involved with state agencies.  Children, Families and Persons with Disabilities.",0
H0072,193rd,"An Act to protect against deep fakes used to facilitate criminal or torturous conduct
SECTION 1.
(a) Definitions â€” The following definitions shall apply to this measure:  
(1) Digital Content Provenance- The term â€śdigital content provenanceâ€ť means the verifiable ...","By Representative Livingstone of Boston, a petition (accompanied by bill, House, No. 72) of Jay D. Livingstone for legislation to establish a Massachusetts state deepfake and digital provenance task force (including members of the General Court) to protect against deep fakes used to facilitate criminal or torturous conduct.  Advanced Information Technology, the Internet and Cybersecurity.",0
S0073,193rd,"An Act establishing a low vision registry
SECTION 1. Chapter 6 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 135 the following section:-
Section 135A ...","By Mr. Cyr, a petition (accompanied by bill, Senate, No. 73) of Julian Cyr for legislation to establish a low vision registry.  Children, Families and Persons with Disabilities.",0
H0073,193rd,"An Act relative to the interception of wire and oral communications
SECTION 1. Subsection A of section 99 of Chapter 272 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out, in line 26, the word â€ścrime ...","By Representative Markey of Dartmouth, a petition (accompanied by bill, House, No. 73) of Christopher M. Markey relative to the interception of wire and oral communications.  Advanced Information Technology, the Internet and Cybersecurity.",0
H0074,193rd,"An Act to modernize funding for community media programming
SECTION 1. The General Laws of 2020 are hereby amended by inserting after Chapter 166A the following chapter:-

Chapter 166B ... Section 1. The purposes of this chapter are to --
(a ...","By Representatives Meschino of Hull and Muratore of Plymouth, a petition (accompanied by bill, House, No. 74) of Joan Meschino, Mathew J. Muratore and others for legislation to establish a comprehensive statewide policy concerning streaming entertainment services and the recovery of municipal costs for the management and maintenance of digital infrastructure.  Advanced Information Technology, the Internet and Cybersecurity.",0
