bill_number,session,chamber,action_date,action,journal_page,order
LB0247,2023_2024,Unicameral,2024-01-30,Advanced to Enrollment and Review for Engrossment,561,10
LB0247,2023_2024,Unicameral,2024-01-30,Enrollment and Review ER10 adopted,561,9
LB0247,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,35,8
LB0247,2023_2024,Unicameral,2023-02-24,Enrollment and Review ER10 filed,606,7
LB0247,2023_2024,Unicameral,2023-02-24,Placed on Select File with ER10,606,6
LB0247,2023_2024,Unicameral,2023-02-22,Advanced to Enrollment and Review Initial,583,5
LB0247,2023_2024,Unicameral,2023-02-03,Placed on General File,459,4
LB0247,2023_2024,Unicameral,2023-01-13,"Notice of hearing for January 24, 2023",254,3
LB0247,2023_2024,Unicameral,2023-01-12,Referred to Transportation and Telecommunications Committee,216,2
LB0247,2023_2024,Unicameral,2023-01-10,Date of introduction,190,1
LB0248,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,6
LB0248,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,35,5
LB0248,2023_2024,Unicameral,2023-03-01,"Notice of hearing for March 08, 2023",653,4
LB0248,2023_2024,Unicameral,2023-02-07,Hunt name added,475,3
LB0248,2023_2024,Unicameral,2023-01-12,Referred to Judiciary Committee,216,2
LB0248,2023_2024,Unicameral,2023-01-10,Date of introduction,190,1
LB0249,2023_2024,Unicameral,2023-06-01,Provisions/portions of LB249 amended into LB191 by AM1330,0,18
LB0249,2023_2024,Unicameral,2023-06-01,Indefinitely Postponed,1878,17
LB0249,2023_2024,Unicameral,2023-05-10,Vargas name added,1462,16
LB0249,2023_2024,Unicameral,2023-04-20,Conrad name added,1222,15
LB0249,2023_2024,Unicameral,2023-03-30,"Hunt MO404 Bracket until June 2, 2023 filed",942,14
LB0249,2023_2024,Unicameral,2023-03-30,"Hunt MO401 Bracket until June 1, 2023 filed",942,13
LB0249,2023_2024,Unicameral,2023-03-30,Hunt MO405 Recommit to Business and Labor filed,941,12
LB0249,2023_2024,Unicameral,2023-03-30,Hunt MO403 Recommit to Business and Labor Committee filed,941,11
LB0249,2023_2024,Unicameral,2023-03-30,Hunt MO400 Recommit to Business and Labor Committee filed,941,10
LB0249,2023_2024,Unicameral,2023-03-30,Hunt MO402 Indefinitely postpone filed,941,9
LB0249,2023_2024,Unicameral,2023-03-30,Hunt MO399 Indefinitely postpone pursuant to Rule 6 Section 3 (f) filed,941,8
LB0249,2023_2024,Unicameral,2023-03-09,Business and Labor AM400 filed,721,7
LB0249,2023_2024,Unicameral,2023-03-09,Placed on General File with AM400,721,6
LB0249,2023_2024,Unicameral,2023-03-08,Ibach priority bill,710,5
LB0249,2023_2024,Unicameral,2023-01-20,"Notice of hearing for January 30, 2023",361,4
LB0249,2023_2024,Unicameral,2023-01-17,Aguilar name added,291,3
LB0249,2023_2024,Unicameral,2023-01-12,Referred to Business and Labor Committee,216,2
LB0249,2023_2024,Unicameral,2023-01-10,Date of introduction,190,1
LB0250,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,13
LB0250,2023_2024,Unicameral,2024-02-05,Lippincott name added,605,12
LB0250,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,35,11
LB0250,2023_2024,Unicameral,2023-04-20,Conrad name added,1222,10
LB0250,2023_2024,Unicameral,2023-02-23,Enrollment and Review ER4 filed,589,9
LB0250,2023_2024,Unicameral,2023-02-23,Placed on Select File with ER4,589,8
LB0250,2023_2024,Unicameral,2023-02-16,Advanced to Enrollment and Review Initial,540,7
LB0250,2023_2024,Unicameral,2023-02-16,"Government, Military and Veterans Affairs AM107 adopted",540,6
LB0250,2023_2024,Unicameral,2023-01-30,"Government, Military and Veterans Affairs AM107 filed",425,5
LB0250,2023_2024,Unicameral,2023-01-30,Placed on General File with AM107,425,4
LB0250,2023_2024,Unicameral,2023-01-18,"Notice of hearing for January 25, 2023",341,3
LB0250,2023_2024,Unicameral,2023-01-12,"Referred to Government, Military and Veterans Affairs Committee",216,2
LB0250,2023_2024,Unicameral,2023-01-10,Date of introduction,191,1
LBA0250,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LBA0250,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,35,3
LBA0250,2023_2024,Unicameral,2023-03-07,Placed on General File,695,2
LBA0250,2023_2024,Unicameral,2023-03-07,Date of introduction,695,1
LB0251,2023_2024,Unicameral,2023-01-18,Bill withdrawn,315,5
LB0251,2023_2024,Unicameral,2023-01-18,Brewer MO8 prevailed,315,4
LB0251,2023_2024,Unicameral,2023-01-17,Brewer MO8 Withdraw LB251 filed,288,3
LB0251,2023_2024,Unicameral,2023-01-12,Referred to Revenue Committee,216,2
LB0251,2023_2024,Unicameral,2023-01-10,Date of introduction,191,1
LB0252,2023_2024,Unicameral,2024-02-14,"Approved by Governor on February 13, 2024",695,22
LB0252,2023_2024,Unicameral,2024-02-08,"Presented to Governor on  February 8, 2024",646,21
LB0252,2023_2024,Unicameral,2024-02-08,President/Speaker signed,644,20
LB0252,2023_2024,Unicameral,2024-02-08,Passed on Final Reading 46-0-3,641,19
LB0252,2023_2024,Unicameral,2024-02-08,Dispensing of reading at large approved,641,18
LB0252,2023_2024,Unicameral,2024-02-02,Enrollment and Review ST31 recorded,592,17
LB0252,2023_2024,Unicameral,2024-02-02,Enrollment and Review ST31 filed,592,16
LB0252,2023_2024,Unicameral,2024-02-02,Placed on Final Reading with ST31,592,15
LB0252,2023_2024,Unicameral,2024-01-30,Advanced to Enrollment and Review for Engrossment,560,14
LB0252,2023_2024,Unicameral,2024-01-30,Brewer AM2061 adopted,560,13
LB0252,2023_2024,Unicameral,2024-01-30,Enrollment and Review ER11 adopted,560,12
LB0252,2023_2024,Unicameral,2024-01-09,Brewer AM2061 filed,327,11
LB0252,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,36,10
LB0252,2023_2024,Unicameral,2023-02-24,Enrollment and Review ER11 filed,606,9
LB0252,2023_2024,Unicameral,2023-02-24,Placed on Select File with ER11,606,8
LB0252,2023_2024,Unicameral,2023-02-21,Advanced to Enrollment and Review Initial,556,7
LB0252,2023_2024,Unicameral,2023-02-21,"Government, Military and Veterans Affairs AM153 adopted",556,6
LB0252,2023_2024,Unicameral,2023-02-02,"Government, Military and Veterans Affairs AM153 filed",444,5
LB0252,2023_2024,Unicameral,2023-02-02,Placed on General File with AM153,444,4
LB0252,2023_2024,Unicameral,2023-01-18,"Notice of hearing for January 25, 2023",341,3
LB0252,2023_2024,Unicameral,2023-01-12,"Referred to Government, Military and Veterans Affairs Committee",216,2
LB0252,2023_2024,Unicameral,2023-01-10,Date of introduction,191,1
LB0253,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1792,37
LB0253,2023_2024,Unicameral,2024-04-11,"Presented to Governor on  April 11, 2024",1788,36
LB0253,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1725,35
LB0253,2023_2024,Unicameral,2024-04-11,Passed on Final Reading 44-0-5,1714,34
LB0253,2023_2024,Unicameral,2024-04-11,Dispensing of reading at large approved,1713,33
LB0253,2023_2024,Unicameral,2024-04-09,Enrollment and Review ST75 recorded,1605,32
LB0253,2023_2024,Unicameral,2024-04-09,Enrollment and Review ST75 filed,1605,31
LB0253,2023_2024,Unicameral,2024-04-09,Placed on Final Reading with ST75,1605,30
LB0253,2023_2024,Unicameral,2024-04-09,Advanced to Enrollment and Review for Engrossment,1570,29
LB0253,2023_2024,Unicameral,2024-04-09,Holdcroft AM3366 withdrawn,1570,28
LB0253,2023_2024,Unicameral,2024-04-09,Wayne AM3321 adopted,1570,27
LB0253,2023_2024,Unicameral,2024-04-09,Fredrickson AM3226 withdrawn,1569,26
LB0253,2023_2024,Unicameral,2024-04-09,Enrollment and Review ER113 adopted,1569,25
LB0253,2023_2024,Unicameral,2024-04-05,Holdcroft AM3366 to AM2978 filed,1533,24
LB0253,2023_2024,Unicameral,2024-04-03,Wayne AM3321 to AM2978 filed,1467,23
LB0253,2023_2024,Unicameral,2024-04-02,Enrollment and Review ER113 filed,1393,22
LB0253,2023_2024,Unicameral,2024-04-02,Placed on Select File with ER113,1393,21
LB0253,2023_2024,Unicameral,2024-03-27,Fredrickson AM3226 to AM2978 filed,1333,20
LB0253,2023_2024,Unicameral,2024-03-25,Vargas name added,1274,19
LB0253,2023_2024,Unicameral,2024-03-21,Advanced to Enrollment and Review Initial,1202,18
LB0253,2023_2024,Unicameral,2024-03-21,Wayne AM2534 withdrawn,1202,17
LB0253,2023_2024,Unicameral,2024-03-21,Judiciary AM2978 adopted,1202,16
LB0253,2023_2024,Unicameral,2024-03-21,Lowe AM3160 withdrawn,1202,15
LB0253,2023_2024,Unicameral,2024-03-21,Lowe AM3160 to AM2978 filed,1198,14
LB0253,2023_2024,Unicameral,2024-03-15,Judiciary AM2978 filed,1075,13
LB0253,2023_2024,Unicameral,2024-03-15,Placed on General File with AM2978,1075,12
LB0253,2023_2024,Unicameral,2024-03-05,Sanders name added,926,11
LB0253,2023_2024,Unicameral,2024-02-20,Wayne name added,760,10
LB0253,2023_2024,Unicameral,2024-02-20,Wayne AM2534 filed,754,9
LB0253,2023_2024,Unicameral,2024-02-15,"Notice of hearing for February 23, 2024 on AM2534",723,8
LB0253,2023_2024,Unicameral,2024-02-15,Judiciary priority bill,721,7
LB0253,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,36,6
LB0253,2023_2024,Unicameral,2023-04-20,Conrad name added,1222,5
LB0253,2023_2024,Unicameral,2023-02-01,"Notice of hearing for February 08, 2023",441,4
LB0253,2023_2024,Unicameral,2023-01-23,Hardin name added,368,3
LB0253,2023_2024,Unicameral,2023-01-12,Referred to Judiciary Committee,216,2
LB0253,2023_2024,Unicameral,2023-01-10,Date of introduction,191,1
LB0254,2023_2024,Unicameral,2023-06-01,Provisions/portions of LB552 amended into LB254 by AM1461,0,72
LB0254,2023_2024,Unicameral,2023-06-01,Provisions/portions of LB90 amended into LB254 by AM1377,0,71
LB0254,2023_2024,Unicameral,2023-05-30,"Approved by Governor on May 26, 2023",1764,70
LB0254,2023_2024,Unicameral,2023-05-24,"Presented to Governor on  May 24, 2023",1712,69
LB0254,2023_2024,Unicameral,2023-05-24,President/Speaker signed,1710,68
LB0254,2023_2024,Unicameral,2023-05-24,Passed on Final Reading with Emergency Clause 48-0-1,1708,67
LB0254,2023_2024,Unicameral,2023-05-24,Dispensing of reading at large approved,1707,66
LB0254,2023_2024,Unicameral,2023-05-24,"Cavanaugh, M. MO412 withdrawn",1707,65
LB0254,2023_2024,Unicameral,2023-05-02,Enrollment and Review ST9 recorded,1317,64
LB0254,2023_2024,Unicameral,2023-05-02,Enrollment and Review ST9 filed,1317,63
LB0254,2023_2024,Unicameral,2023-05-02,Placed on Final Reading with ST9,1317,62
LB0254,2023_2024,Unicameral,2023-04-26,"Cavanaugh, J. name added",1291,61
LB0254,2023_2024,Unicameral,2023-04-25,Advanced to Enrollment and Review for Engrossment,1264,60
LB0254,2023_2024,Unicameral,2023-04-25,Enrollment and Review ER27 adopted,1264,59
LB0254,2023_2024,Unicameral,2023-04-25,"Cavanaugh, J. AM1461 adopted",1264,58
LB0254,2023_2024,Unicameral,2023-04-25,"Cavanaugh, J. AM1461 filed",1264,57
LB0254,2023_2024,Unicameral,2023-04-25,Hunt AM1460 adopted,1263,56
LB0254,2023_2024,Unicameral,2023-04-25,Hunt AM1460 filed,1263,55
LB0254,2023_2024,Unicameral,2023-04-25,"Cavanaugh, M. MO409 withdrawn",1263,54
LB0254,2023_2024,Unicameral,2023-04-25,"Cavanaugh, M. MO411 withdrawn",1263,53
LB0254,2023_2024,Unicameral,2023-04-25,"Cavanaugh, M. MO410 withdrawn",1263,52
LB0254,2023_2024,Unicameral,2023-04-25,Enrollment and Review ER27 filed,1227,51
LB0254,2023_2024,Unicameral,2023-04-25,Placed on Select File with ER27,1227,50
LB0254,2023_2024,Unicameral,2023-04-17,Advanced to Enrollment and Review Initial,1152,49
LB0254,2023_2024,Unicameral,2023-04-17,Executive Board AM698 adopted,1152,48
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. FA55 withdrawn",1152,47
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. FA55 filed",1152,46
LB0254,2023_2024,Unicameral,2023-04-17,Dorn AM1377 adopted,1152,45
LB0254,2023_2024,Unicameral,2023-04-17,Dorn AM1377 filed,1149,44
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. FA54 lost",1145,43
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. FA54 filed",1145,42
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO956 failed",1145,41
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO956 Reconsider the vote taken on FA53 filed",1144,40
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. FA53 lost",1144,39
LB0254,2023_2024,Unicameral,2023-04-17,FA53 pending,1142,38
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. FA53 filed",1142,37
LB0254,2023_2024,Unicameral,2023-04-17,Hunt AM1259 lost,1141,36
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO955 failed",1141,35
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO955 Reconsider the vote taken on MO406 filed",1140,34
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO406 failed",1140,33
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO954 failed",1139,32
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO954 Reconsider the vote taken on MO407 filed",1139,31
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO407 failed",1138,30
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO953 failed",1138,29
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO953 Reconsider the vote taken on MO408 filed",1138,28
LB0254,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. MO408 failed",1137,27
LB0254,2023_2024,Unicameral,2023-04-13,Holdcroft name added,1119,26
LB0254,2023_2024,Unicameral,2023-04-12,Murman name added,1104,25
LB0254,2023_2024,Unicameral,2023-04-12,MO408 pending,1104,24
LB0254,2023_2024,Unicameral,2023-04-12,MO408 pending,1103,23
LB0254,2023_2024,Unicameral,2023-04-11,Hunt AM1259 filed,1081,22
LB0254,2023_2024,Unicameral,2023-03-30,Clements name added,963,21
LB0254,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO411 Bracket until June 2, 2023 filed",942,20
LB0254,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO408 Bracket until June 1, 2023 filed",942,19
LB0254,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO412 Recommit to Executive Board filed",942,18
LB0254,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO410 Recommit to Executive Board filed",942,17
LB0254,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO407 Recommit to Executive Board filed",942,16
LB0254,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO409 Indefinitely postpone filed",942,15
LB0254,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO406 Indefinitely postpone pursuant to Rule 6 Section 3 (f) filed",942,14
LB0254,2023_2024,Unicameral,2023-03-14,von Gillern name added,762,13
LB0254,2023_2024,Unicameral,2023-03-14,Executive Board priority bill,749,12
LB0254,2023_2024,Unicameral,2023-03-13,Executive Board AM698 filed,737,11
LB0254,2023_2024,Unicameral,2023-03-13,Placed on General File with AM698,737,10
LB0254,2023_2024,Unicameral,2023-03-07,Fredrickson name added,701,9
LB0254,2023_2024,Unicameral,2023-02-13,Aguilar name added,504,8
LB0254,2023_2024,Unicameral,2023-01-31,Hunt name added,435,7
LB0254,2023_2024,Unicameral,2023-01-25,"Notice of hearing for February 10, 2023",377,6
LB0254,2023_2024,Unicameral,2023-01-23,Hardin name added,368,5
LB0254,2023_2024,Unicameral,2023-01-17,Conrad name added,291,4
LB0254,2023_2024,Unicameral,2023-01-12,Referred to Executive Board,216,3
LB0254,2023_2024,Unicameral,2023-01-11,Lippincott name added,214,2
LB0254,2023_2024,Unicameral,2023-01-10,Date of introduction,191,1
LBA0254,2023_2024,Unicameral,2023-05-30,"Approved by Governor on May 26, 2023",1764,12
LBA0254,2023_2024,Unicameral,2023-05-24,"Presented to Governor on  May 24, 2023",1712,11
LBA0254,2023_2024,Unicameral,2023-05-24,President/Speaker signed,1710,10
LBA0254,2023_2024,Unicameral,2023-05-24,Passed on Final Reading with Emergency Clause 48-0-1,1709,9
LBA0254,2023_2024,Unicameral,2023-05-05,Placed on Final Reading,1373,8
LBA0254,2023_2024,Unicameral,2023-05-02,Advanced to Enrollment and Review for Engrossment,1333,7
LBA0254,2023_2024,Unicameral,2023-05-02,Brewer AM1543 adopted,1333,6
LBA0254,2023_2024,Unicameral,2023-05-02,Brewer AM1543 filed,1333,5
LBA0254,2023_2024,Unicameral,2023-04-27,Placed on Select File,1312,4
LBA0254,2023_2024,Unicameral,2023-04-25,Advanced to Enrollment and Review Initial,1262,3
LBA0254,2023_2024,Unicameral,2023-04-19,Placed on General File,1201,2
LBA0254,2023_2024,Unicameral,2023-04-19,Date of introduction,1201,1
LB0255,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,5
LB0255,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,36,4
LB0255,2023_2024,Unicameral,2023-02-10,"Notice of hearing for February 22, 2023",493,3
LB0255,2023_2024,Unicameral,2023-01-12,Referred to Natural Resources Committee,216,2
LB0255,2023_2024,Unicameral,2023-01-10,Date of introduction,191,1
LB0256,2023_2024,Unicameral,2023-06-01,Provisions/portions of LB256 amended into LB296 by AM1179,0,22
LB0256,2023_2024,Unicameral,2023-06-01,Indefinitely Postponed,1878,21
LB0256,2023_2024,Unicameral,2023-04-17,"Cavanaugh, M. FA52 filed",1137,20
LB0256,2023_2024,Unicameral,2023-04-05,"Banking, Commerce and Insurance AM1176 filed",1027,19
LB0256,2023_2024,Unicameral,2023-04-05,Placed on General File with AM1176,1027,18
LB0256,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO418 Bracket until June 2, 2023 filed",942,17
LB0256,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO415 Bracket until June 1, 2023 filed",942,16
LB0256,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO419 Recommit to Banking, Commerce and Insurance Committee filed",942,15
LB0256,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO417 Recommit to Banking, Commerce and Insurance Committee filed",942,14
LB0256,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO414 Recommit to Banking, Commerce and Insurance Committee filed",942,13
LB0256,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO416 Indefinitely postpone filed",942,12
LB0256,2023_2024,Unicameral,2023-03-30,"Cavanaugh, M. MO413 Indefinitely postpone pursuant to Rule 6 Section 3 (f) filed",942,11
LB0256,2023_2024,Unicameral,2023-03-29,Raybould name added,926,10
LB0256,2023_2024,Unicameral,2023-03-15,McDonnell name added,779,9
LB0256,2023_2024,Unicameral,2023-03-14,Fredrickson name added,779,8
LB0256,2023_2024,Unicameral,2023-03-14,Fredrickson priority bill,762,7
LB0256,2023_2024,Unicameral,2023-03-07,Brewer AM681 filed,691,6
LB0256,2023_2024,Unicameral,2023-01-31,Hunt name added,435,5
LB0256,2023_2024,Unicameral,2023-01-25,"Notice of hearing for February 13, 2023",397,4
LB0256,2023_2024,Unicameral,2023-01-17,Conrad name added,291,3
LB0256,2023_2024,Unicameral,2023-01-12,"Referred to Banking, Commerce and Insurance Committee",216,2
LB0256,2023_2024,Unicameral,2023-01-10,Date of introduction,192,1
LB0257,2023_2024,Unicameral,2024-03-12,"Approved by Governor on March 11, 2024",980,18
LB0257,2023_2024,Unicameral,2024-03-07,"Presented to Governor on  March 7, 2024",969,17
LB0257,2023_2024,Unicameral,2024-03-07,President/Speaker signed,962,16
LB0257,2023_2024,Unicameral,2024-03-07,Passed on Final Reading 44-0-5,951,15
LB0257,2023_2024,Unicameral,2024-03-07,Dispensing of reading at large approved,950,14
LB0257,2023_2024,Unicameral,2024-02-28,Enrollment and Review ST37 recorded,836,13
LB0257,2023_2024,Unicameral,2024-02-28,Enrollment and Review ST37 filed,836,12
LB0257,2023_2024,Unicameral,2024-02-28,Placed on Final Reading with ST37,836,11
LB0257,2023_2024,Unicameral,2024-02-20,Advanced to Enrollment and Review for Engrossment,735,10
LB0257,2023_2024,Unicameral,2024-02-20,Enrollment and Review ER58 adopted,735,9
LB0257,2023_2024,Unicameral,2024-02-14,Enrollment and Review ER58 filed,703,8
LB0257,2023_2024,Unicameral,2024-02-14,Placed on Select File with ER58,703,7
LB0257,2023_2024,Unicameral,2024-02-08,Advanced to Enrollment and Review Initial,645,6
LB0257,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,36,5
LB0257,2023_2024,Unicameral,2023-03-14,Placed on General File,747,4
LB0257,2023_2024,Unicameral,2023-02-08,"Notice of hearing for March 06, 2023",478,3
LB0257,2023_2024,Unicameral,2023-01-12,Referred to General Affairs Committee,216,2
LB0257,2023_2024,Unicameral,2023-01-10,Date of introduction,192,1
LB0258,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,5
LB0258,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,36,4
LB0258,2023_2024,Unicameral,2023-01-23,"Notice of hearing for January 30, 2023",364,3
LB0258,2023_2024,Unicameral,2023-01-12,Referred to General Affairs Committee,216,2
LB0258,2023_2024,Unicameral,2023-01-10,Date of introduction,192,1
LB0259,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,6
LB0259,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,36,5
LB0259,2023_2024,Unicameral,2023-06-01,Provisions/portions of LB259 amended into LB376 by AM336,0,4
LB0259,2023_2024,Unicameral,2023-01-23,"Notice of hearing for January 30, 2023",364,3
LB0259,2023_2024,Unicameral,2023-01-12,Referred to General Affairs Committee,216,2
LB0259,2023_2024,Unicameral,2023-01-10,Date of introduction,192,1
LB0260,2023_2024,Unicameral,2023-06-01,Provisions/portions of LB260 amended into LB799 by AM1255,0,6
LB0260,2023_2024,Unicameral,2023-06-01,Indefinitely Postponed,1878,5
LB0260,2023_2024,Unicameral,2023-02-22,Placed on General File,572,4
LB0260,2023_2024,Unicameral,2023-01-26,"Notice of hearing for February 03, 2023",404,3
LB0260,2023_2024,Unicameral,2023-01-12,Referred to Judiciary Committee,216,2
LB0260,2023_2024,Unicameral,2023-01-10,Date of introduction,192,1
LB0261,2023_2024,Unicameral,2023-06-01,Provisions/portions of LB261 amended into LB227 by AM1497,0,6
LB0261,2023_2024,Unicameral,2023-06-01,Indefinitely Postponed,1878,5
LB0261,2023_2024,Unicameral,2023-02-14,Placed on General File,515,4
LB0261,2023_2024,Unicameral,2023-01-24,"Notice of hearing for February 01, 2023",373,3
LB0261,2023_2024,Unicameral,2023-01-12,Referred to Health and Human Services Committee,216,2
LB0261,2023_2024,Unicameral,2023-01-10,Date of introduction,192,1
LB0262,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1207 amended into LB262 by AM3042,0,52
LB0262,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1061 amended into LB262 by AM2654,0,51
LB0262,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB999 amended into LB262 by AM3015,0,50
LB0262,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB321 amended into LB262 by AM2997,0,49
LB0262,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB305 amended into LB262 by AM719,0,48
LB0262,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB264 amended into LB262 by AM719,0,47
LB0262,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1793,46
LB0262,2023_2024,Unicameral,2024-04-11,"Presented to Governor on  April 11, 2024",1788,45
LB0262,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1725,44
LB0262,2023_2024,Unicameral,2024-04-11,Passed on Final Reading 47-0-2,1715,43
LB0262,2023_2024,Unicameral,2024-04-11,Dispensing of reading at large approved,1714,42
LB0262,2023_2024,Unicameral,2024-03-25,Enrollment and Review ST50 recorded,1262,41
LB0262,2023_2024,Unicameral,2024-03-25,Enrollment and Review ST50 filed,1262,40
LB0262,2023_2024,Unicameral,2024-03-25,Placed on Final Reading with ST50,1262,39
LB0262,2023_2024,Unicameral,2024-03-15,Advanced to Enrollment and Review for Engrossment,1086,38
LB0262,2023_2024,Unicameral,2024-03-15,Albrecht AM3042 adopted,1086,37
LB0262,2023_2024,Unicameral,2024-03-15,Albrecht AM3042 to AM719 filed,1085,36
LB0262,2023_2024,Unicameral,2024-03-15,Brandt AM2997 adopted,1085,35
LB0262,2023_2024,Unicameral,2024-03-15,Brandt AM2997 to AM719 filed,1082,34
LB0262,2023_2024,Unicameral,2024-03-15,Halloran AM3015 adopted,1082,33
LB0262,2023_2024,Unicameral,2024-03-15,Ibach AM2654 adopted,1082,32
LB0262,2023_2024,Unicameral,2024-03-15,Enrollment and Review ER84 adopted,1082,31
LB0262,2023_2024,Unicameral,2024-03-14,Halloran AM3015 to AM719 filed,1050,30
LB0262,2023_2024,Unicameral,2024-03-13,Enrollment and Review ER84 filed,1025,29
LB0262,2023_2024,Unicameral,2024-03-13,Placed on Select File with ER84,1025,28
LB0262,2023_2024,Unicameral,2024-03-12,Ibach AM2654 to AM719 filed,995,27
LB0262,2023_2024,Unicameral,2024-03-05,Advanced to Enrollment and Review Initial,911,26
LB0262,2023_2024,Unicameral,2024-03-05,Agriculture AM719 adopted,911,25
LB0262,2023_2024,Unicameral,2024-03-05,Halloran AM2020 adopted,910,24
LB0262,2023_2024,Unicameral,2024-03-05,Hunt MO426 withdrawn,910,23
LB0262,2023_2024,Unicameral,2024-03-05,Hunt MO425 withdrawn,910,22
LB0262,2023_2024,Unicameral,2024-03-05,Hunt MO424 withdrawn,910,21
LB0262,2023_2024,Unicameral,2024-03-05,Hunt MO423 withdrawn,910,20
LB0262,2023_2024,Unicameral,2024-03-05,Hunt MO422 withdrawn,910,19
LB0262,2023_2024,Unicameral,2024-03-05,Hunt MO421 withdrawn,910,18
LB0262,2023_2024,Unicameral,2024-03-05,Hunt MO420 withdrawn,910,17
LB0262,2023_2024,Unicameral,2024-02-15,Agriculture priority bill,708,16
LB0262,2023_2024,Unicameral,2024-01-04,Halloran AM2020 to AM719 filed,234,15
LB0262,2023_2024,Unicameral,2024-01-03,Title printed. Carryover bill,37,14
LB0262,2023_2024,Unicameral,2023-03-30,"Hunt MO425 Bracket until June 2, 2023 filed",943,13
LB0262,2023_2024,Unicameral,2023-03-30,"Hunt MO422 Bracket until June 1, 2023 filed",943,12
LB0262,2023_2024,Unicameral,2023-03-30,Hunt MO426 Recommit to Agriculture Committee filed,943,11
LB0262,2023_2024,Unicameral,2023-03-30,Hunt MO424 Recommit to Agriculture Committee filed,943,10
LB0262,2023_2024,Unicameral,2023-03-30,Hunt MO421 Recommit to Agriculture Committee filed,943,9
LB0262,2023_2024,Unicameral,2023-03-30,Hunt MO423 Indefinitely postpone filed,943,8
LB0262,2023_2024,Unicameral,2023-03-30,Hunt MO420 Indefinitely postpone pursuant to Rule 6 Section 3(f) filed,943,7
LB0262,2023_2024,Unicameral,2023-03-13,Agriculture AM719 filed,741,6
LB0262,2023_2024,Unicameral,2023-03-13,Placed on General File with AM719,741,5
LB0262,2023_2024,Unicameral,2023-03-08,Agriculture priority bill,710,4
