bill_number,session,primary_sponsor,status,summary,bill_url
LB1242,2023_2024,McDonnell,Indefinitely postponed,State intent to appropriate funds to the Board of Regents of the University of Nebraska,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55614
LB1243,2023_2024,McDonnell,Indefinitely postponed,Adopt the Wildland Fire Response Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55219
LB1244,2023_2024,McDonnell,Indefinitely postponed,Appropriate Federal Funds to the Department of Natural Resources,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55360
LB1245,2023_2024,McDonnell,Indefinitely postponed,Change provisions relating to the Lead Service Line Cash Fund and provide for grants,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55308
LB1246,2023_2024,Brewer,Indefinitely postponed,Change provisions relating to county government,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55623
LB1247,2023_2024,Hansen,Indefinitely postponed,Require certain school lands be open to the public for hunting as prescribed and provide powers and duties relating to the use of such school lands for hunting,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55118
LB1248,2023_2024,Kauth,Indefinitely postponed,Eliminate certain sales and use tax exemptions,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55560
LB1249,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Change provisions relating to kit vehicles under the Motor Vehicle Certificate of Title Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55580
LB1250,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Provide for grants for bike-sharing programs,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55577
LB1251,2023_2024,Linehan,Indefinitely postponed,Authorize state assistance for certain small sports facilities under the Sports Arena Facility Financing Assistance Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55452
LB1252,2023_2024,Linehan,Indefinitely postponed,Provide for a professional learning system and regional coaches for teaching students to read,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55510
LB1253,2023_2024,Linehan,Indefinitely postponed,Create the Dyslexia Research Grant Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55506
LB1254,2023_2024,Linehan,Indefinitely postponed,Provide for a professional learning system and regional coaches for teaching students to read,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55168
LB1255,2023_2024,Fredrickson,Indefinitely postponed,Change provisions relating to next-generation 911 service,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55328
LB1256,2023_2024,DeBoer,Indefinitely postponed,Require reports by communications service providers regarding 911 service outages and require a hearing,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55544
LB1257,2023_2024,DeBoer,Indefinitely postponed,Change provisions of the 911 Service System Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55552
LB1258,2023_2024,"Cavanaugh, M.",Indefinitely postponed,Change requirements relating to certain permits and requirements relating to livestock waste control facilities and animal feeding operations,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55315
LB1259,2023_2024,Meyer,Indefinitely postponed,Provide for grants and bonuses for teachers as prescribed and require the State Department of Education to develop and administer a Classroom Improvement Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55566
LB1260,2023_2024,Jacobson,Indefinitely postponed,Provide authority for public power and irrigation district directors to take action on certain agreements in which they have an interest,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55645
LB1261,2023_2024,Walz,Indefinitely postponed,Adopt the Amyotrophic Lateral Sclerosis Respite Services Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55285
LB1262,2023_2024,Day,Indefinitely postponed,Change and eliminate provisions relating to the Commission on Indian Affairs and provide for an ongoing study relating to Native American voting issues,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55334
LB1263,2023_2024,Wishart,Indefinitely postponed,Provide scholarships to students enrolled in trade programs,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55456
LB1264,2023_2024,Wishart,Indefinitely postponed,State intent regarding Federal Funds appropriated for developmental disabilities aid,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55533
LB1265,2023_2024,Conrad,Indefinitely postponed,Change provisions relating to grants for providers of free civil legal services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55402
LB1266,2023_2024,Conrad,Indefinitely postponed,Appropriate Federal Funds to the Board of Regents of the University of Nebraska,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55021
LB1267,2023_2024,Conrad,Indefinitely postponed,Adopt the Uniform Public Expression Protection Act and eliminate provisions relating to actions involving public petition and participation,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55340
LB1268,2023_2024,Conrad,Indefinitely postponed,Change provisions relating to homestead exemptions for purposes of judgment liens and execution or forced sale,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55390
LB1269,2023_2024,Hardin,Indefinitely postponed,Change provisions relating to the duty to retreat when using force in self-defense or defense of another and provide for criminal and civil immunity,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54866
LB1270,2023_2024,Murman,Passed,Change provisions relating to the Door to College Scholarship Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55517
LB1271,2023_2024,Murman,Indefinitely postponed,Change provisions relating to the definition of graduate degree programs,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55535
LB1272,2023_2024,Murman,Indefinitely postponed,Update terminology relating to individualized education programs for high school students,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55534
LB1273,2023_2024,Murman,Indefinitely postponed,Provide for admission of and participation in extracurricular activities by certain students that are not residents of the school district as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55298
LB1274,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Require insurance coverage of prosthetics and orthotics as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55574
LB1275,2023_2024,Brewer,Indefinitely postponed,Appropriate funds to the Department of Administrative Services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55581
LB1276,2023_2024,Brewer,Indefinitely postponed,Change provisions relating to issuance of certain liquor licenses in a city of the second class or village under the Nebraska Liquor Control Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55547
LB1277,2023_2024,Wayne,Indefinitely postponed,"Change provisions relating to emergency proclamations for disasters, emergencies, and civil defense emergencies made by the Governor",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55638
LB1278,2023_2024,McKinney,Indefinitely postponed,Provide for reimbursement of doula and full spectrum doula services under the Medical Assistance Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55627
LB1279,2023_2024,Halloran,Indefinitely postponed,Provide an income tax adjustment for unrealized capital gains,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55641
LB1280,2023_2024,McDonnell,Indefinitely postponed,Provide eligibility for child care assistance to qualified apprentices and semiconductor workers,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55601
LB1281,2023_2024,McDonnell,Indefinitely postponed,Change provisions relating to when a juvenile detained or placed in an alternative to detention must be released,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55556
LB1282,2023_2024,McDonnell,Indefinitely postponed,Provide for youth renewal centers for high-risk youth,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55555
LB1283,2023_2024,Arch,Indefinitely postponed,Correct the name of a commission in the Medicine and Surgery Practice Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55461
LB1284,2023_2024,Walz,Passed,"Provide for and change teacher incentive programs, provide for a pilot program to distribute menstrual products in schools, a Dyslexia Research Grant Program, a professional learning system relating to instruction in reading, and a statewide computer science education expansion program, create and change authorized use of certain funds, and change provisions relating to school psychologists and certain scholarship programs",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55278
LBA1284,2023_2024,Walz,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57186
LB1285,2023_2024,Walz,Indefinitely postponed,Create the Task Force on Supported Employment,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55383
LB1286,2023_2024,Walz,Indefinitely postponed,Provide for an assessment of economic impact by the Legislative Fiscal Analyst,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55432
LB1287,2023_2024,Ballard,Indefinitely postponed,Appropriate Federal Funds to the Department of Environment and Energy for drinking water infrastructure,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55559
LB1288,2023_2024,Raybould,Passed,"Provide for use of tribal enrollment cards for certain firearm and alcohol laws, provide for recognition of tribal mental health and dangerous sex offender commitment orders, and provide for transportation and commitment of persons civilly committed under tribal law",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55458
LB1289,2023_2024,Bostar,Indefinitely postponed,State legislative intent to appropriate funds to the Adjutant General and provide for a transfer from the Cash Reserve Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55474
LB1290,2023_2024,DeBoer,Indefinitely postponed,Provide requirements for special needs trusts as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55514
LB1291,2023_2024,Conrad,Indefinitely postponed,Require the State Department of Education to administer electronic benefit transfer funds for eligible youth in the summer as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55434
LB1292,2023_2024,Conrad,Indefinitely postponed,Change provisions relating to standing to file a petition for a declaratory judgment,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55321
LB1293,2023_2024,Conrad,Indefinitely postponed,"Change appointment provisions and powers and duties of the Public Counsel, the Inspector General of Nebraska Child Welfare, and the Inspector General of the Nebraska Correctional System",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55622
LB1294,2023_2024,Bostar,Indefinitely postponed,"Adopt the Data Privacy Act, change provisions relating to certain certificates and information relating to vital records, and provide for certain records to be exempt from public disclosure",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55276
LB1295,2023_2024,von Gillern,Indefinitely postponed,Adopt the Financial Institution Data Match Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54856
LB1296,2023_2024,Hughes,Indefinitely postponed,Change provisions relating to electronic nicotine delivery systems and tobacco products and provide for a directory of manufacturers of such systems,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55539
LB1297,2023_2024,Lippincott,Indefinitely postponed,Provide requirements for voting and counting systems under the Election Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55245
LB1298,2023_2024,Lippincott,Indefinitely postponed,"Provide for the issuance of veteran, honorary, and distinctive licenses under the Motor Vehicle Operator's License Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55269
LB1299,2023_2024,Hughes,Indefinitely postponed,Change the tax on sales of electronic nicotine delivery systems,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55611
LB1300,2023_2024,Bostar,Passed,"Adopt the Pacific Conflict Stress Test Act, the Foreign Adversary Contracting Prohibition Act, the Nebraska Nonprofit Security Grant Program Act, and the Wildland Fire Response Act, create the Commission on Asian American Affairs, provide security requirements for chemical facilities, require approval of voters for certain salary increases, and change provisions relating to veterans aid programs",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55110
LBA1300,2023_2024,Bostar,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57080
LB1301,2023_2024,DeKay,Passed,Adopt the Foreign-owned Real Estate National Security Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55575
LBA1301,2023_2024,DeKay,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57213
LB1302,2023_2024,Lippincott,Indefinitely postponed,Adopt the Cybersecurity Preparedness Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55423
LB1303,2023_2024,Lippincott,Indefinitely postponed,Require the employment of an ethical hacker by the Nebraska State Patrol,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55485
LB1304,2023_2024,Raybould,Indefinitely postponed,Require the Department of Environment and Energy to coordinate and cooperate with Nebraska tribal communities on obtaining federal grants,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55511
LB1305,2023_2024,Hansen,Indefinitely postponed,"Prohibit tax liability on the purchase, sale, or exchange of gold or silver bullion, change sales tax exemption provisions relating to currency and bullion, and provide an income tax adjustment for net capital losses and gains on the sale or exchange of gold or silver",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55625
LB1306,2023_2024,Education Committee,Passed,"Eliminate the Professional Practices Commission and provide, change, and eliminate provisions relating to standards for and conduct of teachers and administrators",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54763
LBA1306,2023_2024,Murman,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57321
LB1307,2023_2024,von Gillern,Indefinitely postponed,Require the Director of Insurance to identify certain health benefits and provide for reimbursements for qualified health plan issuers as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54769
LB1308,2023_2024,von Gillern,Indefinitely postponed,Eliminate certain sales and use tax exemptions and impose sales and use taxes on certain services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55564
LB1309,2023_2024,Linehan,Indefinitely postponed,Provide an income tax deduction for the costs of medical care,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55475
LB1310,2023_2024,Albrecht,Indefinitely postponed,Adopt the Advertising Services Tax Act and eliminate certain sales and use tax exemptions,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55561
LB1311,2023_2024,Meyer,Indefinitely postponed,Eliminate certain sales and use tax exemptions and impose sales and use taxes on certain services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55562
LB1312,2023_2024,Dover,Indefinitely postponed,Provide for electronic notices by landlords under the Uniform Residential Landlord and Tenant Act and the Mobile Home Landlord and Tenant Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55582
LB1313,2023_2024,Dover,Passed,Provide for regulation of health benefit plans for nonprofit agricultural organizations,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55240
LB1314,2023_2024,McKinney,Indefinitely postponed,Provide for grants under the Municipal Inland Port Authority Act and change the distribution of certain interest earnings,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55525
LB1315,2023_2024,Linehan,Indefinitely postponed,Change the sales tax rate,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55521
LB1316,2023_2024,Linehan,Indefinitely postponed,Eliminate provisions relating to the base growth percentage for school districts under the School District Property Tax Limitation Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55509
LB1317,2023_2024,Linehan,Passed,"Adopt the Financial Institution Data Match Act, the Gambling Winnings Setoff for Outstanding Debt Act, and the Good Life District Economic Development Act, change provisions relating to the Community Development Law, the Sports Arena Facility Financing Assistance Act, the First Responder Recruitment and Retention Act, the Good Life Transformational Projects Act, the Motor Vehicle Registration Act, the Nebraska Revenue Act of 1967, and the Tax Equalization and Review Commission Act, and provide for and change provisions relating to health insurance for first responders and dependents, underutilized tax-exempt property, rent-restricted housing projects, sales-restricted houses, inheritance taxes, property taxes, sales and use tax exemptions and incentives, electric and hybrid motor vehicles and charging stations, and appropriations for nitrate sensors",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55498
LBA1317,2023_2024,Linehan,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57179
LB1318,2023_2024,Linehan,Indefinitely postponed,Change the Nebraska Property Tax Incentive Act and change provisions relating to certain transfers to the Cash Reserve Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55615
LB1319,2023_2024,Linehan,Indefinitely postponed,Eliminate a sales and use tax exemption relating to data centers,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55565
LB1320,2023_2024,Ballard,Indefinitely postponed,Require emergency medical services to report patient overdose information as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54617
LB1321,2023_2024,Arch,Indefinitely postponed,"Change provisions relating to the Public Counsel, the Inspector General of Nebraska Child Welfare, and the Inspector General of the Nebraska Correctional System",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54873
LB1322,2023_2024,Vargas,Indefinitely postponed,Require that school counselors spend a certain percentage of such counselor's time during normal school hours in the direct counseling of students as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55610
LB1323,2023_2024,Vargas,Indefinitely postponed,Appropriate funds to the Department of Economic Development,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55208
LB1324,2023_2024,Conrad,Indefinitely postponed,Adopt the Child Tax Credit Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55102
LB1325,2023_2024,Vargas,Indefinitely postponed,Allow pharmacists and local public health departments to distribute fentanyl strips as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55632
LB1326,2023_2024,Dungan,Passed,Change a tax and assessment provision under the Nebraska Housing Agency Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55576
LB1327,2023_2024,Brewer,Indefinitely postponed,Restate findings under the Nebraska Political Accountability and Disclosure Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55624
LB1328,2023_2024,Murman,Indefinitely postponed,Change provisions relating to the classification of school districts,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55296
LB1329,2023_2024,Murman,Passed,"Change provisions relating to handguns and firearms in school environments, classification of school districts, excessive absenteeism and truancy, the enrollment option program, certain educational certificates, permits, and endorsements, certain tax levy and bonding authority of school districts, requirements for various school and education programs, and the Nebraska Career Scholarship Act, provide for grants relating to school mapping data, prohibit certain debt collection activities, and provide requirements for the use of certain maps for schools",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55393
LBA1329,2023_2024,Murman,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57322
LB1330,2023_2024,Murman,Indefinitely postponed,"Prohibit public educational institutions from taking certain actions relating to diversity, equity, and inclusion",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54955
LB1331,2023_2024,Murman,Indefinitely postponed,Change provisions of the Nebraska Property Tax Incentive Act and the Tax Equity and Educational Opportunities Support Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55404
LBA1331,2023_2024,Murman,Indefinitely postponed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57338
LB1332,2023_2024,Dungan,Indefinitely postponed,Adopt the Prepaid Card Consumer Protection Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55444
LB1333,2023_2024,Vargas,Indefinitely postponed,Change provisions of the Business Innovation Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55532
LB1334,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Change provisions relating to probation and waiver of probation fees,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55395
LB1335,2023_2024,Moser,Passed,"Change provisions of and provide duties and exemptions under the Nongame and Endangered Species Conservation Act regarding designation of endangered species, critical habitat, and transportation infrastructure",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55612
LB1336,2023_2024,DeKay,Indefinitely postponed,Change provisions of the Nebraska Broadband Bridge Act and transfer certain powers and duties to the Nebraska Broadband Office,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55367
LB1337,2023_2024,Walz,Indefinitely postponed,Adopt the School Construction Financing Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55426
LB1338,2023_2024,Walz,Indefinitely postponed,Adopt the Good Life Promise Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55215
LB1339,2023_2024,Brewer,Indefinitely postponed,Change provisions relating to possession of firearms in schools and authorize schools to provide emergency response mapping data to public safety agencies,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55183
LB1340,2023_2024,Kauth,Indefinitely postponed,"Change provisions relating to enforcement of offenses related to interactive or handheld wireless communication devices, speed limit violations, removal of vehicles from highways, and motor vehicle homicide",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55616
LB1341,2023_2024,Wayne,Indefinitely postponed,Provide for sales tax on consumable hemp products and state intent regarding funding for post-traumatic stress disorder,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55599
LB1342,2023_2024,Wayne,Indefinitely postponed,Provide a sales and use tax exemption for electricity and natural gas,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55516
LB1343,2023_2024,Wayne,Indefinitely postponed,Change provisions relating to the appointment of the Inspector General of Nebraska Child Welfare and the Inspector General of the Nebraska Correctional System,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55573
LB1344,2023_2024,Wayne,Passed,Rename and change provisions of the Community Development Assistance Act and change provisions of the Good Life Transformational Projects Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55429
LBA1344,2023_2024,Wayne,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57371
LB1345,2023_2024,Wayne,Indefinitely postponed,Impose sales and use taxes on certain services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55592
LB1346,2023_2024,Vargas,Indefinitely postponed,Provide a property tax exemption for qualified affordable housing developments,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55309
LB1347,2023_2024,Walz,Indefinitely postponed,Adopt the Community Schools Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54800
LB1348,2023_2024,Murman,Indefinitely postponed,Change provisions relating to comparison groups for purposes of calculating basic funding under the Tax Equity and Educational Opportunities Support Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55629
LB1349,2023_2024,Murman,Indefinitely postponed,Eliminate certain sales and use tax exemptions and impose sales and use taxes on certain services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55563
LB1350,2023_2024,DeBoer,Indefinitely postponed,Define certain terms under the Health Care Facilities Licensure Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55617
LB1351,2023_2024,DeBoer,Indefinitely postponed,Change terminology and eliminate obsolete provisions relating to correctional services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55545
LB1352,2023_2024,DeBoer,Indefinitely postponed,State intent regarding appropriations of Federal Funds allocated to the State of Nebraska pursuant to the federal American Rescue Plan Act of 2021,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55420
LB1353,2023_2024,Vargas,Indefinitely postponed,Change provisions relating to insurance coverage for screening mammography and breast examinations,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54693
LB1354,2023_2024,Albrecht,Indefinitely postponed,Adopt the Advertising Services Tax Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55371
LB1355,2023_2024,Vargas,Passed,"Provide for release of certain patient data by an emergency medical service, change provisions of the Opioid Prevention and Treatment Act, and provide for state aid, research, first responder training, and overdose fatality review",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55637
LBA1355,2023_2024,Vargas,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57005
LB1356,2023_2024,Wayne,Indefinitely postponed,Change provisions relating to the Community Development Assistance Act and provide tax credits,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55427
LBA1356,2023_2024,Wayne,Indefinitely postponed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57325
LB1357,2023_2024,McDonnell,Indefinitely postponed,Prohibit camping on certain property owned by political subdivisions,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55538
LB1358,2023_2024,McDonnell,Indefinitely postponed,Require approval of the registered voters to increase salaries of governing bodies of political subdivisions as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55631
LB1359,2023_2024,McDonnell,Indefinitely postponed,Change provisions relating to the issuance of bonds in a city of the metropolitan class,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55455
LB1360,2023_2024,McDonnell,Indefinitely postponed,Create the Court Security and Service Reimbursement Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55570
LB1361,2023_2024,McDonnell,Indefinitely postponed,Adopt the Long-Term Resident Homestead Exemption Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55497
LB1362,2023_2024,McDonnell,Indefinitely postponed,Change provisions relating to the valuation of residential property for property tax purposes,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55591
LB1363,2023_2024,McDonnell,Indefinitely postponed,"Change provisions relating to the rate and disbursement of the documentary stamp tax, the Military Base Development and Support Fund, the Economic Recovery Contingency Fund, and the Health Care Homes for the Medically Underserved Fund, and change inheritance tax rates",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55554
LBA1363,2023_2024,McDonnell,Indefinitely postponed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57354
LB1364,2023_2024,McDonnell,Indefinitely postponed,Change provisions of the Site and Building Development Act and provide for a transfer from the Cash Reserve Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55550
LB1365,2023_2024,McDonnell,Indefinitely postponed,"Change provisions relating to retirement, the Public Employees Retirement Board, the Nebraska Public Employees Retirement Systems, and the State Personnel System",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55531
LB1366,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Change provisions relating to the use of eminent domain,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55587
LB1367,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Adopt the Property Tax Circuit Breaker Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55364
LB1368,2023_2024,Ibach,Passed,Adopt the Nitrogen Reduction Incentive Act and provide for a transfer from the Water Resources Cash Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55603
LBA1368,2023_2024,Ibach,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=56782
LB1369,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Require interconnection for electricity distribution between local distribution systems and agricultural self-generation facilities,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55457
LB1370,2023_2024,Bostelman,Passed,"Provide requirements for electric generation facilities, transmission lines, wind energy conversion systems, and retirement of a dispatchable electric generation facility and change provisions relating to public power districts",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55253
LB1371,2023_2024,Vargas,Indefinitely postponed,Adopt the Media Literacy Act and provide and change graduation requirements and academic content standards,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55406
LB1372,2023_2024,Brandt,Indefinitely postponed,Change provisions relating to individual and corporate income tax rates and property tax credits,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55598
LB1373,2023_2024,Blood,Indefinitely postponed,Adopt the Dietitian Licensure Compact and change provisions relating to criminal background checks,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55651
LB1374,2023_2024,Linehan,Indefinitely postponed,Adopt the Good Life District Economic Development Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55595
LB1375,2023_2024,Lowe,Indefinitely postponed,Change powers and duties of county planning commissions and county boards related to conditional use permits and special exceptions,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55204
LB1376,2023_2024,Riepe,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services for prescription reimbursements,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55613
LB1377,2023_2024,Walz,Indefinitely postponed,Change requirements relating to training for certain school employees,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55293
LB1378,2023_2024,Dover,Indefinitely postponed,State legislative intent to appropriate funds to the Department of Administrative Services as prescribed and change provisions relating to certain funds,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55643
LB1379,2023_2024,Dover,Indefinitely postponed,Change the rate and disbursement of the documentary stamp tax and provide for grants by the Department of Economic Development for its comprehensive housing affordability strategy,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55628
