bill_number,session,chamber,action_date,action,journal_page,order
H5066,2023-2024,House,2024-03-28,Roll call Yeas-106  Nays-2 (House Journal-page 99),,18
H5066,2023-2024,House,2024-03-28,Unanimous consent for third reading on next legislative day,House Journal-page 101,19
H5066,2023-2024,House,2024-03-29,Read third time and sent to Senate,House Journal-page 7,20
H5066,2023-2024,Senate,2024-04-02,Introduced and read first time,Senate Journal-page 18,21
H5066,2023-2024,Senate,2024-04-02,Referred to Committee on Banking and Insurance,Senate Journal-page 18,22
H5066,2023-2024,,2024-04-02,Scrivener's error corrected,,23
H5113,2023-2024,House,2024-02-15,Introduced and read first time,House Journal-page 14,1
H5113,2023-2024,House,2024-02-15,Referred to Committee on Judiciary,House Journal-page 14,2
H5113,2023-2024,House,2024-02-28,"Member(s) request name added as sponsor: Guest, Brittain, Crawford",,3
H5113,2023-2024,House,2024-03-20,Committee report: Favorable with amendment Judiciary,House Journal-page 12,4
H5113,2023-2024,House,2024-03-26,"Debate adjourned until Tues., 4-9-24",House Journal-page 37,5
H5113,2023-2024,House,2024-04-09,Recommitted to Committee on Judiciary,House Journal-page 40,6
H5234,2023-2024,House,2024-03-06,Introduced,House Journal-page 45,1
H5234,2023-2024,House,2024-03-06,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 45,2
H3204,2023-2024,House,2022-12-08,Prefiled,,1
H3204,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3204,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 93,3
H3204,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 93,4
H3204,2023-2024,House,2023-03-01,Committee report: Favorable Judiciary,House Journal-page 37,5
H3204,2023-2024,House,2023-03-07,Read second time,House Journal-page 33,6
H3204,2023-2024,House,2023-03-07,Roll call Yeas-109  Nays-0 (House Journal-page 34),,7
H3204,2023-2024,House,2023-03-08,Read third time and sent to Senate,House Journal-page 17,8
H3204,2023-2024,Senate,2023-03-08,Introduced and read first time,Senate Journal-page 11,9
H3204,2023-2024,Senate,2023-03-08,Referred to Committee on Medical Affairs,Senate Journal-page 11,10
H3204,2023-2024,Senate,2023-05-04,Committee report: Favorable Medical Affairs,Senate Journal-page 15,11
H3204,2023-2024,Senate,2023-05-09,Read second time,Senate Journal-page 86,12
H3204,2023-2024,Senate,2023-05-09,Roll call Ayes-44  Nays-0 (Senate Journal-page 86),,13
H3204,2023-2024,Senate,2023-05-10,Read third time and enrolled,Senate Journal-page 25,14
H3204,2023-2024,,2023-05-11,Ratified R 43,,15
H3204,2023-2024,,2023-05-16,Signed By Governor,,16
H3204,2023-2024,,2023-05-25,Effective date 05/16/23,,17
H3204,2023-2024,,2023-05-25,Act No. 35,,18
H3720,2023-2024,House,2023-01-18,Introduced and adopted,House Journal-page 6,1
H3747,2023-2024,House,2023-01-19,Introduced and read first time,House Journal-page 3,1
H3747,2023-2024,House,2023-01-19,Referred to Committee on Education and Public Works,House Journal-page 3,2
H3747,2023-2024,House,2023-02-01,Member(s) request name added as sponsor: Alexander,,3
H3747,2023-2024,House,2023-02-21,Member(s) request name added as sponsor: Kirby,,4
H3747,2023-2024,House,2023-03-02,Member(s) request name added as sponsor: Robbins,,5
H3750,2023-2024,House,2023-01-19,Introduced and read first time,House Journal-page 5,1
H3750,2023-2024,House,2023-01-19,Referred to Committee on Education and Public Works,House Journal-page 5,2
H3750,2023-2024,House,2023-01-31,Member(s) request name added as sponsor: Alexander,,3
H3750,2023-2024,House,2023-02-21,Member(s) request name added as sponsor: Kirby,,4
H3750,2023-2024,House,2023-03-01,Committee report: Favorable Education and Public Works,House Journal-page 33,5
H3750,2023-2024,House,2023-03-02,"Member(s) request name added as sponsor: Robbins, Brewer",,6
H3750,2023-2024,House,2023-03-07,"Member(s) request name added as sponsor: Rivers, Bradley, W.Newton, Hager, Ballentine, Elliott, Caskey, Wooten, Wetmore, Bannister, Herbkersman, Willis",,7
H3750,2023-2024,House,2023-03-07,Read second time,House Journal-page 27,8
H3750,2023-2024,House,2023-03-07,Roll call Yeas-112  Nays-0 (House Journal-page 28),,9
H3750,2023-2024,House,2023-03-08,Read third time and sent to Senate,House Journal-page 17,10
H3750,2023-2024,Senate,2023-03-08,Introduced and read first time,Senate Journal-page 11,11
H3750,2023-2024,Senate,2023-03-08,Referred to Committee on Finance,Senate Journal-page 11,12
H3773,2023-2024,House,2023-01-24,Introduced and read first time,House Journal-page 27,1
H3773,2023-2024,House,2023-01-24,Referred to Committee on Education and Public Works,House Journal-page 27,2
H3773,2023-2024,House,2023-01-31,Member(s) request name added as sponsor: Gilliam,,3
H3843,2023-2024,House,2023-01-31,Introduced and read first time,House Journal-page 6,1
H3843,2023-2024,House,2023-01-31,Referred to Committee on Education and Public Works,House Journal-page 6,2
H3843,2023-2024,House,2023-03-01,Committee report: Favorable with amendment Education and Public Works,House Journal-page 35,3
H3843,2023-2024,House,2023-03-07,"Member(s) request name added as sponsor: Bradley, W.Newton, Hager, Ballentine, Elliott, Caskey, Wooten, Bannister, Herbkersman, Willis, M.M.Smith",,4
H3843,2023-2024,House,2023-03-07,"Requests for debate-Rep(s). Ott, JL Johnson, Pendarvis, Tedder, JA Moore, Bauer, Kirby, Erickson, May, Wetmore, Wheeler, Hixon, Williams",House Journal-page 31,5
H3843,2023-2024,House,2023-03-08,Member(s) request name added as sponsor: Williams,,6
H3843,2023-2024,House,2023-03-08,Debate adjourned,House Journal-page 71,7
H3843,2023-2024,House,2023-03-29,Amended,House Journal-page 30,8
H3843,2023-2024,House,2023-03-29,Read second time,House Journal-page 30,9
H3843,2023-2024,House,2023-03-29,Roll call Yeas-91  Nays-25 (House Journal-page 36),,10
H3843,2023-2024,House,2023-03-30,Read third time and sent to Senate,House Journal-page 49,11
H3843,2023-2024,Senate,2023-03-30,Introduced and read first time,Senate Journal-page 8,12
H3843,2023-2024,Senate,2023-03-30,Referred to Committee on Education,Senate Journal-page 8,13
H3843,2023-2024,,2023-03-31,Scrivener's error corrected,,14
H3972,2023-2024,House,2023-02-16,"Introduced, adopted, sent to Senate",House Journal-page 10,1
H3972,2023-2024,Senate,2023-02-21,"Introduced, adopted, returned with concurrence",Senate Journal-page 13,2
H4069,2023-2024,House,2023-03-02,"Introduced, adopted, sent to Senate",House Journal-page 3,1
H4069,2023-2024,Senate,2023-03-02,"Introduced, adopted, returned with concurrence",Senate Journal-page 13,2
H4069,2023-2024,,2023-03-08,Scrivener's error corrected,,3
H4122,2023-2024,House,2023-03-09,Introduced and read first time,House Journal-page 16,1
H4122,2023-2024,House,2023-03-09,Referred to Committee on Education and Public Works,House Journal-page 16,2
H4122,2023-2024,House,2023-03-29,Member(s) request name added as sponsor: Chapman,,3
H4122,2023-2024,House,2023-04-05,Recalled from Committee on Education and Public Works,House Journal-page 137,4
H4122,2023-2024,House,2023-04-06,Member(s) request name added as sponsor: Blackwell,,5
H4122,2023-2024,House,2023-04-06,Read second time,House Journal-page 32,6
H4122,2023-2024,House,2023-04-06,Roll call Yeas-105  Nays-0 (House Journal-page 32),,7
H4122,2023-2024,House,2023-04-06,Unanimous consent for third reading on next legislative day,House Journal-page 33,8
H4122,2023-2024,House,2023-04-07,Read third time and sent to Senate,House Journal-page 1,9
H4122,2023-2024,Senate,2023-04-11,Introduced and read first time,Senate Journal-page 10,10
H4122,2023-2024,Senate,2023-04-11,Referred to Committee on Education,Senate Journal-page 10,11
H4122,2023-2024,Senate,2023-05-03,Polled out of committee Education,Senate Journal-page 13,12
H4122,2023-2024,Senate,2023-05-03,Committee report: Favorable Education,Senate Journal-page 13,13
H4122,2023-2024,,2023-05-08,Scrivener's error corrected,,14
H4122,2023-2024,Senate,2023-05-09,Read second time,Senate Journal-page 84,15
H4122,2023-2024,Senate,2023-05-09,Roll call Ayes-44  Nays-0 (Senate Journal-page 84),,16
H4122,2023-2024,Senate,2023-05-10,Read third time and enrolled,Senate Journal-page 24,17
H4122,2023-2024,,2023-05-11,Ratified R 57,,18
H4122,2023-2024,,2023-05-16,Signed By Governor,,19
H4122,2023-2024,,2023-05-26,Effective date 05/16/23,,20
H4122,2023-2024,,2023-05-26,Act No. 47,,21
H4185,2023-2024,House,2023-03-28,Introduced and read first time,House Journal-page 29,1
H4185,2023-2024,House,2023-03-28,Referred to Committee on Education and Public Works,House Journal-page 29,2
H4185,2023-2024,,2023-03-29,Scrivener's error corrected,,3
H4280,2023-2024,House,2023-04-05,Introduced and read first time,House Journal-page 142,1
H4280,2023-2024,House,2023-04-05,Referred to Committee on Education and Public Works,House Journal-page 142,2
H4280,2023-2024,House,2023-04-18,Member(s) request name removed as sponsor: Calhoon,,3
H4280,2023-2024,House,2023-04-26,"Member(s) request name added as sponsor: Hartnett, Garvin",,4
H4280,2023-2024,House,2023-05-02,Committee report: Favorable with amendment Education and Public Works,House Journal-page 4,5
H4280,2023-2024,House,2023-05-03,Member(s) request name added as sponsor: Haddon,,6
H4280,2023-2024,House,2023-05-03,Amended,House Journal-page 54,7
H4280,2023-2024,House,2023-05-03,Read second time,House Journal-page 54,8
H4280,2023-2024,House,2023-05-03,Roll call Yeas-111  Nays-0 (House Journal-page 56),,9
H4280,2023-2024,,2023-05-03,Scrivener's error corrected,,10
H4280,2023-2024,House,2023-05-04,Read third time and sent to Senate,House Journal-page 24,11
H4280,2023-2024,Senate,2023-05-04,Introduced and read first time,Senate Journal-page 13,12
H4280,2023-2024,Senate,2023-05-04,Referred to Committee on Education,Senate Journal-page 13,13
H4288,2023-2024,House,2023-04-06,"Introduced, adopted, sent to Senate",,1
H4288,2023-2024,Senate,2023-04-11,Introduced,Senate Journal-page 11,2
H4288,2023-2024,Senate,2023-04-11,Referred to Committee on Education,Senate Journal-page 11,3
H4288,2023-2024,,2023-04-12,Scrivener's error corrected,,4
H4288,2023-2024,,2024-04-03,Scrivener's error corrected,,5
H4288,2023-2024,Senate,2024-04-03,Recalled from Committee on Education,Senate Journal-page 3,6
H4288,2023-2024,Senate,2024-04-03,"Adopted, returned to House with concurrence",Senate Journal-page 3,7
H4319,2023-2024,House,2023-04-18,Introduced,House Journal-page 123,1
H4319,2023-2024,House,2023-04-18,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 123,2
H4319,2023-2024,House,2023-05-03,Committee report: Favorable Invitations and Memorial Resolutions,House Journal-page 97,3
H4319,2023-2024,House,2023-05-04,"Adopted, sent to Senate",House Journal-page 118,4
H4319,2023-2024,Senate,2023-05-04,Introduced,Senate Journal-page 14,5
H4319,2023-2024,Senate,2023-05-04,Referred to Committee on Transportation,Senate Journal-page 14,6
H4319,2023-2024,Senate,2024-02-21,Recalled from Committee on Transportation,Senate Journal-page 4,7
H4319,2023-2024,Senate,2024-02-22,"Adopted, returned to House with concurrence",Senate Journal-page 25,8
H4388,2023-2024,House,2023-04-26,Introduced and read first time,House Journal-page 108,1
H4388,2023-2024,House,2023-04-26,Referred to Committee on Education and Public Works,House Journal-page 108,2
H4388,2023-2024,House,2024-03-06,"Member(s) request name removed as sponsor: Atkinson, Ott, Gagnon",,3
H4467,2023-2024,House,2023-05-09,Introduced and read first time,House Journal-page 124,1
H4467,2023-2024,House,2023-05-09,Referred to Committee on Education and Public Works,House Journal-page 124,2
H4468,2023-2024,House,2023-05-09,Introduced and read first time,House Journal-page 124,1
H4468,2023-2024,House,2023-05-09,Referred to Committee on Education and Public Works,House Journal-page 124,2
H4489,2023-2024,House,2023-05-16,Introduced and adopted,,1
H4672,2023-2024,House,2023-12-14,Prefiled,,1
H4672,2023-2024,House,2023-12-14,Referred to Committee on Education and Public Works,,2
H4672,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 118,3
H4672,2023-2024,House,2024-01-09,Referred to Committee on Education and Public Works,House Journal-page 118,4
H4672,2023-2024,,2024-01-10,Scrivener's error corrected,,5
H4673,2023-2024,House,2023-12-14,Prefiled,,1
H4673,2023-2024,House,2023-12-14,Referred to Committee on Education and Public Works,,2
H4673,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 119,3
H4673,2023-2024,House,2024-01-09,Referred to Committee on Education and Public Works,House Journal-page 119,4
H4673,2023-2024,,2024-01-10,Scrivener's error corrected,,5
H4673,2023-2024,House,2024-03-27,Committee report: Favorable Education and Public Works,House Journal-page 5,6
H4673,2023-2024,House,2024-03-28,"Member(s) request name added as sponsor: Williams, Henegan",,7
H4673,2023-2024,House,2024-03-28,Read second time,House Journal-page 38,8
H4673,2023-2024,House,2024-03-28,Roll call Yeas-111  Nays-0 (House Journal-page 39),,9
H4673,2023-2024,House,2024-03-28,Unanimous consent for third reading on next legislative day,House Journal-page 40,10
H4673,2023-2024,House,2024-03-29,Read third time and sent to Senate,House Journal-page 3,11
H4673,2023-2024,Senate,2024-04-02,Introduced and read first time,Senate Journal-page 14,12
H4673,2023-2024,Senate,2024-04-02,Referred to Committee on Transportation,Senate Journal-page 14,13
H4673,2023-2024,Senate,2024-04-17,Committee report: Favorable Transportation,Senate Journal-page 60,14
H4673,2023-2024,,2024-04-18,Scrivener's error corrected,,15
H4673,2023-2024,Senate,2024-04-25,Read second time,Senate Journal-page 31,16
H4673,2023-2024,Senate,2024-04-25,Roll call Ayes-38  Nays-0 (Senate Journal-page 31),,17
H4673,2023-2024,Senate,2024-04-30,Read third time and enrolled,Senate Journal-page 13,18
H4673,2023-2024,,2024-05-08,Ratified R 161,,19
H4673,2023-2024,,2024-05-13,Signed By Governor,,20
H4673,2023-2024,,2024-05-29,Effective date 11/13/24,,21
H4673,2023-2024,,2024-05-29,Act No. 146,,22
H4674,2023-2024,House,2023-12-14,Prefiled,,1
H4674,2023-2024,House,2023-12-14,Referred to Committee on Education and Public Works,,2
H4674,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 119,3
H4674,2023-2024,House,2024-01-09,Referred to Committee on Education and Public Works,House Journal-page 119,4
H4674,2023-2024,House,2024-01-24,Committee report: Favorable Education and Public Works,House Journal-page 7,5
H4674,2023-2024,House,2024-01-30,Read second time,House Journal-page 26,6
H4674,2023-2024,House,2024-01-30,Roll call Yeas-112  Nays-0 (House Journal-page 27),,7
H4674,2023-2024,House,2024-01-31,Read third time and sent to Senate,House Journal-page 24,8
H4674,2023-2024,Senate,2024-01-31,Introduced and read first time,Senate Journal-page 6,9
H4674,2023-2024,Senate,2024-01-31,Referred to Committee on Transportation,Senate Journal-page 6,10
H4674,2023-2024,Senate,2024-04-04,Committee report: Favorable with amendment Transportation,Senate Journal-page 5,11
H4674,2023-2024,Senate,2024-04-17,Committee Amendment Adopted,Senate Journal-page 70,12
H4674,2023-2024,Senate,2024-04-17,Read second time,Senate Journal-page 70,13
H4674,2023-2024,Senate,2024-05-07,Amended,Senate Journal-page 27,14
H4674,2023-2024,Senate,2024-05-07,Read third time and returned to House with amendments,Senate Journal-page 27,15
H4674,2023-2024,Senate,2024-05-07,Roll call Ayes-44  Nays-0 (Senate Journal-page 27),,16
H4674,2023-2024,House,2024-05-09,Senate amendment amended,House Journal-page 10,17
H4674,2023-2024,House,2024-05-09,Roll call Yeas-91  Nays-0 (House Journal-page 15),,18
H4674,2023-2024,House,2024-05-09,Returned to Senate with amendments,House Journal-page 10,19
H4674,2023-2024,Senate,2024-05-09,Concurred in House amendment and enrolled,Senate Journal-page 62,20
H4674,2023-2024,,2024-05-15,Ratified R 220,,21
H4674,2023-2024,,2024-05-20,Signed By Governor,,22
H4674,2023-2024,,2024-05-29,Effective date 11/20/24,,23
