bill_number,session,chamber,action_date,action,journal_page,order
S1234,2023-2024,House,2024-05-08,"Adopted, returned to Senate with concurrence",House Journal-page 121,8
S1234,2023-2024,,2024-05-08,Scrivener's error corrected,,9
S1237,2023-2024,Senate,2024-04-03,Introduced and adopted,Senate Journal-page 4,1
S1269,2023-2024,Senate,2024-04-17,Introduced and adopted,,1
S1316,2023-2024,Senate,2024-05-01,Introduced and adopted,Senate Journal-page 5,1
S1336,2023-2024,Senate,2024-05-08,Introduced and adopted,Senate Journal-page 7,1
S1365,2023-2024,Senate,2024-06-05,Introduced and adopted,,1
S1365,2023-2024,,2024-06-06,Scrivener's error corrected,,2
S1378,2023-2024,Senate,2024-06-26,Introduced and adopted,,1
S1379,2023-2024,Senate,2024-06-26,Introduced and adopted,Senate Journal-page 10,1
S0311,2023-2024,Senate,2022-12-07,Prefiled,,1
S0311,2023-2024,Senate,2022-12-07,"Referred to Committee on Labor, Commerce and Industry",,2
S0311,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 190,3
S0311,2023-2024,Senate,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",Senate Journal-page 190,4
S0311,2023-2024,Senate,2023-02-28,"Committee report: Favorable with amendment Labor, Commerce and Industry",Senate Journal-page 8,5
S0311,2023-2024,,2023-03-01,Scrivener's error corrected,,6
S0311,2023-2024,Senate,2023-03-07,Committed to Committee on Finance,Senate Journal-page 10,7
S0327,2023-2024,Senate,2023-01-10,Introduced and adopted,Senate Journal-page 195,1
S0332,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 196,1
S0332,2023-2024,Senate,2023-01-10,Referred to Committee on Judiciary,Senate Journal-page 196,2
S0332,2023-2024,Senate,2023-03-31,"Referred to Subcommittee: M.Johnson (ch), Sabb, Matthews, Talley, Adams",,3
S0333,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 197,1
S0333,2023-2024,Senate,2023-01-10,Referred to Committee on Education,Senate Journal-page 197,2
S0414,2023-2024,Senate,2023-01-18,Introduced and read first time,Senate Journal-page 6,1
S0414,2023-2024,Senate,2023-01-18,Referred to Committee on Medical Affairs,Senate Journal-page 6,2
S0414,2023-2024,Senate,2023-02-16,Committee report: Favorable Medical Affairs,Senate Journal-page 8,3
S0414,2023-2024,,2023-02-21,Scrivener's error corrected,,4
S0478,2023-2024,Senate,2023-02-01,"Introduced, read first time, placed on local & uncontested calendar",Senate Journal-page 5,1
S0478,2023-2024,Senate,2023-02-02,Read second time,Senate Journal-page 13,2
S0478,2023-2024,Senate,2023-02-02,Unanimous consent for third reading on next legislative day,Senate Journal-page 13,3
S0478,2023-2024,,2023-02-02,Scrivener's error corrected,,4
S0478,2023-2024,Senate,2023-02-03,Read third time and sent to House,Senate Journal-page 2,5
S0478,2023-2024,House,2023-02-07,Introduced and read first time,House Journal-page 22,6
S0478,2023-2024,House,2023-02-07,Referred to Anderson Delegation,House Journal-page 22,7
S0478,2023-2024,House,2023-03-01,Committee report: Favorable Anderson Delegation,House Journal-page 1,8
S0478,2023-2024,House,2023-03-02,Read second time,House Journal-page 15,9
S0478,2023-2024,House,2023-03-02,Roll call Yeas-105  Nays-0 (House Journal-page 15),,10
S0478,2023-2024,House,2023-03-07,Read third time and enrolled,House Journal-page 23,11
S0478,2023-2024,,2023-03-15,Ratified R 5,,12
S0478,2023-2024,,2023-03-20,Vetoed by Governor (Senate Journal-page 37),,13
S0478,2023-2024,Senate,2023-03-22,Veto overridden by originating body Ayes-42  Nays-0 (Senate Journal-page 37),,14
S0478,2023-2024,House,2023-03-29,Veto overridden Yeas-105  Nays-0 (House Journal-page 22),,15
S0478,2023-2024,,2023-04-04,Effective date 03/29/23,,16
S0478,2023-2024,,2023-07-06,Act No. 90,,17
S0487,2023-2024,Senate,2023-02-02,"Introduced, read first time, placed on local & uncontested calendar",Senate Journal-page 8,1
S0487,2023-2024,,2023-02-06,Scrivener's error corrected,,2
S0487,2023-2024,Senate,2023-02-08,Read second time,Senate Journal-page 49,3
S0487,2023-2024,Senate,2023-02-09,Read third time and sent to House,Senate Journal-page 15,4
S0487,2023-2024,House,2023-02-14,Introduced and read first time,House Journal-page 12,5
S0487,2023-2024,House,2023-02-14,Referred to Abbeville Delegation,House Journal-page 12,6
S0608,2023-2024,Senate,2023-03-08,"Introduced, adopted, sent to House",Senate Journal-page 9,1
S0608,2023-2024,House,2023-03-09,"Introduced, adopted, returned with concurrence",House Journal-page 10,2
S0625,2023-2024,Senate,2023-03-14,"Introduced, adopted, sent to House",Senate Journal-page 7,1
S0625,2023-2024,House,2023-03-15,"Introduced, adopted, returned with concurrence",House Journal-page 8,2
S0626,2023-2024,Senate,2023-03-14,"Introduced, adopted, sent to House",Senate Journal-page 7,1
S0626,2023-2024,House,2023-03-15,"Introduced, adopted, returned with concurrence",House Journal-page 8,2
S0666,2023-2024,Senate,2023-03-23,Introduced and adopted,Senate Journal-page 7,1
S0729,2023-2024,Senate,2023-04-13,Introduced and read first time,Senate Journal-page 5,1
S0729,2023-2024,Senate,2023-04-13,Referred to Committee on Education,Senate Journal-page 5,2
S0788,2023-2024,Senate,2023-05-09,Introduced and adopted,Senate Journal-page 8,1
S0816,2023-2024,Senate,2023-05-23,Introduced and adopted,Senate Journal-page 34,1
S0911,2023-2024,Senate,2024-01-09,Introduced and read first time,Senate Journal-page 84,1
S0911,2023-2024,Senate,2024-01-09,Referred to Committee on Medical Affairs,Senate Journal-page 84,2
S0944,2023-2024,Senate,2024-01-10,Introduced and read first time,Senate Journal-page 5,1
S0944,2023-2024,Senate,2024-01-10,Referred to Committee on Banking and Insurance,Senate Journal-page 5,2
S0944,2023-2024,,2024-02-01,Scrivener's error corrected,,3
S0944,2023-2024,Senate,2024-02-06,Committee report: Favorable Banking and Insurance,Senate Journal-page 6,4
S0944,2023-2024,,2024-02-08,Scrivener's error corrected,,5
S0944,2023-2024,Senate,2024-02-21,Read second time,Senate Journal-page 20,6
S0944,2023-2024,Senate,2024-02-21,Roll call Ayes-45  Nays-0 (Senate Journal-page 20),,7
S0944,2023-2024,Senate,2024-02-22,Read third time and sent to House,Senate Journal-page 9,8
S0944,2023-2024,House,2024-02-27,Introduced and read first time,House Journal-page 31,9
S0944,2023-2024,House,2024-02-27,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 31,10
S0945,2023-2024,Senate,2024-01-10,Introduced and read first time,Senate Journal-page 5,1
S0945,2023-2024,Senate,2024-01-10,Referred to Committee on Finance,Senate Journal-page 5,2
S0976,2023-2024,Senate,2024-01-18,Introduced and read first time,Senate Journal-page 5,1
S0976,2023-2024,Senate,2024-01-18,Referred to Committee on Judiciary,Senate Journal-page 5,2
S0977,2023-2024,Senate,2024-01-18,Introduced and read first time,Senate Journal-page 5,1
S0977,2023-2024,Senate,2024-01-18,Referred to Committee on Education,Senate Journal-page 5,2
S0983,2023-2024,Senate,2024-01-23,Introduced and read first time,Senate Journal-page 4,1
S0983,2023-2024,Senate,2024-01-23,Referred to Committee on Judiciary,Senate Journal-page 4,2
S0998,2023-2024,Senate,2024-01-25,Introduced and adopted,Senate Journal-page 6,1
S1063,2023-2024,Senate,2024-02-15,Introduced and read first time,Senate Journal-page 4,1
S1063,2023-2024,Senate,2024-02-15,Referred to Committee on Judiciary,Senate Journal-page 4,2
S1113,2023-2024,Senate,2024-02-28,Introduced and read first time,Senate Journal-page 7,1
S1113,2023-2024,Senate,2024-02-28,Referred to Committee on Finance,Senate Journal-page 7,2
S1143,2023-2024,Senate,2024-03-06,Introduced and read first time,Senate Journal-page 3,1
S1143,2023-2024,Senate,2024-03-06,Referred to Committee on Finance,Senate Journal-page 3,2
S1168,2023-2024,Senate,2024-03-14,Introduced and read first time,Senate Journal-page 6,1
S1168,2023-2024,Senate,2024-03-14,Referred to Committee on Finance,Senate Journal-page 6,2
S1319,2023-2024,Senate,2024-05-02,"Introduced, adopted, sent to House",Senate Journal-page 5,1
S1319,2023-2024,House,2024-05-07,"Introduced, adopted, returned with concurrence",House Journal-page 8,2
S1322,2023-2024,Senate,2024-05-02,"Introduced, adopted, sent to House",Senate Journal-page 5,1
S1322,2023-2024,House,2024-05-07,"Introduced, adopted, returned with concurrence",House Journal-page 8,2
S0240,2023-2024,Senate,2022-11-30,Prefiled,,1
S0240,2023-2024,Senate,2022-11-30,Referred to Committee on Medical Affairs,,2
S0240,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 122,3
S0240,2023-2024,Senate,2023-01-10,Referred to Committee on Medical Affairs,Senate Journal-page 122,4
S0240,2023-2024,,2023-02-08,Scrivener's error corrected,,5
S0241,2023-2024,Senate,2022-11-30,Prefiled,,1
S0241,2023-2024,Senate,2022-11-30,Referred to Committee on Medical Affairs,,2
S0241,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 123,3
S0241,2023-2024,Senate,2023-01-10,Referred to Committee on Medical Affairs,Senate Journal-page 123,4
S0241,2023-2024,Senate,2023-03-16,Committee report: Favorable with amendment Medical Affairs,Senate Journal-page 6,5
S0241,2023-2024,,2023-03-20,Scrivener's error corrected,,6
S0241,2023-2024,Senate,2023-03-22,Committee Amendment Adopted,Senate Journal-page 26,7
S0241,2023-2024,Senate,2023-03-22,Read second time,Senate Journal-page 26,8
S0241,2023-2024,Senate,2023-03-22,Roll call Ayes-39  Nays-6 (Senate Journal-page 26),,9
S0241,2023-2024,Senate,2023-03-23,Read third time and sent to House,Senate Journal-page 15,10
S0241,2023-2024,,2023-03-24,Scrivener's error corrected,,11
S0241,2023-2024,House,2023-03-28,Introduced and read first time,House Journal-page 35,12
S0241,2023-2024,House,2023-03-28,"Referred to Committee on Medical, Military, Public and Municipal Affairs",House Journal-page 35,13
S0241,2023-2024,House,2024-04-25,"Committee report: Favorable with amendment Medical, Military, Public and Municipal Affairs",House Journal-page 22,14
S0241,2023-2024,House,2024-05-02,"Debate adjourned until Tues., 5-7-24",House Journal-page 31,15
S0241,2023-2024,House,2024-05-07,"Requests for debate-Rep(s). MM Smith, Carter, Hiott, Harris, Sessions, Magnuson, Guest, White, Bustos, Jefferson",House Journal-page 109,16
S0241,2023-2024,House,2024-05-08,Amended,House Journal-page 240,17
S0241,2023-2024,House,2024-05-08,Read second time,House Journal-page 240,18
S0241,2023-2024,House,2024-05-08,Roll call Yeas-94  Nays-15 (House Journal-page 241),,19
S0241,2023-2024,House,2024-05-09,Read third time and returned to Senate with amendments,House Journal-page 85,20
S0241,2023-2024,Senate,2024-05-09,Concurred in House amendment and enrolled,Senate Journal-page 14,21
S0241,2023-2024,,2024-05-15,Ratified R 180,,22
S0241,2023-2024,,2024-05-21,Signed By Governor,,23
S0241,2023-2024,,2024-05-29,Effective date 05/21/24,,24
S0241,2023-2024,,2024-05-29,Act No. 187,,25
S0242,2023-2024,Senate,2022-11-30,Prefiled,,1
S0242,2023-2024,Senate,2022-11-30,Referred to Committee on Judiciary,,2
S0242,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 124,3
S0242,2023-2024,Senate,2023-01-10,Referred to Committee on Judiciary,Senate Journal-page 124,4
S0242,2023-2024,Senate,2023-01-12,"Referred to Subcommittee: Hutto (ch), Matthews, Rice, Senn, Adams",,5
S0429,2023-2024,Senate,2023-01-24,Introduced and adopted,Senate Journal-page 4,1
S0431,2023-2024,Senate,2023-01-24,Introduced and adopted,Senate Journal-page 5,1
S0441,2023-2024,Senate,2023-01-24,Introduced and adopted,Senate Journal-page 8,1
S0442,2023-2024,Senate,2023-01-24,Introduced and adopted,Senate Journal-page 8,1
S0443,2023-2024,Senate,2023-01-24,Introduced and adopted,Senate Journal-page 8,1
S0445,2023-2024,Senate,2023-01-25,Introduced and read first time,Senate Journal-page 4,1
S0445,2023-2024,Senate,2023-01-25,Referred to Committee on Medical Affairs,Senate Journal-page 4,2
S0445,2023-2024,Senate,2023-03-02,Committee report: Favorable Medical Affairs,Senate Journal-page 14,3
S0445,2023-2024,,2023-03-03,Scrivener's error corrected,,4
S0445,2023-2024,Senate,2023-03-15,Amended,Senate Journal-page 26,5
S0445,2023-2024,Senate,2023-03-15,Read second time,Senate Journal-page 26,6
S0445,2023-2024,Senate,2023-03-15,Roll call Ayes-38  Nays-0 (Senate Journal-page 26),,7
S0445,2023-2024,Senate,2023-03-16,Read third time and sent to House,Senate Journal-page 8,8
S0445,2023-2024,,2023-03-16,Scrivener's error corrected,,9
S0445,2023-2024,House,2023-03-28,Introduced and read first time,House Journal-page 36,10
S0445,2023-2024,House,2023-03-28,"Referred to Committee on Medical, Military, Public and Municipal Affairs",House Journal-page 36,11
S0445,2023-2024,House,2024-04-25,"Committee report: Favorable Medical, Military, Public and Municipal Affairs",House Journal-page 22,12
S0445,2023-2024,House,2024-05-02,"Debate adjourned until Tues., 5-7-24",House Journal-page 32,13
S0445,2023-2024,House,2024-05-07,"Requests for debate-Rep(s). MM Smith, Hiott, Guffey, Sessions, Erickson, Carter, Davis, Hewitt, Jefferson",House Journal-page 110,14
S0445,2023-2024,House,2024-05-08,Read second time,House Journal-page 242,15
S0445,2023-2024,House,2024-05-08,Roll call Yeas-110  Nays-0 (House Journal-page 243),,16
S0445,2023-2024,House,2024-05-09,Read third time and enrolled,House Journal-page 87,17
S0445,2023-2024,,2024-05-15,Ratified R 183,,18
S0445,2023-2024,,2024-05-20,Signed By Governor,,19
S0445,2023-2024,,2024-05-29,Effective date See Act for Effective Date,,20
S0445,2023-2024,,2024-05-29,Act No. 160,,21
S0586,2023-2024,Senate,2023-03-02,Introduced and read first time,Senate Journal-page 6,1
S0586,2023-2024,Senate,2023-03-02,Referred to Committee on Judiciary,Senate Journal-page 6,2
S0586,2023-2024,Senate,2024-01-19,"Referred to Subcommittee: Hutto (ch), Rice, Senn, Adams, Tedder",,3
S0596,2023-2024,Senate,2023-03-07,Introduced and adopted,Senate Journal-page 3,1
S0597,2023-2024,Senate,2023-03-07,Introduced and adopted,Senate Journal-page 3,1
S0598,2023-2024,Senate,2023-03-07,Introduced and adopted,Senate Journal-page 4,1
S0606,2023-2024,Senate,2023-03-07,Introduced,,1
S0606,2023-2024,Senate,2023-03-07,Referred to Committee on Transportation,,2
S0606,2023-2024,Senate,2023-03-15,Recalled from Committee on Transportation,Senate Journal-page 4,3
S0606,2023-2024,Senate,2023-03-16,"Adopted, sent to House",Senate Journal-page 22,4
S0606,2023-2024,,2023-03-16,Scrivener's error corrected,,5
S0606,2023-2024,House,2023-03-28,Introduced,House Journal-page 23,6
S0606,2023-2024,House,2023-03-28,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 23,7
S0606,2023-2024,House,2023-04-05,Committee report: Favorable Invitations and Memorial Resolutions,House Journal-page 84,8
S0606,2023-2024,House,2023-04-06,"Adopted, returned to Senate with concurrence",House Journal-page 42,9
S0630,2023-2024,Senate,2023-03-14,Introduced and adopted,Senate Journal-page 9,1
S0631,2023-2024,Senate,2023-03-14,Introduced and adopted,Senate Journal-page 9,1
S0660,2023-2024,Senate,2023-03-22,Introduced and adopted,Senate Journal-page 6,1
S0662,2023-2024,Senate,2023-03-22,Introduced and adopted,,1
S0681,2023-2024,Senate,2023-03-28,Introduced and adopted,Senate Journal-page 5,1
S0681,2023-2024,,2023-04-28,Scrivener's error corrected,,2
S0682,2023-2024,Senate,2023-03-28,Introduced and adopted,Senate Journal-page 5,1
S0682,2023-2024,,2023-04-13,Scrivener's error corrected,,2
S0762,2023-2024,Senate,2023-05-02,Introduced and adopted,Senate Journal-page 8,1
S0776,2023-2024,Senate,2023-05-04,Introduced and adopted,Senate Journal-page 6,1
S0784,2023-2024,Senate,2023-05-09,Introduced and adopted,Senate Journal-page 7,1
S0785,2023-2024,Senate,2023-05-09,Introduced and adopted,Senate Journal-page 7,1
S0787,2023-2024,Senate,2023-05-09,Introduced and adopted,Senate Journal-page 7,1
S0800,2023-2024,Senate,2023-05-11,Introduced and read first time,Senate Journal-page 3,1
S0800,2023-2024,Senate,2023-05-11,Referred to Committee on Judiciary,Senate Journal-page 3,2
S0918,2023-2024,Senate,2024-01-09,Introduced and adopted,Senate Journal-page 89,1
S0919,2023-2024,Senate,2024-01-09,Introduced and adopted,Senate Journal-page 89,1
S0956,2023-2024,Senate,2024-01-11,Introduced and adopted,Senate Journal-page 6,1
S0963,2023-2024,Senate,2024-01-16,"Introduced, adopted, sent to House",Senate Journal-page 4,1
S0963,2023-2024,House,2024-01-17,"Introduced, adopted, returned with concurrence",House Journal-page 12,2
S0972,2023-2024,Senate,2024-01-17,"Introduced, read first time, placed on local & uncontested calendar",Senate Journal-page 6,1
S0972,2023-2024,,2024-01-18,Scrivener's error corrected,,2
S0972,2023-2024,,2024-01-19,Scrivener's error corrected,,3
S0972,2023-2024,Senate,2024-01-23,Read second time,Senate Journal-page 9,4
S0972,2023-2024,Senate,2024-01-24,Read third time and sent to House,Senate Journal-page 12,5
S0972,2023-2024,House,2024-01-25,Introduced and read first time,House Journal-page 17,6
S0972,2023-2024,House,2024-01-25,Referred to Greenwood Delegation,House Journal-page 17,7
S0972,2023-2024,House,2024-03-05,Delegation report: Favorable Greenwood Delegation,House Journal-page 5,8
S0972,2023-2024,House,2024-03-06,Read second time,House Journal-page 27,9
S0972,2023-2024,House,2024-03-06,Roll call Yeas-95  Nays-0 (House Journal-page 27),,10
S0972,2023-2024,House,2024-03-07,Read third time and enrolled,House Journal-page 18,11
S0972,2023-2024,,2024-05-08,Ratified R 133,,12
S0972,2023-2024,,2024-05-13,Signed By Governor,,13
S0972,2023-2024,,2024-05-20,Effective date 05/13/24,,14
S0972,2023-2024,,2024-07-23,Act No. 239,,15
S1050,2023-2024,Senate,2024-02-14,Introduced and read first time,Senate Journal-page 6,1
S1050,2023-2024,Senate,2024-02-14,Referred to Committee on Banking and Insurance,Senate Journal-page 6,2
S1079,2023-2024,Senate,2024-02-21,Introduced and adopted,Senate Journal-page 6,1
S1149,2023-2024,Senate,2024-03-12,Introduced and read first time,Senate Journal-page 4,1
S1149,2023-2024,Senate,2024-03-12,Referred to Committee on Judiciary,Senate Journal-page 4,2
S1210,2023-2024,Senate,2024-03-26,Introduced and adopted,Senate Journal-page 4,1
S1212,2023-2024,Senate,2024-03-27,Introduced and adopted,Senate Journal-page 3,1
S1326,2023-2024,Senate,2024-05-02,Introduced and adopted,Senate Journal-page 6,1
S1335,2023-2024,Senate,2024-05-08,Introduced and adopted,Senate Journal-page 7,1
S1337,2023-2024,Senate,2024-05-08,Introduced and adopted,Senate Journal-page 8,1
S0208,2023-2024,Senate,2022-11-30,Prefiled,,1
S0208,2023-2024,Senate,2022-11-30,Referred to Committee on Finance,,2
S0208,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 107,3
S0208,2023-2024,Senate,2023-01-10,Referred to Committee on Finance,Senate Journal-page 107,4
S0208,2023-2024,,2023-02-08,Scrivener's error corrected,,5
S0208,2023-2024,,2023-02-13,Scrivener's error corrected,,6
S0208,2023-2024,Senate,2023-02-22,Committee report: Favorable with amendment Finance,Senate Journal-page 11,7
S0208,2023-2024,,2023-02-27,Scrivener's error corrected,,8
S0208,2023-2024,Senate,2023-03-01,Committee Amendment Adopted,Senate Journal-page 19,9
S0208,2023-2024,Senate,2023-03-01,Amended,Senate Journal-page 19,10
S0208,2023-2024,Senate,2024-04-03,Amended,,11
S0208,2023-2024,,2023-03-02,Scrivener's error corrected,,12
S0208,2023-2024,Senate,2024-04-03,Amended,Senate Journal-page 7,13
S0208,2023-2024,Senate,2024-04-03,Second Reading Failed,Senate Journal-page 7,14
S0208,2023-2024,Senate,2024-04-03,Roll call Ayes-7  Nays-34 (Senate Journal-page 7),,15
S0208,2023-2024,,2024-04-04,Scrivener's error corrected,,16
S0486,2023-2024,Senate,2023-02-02,Introduced and read first time,Senate Journal-page 8,1
S0486,2023-2024,Senate,2023-02-02,Referred to Committee on Judiciary,Senate Journal-page 8,2
S0486,2023-2024,Senate,2023-03-17,"Referred to Subcommittee: Senn (ch), McLeod, Loftis, Adams, Stephens",,3
S0526,2023-2024,Senate,2023-02-09,Introduced and read first time,Senate Journal-page 11,1
S0526,2023-2024,Senate,2023-02-09,Referred to Committee on Finance,Senate Journal-page 11,2
S0673,2023-2024,Senate,2023-03-23,Introduced and read first time,Senate Journal-page 9,1
S0673,2023-2024,Senate,2023-03-23,Referred to Committee on Finance,Senate Journal-page 9,2
S0697,2023-2024,Senate,2023-03-30,Introduced,Senate Journal-page 5,1
S0697,2023-2024,Senate,2023-03-30,"Referred to Committee on Fish, Game and Forestry",Senate Journal-page 5,2
S0697,2023-2024,Senate,2024-02-08,"Committee report: Favorable Fish, Game and Forestry",Senate Journal-page 5,3
S0697,2023-2024,Senate,2024-02-13,"Adopted, sent to House",,4
S0697,2023-2024,House,2024-02-14,Introduced,House Journal-page 8,5
S0697,2023-2024,House,2024-02-14,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 8,6
S0712,2023-2024,Senate,2023-04-11,Introduced,Senate Journal-page 8,1
S0712,2023-2024,Senate,2023-04-11,Referred to Committee on Agriculture and Natural Resources,Senate Journal-page 8,2
S0712,2023-2024,Senate,2023-05-09,Polled out of committee Agriculture and Natural Resources,Senate Journal-page 17,3
S0712,2023-2024,Senate,2023-05-09,Committee report: Favorable Agriculture and Natural Resources,Senate Journal-page 17,4
S0712,2023-2024,Senate,2023-05-11,"Adopted, sent to House",Senate Journal-page 176,5
S0712,2023-2024,House,2023-05-16,Introduced,House Journal-page 10,6
S0712,2023-2024,House,2023-05-16,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 10,7
S0731,2023-2024,Senate,2023-04-13,Introduced and read first time,Senate Journal-page 5,1
S0731,2023-2024,Senate,2023-04-13,Referred to Committee on Finance,Senate Journal-page 5,2
S1015,2023-2024,Senate,2024-02-01,Introduced and read first time,Senate Journal-page 5,1
S1015,2023-2024,Senate,2024-02-01,Referred to Committee on Judiciary,Senate Journal-page 5,2
S1082,2023-2024,Senate,2024-02-22,Introduced and read first time,Senate Journal-page 3,1
S1082,2023-2024,Senate,2024-02-22,Referred to Committee on Finance,Senate Journal-page 3,2
S1133,2023-2024,Senate,2024-03-05,Introduced and read first time,Senate Journal-page 5,1
S1133,2023-2024,Senate,2024-03-05,Referred to Committee on Finance,Senate Journal-page 5,2
S0039,2023-2024,Senate,2022-11-30,Prefiled,,1
S0039,2023-2024,Senate,2022-11-30,Referred to Committee on Education,,2
S0039,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 32,3
S0039,2023-2024,Senate,2023-01-10,Referred to Committee on Education,Senate Journal-page 32,4
S0039,2023-2024,Senate,2023-01-12,Committee report: Favorable with amendment Education,Senate Journal-page 7,5
S0039,2023-2024,,2023-01-13,Scrivener's error corrected,,6
S0039,2023-2024,Senate,2023-01-17,Debate interrupted,Senate Journal-page 15,7
S0039,2023-2024,Senate,2023-01-18,Committee Amendment Adopted,Senate Journal-page 11,8
S0039,2023-2024,Senate,2023-01-18,Amended,Senate Journal-page 11,9
S0039,2023-2024,Senate,2023-01-18,Debate interrupted,Senate Journal-page 11,10
S0039,2023-2024,,2023-01-19,Scrivener's error corrected,,11
S0039,2023-2024,Senate,2023-01-19,Debate interrupted,Senate Journal-page 11,12
S0039,2023-2024,Senate,2023-01-24,Debate interrupted,Senate Journal-page 17,13
S0039,2023-2024,Senate,2023-01-25,Amended,Senate Journal-page 25,14
S0039,2023-2024,Senate,2023-01-25,Debate interrupted,Senate Journal-page 25,15
S0039,2023-2024,Senate,2023-01-26,Amended,Senate Journal-page 10,16
S0039,2023-2024,Senate,2023-01-26,Debate interrupted,Senate Journal-page 10,17
S0039,2023-2024,,2023-01-27,Scrivener's error corrected,,18
S0039,2023-2024,Senate,2023-01-31,Amended,Senate Journal-page 9,19
S0039,2023-2024,Senate,2023-01-31,Read second time,Senate Journal-page 9,20
S0039,2023-2024,Senate,2023-01-31,Roll call Ayes-28  Nays-15 (Senate Journal-page 9),,21
S0039,2023-2024,Senate,2023-02-01,Read third time and sent to House,Senate Journal-page 20,22
S0039,2023-2024,,2023-02-01,Scrivener's error corrected,,23
S0039,2023-2024,House,2023-02-02,Introduced and read first time,House Journal-page 8,24
S0039,2023-2024,House,2023-02-02,Referred to Committee on Education and Public Works,House Journal-page 8,25
S0039,2023-2024,House,2023-04-06,Committee report: Favorable Education and Public Works,House Journal-page 3,26
S0039,2023-2024,,2023-04-12,Scrivener's error corrected,,27
S0039,2023-2024,House,2023-04-18,"Requests for debate-Rep(s). Hiott, Forrest, Carter, B Newton, Harris, Magnuson, Guest, Brittain, Pace, Beach, Taylor, Cobb-Hunter, King, McDaniel, Rivers, Anderson, Robbins, Bauer, Garvin, Whitmire, Brewer, Dilliard, May, Cromer, Ballentine, Wetmore, Weeks, J Moore",House Journal-page 139,28
S0039,2023-2024,House,2023-04-26,Read second time,House Journal-page 54,29
S0039,2023-2024,House,2023-04-26,Roll call Yeas-79  Nays-35 (House Journal-page 101),,30
S0039,2023-2024,House,2023-04-27,Read third time and enrolled,House Journal-page 36,31
S0039,2023-2024,House,2023-04-27,Roll call Yeas-74  Nays-36 (House Journal-page 37),,32
S0039,2023-2024,,2023-05-02,Ratified R 16,,33
S0039,2023-2024,,2023-05-04,Signed By Governor,,34
S0039,2023-2024,,2023-05-05,Effective date 06/03/23,,35
S0039,2023-2024,,2023-05-05,Act No. 8,,36
S0040,2023-2024,Senate,2022-11-30,Prefiled,,1
S0040,2023-2024,Senate,2022-11-30,Referred to Committee on Finance,,2
S0040,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 33,3
S0040,2023-2024,Senate,2023-01-10,Referred to Committee on Finance,Senate Journal-page 33,4
S0268,2023-2024,Senate,2022-12-07,Prefiled,,1
S0268,2023-2024,Senate,2022-12-07,"Referred to Committee on Labor, Commerce and Industry",,2
S0268,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 139,3
S0268,2023-2024,Senate,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",Senate Journal-page 139,4
S0269,2023-2024,Senate,2022-12-07,Prefiled,,1
S0269,2023-2024,Senate,2022-12-07,Referred to Committee on Finance,,2
S0269,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 139,3
S0269,2023-2024,Senate,2023-01-10,Referred to Committee on Finance,Senate Journal-page 139,4
S0270,2023-2024,Senate,2022-12-07,Prefiled,,1
S0270,2023-2024,Senate,2022-12-07,Referred to Committee on Finance,,2
S0270,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 139,3
S0270,2023-2024,Senate,2023-01-10,Referred to Committee on Finance,Senate Journal-page 139,4
S0271,2023-2024,Senate,2022-12-07,Prefiled,,1
S0271,2023-2024,Senate,2022-12-07,Referred to Committee on Judiciary,,2
S0271,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 140,3
S0271,2023-2024,Senate,2023-01-10,Referred to Committee on Judiciary,Senate Journal-page 140,4
S0361,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 206,1
S0361,2023-2024,Senate,2023-01-10,Referred to Committee on Transportation,Senate Journal-page 206,2
S0361,2023-2024,Senate,2023-01-19,Committee report: Favorable Transportation,Senate Journal-page 7,3
S0361,2023-2024,Senate,2023-02-14,Read second time,Senate Journal-page 9,4
S0361,2023-2024,Senate,2023-02-14,Roll call Ayes-42  Nays-0 (Senate Journal-page 9),,5
S0361,2023-2024,Senate,2023-02-15,Read third time and sent to House,Senate Journal-page 6,6
S0361,2023-2024,House,2023-02-16,Introduced and read first time,House Journal-page 20,7
S0361,2023-2024,House,2023-02-16,Referred to Committee on Education and Public Works,House Journal-page 20,8
S0361,2023-2024,House,2023-03-01,Committee report: Favorable Education and Public Works,House Journal-page 34,9
