bill_number,session,bill_type,primary_sponsor,sponsors,title,summary
H4419,2023-2024,Concurrent Resolution,Representative Anderson,Anderson; G.M. Smith; Hardee; Brittain; Guest; Hewitt; Bailey; J.E. Johnson; Crawford; Atkinson; McGinnis; Schuessler; Hayes,"Kevin Pendergrass, award",A CONCURRENT RESOLUTION TO CONGRATULATE KEVIN PENDERGRASS OF MYRTLE BEACH ON BEING SELECTED AS THE 2022-2023 CAROLINAS INDEPENDENT AUTOMOBILE DEALERS ASSOCIATION QUALITY DEALER OF THE YEAR.
H4510,2023-2024,Resolution,Representative Anderson,Anderson; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Rev. Eugene Collins retirement,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR REVEREND EUGENE COLLINS, SR., SENIOR PASTOR AT SHILOH AFRICAN METHODIST EPISCOPAL CHURCH IN CHARLESTON, AS HE RETIRES AFTER TWENTY-SIX YEARS OF DEVOTED SERVICE AND TO WISH HIM CONTINUED SUCCESS AND HAPPINESS IN ALL HIS FUTURE ENDEAVORS."
H4511,2023-2024,Resolution,Representative Anderson,Anderson; G.M. Smith; Weeks; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Rev. James Cooper,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR THE REVEREND DOCTOR JAMES S. COOPER, PRESIDING ELDER OF THE SUMTER DISTRICT NORTHEAST CONFERENCE OF THE SEVENTH EPISCOPAL DISTRICT OF THE AFRICAN METHODIST EPISCOPAL CHURCH, UPON THE OCCASION OF HIS RETIREMENT AFTER YEARS OF EXEMPLARY SERVICE, AND TO WISH HIM CONTINUED SUCCESS AND HAPPINESS IN ALL HIS FUTURE ENDEAVORS."
H4530,2023-2024,Resolution,Representative Anderson,Anderson; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Fire Baptized Holiness Church of the Americas 125th anniversa,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR THE NATIONAL FIRE BAPTIZED HOLINESS CHURCH OF GOD OF THE AMERICAS FOR HELPING THEIR MEMBERS AND COMMUNITIES TO OBTAIN AND SEEK THE HIGHEST CHRISTIAN EXPERIENCE, TO CELEBRATE THEIR ONE HUNDRED TWENTY-FIFTH ANNIVERSARY, AND TO DECLARE AUGUST 4, 2023, FIRE BAPTIZED HOLINESS DAY IN SOUTH CAROLINA IN RECOGNITION OF THEIR MEANINGFUL ACCOMPLISHMENTS."
H4531,2023-2024,Resolution,Representative Anderson,Anderson; B. Newton; Neese; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Elder Samuel L. McPherson-retirement,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR REVEREND SAMUEL L. MCPHERSON, PRESIDING ELDER OF THE LANCASTER DISTRICT OF THE 7TH EPISCOPAL DISTRICT OF THE AME CHURCH'S COLUMBIA CONFERENCE, AS HE RETIRES AFTER YEARS OF DEVOTED SERVICE TO THE PEOPLE OF SOUTH CAROLINA AND TO WISH HIM CONTINUED SUCCESS AND HAPPINESS IN ALL HIS FUTURE ENDEAVORS."
H4863,2023-2024,Concurrent Resolution,Representative Anderson,Anderson; Hewitt,Johnny Morant Highway,"A CONCURRENT RESOLUTION TO REQUEST THE DEPARTMENT OF TRANSPORTATION NAME THE PORTION OF EXODUS DRIVE IN GEORGETOWN COUNTY (SOUTH CAROLINA HIGHWAY #S-264), BEGINNING WITH ITS INTERSECTION AT NORTH FRASER STREET (UNITED STATES HIGHWAY 701), SPANNING APPROXIMATELY 7.97 MILES, AND ENDING AT A SECOND INTERSECTION WITH UNITED STATES HIGHWAY 701 ""JOHNNY MORANT HIGHWAY"" AND ERECT APPROPRIATE MARKERS OR SIGNS ALONG THIS PORTION OF HIGHWAY CONTAINING THESE WORDS."
H5087,2023-2024,Resolution,Representative Anderson,Anderson; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,"George Francis Flowers, service to AME Church","A HOUSE RESOLUTION TO HONOR DR. GEORGE FRANCIS FLOWERS, FORMER EXECUTIVE DIRECTOR OF THE AFRICAN METHODIST EPISCOPAL CHURCH DEPARTMENT OF GLOBAL WITNESS AND MINISTRY, FOR A LIFETIME OF DEDICATED SERVICE TO THE AME CHURCHES OF SOUTH CAROLINA AND BEYOND AND TO WISH HIM MUCH CONTINUED BLESSING AND FULFILLMENT IN THE DAYS AHEAD AS HE ENJOYS A WELL-EARNED RETIREMENT."
H5171,2023-2024,Resolution,Representative Anderson,Anderson; Hewitt; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Fred Allen Smalls,"A HOUSE RESOLUTION TO CONGRATULATE FRED ALLEN SMALLS, A NATIVE OF PLANTERSVILLE, ON THE OCCASION OF HIS RECENT ONE HUNDRED SIXTH BIRTHDAY AND TO WISH HIM MUCH HAPPINESS IN THE DAYS AHEAD."
H5199,2023-2024,Resolution,Representative Anderson,Anderson; Hewitt; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Rev. Norvel Goff retirement,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR REVEREND DR. NORVEL GOFF, SR., PRESIDING ELDER OF THE EDISTO DISTRICT FOR THE SOUTH CAROLINA ANNUAL CONFERENCE OF THE AFRICAN METHODIST EPISCOPAL CHURCH, UPON THE OCCASION OF HIS RETIREMENT AFTER YEARS OF OUTSTANDING SERVICE, AND TO WISH HIM CONTINUED HAPPINESS IN ALL HIS FUTURE ENDEAVORS."
H5251,2023-2024,Resolution,Representative Anderson,Anderson; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,"Rev. Dr. Sandy William Drayton, retirement","A HOUSE RESOLUTION TO HONOR THE REVEREND DR. SANDY WILLIAM DRAYTON, PRESIDING ELDER OF THE GEORGETOWN DISTRICT OF THE AFRICAN AMERICAN EPISCOPAL CHURCH, FOR HIS MORE THAN FIFTY-ONE YEARS OF GOSPEL MINISTRY, TO CONGRATULATE HIM ON THE OCCASION OF HIS RETIREMENT, AND TO WISH HIM GOD'S RICHEST BLESSINGS AS HE CONTINUES TO SERVE THE LORD."
H5276,2023-2024,Resolution,Representative Anderson,Anderson; Hewitt,Mary Joyce Holmes,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR MARY JOYCE HOLMES, BOARD MEMBER ON THE GEORGETOWN COUNTY BOARD OF VOTER REGISTRATION AND ELECTIONS, AND TO COMMEND HER FOR HER SIGNIFICANT COMMUNITY SERVICE AND FOR HER DEDICATION TO REGISTERING MINORITY VOTERS AND ENCOURAGING THEM TO VOTE."
H5384,2023-2024,Resolution,Representative Anderson,Anderson; Hewitt; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Spann-Wilder; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Prince Edward Chapter of the Order of the Eastern Star,A HOUSE RESOLUTION TO RECOGNIZE AND HONOR THE MEMBERS OF THE PRINCE HALL GRAND CHAPTER OF THE ORDER OF THE EASTERN STAR AND RITE OF ADOPTION FOR THE STATE OF SOUTH CAROLINA AND JURISDICTION DURING THEIR ONE HUNDRED SIXTEENTH YEAR OF SERVICE AND CAMARADERIE.
H5537,2023-2024,Resolution,Representative Anderson,Anderson; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Spann-Wilder; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,"Elder Judy Richardson, retirement",A HOUSE RESOLUTION TO RECOGNIZE AND HONOR THE REVEREND JUDY M. RICHARDSON FOR HER DEDICATED SERVICE AS PRESIDING ELDER IN THE AME CHURCH AND TO EXTEND BEST WISHES ON THE OCCASION OF HER RETIREMENT.
H5592,2023-2024,Resolution,Representative Anderson,Anderson; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Spann-Wilder; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,"Julius H. McAllister, Sr., Retirement","A HOUSE RESOLUTION TO CONGRATULATE JULIUS HARRISON MCALLISTER, SR., THE 129TH BISHOP OF THE AFRICAN METHODIST EPISCOPAL CHURCH AND HIS WIFE, JOAN MARLA MCALLISTER, EPISCOPAL SUPERVISOR, UPON THEIR UPCOMING RETIREMENT."
H5598,2023-2024,Resolution,Representative Anderson,Anderson; Alexander; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Spann-Wilder; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Rev. Dr. Derrick Scott,"A HOUSE RESOLUTION TO CONGRATULATE AND HONOR REVEREND DR. DERRICK SCOTT UPON THE OCCASION OF HIS RETIREMENT AS AFRICAN METHODIST EPISCOPAL CHURCH PRESIDING ELDER OF THE ABBEVILLE-GREENWOOD DISTRICT AFTER YEARS OF DEVOTED SERVICE, AND TO WISH HIM CONTINUED SUCCESS AND HAPPINESS IN ALL HIS FUTURE ENDEAVORS."
H3876,2023-2024,Concurrent Resolution,Representative Atkinson,Atkinson,Douglas McRoy Wiggins Memorial Highway,"A CONCURRENT RESOLUTION TO REQUEST THE DEPARTMENT OF TRANSPORTATION NAME THE PORTION OF SOUTH CAROLINA HIGHWAY 576 IN MARION COUNTY FROM ITS INTERSECTION WITH UNITED STATES HIGHWAY 76 TO ITS INTERSECTION WITH UNITED STATES HIGHWAY 501 ""DOUGLAS MCROY WIGGINS MEMORIAL HIGHWAY"" AND ERECT APPROPRIATE MARKERS OR SIGNS ALONG THIS PORTION OF HIGHWAY CONTAINING THESE WORDS."
H3994,2023-2024,Resolution,Representative Atkinson,Atkinson; Alexander; Anderson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,PeeDee Academy softball champs,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR THE PEE DEE ACADEMY SOFTBALL TEAM, COACHES, AND SCHOOL OFFICIALS FOR A REMARKABLE SEASON AND TO CONGRATULATE THEM FOR WINNING THE 2022 SOUTH CAROLINA INDEPENDENT SCHOOL ASSOCIATION CLASS 2A STATE CHAMPIONSHIP TITLE."
H4006,2023-2024,Resolution,Representative Atkinson,Atkinson; Alexander; Anderson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Pee Dee Academy football champs,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR THE PEE DEE ACADEMY VARSITY FOOTBALL TEAM, COACHES, AND SCHOOL OFFICIALS FOR AN OUTSTANDING SEASON AND TO CONGRATULATE THEM FOR WINNING THE 2022 SOUTH CAROLINA INDEPENDENT SCHOOL ASSOCIATION CLASS 3A STATE CHAMPIONSHIP TITLE."
