bill_number,session_year,chamber,action_date,action,order
HB94,2023,H,2023-01-25,Executive Session: 01/11/2023 11:30 am LOB 306-308,3
HB94,2023,H,2023-01-25,Majority Committee Report: Inexpedient to Legislate HB94 01/11/2023 (Vote 17-2; RC) HC 9 P. 7,4
HB94,2023,H,2023-01-25,Minority Committee Report: Ought to Pass,5
HB94,2023,H,2023-02-02,Inexpedient to Legislate: MA VV 02/02/2023 HJ 4,6
HB95,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB95,2023,H,2023-01-11,Public Hearing: 01/18/2023 10:00 am LOB 301-303,2
HB95,2023,H,2023-01-18,Executive Session: 01/25/2023 10:30 am LOB 301-303,3
HB95,2023,H,2023-01-30,Majority Committee Report: Inexpedient to Legislate HB95 01/25/2023 (Vote 16-3; RC) HC 9 P. 7,4
HB95,2023,H,2023-01-30,Minority Committee Report: Ought to Pass,5
HB95,2023,H,2023-02-02,Lay HB95 on Table (Rep. Stavis): MF RC 180-186 02/02/2023 HJ 4 P. 7,6
HB95,2023,H,2023-02-02,Inexpedient to Legislate: MA RC 301-63 02/02/2023 HJ 4 P. 9,7
HB96,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Executive Departments and Administration,1
HB96,2023,H,2023-03-07,Public Hearing: 03/15/2023 11:15 am LOB 306-308,2
HB96,2023,H,2023-03-16,Committee Report: Inexpedient to Legislate 03/15/2023 (Vote 16-3; RC) HC 16 P. 27,3
HB96,2023,H,2023-03-22,Special Order HB96 (Rep. Potucek): MA RC 353-26 By Necessary 3/5 03/22/2023 HJ 10 P. 29,4
HB96,2023,H,2023-03-22,Inexpedient to Legislate: MF DV 181-198 03/22/2023 HJ 10 P. 31,5
HB96,2023,H,2023-03-22,Ought to Pass: MA VV 03/22/2023 HJ 10 P. 31,6
HB96,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Energy and Natural Resources; SJ 12,7
HB96,2023,S,2023-03-30,"Hearing: 04/04/2023, Room 103, SH, 09:45 am; SC 16",8
HB96,2023,S,2023-04-05,"Committee Report: Ought to Pass, 04/13/2023; Vote 5-0; CC; SC 17",9
HB96,2023,S,2023-04-13,Sen. Gendreau Moved to Remove HB 96 from the Consent Calendar; 04/13/2023; SJ 13,10
HB96,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; 04/13/2023; SJ 13",11
HB96,2023,S,2023-05-02,"Enrolled Adopted, VV, (In recess 04/13/2023); SJ 14",12
HB96,2023,H,2023-05-02,Enrolled (in recess of) 04/06/2023,13
HB96,2023,H,2023-05-04,Signed by Governor Sununu 05/03/2023; Chapter 8; eff: 05/03/2023,14
HB97-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Criminal Justice and Public Safety,1
HB97-FN,2023,H,2023-01-11,Public Hearing: 01/18/2023 10:45 am LOB 202-204,2
HB97-FN,2023,H,2023-01-18,Executive Session: 01/27/2023 09:30 am LOB 202-204,3
HB97-FN,2023,H,2023-01-31,Committee Report: Ought to Pass 01/27/2023 (Vote 19-0; RC) HC 12 P. 17,4
HB97-FN,2023,H,2023-02-22,Ought to Pass: MA VV 02/22/2023 HJ 6 P. 64,5
HB97-FN,2023,S,2023-03-07,Introduced 02/22/2023 and Referred to Judiciary; SJ 9,6
HB97-FN,2023,S,2023-03-22,"Hearing: 03/28/2023, Room 100, SH, 01:15 pm; SC 15",7
HB97-FN,2023,S,2023-05-01,"Committee Report: Ought to Pass with Amendment #2023-1560s, 05/11/2023; SC 21",8
HB97-FN,2023,S,2023-05-11,"Committee Amendment #2023-1560s, AA, VV; 05/11/2023; SJ 14",9
HB97-FN,2023,S,2023-05-11,"Ought to Pass with Amendment 2023-1560s, MA, VV; Refer to Finance Rule 4-5; 05/11/2023; SJ 14",10
HB97-FN,2023,S,2023-05-31,"Committee Report: Ought to Pass, 06/01/2023; SC 24A",11
HB97-FN,2023,S,2023-06-01,"Ought to Pass: MA, VV; OT3rdg; 06/01/2023; SJ 16",12
HB97-FN,2023,H,2023-06-15,House Concurs with Senate Amendment 2023-1560s (Rep. Roy): MA VV 06/15/2023 HJ 16 P. 2,13
HB97-FN,2023,S,2023-07-18,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",14
HB97-FN,2023,H,2023-07-19,Enrolled (in recess of) 06/29/2023 HJ 17 P. 18,15
HB97-FN,2023,H,2023-08-09,Signed by Governor Sununu 08/04/2023; Chapter 179; eff: 01/01/2024 HJ 17,16
HB98-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB98-FN,2023,H,2023-01-11,Public Hearing: 01/18/2023 11:00 am LOB 301-303,2
HB98-FN,2023,H,2023-01-18,Executive Session: 01/25/2023 10:30 am LOB 301-303,3
HB98-FN,2023,H,2023-01-30,Committee Report: Inexpedient to Legislate HB98-FN 01/25/2023 (Vote 19-0; CC) HC 9 P. 5,4
HB98-FN,2023,H,2023-02-02,Inexpedient to Legislate: MA VV 02/02/2023 HJ 4,5
HB99-FN-L,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB99-FN-L,2023,H,2023-01-11,Public Hearing: 01/18/2023 11:15 am LOB 301-303,2
HB99-FN-L,2023,H,2023-02-15,Executive Session: 02/09/2023 10:30 am LOB 301-303,3
HB99-FN-L,2023,H,2023-02-15,Committee Report: Inexpedient to Legislate HB99-FN-LOCAL 02/09/2023 (Vote 20-0; CC) HC 12 P. 7,4
HB99-FN-L,2023,H,2023-02-22,Inexpedient to Legislate: MA VV 02/22/2023 HJ 6 P. 11,5
HB101-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Election Law,1
HB101-FN,2023,H,2023-01-05,Public Hearing: 01/10/2023 01:00 pm LOB 306-308,2
HB101-FN,2023,H,2023-01-11,Executive Session: 01/17/2023 03:30 pm LOB 306-308,3
HB101-FN,2023,H,2023-02-07,Committee Report: Inexpedient to Legislate HB101 01/17/2023 (Vote 19-0; CC) HC 11 P. 5,4
HB101-FN,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5,5
HB102-L,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Education,1
HB102-L,2023,H,2023-01-05,Public Hearing: 01/11/2023 10:40 am LOB 205-207,2
HB102-L,2023,H,2023-01-31,Executive Session: 02/06/2023 09:30 am LOB 205-207,3
HB102-L,2023,H,2023-02-08,Committee Report: Inexpedient to Legislate HB 102-LOCAL 02/06/2023 (Vote 17-3; CC) HC 11 P. 3,4
HB102-L,2023,H,2023-02-14,"Removed from Consent (Reps. Popovici-Muller, Cambrils, McCarter, Moffett, Abare, Terry, Read, Hynes, D. Kelley, K. Perez) 02/13/2023",5
HB102-L,2023,H,2023-02-14,Lay HB102 on Table (Rep. Ladd): MA DV 314-44 02/14/2023 HJ 5 P. 60,6
HB102-L,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",7
HB103,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Education,1
HB103,2023,H,2023-01-05,Public Hearing: 01/11/2023 11:25 am LOB 205-207,2
HB103,2023,H,2023-01-25,Executive Session: 01/31/2023 09:45 am LOB 205-207,3
HB103,2023,H,2023-02-07,Committee Report: Inexpedient to Legislate HB103 01/31/2023 (Vote 20-0; CC) HC 11 P. 4,4
HB103,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5,5
HB104,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Education,1
HB104,2023,H,2023-01-31,Public Hearing: 02/07/2023 10:00 am LOB 205-207,2
HB104,2023,H,2023-02-08,Executive Session: 02/15/2023 09:00 am LOB 205-207,3
HB104,2023,H,2023-03-01,Executive Session: 03/08/2023 09:30 am LOB 205-207,4
HB104,2023,H,2023-03-03,Committee Report: Without Recommendation 02/16/2023 (Vote ; RC) HC 15 P. 12,5
HB104,2023,H,2023-03-16,Lay HB104 on Table (Rep. Ladd): MA DV 345-28 03/16/2023 HJ 9 P. 39,6
HB104,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",7
HB106-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Criminal Justice and Public Safety,1
HB106-FN,2023,H,2023-01-25,Public Hearing: 02/08/2023 01:00 pm SH Reps Hall,2
HB106-FN,2023,H,2023-02-07,Executive Session: 02/16/2023 09:00 am LOB 202-204,3
HB106-FN,2023,H,2023-02-27,Majority Committee Report: Inexpedient to Legislate HB106-FN 02/16/2023 (Vote 11-9; RC) HC 14 P. 11,4
HB106-FN,2023,H,2023-02-27,Minority Committee Report: Ought to Pass,5
HB106-FN,2023,H,2023-03-09,Inexpedient to Legislate: MA RC 198-172 03/09/2023 HJ 8 P. 22,6
HB109,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Executive Departments and Administration,1
HB109,2023,H,2023-01-11,Public Hearing: 01/19/2023 01:00 pm LOB 306-308,2
HB109,2023,H,2023-01-24,Subcommittee Work Session: 01/27/2023 10:00 am LOB 306-308,3
HB109,2023,H,2023-02-02,Executive Session: 02/08/2023 01:30 pm LOB 306-308,4
HB109,2023,H,2023-02-09,Committee Report: Ought to Pass with Amendment #2023-0214h 02/08/2023 (Vote 19-0; CC) HC 11 P. 6,5
HB109,2023,H,2023-02-14,Amendment #2023-0214h: AA VV 02/14/2023 HJ 5,6
HB109,2023,H,2023-02-14,Ought to Pass with Amendment 2023-0214h: MA VV 02/14/2023 HJ 5,7
HB109,2023,S,2023-03-07,Introduced 02/22/2023 and Referred to Executive Departments and Administration; SJ 9,8
HB109,2023,S,2023-03-08,"Hearing: 03/15/2023, Room 103, SH, 09:30 am; SC 13",9
HB109,2023,S,2023-04-06,"Committee Report: Ought to Pass, 04/13/2023; SC 17",10
HB109,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; 04/13/2023; SJ 13",11
HB109,2023,S,2023-05-04,"Enrolled Bill Amendment #2023-1659e Adopted, VV, (In recess of 04/13/2023); SJ 14",12
HB109,2023,H,2023-05-04,Enrolled Bill Amendment #2023-1659e: AA VV (in recess of) 05/04/2023,13
HB109,2023,S,2023-05-17,"Enrolled Adopted, VV, (In recess 05/11/2023); SJ 15",14
HB109,2023,H,2023-05-17,Enrolled (in recess of) 05/04/2023,15
HB109,2023,H,2023-05-24,Signed by Governor Sununu 05/19/2023; Chapter 37; Eff: 07/18/2023,16
HB111,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Transportation,1
HB111,2023,H,2023-01-11,Public Hearing: 01/17/2023 01:30 pm LOB 201-203,2
HB111,2023,H,2023-02-03,Executive Session: 02/07/2023 02:00 pm LOB 201-203,3
HB111,2023,H,2023-02-08,Committee Report: Inexpedient to Legislate HB111 02/07/2023 (Vote 11-9; RC) HC 12 P. 27,4
HB111,2023,H,2023-02-23,Inexpedient to Legislate: MF DV 172-174 02/23/2023 HJ 7 P. 38,5
HB111,2023,H,2023-02-23,Ought to Pass: MA DV 175-172 02/23/2023 HJ 7 P. 37,6
HB111,2023,H,2023-02-23,Reconsider HB111 (Rep. Adjutant): MF RC 170-177 02/23/2023 HJ 7 P. 39,7
HB111,2023,S,2023-03-07,Introduced 02/22/2023 and Referred to Transportation; SJ 9,8
HB111,2023,S,2023-03-21,"Hearing: 03/28/2023, Room 101, LOB, 01:20 pm; SC 15",9
HB111,2023,S,2023-04-03,"Committee Report: Ought to Pass with Amendment #2023-1246s, 04/13/2023; Vote 5-0; CC; SC 17",10
HB111,2023,S,2023-04-13,"Committee Amendment #2023-1246s, AA, VV; 04/13/2023; SJ 13",11
HB111,2023,S,2023-04-13,"Ought to Pass with Amendment 2023-1246s, MA, VV; OT3rdg; 04/13/2023; SJ 13",12
HB111,2023,H,2023-05-18,House Concurs with Senate Amendment 2023-1246s (Rep. T. Walsh): MA VV 05/18/2023 HJ 14 P. 3,13
HB111,2023,S,2023-06-13,"Enrolled Adopted, VV, (In recess 06/08/2023); SJ 19",14
HB111,2023,H,2023-06-13,Enrolled (in recess of) 06/08/2023 HJ 15,15
HB111,2023,H,2023-06-21,Signed by Governor Sununu 06/20/2023; Chapter 81; Eff: 06/20/2023,16
HB112,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Judiciary,1
HB112,2023,H,2023-01-18,Public Hearing: 01/25/2023 09:00 am LOB 206-208,2
HB112,2023,H,2023-01-30,Executive Session: 02/08/2023 11:00 am LOB 206-208,3
HB112,2023,H,2023-01-30,==CONTINUED== Executive Session: 02/09/2023 09:00 am LOB 206-208,4
HB112,2023,H,2023-02-16,Majority Committee Report: Ought to Pass with Amendment # 2023-0252h (NT) 02/08/2023 (Vote 11-9; RC) HC 14 P. 14,5
HB112,2023,H,2023-02-16,Minority Committee Report: Inexpedient to Legislate,6
HB112,2023,H,2023-03-09,Amendment #2023-0252h: AF DV 179-194 03/09/2023 HJ 8 P. 43,7
HB112,2023,H,2023-03-09,Ought to Pass: MF RC 175-199 03/09/2023 HJ 8 P. 43,8
HB112,2023,H,2023-03-09,Inexpedient to Legislate: MA VV 03/09/2023 HJ 8 P. 45,9
HB114,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Health, Human Services and Elderly Affairs",1
HB114,2023,H,2023-02-08,Public Hearing: 02/16/2023 09:45 am LOB 201-203,2
HB114,2023,H,2023-03-01,Executive Session: 03/08/2023 11:00 am LOB 201-203,3
HB114,2023,H,2023-03-14,Majority Committee Report: Ought to Pass 03/08/2023 (Vote 11-9; RC) HC 16 P. 32,4
HB114,2023,H,2023-03-14,Minority Committee Report: Inexpedient to Legislate,5
HB114,2023,H,2023-03-22,Ought to Pass: MA DV 191-186 03/22/2023 HJ 10 P. 108,6
HB114,2023,H,2023-03-22,Reconsider HB114 (Rep. Adjutant): MF RC 188-191 03/22/2023 HJ 10 P. 108,7
HB114,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Judiciary; SJ 12,8
HB114,2023,S,2023-04-26,"Hearing: 05/02/2023, Room 100, SH, 02:00 pm; SC 20",9
HB114,2023,S,2023-05-10,"Committee Report: Inexpedient to Legislate, 05/18/2023; SC 22",10
HB114,2023,S,2023-05-18,"Inexpedient to Legislate, RC 14Y-10N, MA === BILL KILLED ===; 05/18/2023; SJ 15",11
HB117,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Judiciary,1
HB117,2023,H,2023-01-18,Public Hearing: 01/25/2023 09:45 am LOB 206-208,2
HB117,2023,H,2023-01-30,Executive Session: 02/08/2023 11:00 am LOB 206-208,3
HB117,2023,H,2023-01-30,==CONTINUED== Executive Session: 02/09/2023 09:00 am LOB 206-208,4
HB117,2023,H,2023-02-16,Committee Report: Without Recommendation 02/08/2023 (Vote ; RC) HC 14 P. 14,5
HB117,2023,H,2023-03-09,Ought to Pass: MA RC 211-157 03/09/2023 HJ 8 P. 45,6
HB117,2023,S,2023-03-14,Introduced 03/09/2023 and Referred to Commerce; SJ 10,7
HB117,2023,S,2023-03-15,"Hearing: 03/21/2023, Room 100, SH, 10:00 am; SC 14",8
HB117,2023,S,2023-04-04,"Committee Report: Inexpedient to Legislate, 04/13/2023; SC 17",9
HB117,2023,S,2023-04-13,"Special Order to the beginning of the Regular Calendar, Without Objection, MA; 04/13/2023; SJ 13",10
HB117,2023,S,2023-04-13,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 04/13/2023; SJ 13",11
HB118-FN,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Labor, Industrial and Rehabilitative Services",1
HB118-FN,2023,H,2023-01-11,Public Hearing: 01/19/2023 03:00 pm LOB 305-307,2
HB118-FN,2023,H,2023-01-25,Executive Session: 02/07/2023 01:00 pm LOB 305-307,3
HB118-FN,2023,H,2023-03-06,Committee Report: Inexpedient to Legislate HB118-FN 02/07/2023 (Vote 19-1; CC) HC 15 P. 6,4
HB118-FN,2023,H,2023-03-16,Inexpedient to Legislate: MA VV 03/16/2023 HJ 9 P. 21,5
HB119-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Environment and Agriculture,1
HB119-FN,2023,H,2023-01-25,Public Hearing: 01/31/2023 01:30 pm LOB 301-303,2
HB119-FN,2023,H,2023-02-23,Executive Session: 02/28/2023 01:30 pm LOB 201-203,3
HB119-FN,2023,H,2023-03-06,Committee Report: Ought to Pass with Amendment #2023-0629h 02/28/2023 (Vote 18-0; CC) HC 15 P. 4,4
HB119-FN,2023,H,2023-03-16,Amendment #2023-0629h: AA VV 03/16/2023 HJ 9 P. 5,5
HB119-FN,2023,H,2023-03-16,Ought to Pass with Amendment 2023-0629h: MA VV 03/16/2023 HJ 9 P. 5,6
HB119-FN,2023,S,2023-03-21,Introduced 03/16/2023 and Referred to Energy and Natural Resources; SJ 11,7
HB119-FN,2023,S,2023-03-22,"Hearing: 03/28/2023, Room 103, SH, 09:45 am; SC 15",8
HB119-FN,2023,S,2023-05-17,"Committee Report: Ought to Pass with Amendment #2023-1895s, 05/18/2023; Vote 5-0; CC; SC 22A",9
HB119-FN,2023,S,2023-05-18,"Committee Amendment #2023-1895s, AA, VV; 05/18/2023; SJ 15",10
HB119-FN,2023,S,2023-05-18,"Ought to Pass with Amendment 2023-1895s, MA, VV; OT3rdg; 05/18/2023; SJ 15",11
HB119-FN,2023,H,2023-06-12,"House Non-Concurs with Senate Amendment 2023-1895s and Requests CofC (Reps. Aron, Bixby, M. Murray, Spillane): MA VV 06/08/2023 HJ 15 P. 74",12
HB119-FN,2023,S,2023-06-15,"Sen. Avard Accedes to House Request for Committee of Conference, MA, VV; 06/15/2023; SJ 19",13
HB119-FN,2023,S,2023-06-15,"President Appoints: Senators Avard, Pearl, Fenton; 06/15/2023; SJ 19",14
HB119-FN,2023,H,2023-06-21,Conference Committee Meeting: 06/21/2023 09:00 am LOB 301-303,15
HB119-FN,2023,S,2023-06-16,Conferee Change; Senator Prentiss Replaces Senator Fenton; SJ 20,16
HB119-FN,2023,S,2023-06-21,"Conference Committee Report Filed, #2023-2224c; 06/29/2023",17
HB119-FN,2023,S,2023-06-29,"Conference Committee Report #2023-2224c, Adopted, VV; 06/29/2023; SJ 20",18
HB119-FN,2023,H,2023-06-29,"Conference Committee Report 2023-2224c: Adopted, VV 06/29/2023 HJ 17 P. 6",19
HB119-FN,2023,S,2023-07-18,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",20
HB119-FN,2023,H,2023-07-19,Enrolled (in recess of) 06/29/2023 HJ 17 P. 18,21
HB119-FN,2023,H,2023-08-09,Signed by Governor Sununu 08/04/2023; Chapter 180; eff: I. Sec 7-10 eff 07/01/2025 II. Rem eff 10/03/2023 HJ 17,22
HB123,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB123,2023,H,2023-01-11,Public Hearing: 01/18/2023 03:15 pm LOB 301-303,2
HB123,2023,H,2023-02-15,Executive Session: 02/09/2023 10:30 am LOB 301-303,3
HB123,2023,H,2023-02-15,Committee Report: Without Recommendation 02/09/2023 (Vote ; RC) HC 12 P. 23,4
HB123,2023,H,2023-02-23,Ought to Pass: MF RC 168-176 02/23/2023 HJ 7 P. 16,5
HB123,2023,H,2023-02-23,Lay HB123 on Table (Rep. Weber): MA VV 02/23/2023 HJ 7,6
HB123,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",7
HB124,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Children and Family Law,1
HB124,2023,H,2023-01-05,Public Hearing: 01/10/2023 01:00 pm LOB 206-208,2
HB124,2023,H,2023-02-01,Executive Session: 02/07/2023 09:30 am LOB 206-208,3
HB124,2023,H,2023-02-15,Committee Report: Ought to Pass 02/07/2023 (Vote 8-7; RC) HC 12 P. 17,4
HB124,2023,H,2023-02-22,Ought to Pass: MA DV 179-178 02/22/2023 HJ 6 P. 64,5
HB124,2023,S,2023-03-07,Introduced 02/22/2023 and Referred to Judiciary; SJ 9,6
HB124,2023,S,2023-03-15,"Hearing: 03/21/2023, Room 100, SH, 01:30 pm; SC 14",7
HB124,2023,S,2023-03-21,"Committee Report: Inexpedient to Legislate, 03/30/2023; SC 15",8
HB124,2023,S,2023-03-30,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 03/30/2023; SJ 12",9
HB125,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Labor, Industrial and Rehabilitative Services",1
HB125,2023,H,2023-01-11,Public Hearing: 01/26/2023 03:00 pm LOB 305-307,2
HB125,2023,H,2023-02-09,Executive Session: 02/16/2023 11:30 am LOB 307,3
HB125,2023,H,2023-03-06,Committee Report: Without Recommendation 02/16/2023 (Vote ; RC) HC 15 P. 15,4
HB125,2023,H,2023-03-16,Amendment #2023-0328h: AF RC 183-183 03/16/2023 HJ 9 P. 47,5
HB125,2023,H,2023-03-16,Ought to Pass: MF RC 175-195 03/16/2023 HJ 9 P. 49,6
HB125,2023,H,2023-03-16,Inexpedient to Legislate: MA VV 03/16/2023 HJ 9 P. 51,7
HB126,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Children and Family Law,1
HB126,2023,H,2023-01-11,Public Hearing: 01/17/2023 10:30 am LOB 206-208,2
HB126,2023,H,2023-02-01,Executive Session: 02/07/2023 09:30 am LOB 206-208,3
HB126,2023,H,2023-02-15,Committee Report: Inexpedient to Legislate HB126 02/07/2023 (Vote 15-1; CC) HC 12 P. 3,4
HB126,2023,H,2023-02-22,Inexpedient to Legislate: MA VV 02/22/2023 HJ 6 P. 3,5
HB127,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Executive Departments and Administration,1
HB127,2023,H,2023-02-21,Public Hearing: 03/08/2023 10:30 am LOB 306-308,2
HB127,2023,H,2023-03-16,Majority Committee Report: Ought to Pass 03/08/2023 (Vote 11-7; RC) HC 16 P. 27,3
HB127,2023,H,2023-03-16,Minority Committee Report: Inexpedient to Legislate,4
HB127,2023,H,2023-03-24,Ought to Pass: MA RC 193-185 03/22/2023 HJ 10 P. 80,5
HB127,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Executive Departments and Administration; SJ 12,6
HB127,2023,S,2023-03-30,"Hearing: 04/06/2023, Room 103, SH, 10:20 am; SC 16",7
HB127,2023,S,2023-04-06,"Committee Report: Inexpedient to Legislate, 04/13/2023; SC 17",8
HB127,2023,S,2023-04-13,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 04/13/2023; SJ 13",9
HB128-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Environment and Agriculture,1
HB128-FN,2023,H,2023-01-10,Public Hearing: 01/17/2023 11:30 am LOB 301-303,2
HB128-FN,2023,H,2023-01-25,Executive Session: 01/31/2023 10:30 am LOB 301-303,3
HB128-FN,2023,H,2023-02-09,Committee Report: Inexpedient to Legislate HB128-FN 01/31/2023 (Vote 20-0; CC) HC 11 P. 6,4
HB128-FN,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5,5
HB129-FN-L,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Finance,1
HB129-FN-L,2023,H,2023-01-19,Public Hearing: 01/24/2023 01:15 pm LOB 210-211,2
HB129-FN-L,2023,H,2023-03-10,Executive Session: 03/15/2023 11:00 am LOB 210-211,3
HB129-FN-L,2023,H,2023-03-16,Committee Report: Ought to Pass with Amendment #2023-0933h 03/16/2023 (Vote 22-3; CC) HC 16 P. 10,4
HB129-FN-L,2023,H,2023-03-22,Amendment #2023-0933h: AA VV 03/22/2023 HJ 10,5
HB129-FN-L,2023,H,2023-03-22,Ought to Pass with Amendment 2023-0933h: MA VV 03/22/2023 HJ 10,6
HB129-FN-L,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Education; SJ 12,7
HB129-FN-L,2023,S,2023-04-04,"Hearing: 04/11/2023, Room 101, LOB, 09:00 am; SC 17",8
HB129-FN-L,2023,S,2023-04-19,"Committee Report: Inexpedient to Legislate, 05/11/2023; SC 21",9
HB129-FN-L,2023,S,2023-05-11,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 05/11/2023; SJ 14",10
HB131,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Education,1
HB131,2023,H,2023-01-05,Public Hearing: 01/12/2023 01:00 pm LOB 205-207,2
HB131,2023,H,2023-01-25,Executive Session: 02/01/2023 11:15 am LOB 205-207,3
HB131,2023,H,2023-02-07,Committee Report: Inexpedient to Legislate HB131 02/01/2023 (Vote 15-5; RC) HC 12 P. 19,4
HB131,2023,H,2023-02-22,Inexpedient to Legislate: MA VV 02/22/2023 HJ 6 P. 72,5
HB132,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Transportation,1
HB132,2023,H,2023-01-11,Public Hearing: 01/17/2023 02:00 pm LOB 201-203,2
HB132,2023,H,2023-02-03,Executive Session: 02/07/2023 02:00 pm LOB 201-203,3
HB132,2023,H,2023-02-08,Committee Report: Inexpedient to Legislate HB132 02/07/2023 (Vote 20-0; CC) HC 11 P. 11,4
HB132,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5,5
HB134-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Legislative Administration,1
HB134-FN,2023,H,2023-01-25,Public Hearing: 02/06/2023 01:00 pm LOB 301-303,2
HB134-FN,2023,H,2023-02-13,Executive Session: 03/08/2023 01:30 pm LOB 301-303,3
HB134-FN,2023,H,2023-03-13,Committee Report: Inexpedient to Legislate HB134-FN 03/08/2023 (Vote 15-0; CC) HC 15 P. 7,4
HB134-FN,2023,H,2023-03-16,Inexpedient to Legislate: MA VV 03/16/2023 HJ 9 P. 21,5
HB136,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Health, Human Services and Elderly Affairs",1
HB136,2023,H,2023-02-08,Public Hearing: 03/01/2023 09:30 am LOB 210-211,2
HB136,2023,H,2023-03-01,Executive Session: 03/08/2023 11:00 am LOB 201-203,3
HB136,2023,H,2023-03-16,Committee Report: Ought to Pass with Amendment #2023-0949h 03/13/2023 (Vote 20-0; CC) HC 16 P. 10,4
HB136,2023,H,2023-03-22,Amendment #2023-0949h: AA VV 03/22/2023 HJ 11 P. 17,5
HB136,2023,H,2023-03-22,Ought to Pass with Amendment 2023-0949h: MA VV 03/22/2023 HJ 10 P. 16,6
HB136,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Executive Departments and Administration; SJ 12,7
HB136,2023,S,2023-04-19,"Hearing: 04/26/2023, Room 103, SH, 09:30 am; SC 19",8
HB136,2023,S,2023-04-27,"Committee Report: Ought to Pass, 05/11/2023; Vote 5-0; CC; SC 21",9
HB136,2023,S,2023-05-11,"Ought to Pass: MA, VV; OT3rdg; 05/11/2023; SJ 14",10
HB136,2023,S,2023-06-20,"Enrolled Adopted, VV, (In recess 06/15/2023); SJ 20",11
HB136,2023,H,2023-06-20,Enrolled (in recess of) 06/15/2023 HJ 16 P. 14,12
HB136,2023,H,2023-07-19,Signed by Governor Sununu 06/30/2023; Chapter 115; Eff: 08/29/2023 HJ 17,13
HB137,2023,H,2022-12-28,Introduced 01/04/2023 and referred to Transportation,1
HB137,2023,H,2023-02-16,Public Hearing: 02/21/2023 10:45 am LOB 201-203,2
HB137,2023,H,2023-03-01,Executive Session: 03/07/2023 10:00 am LOB 201-203,3
HB137,2023,H,2023-03-08,Committee Report: Ought to Pass 03/07/2023 (Vote 20-0; CC) HC 15 P. 8,4
HB137,2023,H,2023-03-16,Ought to Pass: MA VV 03/16/2023 HJ 9 P. 22,5
HB137,2023,S,2023-03-21,Introduced 03/16/2023 and Referred to Transportation; SJ 11,6
HB137,2023,S,2023-03-30,"Hearing: 04/04/2023, Room 101, LOB, 01:10 pm; SC 16",7
HB137,2023,S,2023-04-06,"Committee Report: Ought to Pass with Amendment #2023-1338s, 04/13/2023; Vote 5-0; CC; SC 17",8
