"sponsor","data_name","legiscan_id","term","chamber","district","party","LES","LES_rank","BILL_wshare","AIC_wshare","ABC_wshare","PASS_wshare","LAW_wshare","all_bills","all_aic","all_abc","all_pass","all_law","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","LES_nw","num_sponsored_bills","sponsor_pass_rate","sponsor_law_rate","num_cosponsored_bills"
"Marisabel Cabrera","cabrera",20177,"2023_2024","House","HD-009","D",0.0550938602329981,97,0.00167056465085199,0.00108412836079792,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0569926791708566,2,0,0,160
"Evan Goyke","goyke",15361,"2023_2024","House","HD-018","D",0.0383882137244782,98,0.000835282325425994,0.00108412836079792,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0397957746136769,1,0,0,66
"Peter Schmidt","schmidt",23603,"2023_2024","House","HD-006","R",0.0383882137244782,98,0.000835282325425994,0.00108412836079792,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0397957746136769,1,0,0,191
"Supreme Omokunde","moore omokunde",21996,"2023_2024","House","HD-017","D",0.0383882137244782,98,0.000835282325425994,0.00108412836079792,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0397957746136769,1,0,0,242
"Jesse James","james",20182,"2023_2024","Senate","SD-023","R",3.20510714652858,1,0.0809792843691149,0.0923190546528804,0.108643167551907,0.091254752851711,0.112426035502959,83,72,42,21,17,3,3,3,3,2,80,69,39,18,15,0,0,0,0,0,3.09022780499629,83,0.253012048192771,0.204819277108434,81
"Joan Ballweg","ballweg",3855,"2023_2024","Senate","SD-014","R",2.51023177885396,2,0.0433145009416196,0.0504677498769079,0.0748430709802028,0.0874524714828897,0.124260355029586,45,40,30,22,20,1,1,1,1,1,44,39,29,21,19,0,0,0,0,0,2.53582506068773,45,0.488888888888889,0.444444444444444,189
"Andre Jacque","jacque",12276,"2023_2024","Senate","SD-001","R",2.00806641097462,3,0.0847457627118644,0.0837026095519448,0.0555287300820859,0.0684410646387833,0.0118343195266272,90,68,23,18,2,0,0,0,0,0,90,68,23,18,2,0,0,0,0,0,2.08458212467477,90,0.2,0.0222222222222222,56
"Romaine Quinn","quinn",16423,"2023_2024","Senate","SD-025","R",1.90127291272936,4,0.0453860640301318,0.0578532742491384,0.0724287783679382,0.0532319391634981,0.0591715976331361,49,47,30,14,10,0,0,0,0,0,48,47,30,14,10,1,0,0,0,0,1.99025972532542,49,0.285714285714286,0.204081632653061,103
"Rachael Cabral-Guevara","cabral-guevara",21990,"2023_2024","Senate","SD-019","R",1.89292262293334,5,0.0474576271186441,0.0568685376661743,0.0603573153066152,0.0570342205323194,0.0650887573964497,51,46,24,14,10,1,1,1,1,1,48,44,23,13,9,2,1,0,0,0,1.8945652883897,51,0.274509803921569,0.196078431372549,111
"Howard Marklein","marklein",12299,"2023_2024","Senate","SD-017","R",1.82341006700518,6,0.0303201506591337,0.0384047267355982,0.0560115886045389,0.0615969581749049,0.0899408284023669,31,30,22,15,14,2,2,2,2,2,28,27,19,12,11,1,1,1,1,1,1.79437644813765,31,0.483870967741935,0.451612903225806,132
"Rob Stafsholt","stafsholt",18358,"2023_2024","Senate","SD-010","R",1.7695573252168,7,0.0314500941619586,0.0386509108813392,0.0589087397392564,0.0775665399239544,0.0615384615384615,33,31,24,20,12,2,2,2,2,0,29,27,20,16,10,2,2,2,2,2,1.90136501975952,33,0.606060606060606,0.363636363636364,22
"Van Wanggaard","wanggaard",12262,"2023_2024","Senate","SD-021","R",1.76135860235628,8,0.0376647834274953,0.0443131462333826,0.0627716079188798,0.0570342205323194,0.0650887573964497,38,34,24,13,9,2,2,2,2,2,36,32,22,11,7,0,0,0,0,0,1.64469504248363,38,0.342105263157895,0.236842105263158,99
"Robert Cowles","cowles",3858,"2023_2024","Senate","SD-002","R",1.67525559863839,9,0.0367231638418079,0.0393894633185623,0.0458715596330275,0.0608365019011407,0.0710059171597633,39,32,19,16,12,0,0,0,0,0,39,32,19,16,12,0,0,0,0,0,1.75595920147736,39,0.41025641025641,0.307692307692308,104
"Duey Stroebel","stroebel",13127,"2023_2024","Senate","SD-020","R",1.6213937382237,10,0.0376647834274953,0.0467749876907927,0.0627716079188798,0.0570342205323194,0.0414201183431953,37,35,23,12,6,3,3,3,3,1,34,32,20,9,5,0,0,0,0,0,1.47922735735318,37,0.324324324324324,0.162162162162162,88
"Dan Knodl","knodl",3847,"2023_2024","Senate","SD-008","R",1.60808372823268,11,0.0338983050847458,0.0369276218611521,0.0507001448575567,0.0570342205323194,0.0650887573964497,33,27,18,12,9,3,3,3,3,2,30,24,15,9,7,0,0,0,0,0,1.42801402996676,33,0.363636363636364,0.272727272727273,29
"Patrick Testin","testin",18364,"2023_2024","Senate","SD-024","R",1.58208063495822,12,0.0340866290018832,0.0384047267355982,0.0511830033800097,0.0615969581749049,0.0544378698224852,36,31,21,16,10,1,1,1,1,0,34,29,19,14,9,1,1,1,1,1,1.67957947323314,36,0.444444444444444,0.277777777777778,85
"Cory Tomczyk","tomczyk",23605,"2023_2024","Senate","SD-029","R",1.54735623109751,13,0.0433145009416196,0.0455440669620876,0.0627716079188798,0.0532319391634981,0.029585798816568,45,36,25,13,5,1,1,1,1,0,44,35,24,12,5,0,0,0,0,0,1.55709155723377,45,0.288888888888889,0.111111111111111,116
"Mary Felzkowski","felzkowski",15092,"2023_2024","Senate","SD-012","R",1.14335926548377,14,0.0235404896421846,0.0246184145741014,0.0338000965717045,0.0380228136882129,0.0532544378698225,25,20,14,10,9,0,0,0,0,0,25,20,14,10,9,0,0,0,0,0,1.19870599567025,25,0.4,0.36,116
"Eric Wimberger","wimberger",21986,"2023_2024","Senate","SD-030","R",1.14328174307788,15,0.019774011299435,0.0221565731166913,0.0362143891839691,0.0418250950570342,0.0532544378698225,19,16,13,9,8,2,2,2,2,1,17,14,11,7,7,0,0,0,0,0,1.0427102519357,19,0.473684210526316,0.421052631578947,18
"Christopher Larson","larson",12304,"2023_2024","Senate","SD-007","D",0.719857463552229,16,0.0696798493408663,0.0393894633185623,0,0,0,74,32,0,0,0,0,0,0,0,0,74,32,0,0,0,0,0,0,0,0,0.732136022057631,74,0,0,214
"Julian Bradley","bradley",21984,"2023_2024","Senate","SD-028","R",0.649965163484742,17,0.0141242937853107,0.017232890201871,0.0265572187349107,0.0228136882129278,0.0177514792899408,14,13,10,5,3,1,1,1,1,0,13,12,9,4,3,0,0,0,0,0,0.621839245605032,14,0.357142857142857,0.214285714285714,48
"Dan Feyen","feyen",18363,"2023_2024","Senate","SD-018","R",0.616283304877184,18,0.0244821092278719,0.0295420974889217,0.0241429261226461,0.0152091254752852,0,26,24,10,4,0,0,0,0,0,0,26,24,10,4,0,0,0,0,0,0,0.638005519134546,26,0.153846153846154,0,80
"Jeff Smith","smith",3820,"2023_2024","Senate","SD-031","D",0.532789140830206,19,0.0414312617702448,0.034465780403742,0.00482858522452921,0,0,44,28,2,0,0,0,0,0,0,0,44,28,2,0,0,0,0,0,0,0,0.54315006037015,44,0,0,147
"Kelda Roys","roys",3815,"2023_2024","Senate","SD-026","D",0.392911565647715,20,0.0386064030131827,0.0209256523879862,0,0,0,41,17,0,0,0,0,0,0,0,0,41,17,0,0,0,0,0,0,0,0,0.399584797534735,41,0,0,220
"LaTonya Johnson","l. johnson",15362,"2023_2024","Senate","SD-006","D",0.390824340990434,21,0.0273069679849341,0.0270802560315116,0.00482858522452921,0,0,29,22,2,0,0,0,0,0,0,0,29,22,2,0,0,0,0,0,0,0,0.398782865689932,29,0,0,173
"Rob Hutton","hutton",15093,"2023_2024","Senate","SD-005","R",0.373571706698678,22,0.0112994350282486,0.0110782865583456,0.0169000482858522,0.0114068441064639,0.00591715976331361,12,9,7,3,1,0,0,0,0,0,12,9,7,3,1,0,0,0,0,0,0.38942588792275,12,0.25,0.0833333333333333,31
"Melissa Agard","agard",15724,"2023_2024","Senate","SD-016","D",0.335069974713967,23,0.0310734463276836,0.0196947316592811,0,0,0,33,16,0,0,0,0,0,0,0,0,33,16,0,0,0,0,0,0,0,0,0.340853111315348,33,0,0,170
"Steve Nass","nass",3946,"2023_2024","Senate","SD-011","R",0.299420348710181,24,0.0112994350282486,0.00738552437223043,0.00724287783679382,0.00760456273764259,0.0118343195266272,11,5,2,1,1,1,1,1,1,1,10,4,1,0,0,0,0,0,0,0,0.212482921835501,11,0.0909090909090909,0.0909090909090909,137
"Mark Spreitzer","spreitzer",16425,"2023_2024","Senate","SD-015","D",0.289897976272289,25,0.0227871939736347,0.0187099950763171,0.000482858522452921,0.000760456273764259,0.00118343195266272,25,16,1,1,1,0,0,0,0,0,24,15,0,0,0,1,1,1,1,1,0.37538915888295,25,0.04,0.04,358
"John Jagler","jagler",15094,"2023_2024","Senate","SD-013","R",0.267690822070018,26,0.00753295668549906,0.00984736582964057,0.00965717044905843,0.00760456273764259,0.00591715976331361,8,8,4,2,1,0,0,0,0,0,8,8,4,2,1,0,0,0,0,0,0.278859921088961,8,0.25,0.125,20
"Dianne Hesselbein","hesselbein",15719,"2023_2024","Senate","SD-027","D",0.224947666874677,27,0.0210922787193974,0.0100935499753816,0.00289715113471753,0,0,24,9,2,0,0,0,0,0,0,0,22,8,1,0,0,2,1,1,0,0,0.259339712746211,24,0,0,200
"Brad Pfaff","pfaff",21985,"2023_2024","Senate","SD-032","D",0.199319864139732,28,0.0178907721280603,0.0123092072870507,0,0,0,19,10,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0.202789641563497,19,0,0,101
"Lena Taylor","taylor",3887,"2023_2024","Senate","SD-004","D",0.188486050774615,29,0.0150659133709981,0.0110782865583456,0.00241429261226461,0,0,16,9,1,0,0,0,0,0,0,0,16,9,1,0,0,0,0,0,0,0,0.19224324665261,16,0,0,206
"Chris Kapenga","kapenga",12277,"2023_2024","Senate","SD-033","R",0.110736308700314,30,0.00188323917137476,0.00246184145741014,0.00482858522452921,0.00760456273764259,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0.11664291743071,2,1,0,5
"Timothy Carpenter","carpenter",3916,"2023_2024","Senate","SD-003","D",0.0965525874370979,31,0.00847457627118644,0.00615460364352536,0,0,0,9,5,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0.098242958317565,9,0,0,171
"Devin LeMahieu","lemahieu",20615,"2023_2024","Senate","SD-009","R",0.0697069204251473,32,0.00188323917137476,0.00246184145741014,0.00241429261226461,0.00380228136882129,0,2,2,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0.0729270704361747,2,0.5,0,3
"Robert Wirch","wirch",3835,"2023_2024","Senate","SD-022","D",0.0492309874905073,33,0.00376647834274953,0.00369276218611521,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0.0501205600908255,4,0,0,88
