bill_id,session,version_status,original_sponsor,current_sponsor,requested_by,title,bill_url
SB0458,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Fri, Apr 5, 2024",Committee on Judiciary,Committee on Judiciary,Senator Warren,"Specifying that certain drug offenses do not give rise to forfeiture under the Kansas standard asset seizure and forfeiture act, providing limitations on state and local law enforcement agency requests for federal adoption of a seizure under the act, requiring probable cause affidavit filing and review to commence forfeiture proceedings, increasing the burden of proof required to forfeit property to clear and convincing evidence, authorizing courts to order payment of attorney fees and costs for certain claimants and requiring the Kansas bureau of investigation to submit forfeiture fund financial reports to the legislature.",http://kslegislature.org/li/b2023_24/measures/sb458/
SB0459,2023_2024_RS,As introduced,Committee on Transportation,Committee on Transportation,Senator Corson on behalf of Department of Revenue,Authorizing the director of vehicles to adopt rules and regulations for participation in the federal motor carriers safety administration's drug and alcohol clearinghouse and allowing for the disqualification of commercial vehicle driving privileges when a driver has violated or is noncompliance with the requirements of the clearinghouse.,http://kslegislature.org/li/b2023_24/measures/sb459/
SB0460,2023_2024_RS,As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Senator Corson,Requiring the secretary of health and environment to adopt anaphylaxis prevention and response policies for schools and day care facilities that set forth guidelines and procedures to prevent and respond to anaphylaxis.,http://kslegislature.org/li/b2023_24/measures/sb460/
SB0461,2023_2024_RS,As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Senator O'Shea,Creating the laser hair removal act to restrict the performance of laser hair removal to certain medical professionals.,http://kslegislature.org/li/b2023_24/measures/sb461/
SB0462,2023_2024_RS,As Amended by House Committee; As Amended by House Committee; As introduced,Committee on Transportation,Committee on Transportation,Senator Corson on behalf of Department of Revenue,Authorizing the director of vehicles to adopt rules and regulation for participation in the federal motor carrier safety administration's drug and alcohol clearinghouse program and authorizing the director of vehicles to waive the commercial driver's license knowledge and skills test for an applicant that provides evidence that such applicant qualifies for the military even exchange program.,http://kslegislature.org/li/b2023_24/measures/sb462/
SB0463,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Warren,Changing the membership of the Kansas judicial council from four resident lawyers to one resident lawyer from each congressional district.,http://kslegislature.org/li/b2023_24/measures/sb463/
SB0464,2023_2024_RS,As introduced,Senator Faust-Goudeau,Senator Faust-Goudeau,,"Creating the Kansas small, minority, woman, disadvantaged and service-disabled veteran business enterprise development act, providing for development of such business enterprises through greater participation in providing goods and services to state agencies and postsecondary educational institutions and requiring development of plans and goals for such participation, establishing the office of minority and women business development within the department of commerce and providing for an advisory committee on certified small business enterprises.",http://kslegislature.org/li/b2023_24/measures/sb464/
SB0465,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Jim Karleskint on behalf of United School Administrators of Kansas,"Authorizing school districts to levy an annual levy of up to two mills for the purposes of school building safety, security and compliance with the Americans with disabilities act and including such levy in the capital outlay state aid determination for such school districts.",http://kslegislature.org/li/b2023_24/measures/sb465/
SB0466,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Peck,Permitting purchasers to pay the sales tax on sales of trailers to the director of taxation or county treasurer instead of being collected by retailers.,http://kslegislature.org/li/b2023_24/measures/sb466/
SB0467,2023_2024_RS,"As Amended by House Committee; As introduced; Fri, Apr 5, 2024",Committee on Commerce,Committee on Commerce,Rachel Willis on behalf of Department of Commerce,"Increasing the membership appointed by the governor on the council on travel and tourism and updating the house committee assignment required for house members from the committee on agriculture and natural resources to the committee on commerce, labor and economic development;reducing the required allocation of funds from the department of commerce's matching grant program for the promotion of tourism by public and nonprofit entities and removing the restriction on the percentage of such funds granted to a single entity.",http://kslegislature.org/li/b2023_24/measures/sb467/
SB0468,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Prohibiting cities and counties that grant or approve certain property tax exemptions or tax increment financing from exceeding their revenue neutral rates for property tax purposes.,http://kslegislature.org/li/b2023_24/measures/sb468/
SB0469,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Mike O'Neal on behalf of Kansas Policy Institute,Establishing the sunflower education equity act to provide education savings accounts for certain students.,http://kslegislature.org/li/b2023_24/measures/sb469/
SB0470,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Senator Erickson,Including Wichita technical institute as an eligible postsecondary educational institution in the Kansas promise scholarship act.,http://kslegislature.org/li/b2023_24/measures/sb470/
SB0471,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Gavin Kreidler on behalf of American Fuel and Petrochemical Manufacturers,"Prohibiting a state agency, city or county from restricting the sale or use of motor vehicles based on the energy source used for the vehicles; allowing a state agency, city and county to have their own purchase policies for motor vehicles.",http://kslegislature.org/li/b2023_24/measures/sb471/
SB0472,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Holscher,Creating the crime of unlawful sexual communication and providing criminal penalties therefor.,http://kslegislature.org/li/b2023_24/measures/sb472/
SB0473,2023_2024_RS,Enrolled; As Amended by House Committee; As introduced,Committee on Judiciary,Committee on Judiciary,"Ed Klumpp on behalf of Kansas Peace Officers Association, Kansas Sheriffs' Association and Kansas Association of Chiefs of Police","Authorizing a notice to appear that meets certain requirements to serve as a lawful complaint under the Kansas code of criminal procedure, requiring a minimum bond premium in district court and providing reasons for suspending or terminating authorization of a compensated surety.",http://kslegislature.org/li/b2023_24/measures/sb473/
