bill_id,term,session,summary,commem
LB0656,2023_2024,RS,Change provisions relating to the Small Watersheds Flood Control Fund,0
LB0657,2023_2024,RS,Appropriate funds to the University of Nebraska,0
LB0658,2023_2024,RS,Change provisions relating to the Public Employees Retirement Board,0
LB0659,2023_2024,RS,Change provisions relating to the Public Employees Retirement Board,0
LB0660,2023_2024,RS,Appropriate funds to the Commission on Public Advocacy,0
LB0661,2023_2024,RS,Appropriate funds to the Department of Health and Human Services,0
LB0662,2023_2024,RS,Change provisions of the Nebraska Right to Farm Act relating to certain public or private nuisances,0
LB0663,2023_2024,RS,State intent to appropriate funds to the Department of Health and Human Services,0
LB0664,2023_2024,RS,Provide powers and duties for the state medicaid fraud control unit and the Attorney General,0
LB0665,2023_2024,RS,Clarify language on rules and regulations under the Employment Security Law,0
LB0666,2023_2024,RS,Change provisions of the Employment Security Law,0
LB0667,2023_2024,RS,Authorize wholesalers to implement channel pricing under the Nebraska Liquor Control Act,0
LB0668,2023_2024,RS,Authorize mental health professionals and practitioners to take persons into emergency protective custody and provide for a training and certification process,0
LB0669,2023_2024,RS,Provide powers for the Director of Banking and Finance regarding conditions on financial institutions,0
LB0670,2023_2024,RS,Prohibit discrimination under the Nebraska Fair Employment Practice Act on the basis of gender identity or sexual orientation and prohibit discrimination by employers regardless of size,0
LB0671,2023_2024,RS,Allow the Nebraska Training and Support Cash Fund to be used for retention of existing employees of Nebraska businesses,0
LB0672,2023_2024,RS,Appropriate funds to the Department of Environment and Energy,0
LB0673,2023_2024,RS,Provide grants to schools that adopt a policy to provide emergency response mapping data to law enforcement agencies and provide powers and duties for the State Department of Education and State Board of Education,0
LB0674,2023_2024,RS,Change provisions relating to digital asset depositories,0
LB0675,2023_2024,RS,Change provisions relating to elections and identification documents,0
LB0676,2023_2024,RS,Create the Nebraska Diaper Distribution Grant program,0
LB0677,2023_2024,RS,Create the Nebraska Knowing is Doing Something pilot program,0
LB0678,2023_2024,RS,Change provisions and definitions of the Nebraska Fair Employment Practice Act relating to disability,0
LB0679,2023_2024,RS,"Create the Holocaust and Genocide Education Training Grant Program and provide duties for the State Department of Education, State Board of Education, and Commissioner of Education",0
LB0680,2023_2024,RS,Change provisions of the Parkinson’s Disease Registry Act,0
LB0681,2023_2024,RS,Change provisions relating to a fund and provide for transfers under the Tax Equity and Educational Opportunities Support Act,0
LB0682,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0683,2023_2024,RS,"Change provisions relating to the County Bridge Match Program, the Highway Cash Fund, the Nebraska Telecommunications Universal Service Fund, the Roads Operations Cash Fund, the Nebraska Broadband Bridge Act, the One-Call Notification System Act, and the Small Wireless Facilities Deployment Act, adopt the Rural Communications Sustainability Act, and create the Nebraska Broadband Office and the Underground Excavation Safety Committee",0
LB0683A,2023_2024,RS,Appropriation Bill,0
LB0684,2023_2024,RS,Provide for a review of services provided by state agencies,0
LB0684A,2023_2024,RS,Appropriation Bill,0
LB0685,2023_2024,RS,Provide requirements for sale of certain alcoholic beverages and change provisions relating to the Mechanical Amusement Device Tax Act,0
LB0686,2023_2024,RS,Name the Cities of the First Class Firefighters Retirement Act and change provisions relating to firefighters employed by a city of the first class,0
LB0687,2023_2024,RS,Create the Nebraska Integrated Juvenile Data Governing Body and the Nebraska Integrated Juvenile Data and Information System,0
LB0688,2023_2024,RS,State intent to appropriate funds to the Department of Motor Vehicles,0
LB0689,2023_2024,RS,Change provisions relating to an income tax credit for community college taxes paid,0
LB0690,2023_2024,RS,"Change provisions relating to powers and duties of the State Department of Education, State Board of Education, and Commissioner of Education",0
LB0691,2023_2024,RS,Require the city or owner of a fixed rail or streetcar system to pay project-related costs for utilities,0
LB0692,2023_2024,RS,Adopt the Good Life Transformational Projects Act and change the sales tax rate,0
LB0693,2023_2024,RS,Require an authority under the Community Development Law to pay project-related costs for utility work for a fixed rail or streetcar system,0
LB0694,2023_2024,RS,Provide for a sales and use tax exemption for certain machinery and equipment related to broadband communications services,0
LB0695,2023_2024,RS,Provide a property tax exemption,0
LB0696,2023_2024,RS,Provide for legislative oversight of the settlement funds administered by the Attorney General,0
LB0697,2023_2024,RS,Change the Nebraska Job Creation and Mainstreet Revitalization Act,0
LB0698,2023_2024,RS,Change provisions relating to residency for enrollment in a public college or university,0
LB0699,2023_2024,RS,Change the valuation of certain real property for purposes of taxes levied by school districts,0
LB0700,2023_2024,RS,Remove redundant language relating to the community college system,0
LB0701,2023_2024,RS,Change legislative intent provisions under the Tax Equity and Educational Opportunities Support Act,0
LB0702,2023_2024,RS,Change provisions relating to educational service units,0
LB0703,2023_2024,RS,Change provisions relating to the University of Nebraska,0
LB0704,2023_2024,RS,Provide for distribution of certain account balances upon death under the achieving a better life experience program,0
LB0705,2023_2024,RS,"Provide, change, transfer, and eliminate provisions relating to education",0
LB0705A,2023_2024,RS,Appropriation Bill,0
LB0706,2023_2024,RS,Authorize the issuance of highway bonds under the Nebraska Highway Bond Act,0
LB0707,2023_2024,RS,Provide for grants to cities of the primary class from the Affordable Housing Trust Fund,0
LB0708,2023_2024,RS,"Require the Office of Probation Administration, the State Court Administrator, the State Department of Education, and the Department of Health and Human Services to enter into a memorandum of understanding for the sharing of data regarding data relevant to students who are under the jurisdiction of the juvenile court",0
LB0709,2023_2024,RS,Create the Convention and Event Center Capital Construction Program,0
LB0710,2023_2024,RS,Change provisions of the Credit Union Act,0
LB0711,2023_2024,RS,Change provisions of the Nebraska Uniform Trust Code,0
LB0712,2023_2024,RS,Create the Ground Based Strategic Deterrent Deployment Fund,0
LB0713,2023_2024,RS,Provide a correctional forecasting tool for the Committee on Justice Reinvestment Oversight,0
LB0714,2023_2024,RS,Change provisions of the Nebraska Affordable Housing Act,0
LB0715,2023_2024,RS,Require the Governor to apply for emergency rental assistance under the federal American Rescue Plan Act of 2021,0
LB0716,2023_2024,RS,"Change provisions relating to the National Electrical Code and licensure, registration, and state inspection fees under the State Electrical Act",0
LB0717,2023_2024,RS,Provide for criminal prosecutions of persons under fourteen years of age for murder in the first or second degree and change jurisdiction under the Nebraska Juvenile Code,0
LB0718,2023_2024,RS,Appropriate funds to the Nebraska Arts Council,0
LB0719,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0720,2023_2024,RS,Change provisions relating to child support liens,0
LB0721,2023_2024,RS,Appropriate funds to the Department of Transportation for the East Beltway project in Lancaster County,0
LB0722,2023_2024,RS,Provide authority for the Public Service Commission regarding construction of broadband or other telecommunications infrastructure,0
LB0723,2023_2024,RS,Adopt the Public Water and Natural Resources Project Contracting Act,0
LB0724,2023_2024,RS,Eliminate certain basic skill and content test requirements for eligibility for teaching certificates,0
LB0725,2023_2024,RS,Change provisions relating to electric companies and electric cooperative corporations,0
LB0726,2023_2024,RS,Adopt the Nebraska Electric Consumer Right to Transparency and Local Control Act,0
LB0727,2023_2024,RS,Change provisions relating to revenue and taxation,0
LB0727A,2023_2024,RS,Appropriation Bill,0
LB0728,2023_2024,RS,Change provisions relating to registration of trailers under the Motor Vehicle Registration Act,0
LB0729,2023_2024,RS,Change provisions relating to the Jobs and Economic Development Initiative Fund,0
